fiscal_year,SubCustomer,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2014,Navy,Small,0,1,1,16233,17454,162868,20828052762.131687
2014,Navy,Small,1,0,0,2,2,2,6832.528454419742
2014,Navy,Small,1,0,1,11,11,16,98676.66205722794
2014,Navy,Small,1,1,1,96,96,617,70336505.12711413
2014,Navy,Small,NULL,0,0,41,41,0,0
2014,Navy,Small,NULL,1,1,856,860,1,2660.3552813530473
2014,Navy,Large+,0,0,1,1,1,1,57012.019997872565
2014,Navy,Large+,0,1,1,248,433,73255,61532766085.58663
2014,Navy,Large+,1,1,1,5,10,1131,106476868.6948197
2014,Navy,Large+,NULL,1,1,1,1,1,14731.411551962556
2014,Navy,Medium,0,0,0,99,99,192,-4032.092330603127
2014,Navy,Medium,0,0,1,269,269,628,2528797.564088927
2014,Navy,Medium,0,1,1,1656,1889,17358,5941594683.544304
2014,Navy,Medium,1,0,0,114,113,207,65934.24103818742
2014,Navy,Medium,1,0,1,218,220,567,2147401.489203276
2014,Navy,Medium,1,1,1,1211,1268,13400,905412880.4382511
2014,Navy,Medium,NULL,0,0,10,10,0,0
2014,Navy,Medium,NULL,0,1,1,1,0,0
2014,Navy,Medium,NULL,1,1,61,61,2,7002.659291564727
2014,Navy,NULL,NULL,NULL,NULL,7,7,48,19742739.740453143
2014,Navy,Unlabeled Vendor,0,1,1,1,1,1,-16.74289969152218
2014,Other DoD,Small,0,0,0,32,32,39,227238.01723220933
2014,Other DoD,Small,0,0,1,230,233,337,-688705.1483884692
2014,Other DoD,Small,0,1,1,4565,4765,83029,6809076635.464312
2014,Other DoD,Small,1,0,1,5,5,5,4675.640889267099
2014,Other DoD,Small,1,1,1,15,15,6458,427002981.8849059
2014,Other DoD,Small,NULL,1,1,14,14,0,0
2014,Other DoD,Large+,0,0,1,1,1,1,0
2014,Other DoD,Large+,0,1,1,169,214,10653289,8361476229.858525
2014,Other DoD,Large+,1,1,1,3,3,11956,274258987.9161791
2014,Other DoD,Medium,0,0,0,15,16,236,261788.16083395382
2014,Other DoD,Medium,0,0,1,57,57,73,216503.78683118816
2014,Other DoD,Medium,0,1,1,586,631,759399,1003650025.7419424
2014,Other DoD,Medium,1,0,0,9,9,31,-143453.28156579085
2014,Other DoD,Medium,1,0,1,12,12,83,15913.381555153706
2014,Other DoD,Medium,1,1,1,209,216,35815,490155633.7623657
2014,Other DoD,Medium,NULL,1,1,18,18,7,28439.868099138388
2014,Other DoD,NULL,NULL,NULL,NULL,2,2,41,120434855.97276884
2014,Other DoD,Unlabeled Vendor,0,1,1,1,1,69,41493829.23093288
2015,Air Force,Small,0,0,0,130,130,179,-716779.87593313
2015,Air Force,Small,0,0,1,909,908,1292,6651588.613184733
2015,Air Force,Small,0,1,1,10599,11159,87893,12659805264.598886
2015,Air Force,Small,1,0,0,4,4,6,9702.586478814004
2015,Air Force,Small,1,0,1,9,9,10,75602.34465355903
2015,Air Force,Small,1,1,1,88,88,447,29696486.63652613
2015,Air Force,Small,NULL,0,0,32,32,0,0
2015,Air Force,Small,NULL,0,1,2,2,0,0
2015,Air Force,Small,NULL,1,1,169,170,1,260992.69267164337
2015,Air Force,Large+,0,0,1,2,2,3,96639.75396908843
2015,Air Force,Large+,0,1,1,179,269,32191,35237925320.23972
2015,Air Force,Large+,1,1,1,6,6,65,47479330.22815687
2015,Air Force,Medium,0,0,0,14,14,18,-441869.82441383664
2015,Air Force,Medium,0,0,1,137,141,249,41965510.33540112
2015,Air Force,Medium,0,1,1,984,1071,12492,6486753008.095889
2015,Air Force,Medium,1,0,0,23,23,100,-1256.9971611817896
2015,Air Force,Medium,1,0,1,71,71,119,1019510.7559667755
2015,Air Force,Medium,1,1,1,881,910,5386,957107453.0543582
2015,Air Force,Medium,NULL,0,0,17,17,0,0
2015,Air Force,Medium,NULL,0,1,1,1,0,0
2015,Air Force,Medium,NULL,1,1,42,42,0,0
2015,Air Force,NULL,NULL,NULL,NULL,5,5,29,8899647.744716644
2015,Air Force,Unlabeled Vendor,0,1,1,1,1,5,38181.23225738618
2015,Air Force,Unlabeled Vendor,1,0,0,1,1,2,5981.842077594365
2015,Army,Small,0,0,0,577,576,939,-348877.02660077804
2015,Army,Small,0,0,1,3050,3058,5131,24813165.82904006
2015,Army,Small,0,1,1,20773,21980,163509,27231499510.98728
2015,Army,Small,1,0,0,4,4,6,76546.02039743455
2015,Army,Small,1,0,1,14,14,28,113088.35033119547
2015,Army,Small,1,1,1,92,93,643,65265242.97129639
2015,Army,Small,NULL,0,0,138,138,0,0
2015,Army,Small,NULL,0,1,15,15,0,0
2015,Army,Small,NULL,1,1,340,343,4,1862566.5440016824
2015,Army,Large+,0,0,1,2,3,13,118171.54873304596
2015,Army,Large+,0,1,1,260,444,43958,36361355045.64189
2015,Army,Large+,1,1,1,10,11,4537,570697337.1464621
2015,Army,Large+,NULL,1,1,1,1,0,0
2015,Army,Medium,0,0,0,95,95,164,70158.32194301336
2015,Army,Medium,0,0,1,435,441,673,39050326.01198612
2015,Army,Medium,0,1,1,2743,3070,25868,9813365261.276417
2015,Army,Medium,1,0,0,52,52,156,-893623.0995689203
2015,Army,Medium,1,0,1,158,158,354,1610298.990642414
2015,Army,Medium,1,1,1,1606,1721,12806,1860681343.9385974
2015,Army,Medium,NULL,0,0,20,20,2,-1.0514141520344864
2015,Army,Medium,NULL,0,1,3,3,0,0
2015,Army,Medium,NULL,1,1,111,112,14,167305.5199242982
2015,Army,NULL,NULL,NULL,NULL,8,8,36,19178845.189780254
2015,Army,Unlabeled Vendor,0,1,1,1,1,5452,52122607.02344654
2015,Army,Unlabeled Vendor,1,0,0,3,1,7,2152.770476290611
2015,Army,Unlabeled Vendor,1,0,1,2,1,3,18329.302912417203
2015,Army,Unlabeled Vendor,1,1,1,24,1,71,21072297.013983812
2015,DLA,Small,0,0,0,668,672,5150,533426.8846598675
2015,DLA,Small,0,0,1,1187,1194,29765,36596227.3998528
2015,DLA,Small,0,1,1,7630,8325,832401,11680976039.343918
2015,DLA,Small,1,0,0,9,9,112,-89487.60382714753
2015,DLA,Small,1,0,1,8,8,79,198516.49668804544
2015,DLA,Small,1,1,1,29,29,695,-2549150.2050257605
2015,DLA,Small,NULL,0,0,17,17,0,0
2015,DLA,Small,NULL,1,1,161,161,0,0
2015,DLA,Large+,0,1,1,172,267,882651,13971774725.843761
2015,DLA,Large+,1,1,1,12,13,4721,2297804023.1521397
2015,DLA,Medium,0,0,0,43,47,596,184625.9909578383
2015,DLA,Medium,0,0,1,53,54,541,1234773.020712859
2015,DLA,Medium,0,1,1,508,647,54359,1825182561.3500159
2015,DLA,Medium,1,0,0,25,25,52,-5792.640100935758
2015,DLA,Medium,1,0,1,36,35,481,885021.701188098
2015,DLA,Medium,1,1,1,247,266,56413,1469243595.4158342
2015,DLA,Medium,NULL,0,0,12,12,0,0
2015,DLA,Medium,NULL,0,1,1,1,0,0
2015,DLA,Medium,NULL,1,1,63,64,0,0
2015,DLA,NULL,NULL,NULL,NULL,5,5,699,166094420.77594364
2015,DLA,Unlabeled Vendor,0,1,1,1,1,2,9850.383766165494
2015,MDA,Small,0,0,1,1,1,2,10430.028388182105
2015,MDA,Small,0,1,1,288,289,1773,690732137.2831459
2015,MDA,Large+,0,1,1,22,22,2028,4012044227.946588
2015,MDA,Medium,0,1,1,32,33,266,223173982.60960993
2015,MDA,Medium,1,1,1,2,2,4,2418252.549679319
2015,MilitaryHealth,Small,0,0,0,5,5,5,17327.031857848808
2015,MilitaryHealth,Small,0,0,1,49,49,69,401207.1916728
2015,MilitaryHealth,Small,0,1,1,821,880,3983,628883296.5618758
2015,MilitaryHealth,Small,1,1,1,2,2,1,38603.70097781517
2015,MilitaryHealth,Small,NULL,1,1,3,3,0,0
2015,MilitaryHealth,Large+,0,0,1,1,1,2,94758.36399957944
2015,MilitaryHealth,Large+,0,1,1,70,80,1012,11001324488.465986
2015,MilitaryHealth,Medium,0,0,0,1,1,1,3402.3761959835983
2015,MilitaryHealth,Medium,0,0,1,5,5,5,44041.35211859952
2015,MilitaryHealth,Medium,0,1,1,100,101,403,1035080540.4268742
2015,MilitaryHealth,Medium,1,1,1,1,1,2,143343.16055094101
2015,Navy,Small,0,0,0,511,513,828,16342175.113027023
2015,Navy,Small,0,0,1,2085,2091,3726,17363134.349700347
2015,Navy,Small,0,1,1,15650,16816,155639,18455236952.60225
2015,Navy,Small,1,0,0,3,3,7,10560.61402586479
2015,Navy,Small,1,0,1,11,11,20,73992.35621911472
2015,Navy,Small,1,1,1,85,85,771,105568894.69035855
2015,Navy,Small,NULL,0,0,49,49,0,0
2015,Navy,Small,NULL,0,1,1,1,0,0
2015,Navy,Small,NULL,1,1,617,618,0,0
2015,Navy,Large+,0,0,1,2,3,15,808845.1266954053
2015,Navy,Large+,0,1,1,242,430,63913,62300010347.83935
2015,Navy,Large+,1,1,1,6,10,838,91928378.9296604
2015,Navy,Large+,NULL,1,1,1,1,3,2838818.2104931134
2015,Navy,Medium,0,0,0,84,84,159,95266.21806329513
2015,Navy,Medium,0,0,1,255,256,550,1978059.983177374
2015,Navy,Medium,0,1,1,1627,1840,19714,7129889902.218484
2015,Navy,Medium,1,0,0,96,97,171,142429.5552518137
2015,Navy,Medium,1,0,1,222,220,529,2332199.0432131216
2015,Navy,Medium,1,1,1,1265,1348,13463,808283466.9855957
2015,Navy,Medium,NULL,0,0,19,19,0,0
2015,Navy,Medium,NULL,0,1,1,1,0,0
2015,Navy,Medium,NULL,1,1,51,50,0,0
2015,Navy,NULL,NULL,NULL,NULL,8,8,101,29215440.353275158
2015,Navy,Unlabeled Vendor,0,1,1,1,1,16,42389.180948375564
2015,Other DoD,Small,0,0,0,71,71,83,-336412.1964041636
2015,Other DoD,Small,0,0,1,232,233,313,888411.2711597099
2015,Other DoD,Small,0,1,1,4714,4910,71779,6315542842.813585
2015,Other DoD,Small,1,0,1,2,2,2,9168.205236042477
2015,Other DoD,Small,1,1,1,21,21,2590,72947207.46504049
2015,Other DoD,Small,NULL,0,0,4,4,0,0
2015,Other DoD,Small,NULL,1,1,18,18,2,0
2015,Other DoD,Large+,0,0,1,1,2,42,219126.34843865
2015,Other DoD,Large+,0,1,1,173,237,9501892,8584167927.946589
2015,Other DoD,Large+,1,1,1,2,2,31,2181431.7947639576
2015,Other DoD,Medium,0,0,0,18,18,28,17469.950583534854
2015,Other DoD,Medium,0,0,1,62,62,100,179144.54841762173
2015,Other DoD,Medium,0,1,1,627,680,629313,1176610461.3605301
2015,Other DoD,Medium,1,0,0,6,6,7,8162.149090526759
2015,Other DoD,Medium,1,0,1,6,6,12,54176.479865418994
2015,Other DoD,Medium,1,1,1,226,235,90440,445683881.3899696
2015,Other DoD,Medium,NULL,1,1,17,17,0,0
2015,Other DoD,NULL,NULL,NULL,NULL,7,7,70,117242938.07170646
2015,Other DoD,Unlabeled Vendor,0,1,1,2,2,8850,26672183.860792767
2016,Air Force,Small,0,0,0,106,106,150,-764187.001974026
2016,Air Force,Small,0,0,1,828,829,1148,6157798.564155844
2016,Air Force,Small,0,1,1,10418,10970,86283,14408684203.802597
2016,Air Force,Small,1,0,0,1,1,1,-10628.571428571428
2016,Air Force,Small,1,0,1,10,10,12,62204.094025974024
2016,Air Force,Small,1,1,1,90,92,509,41649900.5548052
2016,Air Force,Small,NULL,0,0,27,27,0,0
2016,Air Force,Small,NULL,0,1,3,3,0,0
2016,Air Force,Small,NULL,1,1,153,153,3,11948.051948051947
2016,Air Force,Large+,0,0,1,1,1,1,3904.8310649350647
2016,Air Force,Large+,0,1,1,174,251,30942,45217466250.49351
2016,Air Force,Large+,1,1,1,4,4,38,4282306.687584416
2016,Air Force,Medium,0,0,0,19,30,138,35985606.431168824
2016,Air Force,Medium,0,0,1,103,104,187,1200128.6732467532
2016,Air Force,Medium,0,1,1,1004,1110,12548,6588300598.441558
2016,Air Force,Medium,1,0,0,16,16,50,-534726.1196883117
2016,Air Force,Medium,1,0,1,40,40,101,287641.4457142857
2016,Air Force,Medium,1,1,1,877,890,5494,939531060.4675324
2016,Air Force,Medium,NULL,0,0,23,23,2,24100557.4025974
2016,Air Force,Medium,NULL,0,1,3,3,0,0
2016,Air Force,Medium,NULL,1,1,45,45,0,0
2016,Air Force,NULL,NULL,NULL,NULL,4,4,22,6174955.245714285
2016,Air Force,Unlabeled Vendor,1,1,1,1,1,2,42749.78701298701
2016,Army,Small,0,0,0,422,423,716,-1446410.316779221
2016,Army,Small,0,0,1,2542,2543,3778,14651487.054129869
2016,Army,Small,0,1,1,19804,21012,147332,27325499654.44156
2016,Army,Small,1,0,0,14,14,31,17506.8985974026
2016,Army,Small,1,0,1,9,9,11,72968.86202597403
2016,Army,Small,1,1,1,115,118,2246,215698410.65974027
2016,Army,Small,NULL,0,0,99,99,0,0
2016,Army,Small,NULL,0,1,17,17,0,0
2016,Army,Small,NULL,1,1,411,409,3,368548.97724675323
2016,Army,Large+,0,1,1,245,394,36839,37580533074.31595
2016,Army,Large+,1,1,1,6,6,4646,316697258.3896104
2016,Army,Medium,0,0,0,73,87,227,48954966.64935064
2016,Army,Medium,0,0,1,341,341,483,1863433.0057142857
2016,Army,Medium,0,1,1,2701,3038,23426,8764314323.116882
2016,Army,Medium,1,0,0,56,56,184,-454340.42129870126
2016,Army,Medium,1,0,1,133,133,339,-175332.6538181818
2016,Army,Medium,1,1,1,1635,1663,26739,2235001244.8831167
2016,Army,Medium,NULL,0,0,21,21,3,660.7792207792207
2016,Army,Medium,NULL,0,1,3,3,1,9474.233974025972
2016,Army,Medium,NULL,1,1,124,124,9,167541.144
2016,Army,NULL,NULL,NULL,NULL,7,7,24,15278101.475324675
2016,Army,Unlabeled Vendor,1,1,1,16,1,37,348854.0402077922
2016,DLA,Small,0,0,0,923,924,15839,1381826.194285714
2016,DLA,Small,0,0,1,1241,1248,47643,44451093.12322079
2016,DLA,Small,0,1,1,7855,8643,1421275,12004383298.516466
2016,DLA,Small,1,0,0,8,8,202,30822.68051948052
2016,DLA,Small,1,0,1,9,9,98,150158.18202597403
2016,DLA,Small,1,1,1,42,42,1210,44757992.86535065
2016,DLA,Small,NULL,0,0,1,1,0,0
2016,DLA,Small,NULL,1,1,72,73,12,882350.0589090908
2016,DLA,Large+,0,1,1,170,254,1232244,14072665893.61039
2016,DLA,Large+,1,1,1,13,13,6535,1311821115.0701299
2016,DLA,Medium,0,0,0,77,95,7146,30674635.377350647
2016,DLA,Medium,0,0,1,55,58,9017,7708801.932467532
2016,DLA,Medium,0,1,1,575,715,118083,1719133306.5974026
2016,DLA,Medium,1,0,0,45,45,289,-198770.4717922078
2016,DLA,Medium,1,0,1,27,28,2815,1167611.677922078
2016,DLA,Medium,1,1,1,236,238,67412,1311635529.2467532
2016,DLA,Medium,NULL,0,0,5,5,0,0
2016,DLA,Medium,NULL,0,1,1,1,0,0
2016,DLA,Medium,NULL,1,1,19,19,0,0
2016,DLA,NULL,NULL,NULL,NULL,6,6,1137,97712760.59220779
2016,MDA,Small,0,0,0,1,1,2,0
2016,MDA,Small,0,1,1,359,361,2035,780167103.4617143
2016,MDA,Large+,0,1,1,20,20,2053,5748755693.818182
2016,MDA,Medium,0,1,1,30,31,327,290401883.4597403
2016,MDA,Medium,1,1,1,1,1,5,2389610.3896103897
2016,MilitaryHealth,Small,0,0,0,1,1,1,3179.220779220779
2016,MilitaryHealth,Small,0,0,1,35,35,40,204808.08301298702
2016,MilitaryHealth,Small,0,1,1,891,954,3755,892284635.9605194
2016,MilitaryHealth,Small,NULL,1,1,5,5,0,0
2016,MilitaryHealth,Large+,0,1,1,66,76,1151,11298604281.83896
2016,MilitaryHealth,Large+,1,1,1,1,1,1,40882.98296103896
2016,MilitaryHealth,Medium,0,0,1,5,5,5,36716.88311688312
2016,MilitaryHealth,Medium,0,1,1,109,113,381,1333259470.025974
2016,MilitaryHealth,Medium,1,1,1,1,1,1,11103.896103896104
2016,MilitaryHealth,Medium,NULL,1,1,1,1,0,0
2016,Navy,Small,0,0,0,410,410,718,-1049152.298181818
2016,Navy,Small,0,0,1,1784,1790,3013,13932960.787636362
2016,Navy,Small,0,1,1,15107,16319,150140,21421162762.732468
2016,Navy,Small,1,0,0,1,1,3,2282.877922077922
2016,Navy,Small,1,0,1,10,10,16,98630.64883116883
2016,Navy,Small,1,1,1,100,100,570,90628793.01818182
2016,Navy,Small,NULL,0,0,24,24,0,0
2016,Navy,Small,NULL,1,1,697,698,1,0
2016,Navy,Large+,0,1,1,233,382,61736,67650350219.4452
2016,Navy,Large+,1,1,1,4,4,1307,86857855.688
2016,Navy,Medium,0,0,0,50,69,379,68781753.68322077
2016,Navy,Medium,0,0,1,206,211,325,1812211.3548051948
2016,Navy,Medium,0,1,1,1599,1852,19285,5444960610.909091
2016,Navy,Medium,1,0,0,77,78,127,-262011.80997402596
2016,Navy,Medium,1,0,1,182,182,412,477554.3035844156
2016,Navy,Medium,1,1,1,1255,1272,13416,1060066160
2016,Navy,Medium,NULL,0,0,13,13,0,0
2016,Navy,Medium,NULL,1,1,40,40,2,1199068.051948052
2016,Navy,NULL,NULL,NULL,NULL,9,9,70,37829476.31168831
2016,Other DoD,Small,0,0,0,65,65,162,-277889.3614545454
2016,Other DoD,Small,0,0,1,164,164,232,924677.4659740259
2016,Other DoD,Small,0,1,1,4647,4903,242682,6282394744.124676
2016,Other DoD,Small,1,0,0,1,1,1,0
2016,Other DoD,Small,1,0,1,4,4,5,9793.246753246753
2016,Other DoD,Small,1,1,1,31,31,101,6825794.007792208
2016,Other DoD,Small,NULL,0,0,11,11,0,0
2016,Other DoD,Small,NULL,1,1,59,59,3,0
2016,Other DoD,Large+,0,1,1,178,256,9019734,8698112947.04935
2016,Other DoD,Large+,1,1,1,3,3,6,6881950.720623377
2016,Other DoD,Medium,0,0,0,30,41,106,-121872.51875324675
2016,Other DoD,Medium,0,0,1,56,56,74,194564.6125714286
2016,Other DoD,Medium,0,1,1,679,738,839419,1027153599.3766235
2016,Other DoD,Medium,1,0,0,4,4,5,0
2016,Other DoD,Medium,1,0,1,5,5,9,7434.2542337662335
2016,Other DoD,Medium,1,1,1,205,206,69492,377296197.77662337
2016,Other DoD,Medium,NULL,0,0,19,19,0,0
2016,Other DoD,Medium,NULL,1,1,41,41,0,0
2016,Other DoD,NULL,NULL,NULL,NULL,5,5,107,131827091.22077921
