fiscal_year,SubCustomer,PlatformPortfolio,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2009,Other DoD,Ships & Submarines,Large+,0,1,1,31,32,852,90410094
2009,Other DoD,Ships & Submarines,Medium,0,1,1,8,8,61,8583434
2009,Other DoD,Ships & Submarines,Medium,1,1,1,3,3,8,2022020
2009,Other DoD,Space Systems,Small,0,1,1,18,18,40,12614697
2009,Other DoD,Space Systems,Large+,0,1,1,13,13,48,1734238
2009,Other DoD,Space Systems,Medium,0,1,1,1,1,2,-192362
2010,Air Force,Aircraft,Small,0,0,0,51,51,102,93557
2010,Air Force,Aircraft,Small,0,0,1,99,100,194,753122
2010,Air Force,Aircraft,Small,0,1,1,1350,1424,8702,2125508521
2010,Air Force,Aircraft,Small,1,0,1,1,1,1,14875
2010,Air Force,Aircraft,Small,1,1,1,1,1,1,0
2010,Air Force,Aircraft,Small,NULL,0,0,1,1,0,0
2010,Air Force,Aircraft,Small,NULL,1,1,4,4,0,0
2010,Air Force,Aircraft,Large+,0,1,1,67,77,13037,27166117341
2010,Air Force,Aircraft,Medium,0,0,0,1,1,2,2842
2010,Air Force,Aircraft,Medium,0,0,1,6,8,40,403453
2010,Air Force,Aircraft,Medium,0,1,1,70,73,1092,936739880
2010,Air Force,Aircraft,Medium,1,0,1,3,3,4,29941
2010,Air Force,Aircraft,Medium,1,1,1,31,31,280,335779172
2010,Air Force,Aircraft,Medium,NULL,0,0,1,1,0,0
2010,Air Force,Aircraft,Medium,NULL,1,1,2,2,0,0
2010,Air Force,"Electronics, Comms, & Sensors",Small,0,0,0,52,52,64,-31603
2010,Air Force,"Electronics, Comms, & Sensors",Small,0,0,1,317,317,403,3013988
2010,Air Force,"Electronics, Comms, & Sensors",Small,0,1,1,3409,3595,17956,3545415458
2010,Air Force,"Electronics, Comms, & Sensors",Small,1,0,1,3,3,6,-31258
2010,Air Force,"Electronics, Comms, & Sensors",Small,1,1,1,20,20,63,1806050
2010,Air Force,"Electronics, Comms, & Sensors",Small,NULL,0,0,2,2,0,0
2010,Air Force,"Electronics, Comms, & Sensors",Small,NULL,1,1,6,6,0,0
2010,Air Force,"Electronics, Comms, & Sensors",Large+,0,1,1,117,123,15429,7778595748
2010,Air Force,"Electronics, Comms, & Sensors",Large+,1,1,1,1,1,4,18241
2010,Air Force,"Electronics, Comms, & Sensors",Medium,0,0,0,16,16,20,18782
2010,Air Force,"Electronics, Comms, & Sensors",Medium,0,0,1,34,38,59,748572
2010,Air Force,"Electronics, Comms, & Sensors",Medium,0,1,1,197,207,739,316866332
2010,Air Force,"Electronics, Comms, & Sensors",Medium,1,0,0,11,11,16,5735
2010,Air Force,"Electronics, Comms, & Sensors",Medium,1,0,1,33,33,46,314510
2010,Air Force,"Electronics, Comms, & Sensors",Medium,1,1,1,101,105,258,23160221
2010,Air Force,"Electronics, Comms, & Sensors",Medium,NULL,0,0,1,1,0,0
2010,Air Force,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,2,2,3,2199872
2010,Air Force,Facilities and Construction,Small,0,0,0,136,136,183,-303
2010,Air Force,Facilities and Construction,Small,0,0,1,783,785,1061,8424760
2010,Air Force,Facilities and Construction,Small,0,1,1,5385,5671,72287,4866481764
2010,Air Force,Facilities and Construction,Small,1,0,0,1,1,1,-27116
2010,Air Force,Facilities and Construction,Small,1,0,1,9,9,11,84911
2010,Air Force,Facilities and Construction,Small,1,1,1,48,48,341,23364692
2010,Air Force,Facilities and Construction,Small,NULL,0,0,14,14,0,0
2010,Air Force,Facilities and Construction,Small,NULL,1,1,51,51,0,0
2010,Air Force,Facilities and Construction,Large+,0,1,1,99,103,4931,1897089281
2010,Air Force,Facilities and Construction,Large+,1,1,1,3,3,103,295596299
2010,Air Force,Facilities and Construction,Large+,NULL,1,1,1,1,9,322290
2010,Air Force,Facilities and Construction,Medium,0,0,0,17,17,26,32010
2010,Air Force,Facilities and Construction,Medium,0,0,1,68,84,132,797337
2010,Air Force,Facilities and Construction,Medium,0,1,1,420,439,3446,697746455
2010,Air Force,Facilities and Construction,Medium,1,0,0,20,20,24,-29792
2010,Air Force,Facilities and Construction,Medium,1,0,1,87,87,141,6169013
2010,Air Force,Facilities and Construction,Medium,1,1,1,504,513,3026,642081429
2010,Air Force,Facilities and Construction,Medium,NULL,0,0,12,12,0,0
2010,Air Force,Facilities and Construction,Medium,NULL,1,1,12,12,0,0
2010,Air Force,Facilities and Construction,NULL,NULL,NULL,NULL,2,2,7,330956
2010,Air Force,Land Vehicles,Small,0,0,0,30,30,52,-56094
2010,Air Force,Land Vehicles,Small,0,0,1,107,109,159,926987
2010,Air Force,Land Vehicles,Small,0,1,1,421,434,1179,123501774
2010,Air Force,Land Vehicles,Small,1,0,1,1,1,1,0
2010,Air Force,Land Vehicles,Small,1,1,1,6,6,15,572346
2010,Air Force,Land Vehicles,Small,NULL,1,1,3,3,0,0
2010,Air Force,Land Vehicles,Large+,0,1,1,16,16,66,980663
2010,Air Force,Land Vehicles,Medium,0,0,0,1,1,1,4283
2010,Air Force,Land Vehicles,Medium,0,0,1,11,11,20,432606
2010,Air Force,Land Vehicles,Medium,0,1,1,19,19,88,12072421
2010,Air Force,Land Vehicles,Medium,1,0,1,5,5,7,74570
2010,Air Force,Land Vehicles,Medium,1,1,1,53,55,131,3082170
2010,Air Force,Land Vehicles,Medium,NULL,0,0,1,1,0,0
2010,Air Force,Missile Defense,Small,0,1,1,6,6,17,7980458
2010,Air Force,Missile Defense,Large+,0,1,1,7,7,52,13998866
2010,Air Force,Missile Defense,Medium,0,1,1,1,1,6,7381602
2010,Air Force,Ordnance and Missiles,Small,0,0,0,7,7,11,16087
2010,Air Force,Ordnance and Missiles,Small,0,0,1,12,12,19,64689
2010,Air Force,Ordnance and Missiles,Small,0,1,1,454,468,1623,471426749
2010,Air Force,Ordnance and Missiles,Large+,0,1,1,36,36,2012,3460012092
2010,Air Force,Ordnance and Missiles,Medium,0,0,1,1,1,1,6523
2010,Air Force,Ordnance and Missiles,Medium,0,1,1,28,28,81,55869932
2010,Air Force,Ordnance and Missiles,Medium,1,0,0,1,1,1,-3808
2010,Air Force,Ordnance and Missiles,Medium,1,1,1,9,9,15,321908
2010,Air Force,Ordnance and Missiles,NULL,NULL,NULL,NULL,1,1,1,43478
2010,Air Force,Other Products,Small,0,0,0,23,23,30,-44214
2010,Air Force,Other Products,Small,0,0,1,184,184,249,1649272
2010,Air Force,Other Products,Small,0,1,1,1195,1285,5126,283649067
2010,Air Force,Other Products,Small,1,1,1,6,6,9,325888
2010,Air Force,Other Products,Small,NULL,0,0,4,4,0,0
2010,Air Force,Other Products,Small,NULL,1,1,6,6,0,0
2010,Air Force,Other Products,Large+,0,1,1,30,30,257,41814848
2010,Air Force,Other Products,Large+,1,1,1,1,1,1,10958
2010,Air Force,Other Products,Large+,NULL,1,1,1,3,64,1162277
2010,Air Force,Other Products,Medium,0,0,0,1,1,1,4060
2010,Air Force,Other Products,Medium,0,0,1,12,13,27,176873
2010,Air Force,Other Products,Medium,0,1,1,52,54,2754,39332007
2010,Air Force,Other Products,Medium,1,0,0,7,7,23,5181
2010,Air Force,Other Products,Medium,1,0,1,13,13,33,227566
2010,Air Force,Other Products,Medium,1,1,1,60,60,255,8998532
2010,Air Force,Other Products,Medium,NULL,0,0,6,6,0,0
2010,Air Force,Other Products,Medium,NULL,1,1,1,1,0,0
2010,Air Force,Other Products,NULL,NULL,NULL,NULL,2,2,24,4172116
2010,Air Force,Other R&D and Knowledge Based,Small,0,0,0,30,30,50,-356920
2010,Air Force,Other R&D and Knowledge Based,Small,0,0,1,170,170,255,1513668
2010,Air Force,Other R&D and Knowledge Based,Small,0,1,1,2017,2088,14755,3614081566
2010,Air Force,Other R&D and Knowledge Based,Small,1,0,0,1,1,1,-92
2010,Air Force,Other R&D and Knowledge Based,Small,1,0,1,6,6,10,50138
2010,Air Force,Other R&D and Knowledge Based,Small,1,1,1,40,40,86,13730214
2010,Air Force,Other R&D and Knowledge Based,Small,NULL,0,0,6,6,0,0
2010,Air Force,Other R&D and Knowledge Based,Small,NULL,1,1,24,24,0,0
2010,Air Force,Other R&D and Knowledge Based,Large+,0,1,1,82,85,9267,4543972683
2010,Air Force,Other R&D and Knowledge Based,Medium,0,0,0,17,18,28,59979
2010,Air Force,Other R&D and Knowledge Based,Medium,0,0,1,80,85,118,1020205
2010,Air Force,Other R&D and Knowledge Based,Medium,0,1,1,327,337,2297,1039645864
2010,Air Force,Other R&D and Knowledge Based,Medium,1,0,0,11,11,17,62776
2010,Air Force,Other R&D and Knowledge Based,Medium,1,0,1,30,30,62,181370
2010,Air Force,Other R&D and Knowledge Based,Medium,1,1,1,134,134,310,221694616
2010,Air Force,Other R&D and Knowledge Based,Medium,NULL,0,0,21,21,0,0
2010,Air Force,Other R&D and Knowledge Based,Medium,NULL,1,1,1,1,0,0
2010,Air Force,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,1,1,4,208644
2010,Air Force,Other Services,Small,0,0,0,51,51,89,143048
2010,Air Force,Other Services,Small,0,0,1,252,252,401,2295573
2010,Air Force,Other Services,Small,0,1,1,1282,1310,5845,697168113
2010,Air Force,Other Services,Small,1,0,0,1,1,1,-309
2010,Air Force,Other Services,Small,1,0,1,9,9,24,90509
2010,Air Force,Other Services,Small,1,1,1,37,37,119,2896731
2010,Air Force,Other Services,Small,NULL,0,0,18,18,0,0
2010,Air Force,Other Services,Small,NULL,0,1,1,1,0,0
2010,Air Force,Other Services,Small,NULL,1,1,61,61,0,0
2010,Air Force,Other Services,Large+,0,1,1,48,48,470,248024207
2010,Air Force,Other Services,Large+,NULL,1,1,1,1,2,31415
2010,Air Force,Other Services,Medium,0,0,0,9,9,11,16624
2010,Air Force,Other Services,Medium,0,0,1,46,47,61,489679
2010,Air Force,Other Services,Medium,0,1,1,125,125,378,328294748
2010,Air Force,Other Services,Medium,1,0,0,7,7,8,-39572
2010,Air Force,Other Services,Medium,1,0,1,29,29,58,271014
2010,Air Force,Other Services,Medium,1,1,1,150,151,477,24820920
2010,Air Force,Other Services,Medium,NULL,0,0,10,10,0,0
2010,Air Force,Other Services,Medium,NULL,1,1,23,23,0,0
2010,Air Force,Other Services,NULL,NULL,NULL,NULL,1,1,1,0
2010,Air Force,Ships & Submarines,Small,0,0,0,5,5,6,18137
2010,Air Force,Ships & Submarines,Small,0,0,1,20,20,26,147017
2010,Air Force,Ships & Submarines,Small,0,1,1,73,73,124,9646615
2010,Air Force,Ships & Submarines,Small,1,0,1,1,1,2,4832
2010,Air Force,Ships & Submarines,Small,1,1,1,2,2,3,-54522
2010,Air Force,Ships & Submarines,Large+,0,1,1,6,6,10,434106
2010,Air Force,Ships & Submarines,Medium,0,0,1,3,3,4,21841
2010,Air Force,Ships & Submarines,Medium,0,1,1,4,4,8,763129
2010,Air Force,Ships & Submarines,Medium,1,0,0,1,1,1,9809
2010,Air Force,Ships & Submarines,Medium,1,0,1,5,5,11,42604
2010,Air Force,Ships & Submarines,Medium,1,1,1,14,14,26,1709401
2010,Air Force,Space Systems,Small,0,1,1,274,278,1281,1343022306
2010,Air Force,Space Systems,Large+,0,1,1,25,25,1835,6766793217
2010,Air Force,Space Systems,Medium,0,1,1,23,23,311,199902205
2010,Air Force,Space Systems,Medium,1,1,1,2,2,3,460540
2010,Army,Aircraft,Small,0,0,0,24,24,33,-145363
2010,Army,Aircraft,Small,0,0,1,87,87,138,647897
2010,Army,Aircraft,Small,0,1,1,1015,1070,4608,1524030665
2010,Army,Aircraft,Small,1,1,1,9,9,16,955628
2010,Army,Aircraft,Small,NULL,0,0,1,1,0,0
2010,Army,Aircraft,Small,NULL,1,1,3,3,1,1488091
2010,Army,Aircraft,Large+,0,1,1,54,60,4127,10074389243
2010,Army,Aircraft,Medium,0,0,0,4,4,4,168328
2010,Army,Aircraft,Medium,0,0,1,3,3,3,31361
2010,Army,Aircraft,Medium,0,1,1,41,45,358,607309375
2010,Army,Aircraft,Medium,1,0,0,1,1,1,4005
2010,Army,Aircraft,Medium,1,0,1,2,2,2,22270
2010,Army,Aircraft,Medium,1,1,1,13,13,59,1477680
2010,Army,Aircraft,Medium,NULL,1,1,1,1,0,0
2010,Army,Aircraft,NULL,NULL,NULL,NULL,1,1,1,0
2010,Army,"Electronics, Comms, & Sensors",Small,0,0,0,224,224,322,-268043
2010,Army,"Electronics, Comms, & Sensors",Small,0,0,1,859,860,1423,7728118
2010,Army,"Electronics, Comms, & Sensors",Small,0,1,1,5884,6247,43196,8525603597
2010,Army,"Electronics, Comms, & Sensors",Small,1,0,0,2,2,2,-39088
2010,Army,"Electronics, Comms, & Sensors",Small,1,0,1,23,23,80,212569
2010,Army,"Electronics, Comms, & Sensors",Small,1,1,1,66,67,382,34818683
2010,Army,"Electronics, Comms, & Sensors",Small,NULL,0,0,16,16,0,0
2010,Army,"Electronics, Comms, & Sensors",Small,NULL,0,1,1,1,0,0
2010,Army,"Electronics, Comms, & Sensors",Small,NULL,1,1,12,12,0,0
2010,Army,"Electronics, Comms, & Sensors",Large+,0,1,1,152,177,27271,15760099329
2010,Army,"Electronics, Comms, & Sensors",Large+,1,1,1,2,2,9,15302611
2010,Army,"Electronics, Comms, & Sensors",Medium,0,0,0,30,30,36,115308
2010,Army,"Electronics, Comms, & Sensors",Medium,0,0,1,83,87,166,9997245
2010,Army,"Electronics, Comms, & Sensors",Medium,0,1,1,352,373,1201,230333349
2010,Army,"Electronics, Comms, & Sensors",Medium,1,0,0,32,32,39,65487
2010,Army,"Electronics, Comms, & Sensors",Medium,1,0,1,69,71,135,1387238
2010,Army,"Electronics, Comms, & Sensors",Medium,1,1,1,314,316,1251,264744310
2010,Army,"Electronics, Comms, & Sensors",Medium,NULL,0,0,1,1,0,0
2010,Army,"Electronics, Comms, & Sensors",Medium,NULL,1,1,5,5,0,0
2010,Army,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,3,3,36,34664750
2010,Army,"Electronics, Comms, & Sensors",Unlabeled Vendor,1,1,1,2,1,3,0
2010,Army,Facilities and Construction,Small,0,0,0,713,713,1030,98005
2010,Army,Facilities and Construction,Small,0,0,1,3217,3231,5206,49792952
2010,Army,Facilities and Construction,Small,0,1,1,14441,15308,145365,22615489615
2010,Army,Facilities and Construction,Small,1,0,0,6,6,8,-50084
2010,Army,Facilities and Construction,Small,1,0,1,17,17,27,1634437
2010,Army,Facilities and Construction,Small,1,1,1,136,138,1305,206040433
2010,Army,Facilities and Construction,Small,NULL,0,0,92,92,0,0
2010,Army,Facilities and Construction,Small,NULL,0,1,3,3,0,0
2010,Army,Facilities and Construction,Small,NULL,1,1,149,149,0,0
2010,Army,Facilities and Construction,Large+,0,0,1,1,1,1,5232
2010,Army,Facilities and Construction,Large+,0,1,1,190,221,20061,9713099874
2010,Army,Facilities and Construction,Large+,1,1,1,7,8,827,150768812
2010,Army,Facilities and Construction,Large+,NULL,1,1,1,5,28,609661
2010,Army,Facilities and Construction,Medium,0,0,0,116,116,160,285547
2010,Army,Facilities and Construction,Medium,0,0,1,363,417,871,46853563
2010,Army,Facilities and Construction,Medium,0,1,1,1735,1861,15420,9107009561
2010,Army,Facilities and Construction,Medium,1,0,0,121,121,246,300493
2010,Army,Facilities and Construction,Medium,1,0,1,188,191,324,6044005
2010,Army,Facilities and Construction,Medium,1,1,1,1276,1291,12247,2569958018
2010,Army,Facilities and Construction,Medium,NULL,0,0,15,15,0,0
2010,Army,Facilities and Construction,Medium,NULL,1,1,54,55,3,33132
2010,Army,Facilities and Construction,NULL,NULL,NULL,NULL,3,3,6,304486
2010,Army,Facilities and Construction,Unlabeled Vendor,1,1,1,1,1,2,6031680
2010,Army,Land Vehicles,Small,0,0,0,65,65,82,-142815
2010,Army,Land Vehicles,Small,0,0,1,358,359,493,3118909
2010,Army,Land Vehicles,Small,0,1,1,1828,1954,11391,4088195551
2010,Army,Land Vehicles,Small,1,0,1,6,6,7,56301
2010,Army,Land Vehicles,Small,1,1,1,29,29,176,16120184
2010,Army,Land Vehicles,Small,NULL,0,0,6,6,0,0
2010,Army,Land Vehicles,Small,NULL,1,1,6,6,0,0
2010,Army,Land Vehicles,Large+,0,1,1,67,71,3482,17967007012
2010,Army,Land Vehicles,Large+,1,1,1,1,1,4,68694
2010,Army,Land Vehicles,Medium,0,0,0,8,8,10,95600
2010,Army,Land Vehicles,Medium,0,0,1,27,30,63,1108697
2010,Army,Land Vehicles,Medium,0,1,1,97,104,815,216365965
2010,Army,Land Vehicles,Medium,1,0,0,16,16,37,216668
2010,Army,Land Vehicles,Medium,1,0,1,22,22,90,-1778947
2010,Army,Land Vehicles,Medium,1,1,1,176,180,854,638003730
2010,Army,Land Vehicles,Medium,NULL,0,0,6,6,0,0
2010,Army,Land Vehicles,Medium,NULL,1,1,5,5,0,0
2010,Army,Land Vehicles,NULL,NULL,NULL,NULL,2,2,14,2498836
2010,Army,Missile Defense,Small,0,0,0,2,2,2,-20911
2010,Army,Missile Defense,Small,0,0,1,1,1,1,0
2010,Army,Missile Defense,Small,0,1,1,174,174,1190,507672634
2010,Army,Missile Defense,Small,1,1,1,1,1,2,0
2010,Army,Missile Defense,Large+,0,1,1,22,22,1105,4423801367
2010,Army,Missile Defense,Medium,0,1,1,12,12,37,19943808
2010,Army,NULL,Small,0,0,0,1,1,1,1241
2010,Army,NULL,Small,0,0,1,1,1,1,-7052
2010,Army,NULL,Small,0,1,1,9,9,9,-212014
2010,Army,NULL,Large+,0,1,1,9,9,11,-36647
2010,Army,NULL,Medium,0,0,1,1,1,1,-3553
2010,Army,NULL,Medium,0,1,1,1,1,1,0
2010,Army,Ordnance and Missiles,Small,0,0,0,24,24,41,-93911
2010,Army,Ordnance and Missiles,Small,0,0,1,84,84,127,663200
2010,Army,Ordnance and Missiles,Small,0,1,1,958,981,5048,2329363994
2010,Army,Ordnance and Missiles,Small,1,1,1,4,4,10,756109
2010,Army,Ordnance and Missiles,Small,NULL,0,0,10,10,0,0
2010,Army,Ordnance and Missiles,Small,NULL,1,1,3,3,14,3862657
2010,Army,Ordnance and Missiles,Large+,0,1,1,43,43,3275,7078351877
2010,Army,Ordnance and Missiles,Medium,0,0,0,1,1,1,4050
2010,Army,Ordnance and Missiles,Medium,0,0,1,2,3,8,307700
2010,Army,Ordnance and Missiles,Medium,0,1,1,41,41,261,309679925
2010,Army,Ordnance and Missiles,Medium,1,0,0,5,5,6,826
2010,Army,Ordnance and Missiles,Medium,1,0,1,3,3,7,53099
2010,Army,Ordnance and Missiles,Medium,1,1,1,31,32,86,35662465
2010,Army,Ordnance and Missiles,Medium,NULL,1,1,2,2,0,0
2010,Army,Ordnance and Missiles,NULL,NULL,NULL,NULL,2,2,5,1944131
2010,Army,Other Products,Small,0,0,0,255,255,456,30677
2010,Army,Other Products,Small,0,0,1,1017,1021,2006,10211692
2010,Army,Other Products,Small,0,1,1,4038,4437,51072,4031245676
2010,Army,Other Products,Small,1,0,0,4,4,7,1847
2010,Army,Other Products,Small,1,0,1,10,10,21,100126
2010,Army,Other Products,Small,1,1,1,39,39,129,161375802
2010,Army,Other Products,Small,NULL,0,0,21,21,0,0
2010,Army,Other Products,Small,NULL,0,1,3,3,0,0
2010,Army,Other Products,Small,NULL,1,1,44,44,0,0
2010,Army,Other Products,Large+,0,1,1,97,113,1955,690904906
2010,Army,Other Products,Large+,1,1,1,2,4,21,2907840
2010,Army,Other Products,Large+,NULL,1,1,1,4,118,3656372
2010,Army,Other Products,Medium,0,0,0,19,19,27,8993
2010,Army,Other Products,Medium,0,0,1,88,104,354,1744375
2010,Army,Other Products,Medium,0,1,1,224,235,7157,111438561
2010,Army,Other Products,Medium,1,0,0,47,47,63,67282
2010,Army,Other Products,Medium,1,0,1,57,57,113,382281
2010,Army,Other Products,Medium,1,1,1,190,190,680,29776042
2010,Army,Other Products,Medium,NULL,0,0,2,2,1,159
2010,Army,Other Products,Medium,NULL,0,1,1,1,0,0
2010,Army,Other Products,Medium,NULL,1,1,22,22,0,0
2010,Army,Other Products,NULL,NULL,NULL,NULL,2,2,62,5281742
2010,Army,Other R&D and Knowledge Based,Small,0,0,0,224,224,321,140369
2010,Army,Other R&D and Knowledge Based,Small,0,0,1,743,744,1383,6956961
2010,Army,Other R&D and Knowledge Based,Small,0,1,1,5442,5624,37185,9043729546
2010,Army,Other R&D and Knowledge Based,Small,1,0,0,3,3,7,-9858
2010,Army,Other R&D and Knowledge Based,Small,1,0,1,6,6,8,30965
2010,Army,Other R&D and Knowledge Based,Small,1,1,1,45,45,118,19960934
2010,Army,Other R&D and Knowledge Based,Small,NULL,0,0,30,30,0,0
2010,Army,Other R&D and Knowledge Based,Small,NULL,0,1,1,1,0,0
2010,Army,Other R&D and Knowledge Based,Small,NULL,1,1,68,68,1,-45231
2010,Army,Other R&D and Knowledge Based,Large+,0,0,1,1,1,3,6690
2010,Army,Other R&D and Knowledge Based,Large+,0,1,1,136,146,11743,8045304814
2010,Army,Other R&D and Knowledge Based,Large+,1,1,1,3,3,7,6718407
2010,Army,Other R&D and Knowledge Based,Medium,0,0,0,39,40,59,-58534
2010,Army,Other R&D and Knowledge Based,Medium,0,0,1,159,177,281,5802022
2010,Army,Other R&D and Knowledge Based,Medium,0,1,1,761,797,4273,3027125477
2010,Army,Other R&D and Knowledge Based,Medium,1,0,0,31,31,42,49705
2010,Army,Other R&D and Knowledge Based,Medium,1,0,1,59,59,189,572371
2010,Army,Other R&D and Knowledge Based,Medium,1,1,1,308,309,834,330976487
2010,Army,Other R&D and Knowledge Based,Medium,NULL,0,0,3,3,0,0
2010,Army,Other R&D and Knowledge Based,Medium,NULL,0,1,3,3,0,0
2010,Army,Other R&D and Knowledge Based,Medium,NULL,1,1,10,10,1,45777
2010,Army,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,4,4,10,477206
2010,Army,Other Services,Small,0,0,0,222,222,378,445489
2010,Army,Other Services,Small,0,0,1,823,827,1670,8806680
2010,Army,Other Services,Small,0,1,1,2770,3108,22738,2529062983
2010,Army,Other Services,Small,1,0,0,2,2,3,16896
2010,Army,Other Services,Small,1,0,1,11,11,17,66670
2010,Army,Other Services,Small,1,1,1,42,42,343,11472334
2010,Army,Other Services,Small,NULL,0,0,21,21,0,0
2010,Army,Other Services,Small,NULL,0,1,5,5,0,0
2010,Army,Other Services,Small,NULL,1,1,116,116,0,0
2010,Army,Other Services,Large+,0,1,1,77,77,4514,10960259705
2010,Army,Other Services,Large+,NULL,1,1,1,1,6,24546
2010,Army,Other Services,Medium,0,0,0,60,60,89,135045
2010,Army,Other Services,Medium,0,0,1,218,258,681,12908287
2010,Army,Other Services,Medium,0,1,1,608,664,4119,256097600
2010,Army,Other Services,Medium,1,0,0,58,58,97,136426
2010,Army,Other Services,Medium,1,0,1,142,142,277,1208182
2010,Army,Other Services,Medium,1,1,1,352,355,2473,1191791735
2010,Army,Other Services,Medium,NULL,0,0,11,11,0,0
2010,Army,Other Services,Medium,NULL,0,1,2,2,0,0
2010,Army,Other Services,Medium,NULL,1,1,38,38,0,0
2010,Army,Other Services,NULL,NULL,NULL,NULL,2,2,4,63624
2010,Army,Other Services,Unlabeled Vendor,1,0,1,1,1,1,-7684
2010,Army,Ships & Submarines,Small,0,0,0,16,16,16,-65590
2010,Army,Ships & Submarines,Small,0,0,1,103,103,143,796336
2010,Army,Ships & Submarines,Small,0,1,1,485,496,1592,231977130
2010,Army,Ships & Submarines,Small,1,1,1,3,3,11,15938
2010,Army,Ships & Submarines,Small,NULL,1,1,7,7,0,0
2010,Army,Ships & Submarines,Large+,0,1,1,18,18,62,54496095
2010,Army,Ships & Submarines,Large+,1,1,1,1,1,12,543467
2010,Army,Ships & Submarines,Medium,0,0,0,1,1,1,-9
2010,Army,Ships & Submarines,Medium,0,0,1,8,8,12,117213
2010,Army,Ships & Submarines,Medium,0,1,1,28,28,93,82686264
2010,Army,Ships & Submarines,Medium,1,0,0,1,1,1,-1410
2010,Army,Ships & Submarines,Medium,1,1,1,12,12,179,21571142
2010,Army,Space Systems,Small,0,1,1,167,168,553,277418534
2010,Army,Space Systems,Large+,0,1,1,20,20,301,720441197
2010,Army,Space Systems,Medium,0,1,1,12,12,45,23711378
2010,Army,Space Systems,NULL,NULL,NULL,NULL,1,1,1,1075761
2010,DLA,Aircraft,Small,0,0,0,29,29,39,121243
2010,DLA,Aircraft,Small,0,0,1,301,302,598,4574797
2010,DLA,Aircraft,Small,0,1,1,2783,3015,40111,2059731362
2010,DLA,Aircraft,Small,1,0,1,2,2,4,33036
2010,DLA,Aircraft,Small,1,1,1,11,11,64,5495342
2010,DLA,Aircraft,Small,NULL,0,0,2,2,0,0
2010,DLA,Aircraft,Small,NULL,1,1,3,3,0,0
2010,DLA,Aircraft,Large+,0,1,1,60,78,32097,2993722019
2010,DLA,Aircraft,Large+,1,1,1,1,3,39,3643448
2010,DLA,Aircraft,Medium,0,0,0,1,1,2,659
2010,DLA,Aircraft,Medium,0,0,1,6,11,526,11433553
2010,DLA,Aircraft,Medium,0,1,1,64,77,8929,255847263
2010,DLA,Aircraft,Medium,1,0,1,2,2,3,12996
2010,DLA,Aircraft,Medium,1,1,1,21,21,91,8738684
2010,DLA,Aircraft,NULL,NULL,NULL,NULL,1,1,30,649025
2010,DLA,"Electronics, Comms, & Sensors",Small,0,0,0,36,36,82,112673
2010,DLA,"Electronics, Comms, & Sensors",Small,0,0,1,236,238,647,3983407
2010,DLA,"Electronics, Comms, & Sensors",Small,0,1,1,2501,2656,40852,1228135421
2010,DLA,"Electronics, Comms, & Sensors",Small,1,0,1,1,1,2,12969
2010,DLA,"Electronics, Comms, & Sensors",Small,1,1,1,8,8,52,1598510
