fiscal_year,Customer,SubCustomer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
1987,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,-171000
1988,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1,1,NULL,73000
1988,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,NULL,-35000
1988,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,-39000
1988,Defense,Navy,B,Big Five,PID,NULL,1,1,2,2,NULL,694000
1988,Defense,Navy,L,Large Vendor,PID,NULL,1,1,8,8,NULL,2358000
1988,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,3,3,NULL,-138330
1988,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,8,8,NULL,302000
1988,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,2,2,NULL,-65000
1988,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,4,NULL,556000
1988,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,1486000
1988,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,5,5,NULL,2159000
1988,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,2,2,NULL,102000
1988,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,1,1,NULL,200000
1989,Defense,Army,L,Large Vendor,PID,NULL,1,1,6,6,NULL,70078000
1989,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,2,2,NULL,44000
1989,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,11,32,NULL,63972000
1989,Defense,Army,M,Medium Vendor,PID,NULL,1,1,3,3,NULL,176388000
1989,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,2,2,NULL,27000
1989,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,-90000
1989,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,9,9,NULL,12163000
1989,Defense,Navy,B,Big Five,PDuns,NULL,1,1,4,5,NULL,112109000
1989,Defense,Navy,B,Big Five,PID,NULL,1,1,5,5,NULL,78469000
1989,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,5,8,NULL,-1752000
1989,Defense,Navy,L,Large Vendor,PID,NULL,1,1,30,30,NULL,164373000
1989,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,7,7,NULL,877000
1989,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,44000
1989,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,292,980,NULL,570697000
1989,Defense,Navy,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,-595000
1989,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,34,34,NULL,120686975
1989,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,21,30,NULL,63745000
1989,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,NULL,1097000
1989,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,7,7,NULL,-1636029
1989,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,247,249,NULL,116661000
1989,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,12,12,NULL,3148000
1989,Defense,Other DoD,B,Big Five,PID,NULL,1,1,1,1,NULL,1340000
1989,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,2,2,NULL,11735000
1989,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,9,9,NULL,16139000
1989,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,17,36,NULL,46936000
1989,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,2,2,NULL,691000
1989,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,NULL,70000
1989,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,16,16,NULL,9062000
1989,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,1,1,NULL,205000
1990,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,1,1,NULL,9010000
1990,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,2,7,NULL,25395000
1990,Defense,Air Force,B,Big Five,PID,NULL,1,1,5,5,NULL,7540391000
1990,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,14,4814,NULL,3477514000
1990,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,72,72,NULL,17701000000
1990,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,28,29,NULL,15928000
1990,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,-1237000
1990,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,1250,1829,NULL,2548550000
1990,Defense,Air Force,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,-1137000
1990,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,89,89,NULL,3754787000
1990,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,0,4,4,NULL,-1041000
1990,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,NULL,130000
1990,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,1044,1909,NULL,3567213000
1990,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,73,73,NULL,1528485000
1990,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,26,26,NULL,-4546000
1990,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,1,1,NULL,62000
1990,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,1028,1072,NULL,801968000
1990,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,18,18,NULL,69844000
1990,Defense,Army,B,Big Five,PDuns,NULL,1,1,2,10,NULL,182140000
1990,Defense,Army,B,Big Five,PID,NULL,1,1,5,5,NULL,2503032000
1990,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,103874000
1990,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,19,6775,NULL,3400207000
1990,Defense,Army,L,Large Vendor,PID,NULL,1,1,72,72,NULL,8154751000
1990,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,36,36,NULL,-15233000
1990,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,2,2,NULL,-50000
1990,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1568,2156,NULL,2707657000
1990,Defense,Army,M,Medium Vendor,PID,NULL,1,1,101,101,NULL,965650000
1990,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,0,10,10,NULL,-8866000
1990,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,1049,1762,NULL,2641426000
1990,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,77,77,NULL,1424094000
1990,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,35,35,NULL,-10589000
1990,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,5,5,NULL,254000
1990,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,1187,1222,NULL,737937000
1990,Defense,Army,S,Always Small Vendor,PID,NULL,0,0,1,1,NULL,0
1990,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,27,27,NULL,26749000
1990,Defense,DLA,B,Big Five,PDuns,NULL,1,1,1,3,NULL,249000
1990,Defense,DLA,B,Big Five,PID,NULL,1,1,5,5,NULL,11551000
1990,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,13,2154,NULL,1480964000
1990,Defense,DLA,L,Large Vendor,PID,NULL,0,0,1,1,NULL,NULL
1990,Defense,DLA,L,Large Vendor,PID,NULL,1,1,57,57,NULL,2185230000
1990,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,24,24,NULL,-11676000
1990,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,1092,1432,NULL,2528062000
1990,Defense,DLA,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,34000
1990,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,48,48,NULL,1276615000
1990,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,NULL,-1416000
1990,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,692,994,NULL,1044025000
1990,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,36,36,NULL,328363000
1990,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,12,12,NULL,-4697000
1990,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,1,1,NULL,87000
1990,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,548,559,NULL,257421000
1990,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,6,6,NULL,93778000
1990,Defense,Navy,NULL,NULL,PID,NULL,NULL,NULL,2,2,NULL,25677000
1990,Defense,Navy,B,Big Five,PDuns,NULL,1,1,5,12,NULL,64715000
1990,Defense,Navy,B,Big Five,PID,NULL,0,0,1,1,NULL,-35000
1990,Defense,Navy,B,Big Five,PID,NULL,1,1,5,5,NULL,5773019707
1990,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,21,6813,NULL,3439050236
1990,Defense,Navy,L,Large Vendor,PID,NULL,1,1,76,76,NULL,18988664888
1990,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,22,22,NULL,2537000
1990,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,40000
1990,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,1607,2388,2,2514815964
1990,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,103,103,NULL,4957740493
1990,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,0,0,5,5,NULL,-5382000
1990,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,NULL,-1073000
1990,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1302,2486,NULL,4594708708
1990,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,84,84,NULL,1431682734
1990,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,34,34,NULL,-2915000
1990,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,6,6,NULL,538000
1990,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,1634,1715,1,1554808675
1990,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,38,38,NULL,646544000
1990,Defense,Other DoD,NULL,NULL,PID,NULL,NULL,NULL,1,1,NULL,211000
1990,Defense,Other DoD,B,Big Five,PID,NULL,1,1,5,5,NULL,41074000
1990,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,8,384,NULL,392741000
1990,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,41,41,NULL,857801000
1990,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,0,3,3,NULL,-1099000
1990,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,11000
1990,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,204,226,NULL,399257000
1990,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,42,42,NULL,780138000
1990,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-110000
1990,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,206,282,NULL,581396000
1990,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,29,29,NULL,121015000
1990,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,2,2,NULL,-75000
1990,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,141,148,NULL,141510000
1990,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,7,7,NULL,17183000
1991,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,2,2,NULL,45302000
1991,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,2,7,NULL,35733000
1991,Defense,Air Force,B,Big Five,PID,NULL,1,1,5,5,NULL,9190484000
1991,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,18,49,NULL,165971000
1991,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,75,75,NULL,17388666000
1991,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,6,6,NULL,-302000
1991,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,25000
1991,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,1045,6413,NULL,6575844000
1991,Defense,Air Force,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,97000
1991,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,87,87,NULL,2225205000
1991,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-449000
1991,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,852,1697,NULL,3873487000
1991,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,81,81,NULL,2820444000
1991,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,24,24,NULL,-8366000
1991,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,12,12,NULL,176000
1991,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,1280,1343,NULL,1245188000
1991,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,34,34,NULL,67579000
1991,Defense,Army,B,Big Five,PDuns,NULL,1,1,2,9,NULL,187646000
1991,Defense,Army,B,Big Five,PID,NULL,1,1,6,6,NULL,3801571000
1991,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,256592000
1991,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,23,45,NULL,112975000
1991,Defense,Army,L,Large Vendor,PID,NULL,1,1,81,81,NULL,9780527000
1991,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,7,7,NULL,-484000
1991,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,11,11,NULL,386000
1991,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1459,10891,NULL,9480727000
1991,Defense,Army,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,26000
1991,Defense,Army,M,Medium Vendor,PID,NULL,1,1,100,100,NULL,1863445000
1991,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,NULL,53000
1991,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,2,NULL,-1282000
1991,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,986,1891,NULL,4546686000
1991,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,97,97,NULL,3367096000
1991,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,50,50,NULL,-22377000
1991,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,18,18,NULL,-12361000
1991,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,1738,1806,NULL,1419346000
1991,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,50,50,NULL,113270000
1991,Defense,DLA,B,Big Five,PDuns,NULL,1,1,1,3,NULL,560000
1991,Defense,DLA,B,Big Five,PID,NULL,1,1,6,6,NULL,11191000
1991,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,14,28,NULL,76144000
1991,Defense,DLA,L,Large Vendor,PID,NULL,1,1,58,58,NULL,2883647000
1991,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,0,3,3,NULL,-2047000
1991,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,1,4,4,NULL,180000
1991,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,609,3085,NULL,3530990000
1991,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,36,36,NULL,1395991000
1991,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,NULL,-28000
1991,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,560,936,NULL,1338067000
1991,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,41,41,NULL,500150000
1991,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,22,22,NULL,-50571000
1991,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,17,17,NULL,-56000
1991,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,1074,1095,NULL,1303964000
1991,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,20,20,NULL,695290000
1991,Defense,Navy,NULL,NULL,PID,NULL,NULL,NULL,3,3,NULL,39683940
1991,Defense,Navy,B,Big Five,PDuns,NULL,1,1,2,7,NULL,89442000
1991,Defense,Navy,B,Big Five,PID,NULL,1,1,6,6,NULL,5375033964
1991,Defense,Navy,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,81107000
1991,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,26,70,2,170031040
1991,Defense,Navy,L,Large Vendor,PID,NULL,1,1,75,75,2,16922115264
1991,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,8,8,NULL,270792
1991,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,9,9,NULL,232678
1991,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,1248,8668,NULL,7459343876
1991,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,97,97,1,3041571454
1991,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,NULL,-1648000
1991,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1093,2253,NULL,4735875983
1991,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,106,106,NULL,2238286924
1991,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,25,25,NULL,-14151380
1991,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,20,20,NULL,-253025
1991,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,1867,1956,1,1705448873
1991,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,50,50,NULL,97558461
1991,Defense,Other DoD,B,Big Five,PDuns,NULL,1,1,1,1,NULL,410000
1991,Defense,Other DoD,B,Big Five,PID,NULL,1,1,4,4,NULL,77705000
1991,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,7,10,NULL,19237000
1991,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,45,45,NULL,1074583000
1991,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,1,2,2,NULL,38000
1991,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,229,778,NULL,961126000
1991,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,32,32,NULL,650322000
1991,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,233,335,NULL,862741000
1991,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,39,39,NULL,118118000
1991,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,2,2,NULL,-81000
1991,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,173,177,NULL,143682000
1991,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,14,14,NULL,103965000
1992,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,3,3,NULL,12363313
1992,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,2,4,NULL,99136864
1992,Defense,Air Force,B,Big Five,PID,NULL,1,1,5,5,NULL,11192986768
1992,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,21,80,NULL,247775572
1992,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,86,86,NULL,12109318567
1992,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,6,6,NULL,-7047796
1992,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,6,6,NULL,156610
1992,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,1136,1513,NULL,2079207027
1992,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,106,106,NULL,2339111771
1992,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,NULL,1157289
1992,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,785,1526,NULL,2776385479
1992,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,100,100,NULL,2010960125
1992,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,22,22,NULL,-9251163
1992,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,15,15,NULL,338475
1992,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,1251,6809,NULL,5695460273
1992,Defense,Air Force,S,Always Small Vendor,PID,NULL,0,1,1,1,NULL,26152
1992,Defense,Air Force,S,Always Small Vendor,PID,NULL,1,1,43,43,NULL,54637710
1992,Defense,Army,B,Big Five,PDuns,NULL,1,1,2,5,NULL,42726185
1992,Defense,Army,B,Big Five,PID,NULL,1,1,6,6,NULL,2616260659
1992,Defense,Army,J,Large: Big 5 JV,PID,NULL,1,1,2,2,NULL,568448224
1992,Defense,Army,L,Large Vendor,PDuns,NULL,1,1,24,77,NULL,219783398
1992,Defense,Army,L,Large Vendor,PID,NULL,1,1,87,87,NULL,8334367138
1992,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,8,8,NULL,33683
1992,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,16,16,NULL,355878
1992,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,1735,2285,NULL,3663469683
1992,Defense,Army,M,Medium Vendor,PID,NULL,1,1,127,127,NULL,2483994922
1992,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,1,2,2,NULL,37667
1992,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,902,1789,NULL,3342859256
1992,Defense,Army,N,Sometimes Small Vendor,PID,NULL,1,1,105,105,NULL,2728269710
1992,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,26,27,NULL,-11029864
1992,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,32,32,NULL,-150659
1992,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,1690,11568,NULL,7000896797
1992,Defense,Army,S,Always Small Vendor,PID,NULL,0,1,1,1,NULL,25980
1992,Defense,Army,S,Always Small Vendor,PID,NULL,1,1,51,51,NULL,123460341
1992,Defense,DLA,B,Big Five,PID,NULL,1,1,6,6,NULL,6579346
1992,Defense,DLA,L,Large Vendor,PDuns,NULL,1,1,13,30,NULL,9215862
1992,Defense,DLA,L,Large Vendor,PID,NULL,1,1,70,70,NULL,1762672093
1992,Defense,DLA,M,Medium Vendor,PDuns,NULL,0,1,13,13,NULL,362845
1992,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,611,781,NULL,1216788102
1992,Defense,DLA,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,25509
1992,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,35,35,NULL,396102862
1992,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,416,772,NULL,710332678
1992,Defense,DLA,N,Sometimes Small Vendor,PID,NULL,1,1,43,43,NULL,359369034
1992,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,21,22,NULL,-2983968
1992,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,22,22,NULL,640527
1992,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,936,3415,NULL,2153471194
1992,Defense,DLA,S,Always Small Vendor,PID,NULL,0,0,1,1,NULL,1162211
1992,Defense,DLA,S,Always Small Vendor,PID,NULL,1,1,23,23,NULL,288206744
1992,Defense,Navy,NULL,NULL,PID,NULL,NULL,NULL,4,4,NULL,8809415
1992,Defense,Navy,B,Big Five,PDuns,NULL,1,1,2,4,NULL,134166100
1992,Defense,Navy,B,Big Five,PID,NULL,1,1,6,6,4,4909322218
1992,Defense,Navy,J,Large: Big 5 JV,PID,NULL,1,1,2,2,NULL,40912238
1992,Defense,Navy,L,Large Vendor,PDuns,NULL,1,1,22,98,NULL,291589383
1992,Defense,Navy,L,Large Vendor,PID,NULL,1,1,87,87,8,18273983512
1992,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,8,8,1,-279183
1992,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,10,10,NULL,104483
1992,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,1454,1968,3,2442284246
1992,Defense,Navy,M,Medium Vendor,PID,NULL,1,1,117,117,2,2379800503
1992,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1037,2236,NULL,3619235340
1992,Defense,Navy,N,Sometimes Small Vendor,PID,NULL,1,1,113,113,1,2532248660
1992,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,30,29,1,-3087364
1992,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,24,24,NULL,260351
1992,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,1832,10058,8,5918529849
1992,Defense,Navy,S,Always Small Vendor,PID,NULL,1,1,59,59,NULL,96372862
1992,Defense,Other DoD,NULL,NULL,PID,NULL,NULL,NULL,1,1,NULL,1087437
1992,Defense,Other DoD,B,Big Five,PID,NULL,1,1,5,5,NULL,72497638
1992,Defense,Other DoD,L,Large Vendor,PDuns,NULL,1,1,9,16,NULL,46153844
1992,Defense,Other DoD,L,Large Vendor,PID,NULL,1,1,56,56,NULL,1861599938
1992,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,267,310,NULL,511683305
1992,Defense,Other DoD,M,Medium Vendor,PID,NULL,1,1,51,51,NULL,955566922
1992,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,227,377,NULL,936123561
1992,Defense,Other DoD,N,Sometimes Small Vendor,PID,NULL,1,1,43,43,NULL,236793878
1992,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,0,2,2,NULL,-59160
1992,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,0,1,1,1,NULL,26105
1992,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,227,1117,NULL,1475521983
1992,Defense,Other DoD,S,Always Small Vendor,PID,NULL,1,1,17,17,NULL,46935413
1993,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,3,3,NULL,14139064
1993,Defense,Air Force,B,Big Five,PDuns,NULL,1,1,3,12,NULL,44419738
1993,Defense,Air Force,B,Big Five,PID,NULL,1,1,5,5,NULL,9612924938
1993,Defense,Air Force,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,5655716
1993,Defense,Air Force,L,Large Vendor,PDuns,NULL,1,1,18,142,NULL,415404200
1993,Defense,Air Force,L,Large Vendor,PID,NULL,1,1,80,80,NULL,14349038966
1993,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,5,5,NULL,-618823
1993,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,7,7,NULL,186283
1993,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,1073,7487,NULL,7315795152
1993,Defense,Air Force,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,27300
1993,Defense,Air Force,M,Medium Vendor,PID,NULL,1,1,112,112,NULL,1814461059
1993,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,699,1618,NULL,2608187430
1993,Defense,Air Force,N,Sometimes Small Vendor,PID,NULL,1,1,109,109,NULL,2598052041
1993,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,10,10,NULL,-495298
1993,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,5,5,NULL,808960
1993,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,728,872,NULL,622267326
1993,Defense,Air Force,S,Always Small Vendor,PID,NULL,0,1,1,1,NULL,26100
