fiscal_year,Customer,SubCustomer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2011,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,0
2011,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,0,0,40,42,99,101497.7901
2011,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,0,1,362,371,953,3761512.949
2011,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,1,1,5725,7229,84344,7696467182
2011,Defense,Navy,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,5,6577.71
2011,Defense,Navy,N,Sometimes Small Vendor,PDuns,1,0,1,6,6,26,89187.7998
2011,Defense,Navy,N,Sometimes Small Vendor,PDuns,1,1,1,51,56,768,90110857.12
2011,Defense,Navy,N,Sometimes Small Vendor,PID,0,0,0,1,1,24,17869.5701
2011,Defense,Navy,N,Sometimes Small Vendor,PID,0,0,1,5,5,9,41005.4902
2011,Defense,Navy,N,Sometimes Small Vendor,PID,0,1,1,538,538,28917,6366162542
2011,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,53,53,0,0
2011,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,1,1,0,0
2011,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,126,127,0,0
2011,Defense,Navy,S,Always Small Vendor,PDuns,0,0,0,1048,1049,1718,1755088.177
2011,Defense,Navy,S,Always Small Vendor,PDuns,0,0,1,3096,3104,5782,25133641.93
2011,Defense,Navy,S,Always Small Vendor,PDuns,0,1,1,11248,11366,68188,7492317559
2011,Defense,Navy,S,Always Small Vendor,PDuns,1,0,0,10,10,16,16997.3804
2011,Defense,Navy,S,Always Small Vendor,PDuns,1,0,1,15,15,40,-393729.4989
2011,Defense,Navy,S,Always Small Vendor,PDuns,1,1,1,46,48,88,4996031.422
2011,Defense,Navy,S,Always Small Vendor,PID,0,0,0,4,4,17,8447.5399
2011,Defense,Navy,S,Always Small Vendor,PID,0,0,1,5,5,6,34147.5
2011,Defense,Navy,S,Always Small Vendor,PID,0,1,1,98,98,2814,819036110
2011,Defense,Other DoD,NULL,NULL,PID,NULL,NULL,NULL,3,3,26,121015868.7
2011,Defense,Other DoD,B,Big Five,PDuns,0,0,0,1,2,3,43995.8398
2011,Defense,Other DoD,B,Big Five,PDuns,0,1,1,3,5,17,5849629.74
2011,Defense,Other DoD,B,Big Five,PID,0,1,1,5,5,9186,3031895501
2011,Defense,Other DoD,J,Large: Big 5 JV,PID,0,1,1,4,4,52,-13966140.7
2011,Defense,Other DoD,L,Large Vendor,Duns,0,1,1,1,1,3,498755
2011,Defense,Other DoD,L,Large Vendor,PDuns,0,0,1,1,3,11,-73260.86
2011,Defense,Other DoD,L,Large Vendor,PDuns,0,1,1,22,49,343,14657667.65
2011,Defense,Other DoD,L,Large Vendor,PID,0,1,1,125,125,9370959,10088982959
2011,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,0,0,2,2,0,0
2011,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,5,5,0,0
2011,Defense,Other DoD,M,Medium Vendor,PDuns,0,0,0,15,15,22,-21131.9299
2011,Defense,Other DoD,M,Medium Vendor,PDuns,0,0,1,74,74,113,500010.2081
2011,Defense,Other DoD,M,Medium Vendor,PDuns,0,1,1,512,535,5932,352241939.8
2011,Defense,Other DoD,M,Medium Vendor,PDuns,1,0,0,19,19,79,81270.4392
2011,Defense,Other DoD,M,Medium Vendor,PDuns,1,0,1,26,26,104,315761.9383
2011,Defense,Other DoD,M,Medium Vendor,PDuns,1,1,1,210,209,2729,140165732.8
2011,Defense,Other DoD,M,Medium Vendor,PID,0,0,0,1,1,4,3218.27
2011,Defense,Other DoD,M,Medium Vendor,PID,0,1,1,101,101,2720,238465431.6
2011,Defense,Other DoD,M,Medium Vendor,PID,1,1,1,3,3,531,150834197.6
2011,Defense,Other DoD,N,Sometimes Small Vendor,Duns,0,1,1,3,2,30,681221.3019
2011,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,0
2011,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,0,0,3,3,13,3147.37
2011,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,0,1,42,42,63,129576.9975
2011,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,1,1,1986,2215,23164,1735545850
2011,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,1,0,1,2,2,1,-0.06
2011,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,1,1,1,13,13,105,10386004.16
2011,Defense,Other DoD,N,Sometimes Small Vendor,PID,0,0,1,2,2,8,12197.6802
2011,Defense,Other DoD,N,Sometimes Small Vendor,PID,0,1,1,353,353,922534,2915222831
2011,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,7,7,0,0
2011,Defense,Other DoD,S,Always Small Vendor,PDuns,0,0,0,60,60,111,-766686.8007
2011,Defense,Other DoD,S,Always Small Vendor,PDuns,0,0,1,286,285,383,1687729.704
2011,Defense,Other DoD,S,Always Small Vendor,PDuns,0,1,1,2136,2144,32647,1143044539
2011,Defense,Other DoD,S,Always Small Vendor,PDuns,1,0,0,2,2,2,3788.88
2011,Defense,Other DoD,S,Always Small Vendor,PDuns,1,0,1,11,11,19,100591.0697
2011,Defense,Other DoD,S,Always Small Vendor,PDuns,1,1,1,9,9,26,12794613.54
2011,Defense,Other DoD,S,Always Small Vendor,PID,0,1,1,43,43,550,135027892
2012,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,3,3,19,12046022.63
2012,Defense,Air Force,B,Big Five,PDuns,0,0,1,1,1,1,1344
2012,Defense,Air Force,B,Big Five,PID,0,1,1,5,5,15363,34278929225
2012,Defense,Air Force,J,Large: Big 5 JV,PID,0,1,1,2,2,111,2409768748
2012,Defense,Air Force,L,Large Vendor,PDuns,0,0,0,1,1,1,64695.8008
2012,Defense,Air Force,L,Large Vendor,PDuns,0,1,1,36,91,528,84671299.73
2012,Defense,Air Force,L,Large Vendor,PID,0,1,1,128,128,22901,13456766958
2012,Defense,Air Force,L,Large Vendor,PID,1,1,1,3,3,93,102351158.2
2012,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,0,18,18,0,0
2012,Defense,Air Force,M,Medium Vendor,PDuns,NULL,0,1,3,3,0,0
2012,Defense,Air Force,M,Medium Vendor,PDuns,NULL,1,1,46,46,0,0
2012,Defense,Air Force,M,Medium Vendor,PDuns,0,0,0,43,43,73,-52690.6727
2012,Defense,Air Force,M,Medium Vendor,PDuns,0,0,1,205,205,283,1462233.197
2012,Defense,Air Force,M,Medium Vendor,PDuns,0,1,1,929,1008,8099,997170689.3
2012,Defense,Air Force,M,Medium Vendor,PDuns,1,0,0,47,47,118,-57006.2401
2012,Defense,Air Force,M,Medium Vendor,PDuns,1,0,1,135,134,235,1066697.627
2012,Defense,Air Force,M,Medium Vendor,PDuns,1,1,1,924,944,4810,663263203.2
2012,Defense,Air Force,M,Medium Vendor,PID,0,0,0,2,2,4,22860.0022
2012,Defense,Air Force,M,Medium Vendor,PID,0,1,1,138,138,2418,3961450829
2012,Defense,Air Force,M,Medium Vendor,PID,1,1,1,9,9,101,334884947.6
2012,Defense,Air Force,N,Sometimes Small Vendor,Duns,0,1,1,3,2,35155,423727783
2012,Defense,Air Force,N,Sometimes Small Vendor,PDuns,NULL,1,1,4,5,0,0
2012,Defense,Air Force,N,Sometimes Small Vendor,PDuns,0,0,0,12,12,16,10885.27
2012,Defense,Air Force,N,Sometimes Small Vendor,PDuns,0,0,1,124,124,253,1051701.731
2012,Defense,Air Force,N,Sometimes Small Vendor,PDuns,0,1,1,3568,4191,30255,3820963295
2012,Defense,Air Force,N,Sometimes Small Vendor,PDuns,1,0,1,2,2,6,41044.3701
2012,Defense,Air Force,N,Sometimes Small Vendor,PDuns,1,1,1,46,46,285,10281060.97
2012,Defense,Air Force,N,Sometimes Small Vendor,PID,0,1,1,383,383,14748,5770369528
2012,Defense,Air Force,N,Sometimes Small Vendor,PID,1,1,1,1,1,1,86193
2012,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,0,53,53,0,0
2012,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,0,1,3,3,0,0
2012,Defense,Air Force,S,Always Small Vendor,PDuns,NULL,1,1,165,166,0,0
2012,Defense,Air Force,S,Always Small Vendor,PDuns,0,0,0,260,260,341,-74550.5502
2012,Defense,Air Force,S,Always Small Vendor,PDuns,0,0,1,1146,1149,1626,8210367.909
2012,Defense,Air Force,S,Always Small Vendor,PDuns,0,1,1,7029,7089,35188,4279337115
2012,Defense,Air Force,S,Always Small Vendor,PDuns,1,0,0,4,4,5,2067.5601
2012,Defense,Air Force,S,Always Small Vendor,PDuns,1,0,1,25,25,39,177061.2497
2012,Defense,Air Force,S,Always Small Vendor,PDuns,1,1,1,82,82,147,15837619.68
2012,Defense,Air Force,S,Always Small Vendor,PID,0,0,1,1,1,1,4386
2012,Defense,Air Force,S,Always Small Vendor,PID,0,1,1,67,67,940,106913420.5
2012,Defense,Army,NULL,NULL,PID,NULL,NULL,NULL,8,8,94,4984248.184
2012,Defense,Army,B,Big Five,PDuns,0,0,1,1,5,29,61041763.3
2012,Defense,Army,B,Big Five,PDuns,0,1,1,3,3,23,162307.1402
2012,Defense,Army,B,Big Five,PID,0,1,1,5,5,12191,19862687071
2012,Defense,Army,J,Large: Big 5 JV,PID,0,1,1,4,4,435,863167920.9
2012,Defense,Army,L,Large Vendor,Duns,0,1,1,1,1,5997,260850212.3
2012,Defense,Army,L,Large Vendor,PDuns,0,0,0,1,3,10,32868.7197
2012,Defense,Army,L,Large Vendor,PDuns,0,1,1,53,230,1872,159410383.5
2012,Defense,Army,L,Large Vendor,PDuns,1,1,1,2,3,24,438028.3373
2012,Defense,Army,L,Large Vendor,PID,0,1,1,189,189,46297,35260612729
2012,Defense,Army,L,Large Vendor,PID,1,1,1,6,6,837,359602254.8
2012,Defense,Army,M,Medium Vendor,Duns,NULL,0,0,1,1,0,0
2012,Defense,Army,M,Medium Vendor,Duns,1,0,0,1,1,1,0
2012,Defense,Army,M,Medium Vendor,Duns,1,1,1,1,1,1,14901.5195
2012,Defense,Army,M,Medium Vendor,PDuns,NULL,0,0,38,38,29,1092145.383
2012,Defense,Army,M,Medium Vendor,PDuns,NULL,0,1,4,4,0,0
2012,Defense,Army,M,Medium Vendor,PDuns,NULL,1,1,168,168,28,1809501.97
2012,Defense,Army,M,Medium Vendor,PDuns,0,0,0,229,235,400,7248183.782
2012,Defense,Army,M,Medium Vendor,PDuns,0,0,1,772,782,1155,4857563.898
2012,Defense,Army,M,Medium Vendor,PDuns,0,1,1,3076,3470,25028,4103440742
2012,Defense,Army,M,Medium Vendor,PDuns,1,0,0,164,162,227,-623911.7791
2012,Defense,Army,M,Medium Vendor,PDuns,1,0,1,305,306,637,965607.6946
2012,Defense,Army,M,Medium Vendor,PDuns,1,1,1,2072,2103,31030,3077720743
2012,Defense,Army,M,Medium Vendor,PID,NULL,1,1,1,1,0,0
2012,Defense,Army,M,Medium Vendor,PID,0,0,1,4,4,4,69.8804
2012,Defense,Army,M,Medium Vendor,PID,0,1,1,245,245,7312,6173221089
2012,Defense,Army,M,Medium Vendor,PID,1,1,1,31,31,654,345408025.1
2012,Defense,Army,N,Sometimes Small Vendor,Duns,0,1,1,4,3,37024,2762635073
2012,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0
2012,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,0,1,2,2,0,0
2012,Defense,Army,N,Sometimes Small Vendor,PDuns,NULL,1,1,10,11,0,0
2012,Defense,Army,N,Sometimes Small Vendor,PDuns,0,0,0,43,43,132,126067.6496
2012,Defense,Army,N,Sometimes Small Vendor,PDuns,0,0,1,424,447,1047,4527546.458
2012,Defense,Army,N,Sometimes Small Vendor,PDuns,0,1,1,6637,8399,80643,10739828243
2012,Defense,Army,N,Sometimes Small Vendor,PDuns,1,0,1,2,2,10,17373.27
2012,Defense,Army,N,Sometimes Small Vendor,PDuns,1,1,1,58,58,696,141346784.8
2012,Defense,Army,N,Sometimes Small Vendor,PID,0,0,1,2,2,4,19098.41
2012,Defense,Army,N,Sometimes Small Vendor,PID,0,1,1,568,568,32285,11098597421
2012,Defense,Army,N,Sometimes Small Vendor,PID,1,1,1,4,4,34,5733827.148
2012,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,0,141,141,0,0
2012,Defense,Army,S,Always Small Vendor,PDuns,NULL,0,1,18,18,0,0
2012,Defense,Army,S,Always Small Vendor,PDuns,NULL,1,1,436,436,3,483700
2012,Defense,Army,S,Always Small Vendor,PDuns,0,0,0,1114,1114,1927,376497.2666
2012,Defense,Army,S,Always Small Vendor,PDuns,0,0,1,4443,4449,7761,36432510.1
2012,Defense,Army,S,Always Small Vendor,PDuns,0,1,1,17677,17819,104317,13043669123
2012,Defense,Army,S,Always Small Vendor,PDuns,1,0,0,8,8,9,-3810.94
2012,Defense,Army,S,Always Small Vendor,PDuns,1,0,1,13,13,16,106618.49
2012,Defense,Army,S,Always Small Vendor,PDuns,1,1,1,43,44,77,27529027.52
2012,Defense,Army,S,Always Small Vendor,PID,0,0,0,1,1,1,3123.8501
2012,Defense,Army,S,Always Small Vendor,PID,0,0,1,2,2,4,24097
2012,Defense,Army,S,Always Small Vendor,PID,0,1,1,109,109,1165,204692521.7
2012,Defense,Army,U,Unlabeled Vendor,Duns,1,1,1,1,1,1,-12068.6396
2012,Defense,DLA,NULL,NULL,PID,NULL,NULL,NULL,4,4,181,4752033.709
2012,Defense,DLA,B,Big Five,PDuns,0,1,1,3,5,126,4404516.294
2012,Defense,DLA,B,Big Five,PID,0,1,1,5,5,14004,1099503115
2012,Defense,DLA,J,Large: Big 5 JV,PID,0,1,1,2,2,608,91280489.75
2012,Defense,DLA,L,Large Vendor,PDuns,0,1,1,27,97,2160,100438599.9
2012,Defense,DLA,L,Large Vendor,PDuns,1,1,1,2,5,72,26757341.79
2012,Defense,DLA,L,Large Vendor,PID,0,1,1,117,117,218968,18818695432
2012,Defense,DLA,L,Large Vendor,PID,1,1,1,12,12,77,3348788666
2012,Defense,DLA,M,Medium Vendor,PDuns,NULL,1,1,26,26,3,8544840
2012,Defense,DLA,M,Medium Vendor,PDuns,0,0,0,22,23,185,3032027.614
2012,Defense,DLA,M,Medium Vendor,PDuns,0,0,1,57,59,112,2177646.612
2012,Defense,DLA,M,Medium Vendor,PDuns,0,1,1,414,478,8379,1481482953
2012,Defense,DLA,M,Medium Vendor,PDuns,1,0,0,8,7,10,-3470.55
2012,Defense,DLA,M,Medium Vendor,PDuns,1,0,1,38,38,91,493132.44
2012,Defense,DLA,M,Medium Vendor,PDuns,1,1,1,212,208,4369,658778907.2
2012,Defense,DLA,M,Medium Vendor,PID,NULL,1,1,1,1,0,0
2012,Defense,DLA,M,Medium Vendor,PID,0,0,1,1,1,1,-1917.72
2012,Defense,DLA,M,Medium Vendor,PID,0,1,1,50,50,2189,847726583.2
2012,Defense,DLA,M,Medium Vendor,PID,1,1,1,15,15,43576,4693307154
2012,Defense,DLA,N,Sometimes Small Vendor,Duns,0,1,1,1,1,3,10320.2598
2012,Defense,DLA,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,0
2012,Defense,DLA,N,Sometimes Small Vendor,PDuns,0,0,0,6,6,17,52552.5401
2012,Defense,DLA,N,Sometimes Small Vendor,PDuns,0,0,1,104,106,569,2598332.44
2012,Defense,DLA,N,Sometimes Small Vendor,PDuns,0,1,1,2713,3350,151026,4370531493
2012,Defense,DLA,N,Sometimes Small Vendor,PDuns,1,0,1,4,4,27,147113.0798
2012,Defense,DLA,N,Sometimes Small Vendor,PDuns,1,1,1,24,24,549,27546626.38
2012,Defense,DLA,N,Sometimes Small Vendor,PID,0,0,1,1,1,1,8420
2012,Defense,DLA,N,Sometimes Small Vendor,PID,0,1,1,270,270,25734,2927281042
2012,Defense,DLA,N,Sometimes Small Vendor,PID,1,1,1,1,1,34,1513947.09
2012,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,0,4,4,0,0
2012,Defense,DLA,S,Always Small Vendor,PDuns,NULL,0,1,2,2,0,0
2012,Defense,DLA,S,Always Small Vendor,PDuns,NULL,1,1,55,55,0,0
2012,Defense,DLA,S,Always Small Vendor,PDuns,0,0,0,335,335,543,548797.0604
2012,Defense,DLA,S,Always Small Vendor,PDuns,0,0,1,1136,1139,3377,16241669.42
2012,Defense,DLA,S,Always Small Vendor,PDuns,0,1,1,4426,4472,64695,2630166051
2012,Defense,DLA,S,Always Small Vendor,PDuns,1,0,1,4,4,8,52488.6499
2012,Defense,DLA,S,Always Small Vendor,PDuns,1,1,1,14,17,138,64971524.82
2012,Defense,DLA,S,Always Small Vendor,PID,0,0,1,1,1,1,10857
2012,Defense,DLA,S,Always Small Vendor,PID,0,1,1,22,22,300,1947536176
2012,Defense,MDA,B,Big Five,PID,0,1,1,5,5,1539,5870502652
2012,Defense,MDA,L,Large Vendor,PDuns,0,1,1,1,1,9,4222843.237
2012,Defense,MDA,L,Large Vendor,PID,0,1,1,13,13,607,235046583.1
2012,Defense,MDA,M,Medium Vendor,PDuns,0,1,1,19,19,69,8581413.431
2012,Defense,MDA,M,Medium Vendor,PDuns,1,1,1,1,1,2,2325339
2012,Defense,MDA,M,Medium Vendor,PID,0,1,1,11,11,133,28101972.61
2012,Defense,MDA,N,Sometimes Small Vendor,PDuns,0,1,1,85,83,399,130420667.3
2012,Defense,MDA,N,Sometimes Small Vendor,PID,0,1,1,30,30,774,453348978.4
2012,Defense,MDA,S,Always Small Vendor,PDuns,NULL,1,1,1,1,0,0
2012,Defense,MDA,S,Always Small Vendor,PDuns,0,0,1,3,3,5,15849.6602
2012,Defense,MDA,S,Always Small Vendor,PDuns,0,1,1,202,202,672,142086944.3
2012,Defense,MDA,S,Always Small Vendor,PID,0,1,1,5,5,12,2349191
2012,Defense,MilitaryHealth,B,Big Five,PID,0,1,1,3,3,9,9022853.125
2012,Defense,MilitaryHealth,L,Large Vendor,PDuns,0,1,1,1,2,2,184
2012,Defense,MilitaryHealth,L,Large Vendor,PID,0,1,1,40,40,805,7740782139
2012,Defense,MilitaryHealth,M,Medium Vendor,PDuns,0,0,0,11,11,17,21310.1201
2012,Defense,MilitaryHealth,M,Medium Vendor,PDuns,0,0,1,18,18,26,113106.95
2012,Defense,MilitaryHealth,M,Medium Vendor,PDuns,0,1,1,53,53,156,9539914.884
2012,Defense,MilitaryHealth,M,Medium Vendor,PID,0,1,1,17,17,344,3907362907
2012,Defense,MilitaryHealth,N,Sometimes Small Vendor,Duns,0,1,1,2,2,6,38054.651
2012,Defense,MilitaryHealth,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,6,5489
2012,Defense,MilitaryHealth,N,Sometimes Small Vendor,PDuns,0,0,1,24,24,134,181975.1498
2012,Defense,MilitaryHealth,N,Sometimes Small Vendor,PDuns,0,1,1,232,240,919,60348065.44
2012,Defense,MilitaryHealth,N,Sometimes Small Vendor,PID,0,1,1,48,48,286,107713926.2
2012,Defense,MilitaryHealth,S,Always Small Vendor,PDuns,0,0,0,12,12,12,15836.77
2012,Defense,MilitaryHealth,S,Always Small Vendor,PDuns,0,0,1,31,31,39,286840.9796
2012,Defense,MilitaryHealth,S,Always Small Vendor,PDuns,0,1,1,118,118,434,30959339.32
2012,Defense,MilitaryHealth,S,Always Small Vendor,PID,0,1,1,1,1,1,1500
2012,Defense,Navy,NULL,NULL,PID,NULL,NULL,NULL,5,5,40,9189745.79
2012,Defense,Navy,B,Big Five,PDuns,0,0,1,1,5,49,1965341.854
2012,Defense,Navy,B,Big Five,PDuns,0,1,1,1,3,14,202687
2012,Defense,Navy,B,Big Five,PID,0,1,1,5,5,17983,34156134569
2012,Defense,Navy,J,Large: Big 5 JV,PID,0,1,1,4,4,825,3128189022
2012,Defense,Navy,L,Large Vendor,PDuns,0,0,0,1,1,1,4874
2012,Defense,Navy,L,Large Vendor,PDuns,0,0,1,2,2,2,48020
2012,Defense,Navy,L,Large Vendor,PDuns,0,1,1,48,211,1990,193253547.4
2012,Defense,Navy,L,Large Vendor,PDuns,1,1,1,2,9,88,6957145.928
2012,Defense,Navy,L,Large Vendor,PID,0,1,1,167,167,63788,29241457496
2012,Defense,Navy,L,Large Vendor,PID,1,1,1,2,2,719,59091913.1
2012,Defense,Navy,M,Medium Vendor,Duns,1,0,1,1,1,1,6639.27
2012,Defense,Navy,M,Medium Vendor,Duns,1,1,1,3,3,3,304500
2012,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,0,22,22,0,0
2012,Defense,Navy,M,Medium Vendor,PDuns,NULL,0,1,1,1,0,0
2012,Defense,Navy,M,Medium Vendor,PDuns,NULL,1,1,67,68,3,117289
2012,Defense,Navy,M,Medium Vendor,PDuns,0,0,0,144,146,256,381545.1512
2012,Defense,Navy,M,Medium Vendor,PDuns,0,0,1,394,401,726,3321575.472
2012,Defense,Navy,M,Medium Vendor,PDuns,0,1,1,1684,1889,13292,2647858736
2012,Defense,Navy,M,Medium Vendor,PDuns,1,0,0,157,156,396,230647.9931
2012,Defense,Navy,M,Medium Vendor,PDuns,1,0,1,301,301,858,2562472.525
2012,Defense,Navy,M,Medium Vendor,PDuns,1,1,1,1242,1250,12671,881338005.2
2012,Defense,Navy,M,Medium Vendor,PID,0,0,0,1,1,2,0
2012,Defense,Navy,M,Medium Vendor,PID,0,0,1,4,4,6,11356
2012,Defense,Navy,M,Medium Vendor,PID,0,1,1,199,199,6977,2183886417
2012,Defense,Navy,M,Medium Vendor,PID,1,0,1,1,1,2,-60092.2305
2012,Defense,Navy,M,Medium Vendor,PID,1,1,1,8,8,145,19298151.97
2012,Defense,Navy,N,Sometimes Small Vendor,Duns,0,1,1,4,3,3164,43820155.13
2012,Defense,Navy,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,0
2012,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,0,0,26,26,100,55436.7797
2012,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,0,1,332,339,1007,3507463.348
2012,Defense,Navy,N,Sometimes Small Vendor,PDuns,0,1,1,5571,6946,80469,7408335078
2012,Defense,Navy,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,4,3291.97
2012,Defense,Navy,N,Sometimes Small Vendor,PDuns,1,0,1,8,8,18,83423.3502
2012,Defense,Navy,N,Sometimes Small Vendor,PDuns,1,1,1,32,36,384,9413115.083
2012,Defense,Navy,N,Sometimes Small Vendor,PID,0,0,1,2,2,4,5216.5
2012,Defense,Navy,N,Sometimes Small Vendor,PID,0,1,1,517,517,26975,6584823164
2012,Defense,Navy,N,Sometimes Small Vendor,PID,1,1,1,1,1,1,0
2012,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,0,62,62,0,0
2012,Defense,Navy,S,Always Small Vendor,PDuns,NULL,0,1,1,1,0,0
2012,Defense,Navy,S,Always Small Vendor,PDuns,NULL,1,1,158,159,0,0
2012,Defense,Navy,S,Always Small Vendor,PDuns,0,0,0,781,780,1437,1029122.113
2012,Defense,Navy,S,Always Small Vendor,PDuns,0,0,1,2584,2589,4531,21776761
2012,Defense,Navy,S,Always Small Vendor,PDuns,0,1,1,10938,11046,63545,7635636004
2012,Defense,Navy,S,Always Small Vendor,PDuns,1,0,0,3,3,5,3445.2
2012,Defense,Navy,S,Always Small Vendor,PDuns,1,0,1,15,15,82,479003.1271
2012,Defense,Navy,S,Always Small Vendor,PDuns,1,1,1,61,62,104,26139433.82
2012,Defense,Navy,S,Always Small Vendor,PID,0,0,0,2,2,2,-4302
2012,Defense,Navy,S,Always Small Vendor,PID,0,0,1,2,2,25,24713.5602
2012,Defense,Navy,S,Always Small Vendor,PID,0,1,1,79,79,1080,334977135.5
2012,Defense,Navy,U,Unlabeled Vendor,Duns,1,1,1,1,1,4,4221183.5
2012,Defense,Other DoD,NULL,NULL,PID,NULL,NULL,NULL,3,3,26,84792010.99
2012,Defense,Other DoD,B,Big Five,PDuns,0,1,1,1,1,21,5504.2999
2012,Defense,Other DoD,B,Big Five,PID,0,1,1,5,5,9377,2708441690
2012,Defense,Other DoD,J,Large: Big 5 JV,PID,0,1,1,3,3,43,-26230190.4
2012,Defense,Other DoD,J,Large: Big 5 JV,PID,1,1,1,1,1,1,-214465.8125
2012,Defense,Other DoD,L,Large Vendor,Duns,0,1,1,1,1,3,295115
2012,Defense,Other DoD,L,Large Vendor,PDuns,0,1,1,29,70,388,42884651.59
2012,Defense,Other DoD,L,Large Vendor,PID,0,1,1,123,123,9925134,9095199278
2012,Defense,Other DoD,M,Medium Vendor,PDuns,NULL,1,1,12,12,0,0
2012,Defense,Other DoD,M,Medium Vendor,PDuns,0,0,0,12,12,15,8985.5599
2012,Defense,Other DoD,M,Medium Vendor,PDuns,0,0,1,82,82,121,425487.6501
2012,Defense,Other DoD,M,Medium Vendor,PDuns,0,1,1,469,484,805795,463120786.2
2012,Defense,Other DoD,M,Medium Vendor,PDuns,1,0,0,9,9,17,28232.9803
2012,Defense,Other DoD,M,Medium Vendor,PDuns,1,0,1,38,38,485,388315.6007
2012,Defense,Other DoD,M,Medium Vendor,PDuns,1,1,1,173,174,1612,276095386
2012,Defense,Other DoD,M,Medium Vendor,PID,0,0,0,1,1,0,0
2012,Defense,Other DoD,M,Medium Vendor,PID,0,1,1,101,101,10334,642240782.7
2012,Defense,Other DoD,M,Medium Vendor,PID,1,1,1,4,4,478,201201654.3
2012,Defense,Other DoD,N,Sometimes Small Vendor,Duns,0,1,1,3,2,7693,2844758.557
2012,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,0,0,2,2,3,8708.5
2012,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,0,1,33,34,46,193565.9092
2012,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,0,1,1,1862,2088,19622,2020843219
2012,Defense,Other DoD,N,Sometimes Small Vendor,PDuns,1,1,1,13,13,87,5149160.947
2012,Defense,Other DoD,N,Sometimes Small Vendor,PID,0,1,1,342,342,117514,3621869052
2012,Defense,Other DoD,N,Sometimes Small Vendor,PID,1,1,1,1,1,26,2746421.668
2012,Defense,Other DoD,S,Always Small Vendor,PDuns,NULL,1,1,13,13,0,0
2012,Defense,Other DoD,S,Always Small Vendor,PDuns,0,0,0,62,62,91,-990405.9096
2012,Defense,Other DoD,S,Always Small Vendor,PDuns,0,0,1,270,270,395,1539288.37
2012,Defense,Other DoD,S,Always Small Vendor,PDuns,0,1,1,2254,2259,38382,1334855466
2012,Defense,Other DoD,S,Always Small Vendor,PDuns,1,0,0,2,2,2,3161.37
2012,Defense,Other DoD,S,Always Small Vendor,PDuns,1,0,1,12,12,17,103358.9502
2012,Defense,Other DoD,S,Always Small Vendor,PDuns,1,1,1,16,16,60,13960247.55
2012,Defense,Other DoD,S,Always Small Vendor,PID,0,1,1,44,44,161,101239501.5
2012,Defense,Other DoD,S,Always Small Vendor,PID,1,1,1,1,1,1605,25675486.5
2013,Defense,Air Force,NULL,NULL,PID,NULL,NULL,NULL,4,4,25,6720221.44
2013,Defense,Air Force,B,Big Five,PDuns,0,1,1,2,4,19,1510638.87
2013,Defense,Air Force,B,Big Five,PID,0,1,1,5,5,13914,23948908182
2013,Defense,Air Force,J,Large: Big 5 JV,PDuns,0,1,1,1,1,12,1938211
2013,Defense,Air Force,J,Large: Big 5 JV,PID,0,1,1,3,3,96,1281878525
