fiscal_year	Customer	SubCustomer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2015	Defense	Air Force	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	0	0	3	3	2	11500.0000
2015	Defense	Air Force	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	1	1	93	93	208	54708312.4000
2015	Defense	Air Force	Other Services	NULL	NULL	PID	NULL	NULL	NULL	2	2	7	4022589.0000
2015	Defense	Air Force	Other Services	M	Medium Vendor	PDuns	0	0	1	62	65	209	723707.5900
2015	Defense	Air Force	Other Services	M	Medium Vendor	PID	1	1	1	1	1	2	913925.1800
2015	Defense	Air Force	Other Services	N	Sometimes Small Vendor	PDuns	0	1	1	342	478	2328	192867537.8853
2015	Defense	Air Force	Other Services	N	Sometimes Small Vendor	PDuns	1	1	1	5	5	107	1047783.9500
2015	Defense	Air Force	Other Services	S	Always Small Vendor	PDuns	NULL	0	1	4	4	0	0.0000
2015	Defense	Air Force	Other Services	S	Always Small Vendor	PDuns	0	0	0	8	8	10	-19717.8500
2015	Defense	Air Force	Other Services	S	Always Small Vendor	PDuns	0	1	1	668	669	3705	343660913.5300
2015	Defense	Air Force	Ships & Submarines	M	Medium Vendor	PDuns	0	1	1	2	2	9	133796.3900
2015	Defense	Air Force	Ships & Submarines	M	Medium Vendor	PDuns	1	0	1	2	2	3	7182.6700
2015	Defense	Air Force	Ships & Submarines	N	Sometimes Small Vendor	PID	0	1	1	4	4	5	631167.7400
2015	Defense	Air Force	Space Systems	J	Large: Big 5 JV	PID	0	1	1	1	1	131	3441964517.2510
2015	Defense	Air Force	Space Systems	L	Large Vendor	PID	0	1	1	23	23	329	208712986.6782
2015	Defense	Air Force	Space Systems	S	Always Small Vendor	PDuns	0	1	1	158	158	512	93792551.9200
2015	Defense	Army	Aircraft	L	Large Vendor	PID	0	1	1	27	27	2245	5396894310.4184
2015	Defense	Army	Aircraft	L	Large Vendor	PID	1	1	1	1	1	3	-14028652.0000
2015	Defense	Army	Aircraft	N	Sometimes Small Vendor	PDuns	1	1	1	2	2	4	24985.2800
2015	Defense	Army	Aircraft	N	Sometimes Small Vendor	PID	0	1	1	46	46	569	418174560.5038
2015	Defense	Army	Aircraft	S	Always Small Vendor	PID	0	1	1	3	3	598	413106934.9500
2015	Defense	Army	Electronics, Comms, & Sensors	L	Large Vendor	PID	0	1	1	85	85	20699	3826075156.2375
2015	Defense	Army	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	1	1	1	163	162	521	57548561.5100
2015	Defense	Army	Electronics, Comms, & Sensors	M	Medium Vendor	PID	0	0	1	3	3	5	11550.0000
2015	Defense	Army	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	Duns	0	1	1	1	1	281	56327844.9200
2015	Defense	Army	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	0	0	1	1	2	1830.7200
2015	Defense	Army	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	0	0	1	732	734	1034	8937143.5000
2015	Defense	Army	Facilities and Construction	B	Big Five	PID	0	1	1	5	5	771	162440346.5680
2015	Defense	Army	Facilities and Construction	L	Large Vendor	PID	NULL	1	1	1	1	NULL	0.0000
2015	Defense	Army	Facilities and Construction	L	Large Vendor	PID	1	1	1	6	6	1632	368024496.8154
2015	Defense	Army	Facilities and Construction	M	Medium Vendor	PDuns	NULL	1	1	51	51	7	35463.0000
2015	Defense	Army	Facilities and Construction	M	Medium Vendor	PDuns	1	0	0	19	19	28	-354633.7400
2015	Defense	Army	Facilities and Construction	M	Medium Vendor	PID	0	1	1	112	112	3497	2195640935.4556
2015	Defense	Army	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	0	0	79	79	0	0.0000
2015	Defense	Army	Facilities and Construction	S	Always Small Vendor	PDuns	1	0	0	1	1	2	0.0000
2015	Defense	Army	Facilities and Construction	S	Always Small Vendor	PDuns	1	1	1	16	16	38	1591809.2700
2015	Defense	Army	Land Vehicles	L	Large Vendor	PID	1	1	1	1	1	18	13736.0195
2015	Defense	Army	Land Vehicles	M	Medium Vendor	PDuns	NULL	0	0	2	2	0	0.0000
2015	Defense	Army	Land Vehicles	M	Medium Vendor	PDuns	1	0	1	19	19	49	258065.0300
2015	Defense	Army	Land Vehicles	N	Sometimes Small Vendor	PDuns	0	0	1	61	61	101	796093.4200
2015	Defense	Army	Land Vehicles	U	Unlabeled Vendor	Duns	1	1	1	1	1	1	119100.0000
2015	Defense	Army	Missile Defense	N	Sometimes Small Vendor	PDuns	0	1	1	39	43	329	36799605.4748
2015	Defense	Army	Missile Defense	S	Always Small Vendor	PDuns	0	0	0	1	1	1	-5840.0000
2015	Defense	Army	Missile Defense	S	Always Small Vendor	PDuns	0	1	1	29	28	274	16828461.9600
2015	Defense	Army	Ordnance and Missiles	B	Big Five	PID	0	1	1	5	5	1347	2051659571.7460
2015	Defense	Army	Ordnance and Missiles	J	Large: Big 5 JV	PID	0	1	1	3	3	182	506611242.7246
2015	Defense	Army	Ordnance and Missiles	M	Medium Vendor	PDuns	NULL	1	1	1	1	NULL	0.0000
2015	Defense	Army	Ordnance and Missiles	M	Medium Vendor	PDuns	1	0	0	1	1	3	7833.0800
2015	Defense	Army	Ordnance and Missiles	S	Always Small Vendor	PDuns	NULL	1	1	2	2	0	0.0000
2015	Defense	Army	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	0	11	11	17	-3737.5300
2015	Defense	Army	Other Products	B	Big Five	PID	0	1	1	5	5	272	237674327.8112
2015	Defense	Army	Other Products	M	Medium Vendor	PDuns	1	0	0	7	7	19	-1672.5100
2015	Defense	Army	Other Products	M	Medium Vendor	PDuns	1	1	1	96	96	432	8422794.2200
2015	Defense	Army	Other Products	N	Sometimes Small Vendor	Duns	0	1	1	2	2	5901	40119419.3400
2015	Defense	Army	Other Products	N	Sometimes Small Vendor	PDuns	0	0	0	5	5	11	-10229.1700
2015	Defense	Army	Other Products	N	Sometimes Small Vendor	PDuns	0	1	1	1297	1578	8987	509866831.3417
2015	Defense	Army	Other Products	S	Always Small Vendor	PDuns	0	0	1	858	860	1767	12805567.3600
2015	Defense	Army	Other R&D and Knowledge Based	NULL	NULL	PID	NULL	NULL	NULL	11	11	339	528508328.3512
2015	Defense	Army	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	0	1	197	198	280	2347590.9200
2015	Defense	Army	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	0	0	0	4	4	8	-7099.6500
2015	Defense	Army	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	NULL	1	1	30	30	0	0.0000
2015	Defense	Army	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	0	0	66	66	90	-255346.1500
2015	Defense	Army	Other R&D and Knowledge Based	S	Always Small Vendor	PID	0	0	1	1	1	2	9185.0000
2015	Defense	Army	Other Services	J	Large: Big 5 JV	PID	0	1	1	1	1	1	78916.0000
2015	Defense	Army	Other Services	M	Medium Vendor	PID	0	1	1	24	24	226	27578727.4286
2015	Defense	Army	Other Services	N	Sometimes Small Vendor	PID	0	1	1	81	81	822	511480151.7336
2015	Defense	Army	Other Services	S	Always Small Vendor	PID	0	1	1	4	4	5	5350.9600
2015	Defense	Army	Ships & Submarines	NULL	NULL	PID	NULL	NULL	NULL	3	3	4	322357.0600
2015	Defense	Army	Ships & Submarines	M	Medium Vendor	PDuns	NULL	1	1	1	1	NULL	0.0000
2015	Defense	Army	Ships & Submarines	N	Sometimes Small Vendor	PID	0	1	1	13	13	130	9436688.2400
2015	Defense	Army	Ships & Submarines	S	Always Small Vendor	PDuns	NULL	1	1	2	2	NULL	0.0000
2015	Defense	Army	Ships & Submarines	S	Always Small Vendor	PDuns	0	0	0	3	3	6	0.0000
2015	Defense	Army	Ships & Submarines	S	Always Small Vendor	PID	0	1	1	1	1	1	2418983.0000
2015	Defense	Army	Space Systems	L	Large Vendor	PID	0	1	1	10	10	140	75961252.6056
2015	Defense	Army	Space Systems	S	Always Small Vendor	PDuns	0	0	1	1	1	1	21460.0000
2015	Defense	DLA	Aircraft	L	Large Vendor	PID	1	1	1	1	1	4	52500.0000
2015	Defense	DLA	Aircraft	M	Medium Vendor	PDuns	NULL	1	1	3	3	0	0.0000
2015	Defense	DLA	Aircraft	N	Sometimes Small Vendor	PDuns	1	0	0	2	2	33	17273.6300
2015	Defense	DLA	Aircraft	N	Sometimes Small Vendor	PID	0	1	1	76	76	17211	359956956.4236
2015	Defense	DLA	Aircraft	S	Always Small Vendor	PDuns	1	0	0	2	2	4	5106.0000
2015	Defense	DLA	Aircraft	S	Always Small Vendor	PID	0	1	1	5	5	66	918085.1000
2015	Defense	DLA	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	1	1	1	16	16	110	1653359.4400
2015	Defense	DLA	Electronics, Comms, & Sensors	M	Medium Vendor	PID	0	1	1	14	14	331	55650239.7653
2015	Defense	DLA	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	1	1	2	2	2	2301.0900
2015	Defense	DLA	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	0	0	0	75	75	159	-31316.4900
2015	Defense	DLA	Facilities and Construction	J	Large: Big 5 JV	PID	0	1	1	2	2	28	-1020262.1731
2015	Defense	DLA	Facilities and Construction	N	Sometimes Small Vendor	Duns	0	1	1	1	1	12	1275744.4700
2015	Defense	DLA	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	1	1	1020	1797	203724	1076840356.1949
2015	Defense	DLA	Facilities and Construction	N	Sometimes Small Vendor	PDuns	1	0	1	4	4	6	31818.0000
2015	Defense	DLA	Facilities and Construction	S	Always Small Vendor	PID	0	1	1	2	2	3	73062.9700
2015	Defense	DLA	Land Vehicles	B	Big Five	PID	0	1	1	5	5	88346	89389481.1633
2015	Defense	DLA	Land Vehicles	M	Medium Vendor	PDuns	1	0	1	18	18	90	125149.5900
2015	Defense	DLA	Land Vehicles	S	Always Small Vendor	PDuns	1	0	0	2	2	3	-165240.0000
2015	Defense	DLA	Missile Defense	S	Always Small Vendor	PDuns	0	0	1	1	1	3	0.0000
2015	Defense	DLA	Ordnance and Missiles	M	Medium Vendor	PDuns	0	1	1	12	12	92	3482126.3300
2015	Defense	DLA	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	1	1	1	382.5000
2015	Defense	DLA	Ordnance and Missiles	N	Sometimes Small Vendor	PID	0	1	1	19	19	232	7801752.8859
2015	Defense	DLA	Other Products	M	Medium Vendor	PDuns	0	1	1	192	218	13813	552557001.1200
2015	Defense	DLA	Other Products	M	Medium Vendor	PDuns	1	0	0	11	11	24	-14362.4300
2015	Defense	DLA	Other Products	N	Sometimes Small Vendor	Duns	0	1	1	2	2	150	628163.7500
2015	Defense	DLA	Other Products	N	Sometimes Small Vendor	PID	0	1	1	81	81	37809	718633536.3868
2015	Defense	DLA	Other Products	S	Always Small Vendor	PDuns	0	0	0	242	242	3555	447379.6400
2015	Defense	DLA	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	0	1	1	25	25	110	17323359.1752
2015	Defense	DLA	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	1	1	168	168	555	123305793.1200
2015	Defense	DLA	Other Services	M	Medium Vendor	PDuns	0	0	1	5	5	9	39121.6700
2015	Defense	DLA	Other Services	N	Sometimes Small Vendor	PID	0	1	1	6	6	29	3102606.1300
2015	Defense	DLA	Ships & Submarines	N	Sometimes Small Vendor	PDuns	0	0	1	157	165	1138	3475095.5200
2015	Defense	MDA	Missile Defense	B	Big Five	PID	0	1	1	5	5	1661	4288580027.1019
2015	Defense	MilitaryHealth	Facilities and Construction	M	Medium Vendor	PDuns	0	1	1	8	8	12	1032899.9700
2015	Defense	MilitaryHealth	Land Vehicles	N	Sometimes Small Vendor	PDuns	0	1	1	3	3	2	77063.6800
2015	Defense	MilitaryHealth	Other R&D and Knowledge Based	NULL	NULL	PID	NULL	NULL	NULL	1	1	NULL	0.0000
2015	Defense	Navy	NULL	N	Sometimes Small Vendor	PID	0	1	1	1	1	1	1709.0000
2015	Defense	Navy	Aircraft	M	Medium Vendor	PDuns	0	1	1	32	33	186	47711331.6100
2015	Defense	Navy	Aircraft	N	Sometimes Small Vendor	PID	0	1	1	62	62	450	97943874.7867
2015	Defense	Navy	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	0	0	1	947	947	1483	14027645.9900
2015	Defense	Navy	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	0	1	1	19	19	121	27932693.9945
2015	Defense	Navy	Facilities and Construction	M	Medium Vendor	PDuns	1	0	1	174	172	366	3497432.0700
2015	Defense	Navy	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	0	0	3	3	22	577.3200
2015	Defense	Navy	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	1	1	2109	2836	28057	1643794368.4378
2015	Defense	Navy	Facilities and Construction	S	Always Small Vendor	PDuns	0	1	1	2733	2751	16467	2495535372.4400
2015	Defense	Navy	Land Vehicles	M	Medium Vendor	PDuns	1	0	1	17	17	43	285198.2100
2015	Defense	Navy	Land Vehicles	S	Always Small Vendor	PDuns	NULL	1	1	2	2	NULL	0.0000
2015	Defense	Navy	Land Vehicles	S	Always Small Vendor	PDuns	0	1	1	169	169	621	82425198.2200
2015	Defense	Navy	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	1	1	2	5221662.3500
2015	Defense	Navy	Ordnance and Missiles	S	Always Small Vendor	PDuns	NULL	0	0	6	6	NULL	0.0000
2015	Defense	Navy	Ordnance and Missiles	S	Always Small Vendor	PDuns	NULL	1	1	1	1	NULL	0.0000
2015	Defense	Navy	Other Products	NULL	NULL	PID	NULL	NULL	NULL	10	10	169	16592128.4991
2015	Defense	Navy	Other Products	M	Medium Vendor	PID	1	1	1	1	1	15	188875.5500
2015	Defense	Navy	Other Products	S	Always Small Vendor	PDuns	0	0	0	78	78	118	-37157.4700
2015	Defense	Navy	Other Products	S	Always Small Vendor	PDuns	0	1	1	764	771	2233	124061327.0200
2015	Defense	Navy	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	0	0	2	2	0	0.0000
2015	Defense	Navy	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	1	1	111	109	350	26407462.7300
2015	Defense	Navy	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	0	0	1	73	73	197	1231753.5200
2015	Defense	Navy	Other R&D and Knowledge Based	S	Always Small Vendor	PID	NULL	1	1	1	1	0	0.0000
2015	Defense	Navy	Other Services	M	Medium Vendor	PDuns	NULL	0	0	2	2	0	0.0000
2015	Defense	Navy	Other Services	M	Medium Vendor	PDuns	NULL	1	1	19	18	0	0.0000
2015	Defense	Navy	Other Services	M	Medium Vendor	PDuns	0	1	1	120	124	680	180894042.2700
2015	Defense	Navy	Other Services	M	Medium Vendor	PDuns	1	0	0	8	8	12	14745.0600
2015	Defense	Navy	Other Services	M	Medium Vendor	PID	0	1	1	19	19	100	32351741.8044
2015	Defense	Navy	Other Services	N	Sometimes Small Vendor	PID	0	1	1	73	73	1245	320319469.6999
2015	Defense	Navy	Ships & Submarines	M	Medium Vendor	PDuns	1	0	0	6	6	10	-9582.1900
2015	Defense	Navy	Ships & Submarines	M	Medium Vendor	PID	0	1	1	31	31	858	1195401210.1232
2015	Defense	Navy	Ships & Submarines	S	Always Small Vendor	PDuns	0	1	1	725	731	8477	480012465.0100
2015	Defense	Navy	Space Systems	M	Medium Vendor	PID	0	1	1	5	5	46	4407938.7700
2015	Defense	Other DoD	Aircraft	S	Always Small Vendor	PDuns	0	0	0	7	7	9	-9606.2600
2015	Defense	Other DoD	Electronics, Comms, & Sensors	J	Large: Big 5 JV	PID	0	1	1	2	2	5	-2021569.2500
2015	Defense	Other DoD	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	1	1	1	1	1	1	-8400.0000
2015	Defense	Other DoD	Facilities and Construction	M	Medium Vendor	PDuns	0	0	0	4	4	5	4405.0000
2015	Defense	Other DoD	Facilities and Construction	M	Medium Vendor	PDuns	1	0	1	6	6	8	108255.9900
2015	Defense	Other DoD	Facilities and Construction	S	Always Small Vendor	PDuns	0	1	1	336	336	799	69443466.8800
2015	Defense	Other DoD	Land Vehicles	M	Medium Vendor	PDuns	0	1	1	2	2	1	223217.1200
2015	Defense	Other DoD	Land Vehicles	N	Sometimes Small Vendor	PDuns	0	0	1	5	5	35	129415.7000
2015	Defense	Other DoD	Land Vehicles	S	Always Small Vendor	PDuns	0	1	1	39	39	61	23873645.9800
2015	Defense	Other DoD	Missile Defense	NULL	NULL	PID	NULL	NULL	NULL	1	1	2	0.0000
2015	Defense	Other DoD	Missile Defense	L	Large Vendor	PID	0	1	1	7	7	17	-479909.4210
2015	Defense	Other DoD	Ordnance and Missiles	M	Medium Vendor	PDuns	0	1	1	3	3	3	-420458.8300
2015	Defense	Other DoD	Ordnance and Missiles	N	Sometimes Small Vendor	PID	0	1	1	17	17	65	-2280878.8500
2015	Defense	Other DoD	Other R&D and Knowledge Based	NULL	NULL	PID	NULL	NULL	NULL	12	12	103	40320586.0072
2015	Defense	Other DoD	Other R&D and Knowledge Based	N	Sometimes Small Vendor	Duns	0	1	1	1	1	1	0.0000
2015	Defense	Other DoD	Other Services	M	Medium Vendor	PDuns	1	0	1	10	10	251	150349.1400
2015	Defense	Other DoD	Other Services	N	Sometimes Small Vendor	PDuns	1	1	1	5	5	19	5645224.5900
2015	Defense	Other DoD	Ships & Submarines	M	Medium Vendor	PDuns	NULL	1	1	1	1	NULL	0.0000
2015	Defense	Other DoD	Ships & Submarines	M	Medium Vendor	PID	0	1	1	3	3	3	-11299.8100
2015	Defense	Other DoD	Ships & Submarines	N	Sometimes Small Vendor	PDuns	0	1	1	98	109	687	5287835.7298
2015	Defense	Other DoD	Ships & Submarines	S	Always Small Vendor	PDuns	0	1	1	68	68	242	8251636.0400
2015	Defense	Other DoD	Space Systems	M	Medium Vendor	PID	0	1	1	3	3	4	-43106.0400
2016	Defense	Air Force	Aircraft	S	Always Small Vendor	PID	0	0	1	1	1	1	8284.5000
2016	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PDuns	NULL	0	1	2	2	0	0.0000
2016	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PDuns	0	0	0	7	6	10	-2729.4002
