fiscal_year	Customer	SubCustomer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2013	Defense	Army	Facilities and Construction	B	Big Five	PID	0	1	1	5	5	627	440620866.1513
2013	Defense	Army	Facilities and Construction	M	Medium Vendor	Duns	NULL	1	1	4	4	2	85526.5000
2013	Defense	Army	Facilities and Construction	M	Medium Vendor	Duns	0	0	1	7	7	28	47156.6307
2013	Defense	Army	Facilities and Construction	N	Sometimes Small Vendor	PDuns	NULL	1	1	3	3	0	0.0000
2013	Defense	Army	Facilities and Construction	N	Sometimes Small Vendor	PID	1	1	1	2	2	94	232895015.8600
2013	Defense	Army	Facilities and Construction	S	Always Small Vendor	Duns	1	1	1	1	1	4	43521620.6250
2013	Defense	Army	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	0	1	22	22	0	0.0000
2013	Defense	Army	Facilities and Construction	S	Always Small Vendor	PID	0	0	1	6	6	7	128280.1100
2013	Defense	Army	Land Vehicles	L	Large Vendor	PID	0	1	1	37	37	1594	3346417239.1493
2013	Defense	Army	Land Vehicles	M	Medium Vendor	PDuns	1	0	1	31	31	72	384638.4900
2013	Defense	Army	Land Vehicles	N	Sometimes Small Vendor	PDuns	1	1	1	9	9	22	209788.2000
2013	Defense	Army	Land Vehicles	S	Always Small Vendor	PDuns	0	0	0	31	31	57	-131912.7700
2013	Defense	Army	Land Vehicles	S	Always Small Vendor	PDuns	1	0	1	2	2	2	48090.9700
2013	Defense	Army	Ordnance and Missiles	M	Medium Vendor	Duns	0	1	1	4	4	8	3665540.4219
2013	Defense	Army	Ordnance and Missiles	M	Medium Vendor	PDuns	1	0	1	8	8	11	302345.9100
2013	Defense	Army	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	1	110	110	195	1183988.3500
2013	Defense	Army	Other Products	NULL	NULL	PID	NULL	NULL	NULL	6	6	113	67826642.0100
2013	Defense	Army	Other Products	L	Large Vendor	PID	0	1	1	51	51	1119	234453242.1142
2013	Defense	Army	Other Products	M	Medium Vendor	Duns	0	1	1	16	16	90	7240886.7522
2013	Defense	Army	Other Products	M	Medium Vendor	PDuns	0	0	0	11	11	17	56306.2100
2013	Defense	Army	Other Products	M	Medium Vendor	PDuns	0	1	1	198	260	6715	140822562.0500
2013	Defense	Army	Other Products	M	Medium Vendor	PDuns	1	0	1	48	48	154	1193696.7000
2013	Defense	Army	Other Products	N	Sometimes Small Vendor	PDuns	0	1	1	1150	1366	7562	362809935.1800
2013	Defense	Army	Other Products	N	Sometimes Small Vendor	PID	0	1	1	91	91	1008	182725283.9800
2013	Defense	Army	Other Products	S	Always Small Vendor	Duns	0	0	1	2	2	2	6000.0000
2013	Defense	Army	Other Products	S	Always Small Vendor	PID	0	1	1	4	4	40	17402267.2708
2013	Defense	Army	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	0	0	5	5	0	0.0000
2013	Defense	Army	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	0	0	18	18	24	4865.1000
2013	Defense	Army	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	1	1	171	172	460	109235837.5800
2013	Defense	Army	Other R&D and Knowledge Based	M	Medium Vendor	PID	0	0	1	2	2	9	27701.9900
2013	Defense	Army	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	1	1	1	11	10	20	21680091.0000
2013	Defense	Army	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	1	1	1	1	1	3	287932.7000
2013	Defense	Army	Other Services	B	Big Five	PID	0	1	1	5	5	1081	1299758103.2600
2013	Defense	Army	Other Services	M	Medium Vendor	Duns	1	1	1	1	1	4	67930.6716
2013	Defense	Army	Other Services	M	Medium Vendor	PDuns	NULL	0	1	5	5	0	0.0000
2013	Defense	Army	Other Services	M	Medium Vendor	PID	1	1	1	1	1	5	46260685.8900
2013	Defense	Army	Other Services	N	Sometimes Small Vendor	PDuns	1	0	1	4	4	9	44668.0000
2013	Defense	Army	Other Services	S	Always Small Vendor	PDuns	1	1	1	14	14	22	1848401.7600
2013	Defense	Army	Ships & Submarines	M	Medium Vendor	PDuns	1	0	0	1	1	1	416.3800
2013	Defense	Army	Ships & Submarines	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	110000.0000
2013	Defense	Army	Ships & Submarines	S	Always Small Vendor	PDuns	NULL	0	1	1	1	0	0.0000
2013	Defense	Army	Space Systems	M	Medium Vendor	PDuns	0	1	1	8	8	20	1255614.1200
2013	Defense	Army	Space Systems	N	Sometimes Small Vendor	PDuns	0	1	1	14	14	188	89755685.2600
2013	Defense	DLA	Aircraft	N	Sometimes Small Vendor	PDuns	1	0	1	2	2	7	38627.8200
2013	Defense	DLA	Aircraft	N	Sometimes Small Vendor	PID	1	1	1	1	1	9	3076644.6000
2013	Defense	DLA	Aircraft	S	Always Small Vendor	PDuns	NULL	0	1	4	4	0	0.0000
2013	Defense	DLA	Aircraft	S	Always Small Vendor	PDuns	0	0	0	112	112	672	11644121.2100
2013	Defense	DLA	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	NULL	1	1	1	1	0	0.0000
2013	Defense	DLA	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	1	1	860	989	17534	403814962.2700
2013	Defense	DLA	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	0	1	1	6	6	54	7281124.0900
2013	Defense	DLA	Land Vehicles	M	Medium Vendor	Duns	0	1	1	1	1	19	851091.8403
2013	Defense	DLA	Land Vehicles	S	Always Small Vendor	Duns	0	1	1	8	8	77	1790017.1036
2013	Defense	DLA	Missile Defense	L	Large Vendor	PID	0	1	1	3	3	13	178080.0000
2013	Defense	DLA	Missile Defense	N	Sometimes Small Vendor	PDuns	0	0	1	1	1	1	32370.0000
2013	Defense	DLA	Ordnance and Missiles	M	Medium Vendor	PDuns	0	0	1	5	5	6	61623.9400
2013	Defense	DLA	Other Products	M	Medium Vendor	Duns	0	0	0	1	1	4	7672.8000
2013	Defense	DLA	Other Products	M	Medium Vendor	Duns	1	0	1	1	1	1	1750.0000
2013	Defense	DLA	Other Products	S	Always Small Vendor	PDuns	1	1	1	3	3	5	44953185.5200
2013	Defense	DLA	Other Products	S	Always Small Vendor	PID	0	0	1	1	1	1	8410.0000
2013	Defense	DLA	Other R&D and Knowledge Based	B	Big Five	PID	0	1	1	3	3	50	39141373.2300
2013	Defense	DLA	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	0	1	8	8	11	131821.8400
2013	Defense	DLA	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	1	1	1	1	6	42665.0000
2013	Defense	DLA	Other Services	N	Sometimes Small Vendor	PDuns	0	0	1	6	7	11	-7557.8800
2013	Defense	DLA	Other Services	S	Always Small Vendor	Duns	0	1	1	3	3	4	3212935.0469
2013	Defense	DLA	Ships & Submarines	M	Medium Vendor	PDuns	0	0	0	5	5	6	-3939.0000
2013	Defense	DLA	Ships & Submarines	M	Medium Vendor	PDuns	0	1	1	53	58	341	10599152.9700
2013	Defense	DLA	Ships & Submarines	N	Sometimes Small Vendor	PDuns	0	0	0	8	8	37	43161.7500
2013	Defense	DLA	Ships & Submarines	N	Sometimes Small Vendor	PDuns	0	1	1	932	1125	12108	366792427.9200
2013	Defense	DLA	Ships & Submarines	N	Sometimes Small Vendor	PID	1	1	1	1	1	14	314873.0000
2013	Defense	DLA	Ships & Submarines	S	Always Small Vendor	Duns	NULL	1	1	6	6	0	0.0000
2013	Defense	DLA	Ships & Submarines	S	Always Small Vendor	PDuns	NULL	0	0	1	1	16	199662.7400
2013	Defense	DLA	Ships & Submarines	S	Always Small Vendor	PDuns	1	1	1	1	1	1	105123.8400
2013	Defense	MDA	Missile Defense	NULL	NULL	PID	NULL	NULL	NULL	2	2	19	-1416535.5900
2013	Defense	MDA	Missile Defense	M	Medium Vendor	PDuns	0	1	1	28	29	56	5003987.6300
2013	Defense	MDA	Missile Defense	S	Always Small Vendor	PDuns	0	1	1	211	211	747	175688405.8300
2013	Defense	MilitaryHealth	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	1	1	47	47	76	7212291.5300
2013	Defense	MilitaryHealth	Facilities and Construction	M	Medium Vendor	PDuns	0	1	1	15	15	36	451188.0900
2013	Defense	MilitaryHealth	Facilities and Construction	N	Sometimes Small Vendor	Duns	0	1	1	1	1	1	10474.7300
2013	Defense	MilitaryHealth	Facilities and Construction	N	Sometimes Small Vendor	PID	0	1	1	13	13	18	148580.4600
2013	Defense	MilitaryHealth	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	0	0	1	1	2	6278.2600
2013	Defense	Navy	Aircraft	L	Large Vendor	PID	0	1	1	36	36	3980	5029020664.6498
2013	Defense	Navy	Aircraft	M	Medium Vendor	PDuns	0	0	1	9	9	55	193507.4300
2013	Defense	Navy	Aircraft	M	Medium Vendor	PDuns	1	0	1	7	7	7	78514.8800
2013	Defense	Navy	Aircraft	N	Sometimes Small Vendor	Duns	0	1	1	2	2	2	6314.5000
2013	Defense	Navy	Aircraft	S	Always Small Vendor	Duns	0	0	1	1	1	1	-1395.0000
2013	Defense	Navy	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	0	0	3	3	14	900.0000
2013	Defense	Navy	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	0	1	1	253	253	8239	1486784889.0140
2013	Defense	Navy	Electronics, Comms, & Sensors	S	Always Small Vendor	Duns	NULL	1	1	1	1	0	0.0000
2013	Defense	Navy	Facilities and Construction	M	Medium Vendor	Duns	NULL	1	1	2	2	0	0.0000
2013	Defense	Navy	Facilities and Construction	M	Medium Vendor	PDuns	1	1	1	439	446	4442	413044392.2800
2013	Defense	Navy	Facilities and Construction	N	Sometimes Small Vendor	PID	0	0	1	4	4	9	79103.0000
2013	Defense	Navy	Facilities and Construction	S	Always Small Vendor	PDuns	0	0	1	1524	1528	3289	35690288.1900
2013	Defense	Navy	Land Vehicles	M	Medium Vendor	Duns	1	1	1	2	2	2	280634.6338
2013	Defense	Navy	Land Vehicles	M	Medium Vendor	PDuns	1	0	0	12	12	34	74036.4100
2013	Defense	Navy	Land Vehicles	N	Sometimes Small Vendor	PDuns	0	1	1	208	235	3442	57532523.8700
2013	Defense	Navy	Land Vehicles	N	Sometimes Small Vendor	PDuns	1	1	1	8	10	33	6214492.5900
2013	Defense	Navy	Land Vehicles	S	Always Small Vendor	PDuns	0	0	0	17	17	24	18742.3200
2013	Defense	Navy	Land Vehicles	S	Always Small Vendor	PDuns	0	1	1	210	211	671	29997618.7800
2013	Defense	Navy	Missile Defense	N	Sometimes Small Vendor	PDuns	0	1	1	3	3	18	152886.0000
2013	Defense	Navy	Ordnance and Missiles	M	Medium Vendor	Duns	1	1	1	1	1	1	180500.0000
2013	Defense	Navy	Ordnance and Missiles	M	Medium Vendor	PDuns	0	0	1	3	3	3	7563.0100
2013	Defense	Navy	Ordnance and Missiles	S	Always Small Vendor	Duns	0	1	1	5	5	26	7183544.5412
2013	Defense	Navy	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	1	85	86	139	4036971.8300
2013	Defense	Navy	Other Products	M	Medium Vendor	PDuns	0	0	0	11	11	42	1111710.8300
2013	Defense	Navy	Other Products	M	Medium Vendor	PDuns	0	1	1	142	183	2175	55060364.0100
2013	Defense	Navy	Other Products	N	Sometimes Small Vendor	PDuns	0	0	1	197	201	697	3562925.7700
2013	Defense	Navy	Other Products	S	Always Small Vendor	PDuns	0	0	0	89	89	163	301787.0400
2013	Defense	Navy	Other Products	S	Always Small Vendor	PID	0	0	1	1	1	2	9140.7800
2013	Defense	Navy	Other R&D and Knowledge Based	NULL	NULL	PID	NULL	NULL	NULL	15	15	603	268137102.9900
2013	Defense	Navy	Other R&D and Knowledge Based	B	Big Five	PID	0	1	1	5	5	2410	874850755.4708
2013	Defense	Navy	Other R&D and Knowledge Based	M	Medium Vendor	Duns	0	1	1	31	31	180	104860357.0303
2013	Defense	Navy	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	0	1	1	230	230	3044	820367432.0528
2013	Defense	Navy	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	NULL	1	1	1289	1292	1197	223779621.9400
2013	Defense	Navy	Other R&D and Knowledge Based	S	Always Small Vendor	PID	0	0	1	2	2	3	23472.5000
2013	Defense	Navy	Other Services	M	Medium Vendor	PDuns	NULL	0	0	4	4	0	0.0000
2013	Defense	Navy	Other Services	M	Medium Vendor	PDuns	NULL	1	1	23	25	9	55129.9300
2013	Defense	Navy	Other Services	M	Medium Vendor	PDuns	1	1	1	284	286	1936	45353288.8600
2013	Defense	Navy	Other Services	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2013	Defense	Navy	Other Services	N	Sometimes Small Vendor	PDuns	0	0	1	54	54	228	782062.3500
2013	Defense	Navy	Other Services	S	Always Small Vendor	PDuns	NULL	1	1	94	95	415	52206105.7400
2013	Defense	Navy	Other Services	S	Always Small Vendor	PDuns	0	0	1	262	262	533	3221382.7200
2013	Defense	Navy	Other Services	S	Always Small Vendor	PDuns	1	1	1	51	51	65	2992855.4700
2013	Defense	Navy	Ships & Submarines	M	Medium Vendor	Duns	NULL	0	0	1	1	0	0.0000
2013	Defense	Navy	Ships & Submarines	M	Medium Vendor	Duns	0	0	0	4	4	4	4797.0000
2013	Defense	Navy	Ships & Submarines	M	Medium Vendor	PDuns	NULL	0	0	3	3	0	0.0000
2013	Defense	Navy	Ships & Submarines	M	Medium Vendor	PDuns	1	1	1	109	110	3502	131372589.9400
2013	Defense	Navy	Ships & Submarines	N	Sometimes Small Vendor	PDuns	1	0	1	1	1	1	3597.3000
2013	Defense	Navy	Ships & Submarines	S	Always Small Vendor	PDuns	1	0	0	1	1	1	0.0000
2013	Defense	Navy	Space Systems	S	Always Small Vendor	PDuns	0	0	1	3	3	5	101698.0000
2013	Defense	Other DoD	Aircraft	NULL	NULL	PID	NULL	NULL	NULL	1	1	27	124832372.5500
2013	Defense	Other DoD	Aircraft	M	Medium Vendor	PID	0	1	1	11	11	42	-686082.9700
2013	Defense	Other DoD	Aircraft	S	Always Small Vendor	Duns	0	1	1	3	3	3	-153040.9688
2013	Defense	Other DoD	Electronics, Comms, & Sensors	B	Big Five	PID	0	1	1	5	5	6233	1182376908.2061
2013	Defense	Other DoD	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2013	Defense	Other DoD	Facilities and Construction	M	Medium Vendor	PDuns	1	1	1	26	26	103	19984451.6000
2013	Defense	Other DoD	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	1	1	281	305	1201	100783212.2400
2013	Defense	Other DoD	Facilities and Construction	S	Always Small Vendor	PDuns	NULL	0	0	2	2	11	107147.5400
2013	Defense	Other DoD	Facilities and Construction	S	Always Small Vendor	PDuns	0	1	1	350	350	859	57748180.2600
2013	Defense	Other DoD	Facilities and Construction	S	Always Small Vendor	PDuns	1	1	1	2	2	2	1150961.4600
2013	Defense	Other DoD	Facilities and Construction	S	Always Small Vendor	PID	0	1	1	3	3	33	27489970.0500
2013	Defense	Other DoD	Land Vehicles	L	Large Vendor	PID	0	1	1	13	13	105	1028876.5019
2013	Defense	Other DoD	Land Vehicles	M	Medium Vendor	PID	0	1	1	1	1	4	-286530.0700
2013	Defense	Other DoD	Land Vehicles	N	Sometimes Small Vendor	PID	0	1	1	11	11	17	-195229.0600
2013	Defense	Other DoD	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	2	2	3	0.0000
2013	Defense	Other DoD	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	1	10	10	11	70592.7400
2013	Defense	Other DoD	Other R&D and Knowledge Based	M	Medium Vendor	Duns	0	1	1	15	15	43	18901658.3333
2013	Defense	Other DoD	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	0	1	15	15	32	196002.2200
2013	Defense	Other DoD	Other R&D and Knowledge Based	M	Medium Vendor	PID	0	1	1	55	55	437	383413202.4671
2013	Defense	Other DoD	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	1	1	688	689	2027	515482835.5900
2013	Defense	Other DoD	Other Services	M	Medium Vendor	PDuns	1	1	1	59	61	1048	86085396.2300
2013	Defense	Other DoD	Other Services	N	Sometimes Small Vendor	Duns	0	1	1	1	1	58	339916.7500
2013	Defense	Other DoD	Other Services	N	Sometimes Small Vendor	PID	1	1	1	1	1	1841	387393859.1800
2013	Defense	Other DoD	Other Services	S	Always Small Vendor	Duns	1	1	1	1	1	20	90957669.0000
2013	Defense	Other DoD	Other Services	S	Always Small Vendor	PDuns	0	0	1	19	19	96	211116.7600
2013	Defense	Other DoD	Other Services	S	Always Small Vendor	PID	1	1	1	1	1	190	259063.1400
2013	Defense	Other DoD	Ships & Submarines	M	Medium Vendor	PDuns	0	1	1	11	11	77	-1696638.5000
2013	Defense	Other DoD	Ships & Submarines	S	Always Small Vendor	Duns	0	1	1	1	1	1	-978687.5000
2013	Defense	Other DoD	Space Systems	M	Medium Vendor	PDuns	0	1	1	4	4	5	384738.2600
2014	Defense	Air Force	Electronics, Comms, & Sensors	NULL	NULL	PID	NULL	NULL	NULL	10	10	838	91174468.3478
2014	Defense	Air Force	Facilities and Construction	L	Large Vendor	PID	1	1	1	3	3	85	124392231.5200
2014	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PDuns	NULL	0	1	1	1	0	0.0000
2014	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PDuns	0	1	1	302	313	4054	527395706.5600
2014	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PDuns	1	0	1	104	104	153	1427835.1000
2014	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PID	0	0	1	1	1	1	26486.0000
2014	Defense	Air Force	Facilities and Construction	M	Medium Vendor	PID	1	1	1	5	5	92	174038022.9300
2014	Defense	Air Force	Facilities and Construction	S	Always Small Vendor	PDuns	1	1	1	6	6	6	901779.2400
2014	Defense	Air Force	Facilities and Construction	S	Always Small Vendor	PID	0	0	1	2	2	2	34781.8800
2014	Defense	Air Force	Land Vehicles	L	Large Vendor	PID	0	1	1	12	12	41	2037530.2100
2014	Defense	Air Force	Land Vehicles	M	Medium Vendor	PDuns	1	0	0	2	1	2	0.0000
2014	Defense	Air Force	Land Vehicles	N	Sometimes Small Vendor	PID	0	0	1	1	1	1	29369.9000
2014	Defense	Air Force	Land Vehicles	S	Always Small Vendor	PDuns	NULL	1	1	3	3	0	0.0000
2014	Defense	Air Force	Land Vehicles	S	Always Small Vendor	PDuns	0	0	0	7	7	9	42742.6900
2014	Defense	Air Force	Land Vehicles	S	Always Small Vendor	PDuns	0	1	1	175	176	449	16041424.2000
2014	Defense	Air Force	Missile Defense	B	Big Five	PID	0	1	1	2	2	6	2655550.0500
2014	Defense	Air Force	Missile Defense	L	Large Vendor	PID	0	1	1	1	1	3	370442.6000
2014	Defense	Air Force	Missile Defense	M	Medium Vendor	PID	0	1	1	1	1	2	-309000.0000
2014	Defense	Air Force	Ordnance and Missiles	M	Medium Vendor	PDuns	1	0	1	4	4	4	59417.5800
2014	Defense	Air Force	Ordnance and Missiles	N	Sometimes Small Vendor	PID	0	1	1	33	33	256	96776634.2703
2014	Defense	Air Force	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	0	3	3	3	4613.1000
2014	Defense	Air Force	Other Products	NULL	NULL	PID	NULL	NULL	NULL	5	5	137	3747547.8200
2014	Defense	Air Force	Other Products	N	Sometimes Small Vendor	PID	0	1	1	55	55	503	18403254.3400
2014	Defense	Air Force	Other R&D and Knowledge Based	L	Large Vendor	PID	0	1	1	60	60	4502	2391216585.8324
2014	Defense	Air Force	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	1	1	2	2	0	0.0000
2014	Defense	Air Force	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	1	1	77	77	187	54440211.4900
2014	Defense	Air Force	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2014	Defense	Air Force	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	1	1	1	16	16	24	1268163.7600
2014	Defense	Air Force	Other R&D and Knowledge Based	U	Unlabeled Vendor	PDuns	0	1	1	1	124	297	125048332.1841
2014	Defense	Air Force	Other Services	N	Sometimes Small Vendor	Duns	0	1	1	2	2	301	13674475.6700
2014	Defense	Air Force	Other Services	N	Sometimes Small Vendor	PID	0	1	1	59	59	1039	165989593.7177
2014	Defense	Air Force	Other Services	S	Always Small Vendor	PDuns	NULL	0	0	30	30	0	0.0000
2014	Defense	Air Force	Other Services	S	Always Small Vendor	PDuns	1	0	0	1	1	1	-14400.0000
2014	Defense	Air Force	Ships & Submarines	B	Big Five	PID	0	1	1	1	1	2	143554.0000
2014	Defense	Air Force	Ships & Submarines	M	Medium Vendor	PDuns	1	1	1	9	9	23	4703858.8000
2014	Defense	Air Force	Ships & Submarines	S	Always Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2014	Defense	Air Force	Space Systems	B	Big Five	PID	0	1	1	5	5	684	4399940228.3900
2014	Defense	Air Force	Space Systems	M	Medium Vendor	PDuns	0	1	1	13	13	58	6889320.6700
2014	Defense	Air Force	Space Systems	M	Medium Vendor	PDuns	1	1	1	1	1	3	199500.0000
2014	Defense	Air Force	Space Systems	S	Always Small Vendor	PID	0	1	1	3	3	7	1049476.4300
2014	Defense	Army	Aircraft	M	Medium Vendor	PDuns	1	1	1	13	13	22	2098392.3000
2014	Defense	Army	Aircraft	M	Medium Vendor	PID	1	1	1	1	1	4	2384.0000
2014	Defense	Army	Aircraft	N	Sometimes Small Vendor	PID	1	1	1	1	1	11	1272592.0000
2014	Defense	Army	Aircraft	S	Always Small Vendor	PID	0	1	1	2	2	698	368114738.4900
2014	Defense	Army	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	1	0	0	14	14	20	-38264.4800
2014	Defense	Army	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	1	0	1	4	4	4	59260.0000
2014	Defense	Army	Electronics, Comms, & Sensors	U	Unlabeled Vendor	PDuns	0	1	1	1	202	1070	386658101.8070
2014	Defense	Army	Facilities and Construction	J	Large: Big 5 JV	PID	0	1	1	1	1	11	-174897.4800
2014	Defense	Army	Facilities and Construction	L	Large Vendor	PID	0	1	1	128	128	8256	4488363026.3058
2014	Defense	Army	Facilities and Construction	M	Medium Vendor	PDuns	NULL	0	0	7	7	1	1.0000
2014	Defense	Army	Facilities and Construction	M	Medium Vendor	PDuns	1	1	1	998	1020	8441	1505607759.6100
2014	Defense	Army	Facilities and Construction	M	Medium Vendor	PID	1	1	1	14	14	182	39012255.2401
2014	Defense	Army	Facilities and Construction	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2014	Defense	Army	Facilities and Construction	S	Always Small Vendor	PDuns	0	0	1	3174	3174	5869	39932509.1200
2014	Defense	Army	Facilities and Construction	U	Unlabeled Vendor	Duns	1	1	1	1	1	6	822256.5300
2014	Defense	Army	Land Vehicles	L	Large Vendor	PID	0	1	1	33	33	1273	2340460506.6925
2014	Defense	Army	Land Vehicles	M	Medium Vendor	PDuns	1	0	0	3	3	4	-666.0500
2014	Defense	Army	Missile Defense	S	Always Small Vendor	PDuns	0	1	1	43	43	236	15847296.5900
2014	Defense	Army	Ordnance and Missiles	J	Large: Big 5 JV	PID	0	1	1	3	3	178	329182028.8700
2014	Defense	Army	Ordnance and Missiles	N	Sometimes Small Vendor	Duns	0	1	1	1	1	38	-2075005.9000
2014	Defense	Army	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns	0	1	1	265	275	1011	351202894.8300
2014	Defense	Army	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	0	7	7	8	-75695.5000
2014	Defense	Army	Other Products	L	Large Vendor	PID	0	1	1	56	56	933	187972602.9088
2014	Defense	Army	Other Products	M	Medium Vendor	PDuns	0	1	1	168	173	6619	90864222.0300
2014	Defense	Army	Other Products	M	Medium Vendor	PDuns	1	1	1	125	125	893	268535870.0100
2014	Defense	Army	Other Products	S	Always Small Vendor	PDuns	NULL	0	0	9	9	0	0.0000
2014	Defense	Army	Other Products	S	Always Small Vendor	PID	0	1	1	4	4	16	19805015.6040
2014	Defense	Army	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	1	1	561	612	2246	409771593.6000
2014	Defense	Army	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	0	1	627	627	1053	6238137.7800
2014	Defense	Army	Other R&D and Knowledge Based	S	Always Small Vendor	PID	0	1	1	24	24	87	31103318.9300
2014	Defense	Army	Other Services	B	Big Five	PID	0	1	1	5	5	1029	969912040.6400
2014	Defense	Army	Other Services	M	Medium Vendor	PID	0	1	1	27	27	407	-7321948.6650
2014	Defense	Army	Other Services	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	2	0	0.0000
2014	Defense	Army	Space Systems	S	Always Small Vendor	PDuns	0	1	1	40	40	103	12325604.4800
2014	Defense	DLA	Aircraft	B	Big Five	PID	0	1	1	5	5	10888	952741752.8079
2014	Defense	DLA	Aircraft	M	Medium Vendor	PDuns	0	0	0	2	2	2	-14179.2000
2014	Defense	DLA	Aircraft	M	Medium Vendor	PDuns	1	0	0	3	3	14	89524.4500
2014	Defense	DLA	Aircraft	M	Medium Vendor	PDuns	1	1	1	18	18	187	20095965.1500
2014	Defense	DLA	Aircraft	M	Medium Vendor	PID	1	1	1	2	2	4	210362.0000
2014	Defense	DLA	Aircraft	N	Sometimes Small Vendor	PDuns	0	0	1	95	97	733	3661585.0900
2014	Defense	DLA	Aircraft	N	Sometimes Small Vendor	PDuns	1	0	1	5	5	31	194780.9300
2014	Defense	DLA	Aircraft	N	Sometimes Small Vendor	PID	0	1	1	87	87	4314	281924438.9964
2014	Defense	DLA	Aircraft	S	Always Small Vendor	PDuns	NULL	1	1	31	31	0	0.0000
2014	Defense	DLA	Electronics, Comms, & Sensors	NULL	NULL	PID	NULL	NULL	NULL	7	7	72	49913243.7300
2014	Defense	DLA	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2014	Defense	DLA	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	0	0	0	2	2	3	3365.0000
2014	Defense	DLA	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	0	0	0	56	56	99	-510913.2600
2014	Defense	DLA	Facilities and Construction	J	Large: Big 5 JV	PID	0	1	1	2	2	8	1417087.2800
2014	Defense	DLA	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	0	1	67	69	190	1163586.3900
2014	Defense	DLA	Land Vehicles	M	Medium Vendor	PDuns	0	0	1	6	6	9	57057.7500
2014	Defense	DLA	Land Vehicles	N	Sometimes Small Vendor	PDuns	0	0	0	1	1	2	0.0000
2014	Defense	DLA	Land Vehicles	U	Unlabeled Vendor	PDuns	0	1	1	1	57	134	14044805.7126
2014	Defense	DLA	Missile Defense	NULL	NULL	PID	NULL	NULL	NULL	1	1	2	130056.0000
2014	Defense	DLA	Missile Defense	B	Big Five	PID	0	1	1	3	3	99	10417900.9700
2014	Defense	DLA	Missile Defense	N	Sometimes Small Vendor	PDuns	0	0	1	1	1	1	3611.4000
2014	Defense	DLA	Ordnance and Missiles	S	Always Small Vendor	PDuns	0	0	0	11	11	21	-192350.7700
2014	Defense	DLA	Other Products	L	Large Vendor	PID	0	1	1	64	64	187036	12357203097.2963
