fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2012,Defense,S,Always Small Vendor,PID,0,1,1,181,181,3659,2697709446
2012,Defense,S,Always Small Vendor,PID,1,1,1,1,1,1605,25675486.5
2012,Defense,U,Unlabeled Vendor,Duns,1,1,1,2,1,5,4209114.86
2013,Defense,NULL,NULL,PID,NULL,NULL,NULL,13,13,402,144268007.9
2013,Defense,B,Big Five,PDuns,0,1,1,6,21,184,7605952.28
2013,Defense,B,Big Five,PID,0,1,1,5,5,67054,91413814768
2013,Defense,J,Large: Big 5 JV,PDuns,0,1,1,1,2,25,2574091.3
2013,Defense,J,Large: Big 5 JV,PID,0,1,1,8,8,2340,4431807031
2013,Defense,J,Large: Big 5 JV,PID,1,1,1,1,1,1,344031.76
2013,Defense,L,Large Vendor,Duns,0,1,1,1,1,5463,272030186.5
2013,Defense,L,Large Vendor,PDuns,NULL,1,1,1,1,10,484549.94
2013,Defense,L,Large Vendor,PDuns,0,0,1,1,1,3,22830
2013,Defense,L,Large Vendor,PDuns,0,1,1,73,407,8414,958993945.7
2013,Defense,L,Large Vendor,PDuns,1,1,1,5,12,90,159497409.2
2013,Defense,L,Large Vendor,PID,0,0,1,2,2,3,-10980.88
2013,Defense,L,Large Vendor,PID,0,1,1,229,229,8947373,92111690723
2013,Defense,L,Large Vendor,PID,1,1,1,24,24,17610,5898351203
2013,Defense,M,Medium Vendor,Duns,NULL,0,0,2,2,0,0
2013,Defense,M,Medium Vendor,Duns,NULL,1,1,1,1,2,85526.5
2013,Defense,M,Medium Vendor,Duns,1,0,0,2,2,2,889.6
2013,Defense,M,Medium Vendor,Duns,1,0,1,1,1,2,7127.72
2013,Defense,M,Medium Vendor,Duns,1,1,1,8,8,9,1318191.07
2013,Defense,M,Medium Vendor,PDuns,NULL,0,0,83,82,0,0
2013,Defense,M,Medium Vendor,PDuns,NULL,0,1,12,12,1,12600
2013,Defense,M,Medium Vendor,PDuns,NULL,1,1,312,327,471,107408497.2
2013,Defense,M,Medium Vendor,PDuns,0,0,0,361,371,1034,109698135.3
2013,Defense,M,Medium Vendor,PDuns,0,0,1,1093,1101,1956,7595330.64
2013,Defense,M,Medium Vendor,PDuns,0,1,1,4757,5544,602970,8047058612
2013,Defense,M,Medium Vendor,PDuns,1,0,0,328,328,671,16877.66
2013,Defense,M,Medium Vendor,PDuns,1,0,1,660,657,2118,6271714.71
2013,Defense,M,Medium Vendor,PDuns,1,1,1,3924,4010,45459,4559771820
2013,Defense,M,Medium Vendor,PID,NULL,1,1,2,2,0,0
2013,Defense,M,Medium Vendor,PID,0,0,0,3,3,5,-59259
2013,Defense,M,Medium Vendor,PID,0,0,1,8,8,14,15989.89
2013,Defense,M,Medium Vendor,PID,0,1,1,374,374,51915,17495806746
2013,Defense,M,Medium Vendor,PID,1,0,1,2,2,4,7238.47
2013,Defense,M,Medium Vendor,PID,1,1,1,43,43,15341,1683235622
2013,Defense,N,Sometimes Small Vendor,Duns,0,1,1,4,3,62512,1668530632
2013,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,0
2013,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,26,27,0,0
2013,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,79,80,346,121442.75
2013,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,646,664,2516,8694989.97
2013,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,8988,12330,344477,24103207809
2013,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,2,6032.32
2013,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,13,13,36,131025.18
2013,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,139,146,2163,318658872.6
2013,Defense,N,Sometimes Small Vendor,PID,0,0,0,2,2,22,10518.97
2013,Defense,N,Sometimes Small Vendor,PID,0,0,1,1,1,2,6565
2013,Defense,N,Sometimes Small Vendor,PID,0,1,1,635,635,95214,25043168244
2013,Defense,N,Sometimes Small Vendor,PID,1,1,1,6,6,2001,634650424.8
2013,Defense,S,Always Small Vendor,Duns,NULL,0,0,1,1,0,0
2013,Defense,S,Always Small Vendor,Duns,0,0,1,1,1,1,7196.93
2013,Defense,S,Always Small Vendor,PDuns,NULL,0,0,220,220,0,0
2013,Defense,S,Always Small Vendor,PDuns,NULL,0,1,23,23,0,0
2013,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1505,1510,5,263843.98
2013,Defense,S,Always Small Vendor,PDuns,0,0,0,1984,1986,3430,-19942248.73
2013,Defense,S,Always Small Vendor,PDuns,0,0,1,7222,7236,14483,62490821.28
2013,Defense,S,Always Small Vendor,PDuns,0,1,1,29323,29665,280337,25024780509
2013,Defense,S,Always Small Vendor,PDuns,1,0,0,14,14,16,22880.22
2013,Defense,S,Always Small Vendor,PDuns,1,0,1,47,47,74,334268.46
2013,Defense,S,Always Small Vendor,PDuns,1,1,1,212,213,4166,228470889.6
2013,Defense,S,Always Small Vendor,PID,NULL,1,1,5,5,0,0
2013,Defense,S,Always Small Vendor,PID,0,0,0,2,2,3,-3053
2013,Defense,S,Always Small Vendor,PID,0,0,1,8,8,10,-1700.93
2013,Defense,S,Always Small Vendor,PID,0,1,1,153,153,4445,1471094104
2013,Defense,S,Always Small Vendor,PID,1,1,1,2,2,191,171750.82
2013,Defense,U,Unlabeled Vendor,Duns,1,1,1,1,1,2,1664347.04
2014,Defense,NULL,NULL,PID,NULL,NULL,NULL,14,14,672,356635611.5
2014,Defense,B,Big Five,PDuns,0,1,1,10,63,1321,110673007.4
2014,Defense,B,Big Five,PID,0,1,1,5,5,66557,76189686921
2014,Defense,J,Large: Big 5 JV,PDuns,0,1,1,1,3,19,-241337.09
2014,Defense,J,Large: Big 5 JV,PID,0,1,1,8,8,3378,5271184825
2014,Defense,L,Large Vendor,Duns,1,1,1,1,1,4861,257649885.1
2014,Defense,L,Large Vendor,PDuns,NULL,1,1,1,1,1,13849
2014,Defense,L,Large Vendor,PDuns,0,0,1,1,2,17,1681271.54
2014,Defense,L,Large Vendor,PDuns,0,1,1,93,450,7689,1334610956
2014,Defense,L,Large Vendor,PDuns,1,1,1,6,18,501,21612567.74
2014,Defense,L,Large Vendor,PID,NULL,1,1,1,1,0,0
2014,Defense,L,Large Vendor,PID,0,1,1,223,223,10976477,86682025125
2014,Defense,L,Large Vendor,PID,1,1,1,22,22,15632,3066003357
2014,Defense,M,Medium Vendor,PDuns,NULL,0,0,62,62,1,1
2014,Defense,M,Medium Vendor,PDuns,NULL,0,1,9,9,1,4539.52
2014,Defense,M,Medium Vendor,PDuns,NULL,1,1,281,282,287,94427353.77
2014,Defense,M,Medium Vendor,PDuns,0,0,0,281,287,696,1093354.56
2014,Defense,M,Medium Vendor,PDuns,0,0,1,961,970,1862,82145200.95
2014,Defense,M,Medium Vendor,PDuns,0,1,1,4511,5291,805848,10436858289
2014,Defense,M,Medium Vendor,PDuns,1,0,0,248,246,498,-344897.7
2014,Defense,M,Medium Vendor,PDuns,1,0,1,547,552,1327,1729173.34
2014,Defense,M,Medium Vendor,PDuns,1,1,1,3782,4022,68219,4225526786
2014,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,0,0
2014,Defense,M,Medium Vendor,PID,NULL,1,1,2,2,0,0
2014,Defense,M,Medium Vendor,PID,0,0,0,2,2,2,-23251.6
2014,Defense,M,Medium Vendor,PID,0,0,1,11,11,20,18801.6
2014,Defense,M,Medium Vendor,PID,0,1,1,358,358,23234,12397296082
2014,Defense,M,Medium Vendor,PID,1,0,1,1,1,1,0
2014,Defense,M,Medium Vendor,PID,1,1,1,41,41,31125,3075002195
2014,Defense,N,Sometimes Small Vendor,Duns,0,1,1,3,3,28019,594474816.2
2014,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,17,19,0,0
2014,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,38,38,113,15923.51
2014,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,518,545,1990,7250479.9
2014,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,8501,11468,365380,25349048639
2014,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,8,8,51,271187.35
2014,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,88,92,2212,228403720
2014,Defense,N,Sometimes Small Vendor,PID,0,0,1,4,4,14,53995.29
2014,Defense,N,Sometimes Small Vendor,PID,0,1,1,598,598,98568,21185727566
2014,Defense,N,Sometimes Small Vendor,PID,1,1,1,4,4,3164,197491673.6
2014,Defense,S,Always Small Vendor,PDuns,NULL,0,0,212,212,0,0
2014,Defense,S,Always Small Vendor,PDuns,NULL,0,1,21,21,0,0
2014,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1411,1416,39,14416497.79
2014,Defense,S,Always Small Vendor,PDuns,0,0,0,1785,1786,3230,-4158817.89
2014,Defense,S,Always Small Vendor,PDuns,0,0,1,6677,6699,13574,61779116.61
2014,Defense,S,Always Small Vendor,PDuns,0,1,1,29525,29903,315145,29217677857
2014,Defense,S,Always Small Vendor,PDuns,1,0,0,7,7,8,157820.79
2014,Defense,S,Always Small Vendor,PDuns,1,0,1,37,37,41,167147.95
2014,Defense,S,Always Small Vendor,PDuns,1,1,1,185,185,3637,276728765.8
2014,Defense,S,Always Small Vendor,PID,NULL,1,1,4,4,0,0
2014,Defense,S,Always Small Vendor,PID,0,0,1,5,5,6,32391.39
2014,Defense,S,Always Small Vendor,PID,0,1,1,146,146,4351,2124027243
2014,Defense,U,Unlabeled Vendor,Duns,0,1,1,1,1,73,39008333.12
2014,Defense,U,Unlabeled Vendor,Duns,1,1,1,1,1,6,822256.53
2014,Defense,U,Unlabeled Vendor,Name,0,1,1,1,1,NULL,0
2015,Defense,NULL,NULL,PID,NULL,NULL,NULL,15,15,935,323974421.9
2015,Defense,B,Big Five,PDuns,0,1,1,6,36,1183,27024196.79
2015,Defense,B,Big Five,PID,0,1,1,5,5,87703,76459906675
2015,Defense,J,Large: Big 5 JV,PDuns,0,1,1,2,7,112,62318944.87
2015,Defense,J,Large: Big 5 JV,PID,0,1,1,8,8,3010,4766616475
2015,Defense,L,Large Vendor,Duns,1,1,1,1,1,3169,199703156.1
2015,Defense,L,Large Vendor,PDuns,NULL,1,1,1,1,3,2700000
2015,Defense,L,Large Vendor,PDuns,0,0,1,2,4,75,1272135.38
2015,Defense,L,Large Vendor,PDuns,0,1,1,107,528,12642,1255577041
2015,Defense,L,Large Vendor,PDuns,1,1,1,4,12,119,15404310.94
2015,Defense,L,Large Vendor,PID,NULL,1,1,1,1,NULL,0
2015,Defense,L,Large Vendor,PID,0,1,1,215,215,10422995,80512344110
2015,Defense,L,Large Vendor,PID,1,1,1,19,19,6904,2647789609
2015,Defense,M,Medium Vendor,PDuns,NULL,0,0,68,68,2,-1
2015,Defense,M,Medium Vendor,PDuns,NULL,0,1,6,6,NULL,0
2015,Defense,M,Medium Vendor,PDuns,NULL,1,1,282,283,14,159124.28
2015,Defense,M,Medium Vendor,PDuns,0,0,0,250,255,961,-74777.66
2015,Defense,M,Medium Vendor,PDuns,0,0,1,893,907,2103,80270100.04
2015,Defense,M,Medium Vendor,PDuns,0,1,1,4439,5261,717209,10144675343
2015,Defense,M,Medium Vendor,PDuns,1,0,0,198,199,484,-717173.25
2015,Defense,M,Medium Vendor,PDuns,1,0,1,486,484,1491,5594503.8
2015,Defense,M,Medium Vendor,PDuns,1,1,1,3672,3969,136305,3794584838
2015,Defense,M,Medium Vendor,PID,NULL,1,1,1,1,0,0
2015,Defense,M,Medium Vendor,PID,0,0,0,3,3,5,7300
2015,Defense,M,Medium Vendor,PID,0,0,1,11,11,15,52059.49
2015,Defense,M,Medium Vendor,PID,0,1,1,335,335,25206,16191336650
2015,Defense,M,Medium Vendor,PID,1,0,0,1,1,2,3771.18
2015,Defense,M,Medium Vendor,PID,1,0,1,2,2,4,18134.15
2015,Defense,M,Medium Vendor,PID,1,1,1,40,40,42209,1477896349
2015,Defense,N,Sometimes Small Vendor,Duns,0,1,1,2,2,11648,448094110
2015,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,0,0
2015,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,20,21,0,0
2015,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,44,45,248,63503.45
2015,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,545,567,5063,9920166.12
2015,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,8781,11651,699613,26273732926
2015,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,5,5,105,77719.16
2015,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,7,7,84,156972.51
2015,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,87,90,2217,156809582.1
2015,Defense,N,Sometimes Small Vendor,PID,0,0,1,1,1,4,3094.36
2015,Defense,N,Sometimes Small Vendor,PID,0,1,1,549,549,147130,18019044978
2015,Defense,N,Sometimes Small Vendor,PID,1,1,1,1,1,2,0
2015,Defense,S,Always Small Vendor,PDuns,NULL,0,0,236,236,0,0
2015,Defense,S,Always Small Vendor,PDuns,NULL,0,1,18,18,0,0
2015,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1268,1274,7,2019717.19
2015,Defense,S,Always Small Vendor,PDuns,0,0,0,1862,1866,6934,14672054.43
2015,Defense,S,Always Small Vendor,PDuns,0,0,1,6395,6410,35217,72510916.51
2015,Defense,S,Always Small Vendor,PDuns,0,1,1,28932,29260,451816,27688149828
2015,Defense,S,Always Small Vendor,PDuns,1,0,0,15,15,26,-70755.57
2015,Defense,S,Always Small Vendor,PDuns,1,0,1,37,37,55,290394.26
2015,Defense,S,Always Small Vendor,PDuns,1,1,1,185,185,481,60376649.36
2015,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,NULL,0
2015,Defense,S,Always Small Vendor,PID,NULL,1,1,1,1,0,0
2015,Defense,S,Always Small Vendor,PID,0,0,0,2,2,2,-2201
2015,Defense,S,Always Small Vendor,PID,0,0,1,7,7,14,49176.04
2015,Defense,S,Always Small Vendor,PID,0,1,1,133,133,6770,1435949344
2015,Defense,S,Always Small Vendor,PID,1,1,1,1,1,2447,40530753.59
2015,Defense,U,Unlabeled Vendor,Duns,0,1,1,2,2,14325,75027724.83
2015,Defense,U,Unlabeled Vendor,Duns,1,0,0,3,1,7,2047.5
2015,Defense,U,Unlabeled Vendor,Duns,1,0,1,2,1,3,17433
2015,Defense,U,Unlabeled Vendor,Duns,1,1,1,24,1,71,20041861.69
2015,Defense,U,Unlabeled Vendor,Name,1,0,0,1,1,2,5689.33
2016,Defense,NULL,NULL,PID,NULL,NULL,NULL,14,14,1360,277991545.5
2016,Defense,B,Big Five,PDuns,0,1,1,5,27,1029,162506953
2016,Defense,B,Big Five,PID,0,1,1,6,6,202070,97002751910
2016,Defense,J,Large: Big 5 JV,PDuns,0,1,1,1,4,105,45957209.35
2016,Defense,J,Large: Big 5 JV,PID,0,1,1,8,8,4405,4670619363
2016,Defense,L,Large Vendor,Duns,1,1,1,1,1,3544,147550265.5
2016,Defense,L,Large Vendor,PDuns,0,1,1,105,490,15312,1977360598
2016,Defense,L,Large Vendor,PDuns,1,1,1,6,6,739,13692728.78
2016,Defense,L,Large Vendor,PID,0,0,1,1,1,1,3758.3999
2016,Defense,L,Large Vendor,PID,0,1,1,211,211,10161778,79272299014
2016,Defense,L,Large Vendor,PID,1,1,1,17,17,8250,1500591574
2016,Defense,M,Medium Vendor,PDuns,NULL,0,0,76,76,5,23197422.5
2016,Defense,M,Medium Vendor,PDuns,NULL,0,1,7,7,1,9118.9502
2016,Defense,M,Medium Vendor,PDuns,NULL,1,1,265,265,11,1315361.351
2016,Defense,M,Medium Vendor,PDuns,0,0,0,238,279,7994,177400159.2
2016,Defense,M,Medium Vendor,PDuns,0,0,1,727,736,10081,12329009.43
2016,Defense,M,Medium Vendor,PDuns,0,1,1,4439,5291,980744,10289022838
2016,Defense,M,Medium Vendor,PDuns,1,0,0,193,194,655,-1395479.492
2016,Defense,M,Medium Vendor,PDuns,1,0,1,382,383,3674,1688537.18
2016,Defense,M,Medium Vendor,PDuns,1,1,1,3691,3787,143493,4313887879
2016,Defense,M,Medium Vendor,PID,NULL,0,0,4,4,0,0
2016,Defense,M,Medium Vendor,PID,NULL,1,1,2,2,0,0
2016,Defense,M,Medium Vendor,PID,0,0,0,2,2,2,-35385.4292
2016,Defense,M,Medium Vendor,PID,0,0,1,5,5,10,6252.41
2016,Defense,M,Medium Vendor,PID,0,1,1,325,325,32725,13934718812
2016,Defense,M,Medium Vendor,PID,1,0,1,1,1,2,10187.7598
2016,Defense,M,Medium Vendor,PID,1,1,1,34,34,39066,1389820619
2016,Defense,N,Sometimes Small Vendor,Duns,0,1,1,4,3,17405,724430503.4
2016,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0
2016,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,21,21,2,72828.3906
2016,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,55,56,1277,597182.6994
2016,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,437,458,4084,6432437.363
2016,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,8597,11602,1286741,29474372579
2016,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,9,9,206,69374.8998
2016,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,6,6,92,166565.1906
2016,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,135,141,4236,322203702.9
2016,Defense,N,Sometimes Small Vendor,PID,0,0,1,3,3,13,-7486.4804
2016,Defense,N,Sometimes Small Vendor,PID,0,1,1,523,523,207047,19276968503
2016,Defense,N,Sometimes Small Vendor,PID,1,1,1,2,2,42,745310.6114
2016,Defense,S,Always Small Vendor,PDuns,NULL,0,0,159,159,0,0
2016,Defense,S,Always Small Vendor,PDuns,NULL,0,1,20,20,0,0
2016,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1324,1328,20,1142661.932
2016,Defense,S,Always Small Vendor,PDuns,0,0,0,1823,1825,16309,-2669092.505
2016,Defense,S,Always Small Vendor,PDuns,0,0,1,5681,5694,51732,70788939.65
2016,Defense,S,Always Small Vendor,PDuns,0,1,1,28422,28780,538773,28953822441
2016,Defense,S,Always Small Vendor,PDuns,1,0,0,15,15,32,-30890.4099
2016,Defense,S,Always Small Vendor,PDuns,1,0,1,33,33,50,212424.0293
2016,Defense,S,Always Small Vendor,PDuns,1,1,1,183,183,358,61628344.25
2016,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0
2016,Defense,S,Always Small Vendor,PID,NULL,1,1,3,3,0,0
2016,Defense,S,Always Small Vendor,PID,0,0,0,1,1,2,0
2016,Defense,S,Always Small Vendor,PID,0,0,1,7,7,25,96828.6102
2016,Defense,S,Always Small Vendor,PID,0,1,1,128,128,3536,1568185764
2016,Defense,U,Unlabeled Vendor,Duns,1,1,1,16,1,37,335772.0137
2016,Defense,U,Unlabeled Vendor,Name,1,1,1,1,1,2,41146.67
