fiscal_year,Customer,SubCustomer,PlatformPortfolio,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2014,Defense,Other DoD,Land Vehicles,M,Medium Vendor,PDuns,0,1,1,6,7,9,-767671.3
2014,Defense,Other DoD,Missile and Space Systems,B,Big Five,PID,0,1,1,5,5,263,-36005883.2
2014,Defense,Other DoD,Missile and Space Systems,M,Medium Vendor,PDuns,1,1,1,1,1,2,0
2014,Defense,Other DoD,Missile and Space Systems,M,Medium Vendor,PID,0,1,1,3,3,13,-620164.93
2014,Defense,Other DoD,Missile and Space Systems,N,Sometimes Small Vendor,PDuns,0,1,1,24,27,42,-367679.72
2014,Defense,Other DoD,Missile and Space Systems,S,Always Small Vendor,PDuns,0,1,1,61,61,93,-799668.89
2014,Defense,Other DoD,Missile and Space Systems,S,Always Small Vendor,PID,0,1,1,1,1,1,-1007
2014,Defense,Other DoD,Other Products,L,Large Vendor,PDuns,0,1,1,2,2,2,6369.32
2014,Defense,Other DoD,Other Products,M,Medium Vendor,PDuns,1,0,0,2,2,2,3480.23
2014,Defense,Other DoD,Other Products,S,Always Small Vendor,PID,0,1,1,1,1,1,0
2014,Defense,Other DoD,Other R&D and Knowledge Based,L,Large Vendor,PID,0,1,1,63,63,2825,1100732004
2014,Defense,Other DoD,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,0,1,1,203,204,567,180498899.9
2014,Defense,Other DoD,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,0,0,1,7,7,23,35626.02
2014,Defense,Other DoD,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PID,0,1,1,126,126,1787,409229299.3
2014,Defense,Other DoD,Other Services,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,NULL,0
2014,Defense,Other DoD,Other Services,S,Always Small Vendor,PDuns,1,1,1,2,2,3282,221296906.4
2014,Defense,Other DoD,Weapons and Ammunition,M,Medium Vendor,PDuns,0,1,1,10,11,26,-122391.07
2014,Defense,Other DoD,Weapons and Ammunition,M,Medium Vendor,PID,0,1,1,2,2,1,-61741.8
2015,Defense,Air Force,Aircraft and Drones,L,Large Vendor,PDuns,0,1,1,13,35,286,191397008.7
2015,Defense,Air Force,Electronics and Communications,J,Large: Big 5 JV,PDuns,0,1,1,1,1,6,1021347
2015,Defense,Air Force,Electronics and Communications,L,Large Vendor,PDuns,0,0,1,1,1,1,9927.91
2015,Defense,Air Force,Electronics and Communications,M,Medium Vendor,PDuns,0,0,1,24,25,29,146638.5
2015,Defense,Air Force,Electronics and Communications,S,Always Small Vendor,PDuns,NULL,1,1,8,8,1,248230.15
2015,Defense,Air Force,Facilities and Construction,L,Large Vendor,PID,1,1,1,3,3,44,43944285.75
2015,Defense,Air Force,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,0,0,3,3,4,5495.99
2015,Defense,Air Force,Land Vehicles,M,Medium Vendor,PID,0,1,1,1,1,50,60555998.5
2015,Defense,Air Force,Land Vehicles,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,2,39900.6
2015,Defense,Air Force,Missile and Space Systems,L,Large Vendor,PID,0,1,1,29,29,543,457459257.4
2015,Defense,Air Force,Missile and Space Systems,M,Medium Vendor,PDuns,1,1,1,4,4,8,432782.58
2015,Defense,Air Force,Other Products,M,Medium Vendor,PID,1,1,1,1,1,0,0
2015,Defense,Air Force,Other Products,N,Sometimes Small Vendor,PDuns,0,0,1,8,8,12,65948.8
2015,Defense,Air Force,Other Products,S,Always Small Vendor,PDuns,NULL,1,1,5,5,0,0
2015,Defense,Air Force,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,1,1,4,4,0,0
2015,Defense,Air Force,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,0,0,0,3,3,4,8500
2015,Defense,Air Force,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,1,1,1,119,121,248,54939146.23
2015,Defense,Air Force,Other Services,L,Large Vendor,PDuns,0,1,1,8,9,6,183379.8
2015,Defense,Air Force,Other Services,N,Sometimes Small Vendor,PDuns,1,1,1,6,6,111,1109875.54
2015,Defense,Air Force,Other Services,S,Always Small Vendor,PDuns,0,0,0,11,11,17,-17902.85
2015,Defense,Air Force,Ships & Submarines,M,Medium Vendor,PDuns,0,1,1,1,1,8,125384.82
2015,Defense,Air Force,Weapons and Ammunition,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,3,536416.21
2015,Defense,Army,Aircraft and Drones,M,Medium Vendor,PDuns,1,0,0,1,1,1,0
2015,Defense,Army,Aircraft and Drones,S,Always Small Vendor,PDuns,1,0,0,1,1,1,71855
2015,Defense,Army,Electronics and Communications,L,Large Vendor,PID,0,1,1,85,85,14121,2768448699
2015,Defense,Army,Electronics and Communications,M,Medium Vendor,PID,1,0,1,1,1,3,7942.15
2015,Defense,Army,Electronics and Communications,N,Sometimes Small Vendor,Duns,0,1,1,1,1,283,56384890.77
2015,Defense,Army,Electronics and Communications,U,Unlabeled Vendor,Duns,0,1,1,1,1,5,41582.58
2015,Defense,Army,Facilities and Construction,L,Large Vendor,PDuns,1,1,1,1,1,1,8137.81
2015,Defense,Army,Facilities and Construction,L,Large Vendor,PID,NULL,1,1,1,1,NULL,0
2015,Defense,Army,Facilities and Construction,M,Medium Vendor,PDuns,1,0,0,20,20,32,-345512.62
2015,Defense,Army,Facilities and Construction,N,Sometimes Small Vendor,PDuns,1,1,1,28,28,363,48926337.74
2015,Defense,Army,Facilities and Construction,S,Always Small Vendor,PDuns,1,0,0,1,1,2,0
2015,Defense,Army,Facilities and Construction,U,Unlabeled Vendor,Duns,1,0,1,1,1,2,8383
2015,Defense,Army,Land Vehicles,M,Medium Vendor,PDuns,0,0,0,5,5,5,-913.48
2015,Defense,Army,Land Vehicles,M,Medium Vendor,PDuns,1,0,1,7,7,11,42241.11
2015,Defense,Army,Land Vehicles,N,Sometimes Small Vendor,PDuns,0,0,1,13,13,23,143036.58
2015,Defense,Army,Missile and Space Systems,M,Medium Vendor,PDuns,0,0,0,1,1,1,0
2015,Defense,Army,Other Products,L,Large Vendor,PID,0,1,1,49,49,880,164784957.8
2015,Defense,Army,Other Products,M,Medium Vendor,PDuns,NULL,1,1,4,4,NULL,0
2015,Defense,Army,Other Products,M,Medium Vendor,PDuns,1,0,0,8,8,20,1279.72
2015,Defense,Army,Other Products,N,Sometimes Small Vendor,PDuns,0,0,0,5,5,11,-10229.17
2015,Defense,Army,Other Products,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,10,16481.67
2015,Defense,Army,Other R&D and Knowledge Based,B,Big Five,PDuns,0,1,1,2,2,3,74690.45
2015,Defense,Army,Other R&D and Knowledge Based,L,Large Vendor,PDuns,0,1,1,27,42,250,90877108.14
2015,Defense,Army,Other R&D and Knowledge Based,L,Large Vendor,PID,0,1,1,95,95,5581,3803728590
2015,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,0,0,1,86,87,116,1352264.65
2015,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PID,1,1,1,2,2,12,5896934.78
2015,Defense,Army,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,0,0,0,4,4,8,-7099.65
2015,Defense,Army,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,0,1,1,967,1044,6403,1590597092
2015,Defense,Army,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,NULL,1,1,31,31,0,0
2015,Defense,Army,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,0,0,0,70,70,94,-273756.15
2015,Defense,Army,Other Services,J,Large: Big 5 JV,PID,0,1,1,2,2,17,1200704.4
2015,Defense,Army,Other Services,M,Medium Vendor,PID,0,1,1,26,26,211,19128881.89
2015,Defense,Army,Other Services,N,Sometimes Small Vendor,Duns,0,1,1,1,1,747,9969479.34
2015,Defense,Army,Other Services,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,2,4849.84
2015,Defense,Army,Other Services,S,Always Small Vendor,PDuns,0,1,1,1405,1407,4828,459733486.4
2015,Defense,Army,Other Services,S,Always Small Vendor,PID,0,1,1,6,6,186,131395820.5
2015,Defense,Army,Ships & Submarines,M,Medium Vendor,PDuns,0,1,1,23,25,39,2189528.35
2015,Defense,Army,Ships & Submarines,N,Sometimes Small Vendor,PDuns,0,1,1,113,116,386,64177105.28
2015,Defense,Army,Ships & Submarines,N,Sometimes Small Vendor,PID,0,1,1,11,11,122,9317512.69
2015,Defense,Army,Ships & Submarines,S,Always Small Vendor,PDuns,NULL,1,1,3,3,NULL,0
2015,Defense,Army,Ships & Submarines,S,Always Small Vendor,PDuns,0,0,0,2,2,4,0
2015,Defense,Army,Ships & Submarines,S,Always Small Vendor,PDuns,0,1,1,170,170,503,32978528.71
2015,Defense,Army,Weapons and Ammunition,M,Medium Vendor,PDuns,0,0,1,2,2,3,11900
2015,Defense,Army,Weapons and Ammunition,N,Sometimes Small Vendor,PDuns,0,1,1,244,249,871,273201408.5
2015,Defense,DLA,Aircraft and Drones,L,Large Vendor,PID,0,1,1,43,43,68102,1094275095
2015,Defense,DLA,Aircraft and Drones,M,Medium Vendor,PDuns,1,1,1,46,49,420,8011972.46
2015,Defense,DLA,Electronics and Communications,L,Large Vendor,PID,0,1,1,63,63,5529,489822125.4
2015,Defense,DLA,Electronics and Communications,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,1,12520
2015,Defense,DLA,Electronics and Communications,S,Always Small Vendor,PDuns,0,0,1,206,206,1088,2706291.37
2015,Defense,DLA,Electronics and Communications,S,Always Small Vendor,PDuns,1,0,1,1,1,1,6120
2015,Defense,DLA,Facilities and Construction,J,Large: Big 5 JV,PID,0,1,1,2,2,16,-1181898.69
2015,Defense,DLA,Facilities and Construction,M,Medium Vendor,PDuns,0,1,1,152,166,4423,197639515.3
2015,Defense,DLA,Facilities and Construction,M,Medium Vendor,PDuns,1,0,0,3,3,6,6740.53
2015,Defense,DLA,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,1,1,1047,1102,129084,752698192.9
2015,Defense,DLA,Land Vehicles,B,Big Five,PID,0,1,1,5,5,20661,74865558.2
2015,Defense,DLA,Land Vehicles,M,Medium Vendor,PDuns,1,0,1,8,8,43,26613.37
2015,Defense,DLA,Missile and Space Systems,B,Big Five,PID,0,1,1,4,4,91,17362738.2
2015,Defense,DLA,Missile and Space Systems,J,Large: Big 5 JV,PID,0,1,1,2,2,2,18129.12
2015,Defense,DLA,Missile and Space Systems,M,Medium Vendor,PDuns,1,1,1,9,9,17,36203.51
2015,Defense,DLA,Missile and Space Systems,S,Always Small Vendor,PDuns,0,0,1,7,7,13,30596.64
2015,Defense,DLA,Other Products,M,Medium Vendor,PDuns,1,0,0,11,11,24,-14362.43
2015,Defense,DLA,Other Products,M,Medium Vendor,PID,1,0,0,1,1,2,3771.18
2015,Defense,DLA,Other Products,N,Sometimes Small Vendor,Duns,0,1,1,2,2,150,628163.75
2015,Defense,DLA,Other Products,N,Sometimes Small Vendor,PDuns,1,0,1,3,3,33,50843.57
2015,Defense,DLA,Other Products,S,Always Small Vendor,PDuns,1,0,1,1,1,1,3688
2015,Defense,DLA,Other Products,U,Unlabeled Vendor,Duns,0,1,1,1,1,1,3537.5
2015,Defense,DLA,Other R&D and Knowledge Based,L,Large Vendor,PDuns,0,1,1,4,4,24,1844876.6
2015,Defense,DLA,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,1,1,1,3,3,3,121937
2015,Defense,DLA,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,0,1,1,185,185,597,124067639.4
2015,Defense,DLA,Other Services,L,Large Vendor,PID,0,1,1,3,3,2,144076.72
2015,Defense,DLA,Other Services,N,Sometimes Small Vendor,PDuns,0,1,1,57,63,229,30968118.58
2015,Defense,DLA,Other Services,N,Sometimes Small Vendor,PID,0,1,1,5,5,21,500267.38
2015,Defense,DLA,Other Services,S,Always Small Vendor,PDuns,0,0,0,7,7,8,9528.5
2015,Defense,DLA,Ships & Submarines,M,Medium Vendor,PDuns,0,0,1,8,8,18,296727.41
2015,Defense,DLA,Ships & Submarines,S,Always Small Vendor,PID,0,0,1,1,1,1,3740
2015,Defense,DLA,Weapons and Ammunition,M,Medium Vendor,PDuns,0,1,1,16,18,103,3685949
2015,Defense,DLA,Weapons and Ammunition,S,Always Small Vendor,PDuns,0,0,0,13,13,29,-15157.25
2015,Defense,DLA,Weapons and Ammunition,S,Always Small Vendor,PDuns,0,1,1,339,339,1694,33891760.28
2015,Defense,MDA,Facilities and Construction,M,Medium Vendor,PDuns,0,1,1,4,4,14,2734740.86
2015,Defense,MDA,Missile and Space Systems,M,Medium Vendor,PID,0,1,1,9,9,172,202794104.7
2015,Defense,MDA,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,0,1,1,13,13,298,99827925.03
2015,Defense,MDA,Other Services,L,Large Vendor,PID,0,1,1,1,1,1,-16419.65
2015,Defense,MilitaryHealth,Electronics and Communications,B,Big Five,PID,0,1,1,1,1,8,7536851.94
2015,Defense,MilitaryHealth,Electronics and Communications,M,Medium Vendor,PID,0,1,1,2,2,7,1108118.78
2015,Defense,MilitaryHealth,Electronics and Communications,N,Sometimes Small Vendor,PID,0,1,1,27,27,128,21054716.07
2015,Defense,MilitaryHealth,Land Vehicles,N,Sometimes Small Vendor,PDuns,0,1,1,2,2,1,3761.56
2015,Defense,MilitaryHealth,Land Vehicles,N,Sometimes Small Vendor,PID,0,1,1,1,1,1,41125.76
2015,Defense,MilitaryHealth,Other Products,L,Large Vendor,PDuns,0,0,1,1,1,1,50128.68
2015,Defense,MilitaryHealth,Other R&D and Knowledge Based,B,Big Five,PID,0,1,1,3,3,7,4054168.88
2015,Defense,Navy,NULL,N,Sometimes Small Vendor,PID,0,1,1,1,1,1,1709
2015,Defense,Navy,Aircraft and Drones,M,Medium Vendor,PDuns,0,0,1,1,1,1,0
2015,Defense,Navy,Aircraft and Drones,N,Sometimes Small Vendor,Duns,0,1,1,2,2,4,77272
2015,Defense,Navy,Aircraft and Drones,N,Sometimes Small Vendor,PDuns,0,1,1,446,504,2352,427158115.1
2015,Defense,Navy,Aircraft and Drones,S,Always Small Vendor,PDuns,1,1,1,1,1,1,559615
2015,Defense,Navy,Electronics and Communications,M,Medium Vendor,PDuns,1,0,0,19,19,32,128511.44
2015,Defense,Navy,Electronics and Communications,N,Sometimes Small Vendor,PDuns,0,0,1,55,55,85,379829.86
2015,Defense,Navy,Electronics and Communications,S,Always Small Vendor,PDuns,NULL,1,1,14,14,0,0
2015,Defense,Navy,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,0,0,4,4,23,577.32
2015,Defense,Navy,Facilities and Construction,S,Always Small Vendor,PDuns,0,1,1,3336,3359,17578,2503653224
2015,Defense,Navy,Land Vehicles,M,Medium Vendor,PDuns,0,0,0,1,1,2,0
2015,Defense,Navy,Land Vehicles,M,Medium Vendor,PDuns,1,0,1,9,9,11,58543.32
2015,Defense,Navy,Land Vehicles,N,Sometimes Small Vendor,PDuns,0,1,1,211,234,5941,40165813.41
2015,Defense,Navy,Missile and Space Systems,N,Sometimes Small Vendor,PDuns,0,0,1,2,2,2,9724
2015,Defense,Navy,Missile and Space Systems,N,Sometimes Small Vendor,PID,0,1,1,30,30,142,30888575.13
2015,Defense,Navy,Other Products,M,Medium Vendor,PID,0,1,1,18,18,59,12876903.52
2015,Defense,Navy,Other Products,M,Medium Vendor,PID,1,1,1,1,1,15,188875.55
2015,Defense,Navy,Other Products,S,Always Small Vendor,PDuns,0,0,0,84,84,129,29544.07
2015,Defense,Navy,Other R&D and Knowledge Based,L,Large Vendor,PDuns,0,1,1,29,45,332,42889215.61
2015,Defense,Navy,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,0,0,2,2,0,0
2015,Defense,Navy,Other R&D and Knowledge Based,M,Medium Vendor,PID,NULL,1,1,1,1,0,0
2015,Defense,Navy,Other R&D and Knowledge Based,M,Medium Vendor,PID,0,0,0,1,1,2,3500
2015,Defense,Navy,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,0,0,1,35,35,83,397239.02
2015,Defense,Navy,Other R&D and Knowledge Based,S,Always Small Vendor,PID,NULL,1,1,1,1,0,0
2015,Defense,Navy,Other R&D and Knowledge Based,S,Always Small Vendor,PID,0,1,1,33,33,382,100236481.6
2015,Defense,Navy,Other Services,M,Medium Vendor,PDuns,NULL,0,0,2,2,0,0
2015,Defense,Navy,Other Services,M,Medium Vendor,PDuns,0,1,1,178,190,1001,194918686.2
2015,Defense,Navy,Other Services,M,Medium Vendor,PDuns,1,0,0,9,9,12,7347.44
2015,Defense,Navy,Other Services,N,Sometimes Small Vendor,Duns,0,1,1,2,2,319,6883941.41
2015,Defense,Navy,Other Services,N,Sometimes Small Vendor,PDuns,0,0,0,2,2,4,4979.32
2015,Defense,Navy,Other Services,N,Sometimes Small Vendor,PID,0,1,1,92,92,1253,325135883.9
2015,Defense,Navy,Ships & Submarines,L,Large Vendor,PID,0,1,1,59,59,5340,7696899529
2015,Defense,Navy,Ships & Submarines,M,Medium Vendor,PDuns,1,0,0,4,4,8,-11098.86
2015,Defense,Navy,Ships & Submarines,N,Sometimes Small Vendor,Duns,0,1,1,1,1,36,69470.36
2015,Defense,Navy,Ships & Submarines,S,Always Small Vendor,PDuns,0,1,1,1009,1014,9671,457474783.8
2015,Defense,Navy,Weapons and Ammunition,J,Large: Big 5 JV,PID,0,1,1,1,1,1,0
2015,Defense,Other DoD,Aircraft and Drones,J,Large: Big 5 JV,PDuns,0,1,1,1,1,3,553906.19
2015,Defense,Other DoD,Aircraft and Drones,M,Medium Vendor,PID,0,1,1,13,13,68,-5078143.42
2015,Defense,Other DoD,Aircraft and Drones,N,Sometimes Small Vendor,PDuns,0,0,1,1,1,1,-5840
2015,Defense,Other DoD,Aircraft and Drones,S,Always Small Vendor,PDuns,0,0,1,12,12,12,-129711.94
2015,Defense,Other DoD,Electronics and Communications,J,Large: Big 5 JV,PID,0,1,1,2,2,3,-2021569.25
2015,Defense,Other DoD,Electronics and Communications,M,Medium Vendor,PDuns,NULL,1,1,2,2,NULL,0
2015,Defense,Other DoD,Electronics and Communications,N,Sometimes Small Vendor,PID,0,1,1,158,158,3834,1236831839
2015,Defense,Other DoD,Electronics and Communications,S,Always Small Vendor,PDuns,0,0,0,21,21,23,-11724.61
2015,Defense,Other DoD,Facilities and Construction,L,Large Vendor,PID,0,1,1,42,42,203,11795218.47
2015,Defense,Other DoD,Facilities and Construction,M,Medium Vendor,PDuns,1,0,1,2,2,2,19110.09
2015,Defense,Other DoD,Facilities and Construction,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,0
2015,Defense,Other DoD,Facilities and Construction,S,Always Small Vendor,PDuns,0,0,0,11,11,12,4828.51
2015,Defense,Other DoD,Facilities and Construction,S,Always Small Vendor,PDuns,0,1,1,395,397,881,71636985.34
2015,Defense,Other DoD,Facilities and Construction,U,Unlabeled Vendor,Duns,0,1,1,1,1,8814,3348461.07
2015,Defense,Other DoD,Land Vehicles,M,Medium Vendor,PDuns,0,1,1,3,3,2,254668.82
2015,Defense,Other DoD,Land Vehicles,S,Always Small Vendor,PDuns,0,1,1,45,45,73,23925811.27
2015,Defense,Other DoD,Missile and Space Systems,B,Big Five,PID,0,1,1,5,5,299,-42168944.23
2015,Defense,Other DoD,Missile and Space Systems,S,Always Small Vendor,PDuns,0,0,1,2,2,2,-3350
2015,Defense,Other DoD,Other Products,L,Large Vendor,PID,0,1,1,10,10,19,2430545.63
2015,Defense,Other DoD,Other Products,N,Sometimes Small Vendor,PID,0,1,1,14,14,83,25287743.05
2015,Defense,Other DoD,Other Products,S,Always Small Vendor,PDuns,NULL,1,1,1,1,NULL,0
2015,Defense,Other DoD,Other Services,M,Medium Vendor,PDuns,1,0,1,1,1,2,8891.4
2015,Defense,Other DoD,Other Services,N,Sometimes Small Vendor,PDuns,1,1,1,5,5,19,5645224.59
2015,Defense,Other DoD,Other Services,N,Sometimes Small Vendor,PID,0,1,1,29,29,9114,288825902.9
2015,Defense,Other DoD,Ships & Submarines,M,Medium Vendor,PID,0,1,1,6,6,67,-572010.06
2015,Defense,Other DoD,Ships & Submarines,S,Always Small Vendor,PDuns,0,1,1,81,81,221,2399451.15
2016,Defense,Air Force,NULL,L,Large Vendor,PID,0,1,1,1,1,2,33696
2016,Defense,Air Force,NULL,S,Always Small Vendor,PDuns,0,1,1,4,4,7,535178.5781
2016,Defense,Air Force,Aircraft and Drones,B,Big Five,PDuns,0,1,1,2,5,71,136920786.4
2016,Defense,Air Force,Aircraft and Drones,S,Always Small Vendor,PDuns,1,1,1,1,1,1,178400
2016,Defense,Air Force,Electronics and Communications,M,Medium Vendor,PDuns,0,1,1,152,164,537,100762739.4
2016,Defense,Air Force,Electronics and Communications,M,Medium Vendor,PDuns,1,1,1,116,118,408,34510434.14
2016,Defense,Air Force,Electronics and Communications,N,Sometimes Small Vendor,PDuns,0,0,1,15,15,20,-9981.4068
2016,Defense,Air Force,Facilities and Construction,B,Big Five,PDuns,0,1,1,1,1,2,6656.8901
2016,Defense,Air Force,Facilities and Construction,L,Large Vendor,PID,0,0,1,1,1,1,3758.3999
2016,Defense,Air Force,Facilities and Construction,M,Medium Vendor,PDuns,1,0,1,19,19,61,202725.4214
2016,Defense,Air Force,Facilities and Construction,N,Sometimes Small Vendor,PDuns,1,1,1,19,19,184,28537594.07
2016,Defense,Air Force,Facilities and Construction,N,Sometimes Small Vendor,PID,0,1,1,144,144,1663,303780332.6
2016,Defense,Air Force,Facilities and Construction,S,Always Small Vendor,PDuns,NULL,0,1,1,1,0,0
2016,Defense,Air Force,Land Vehicles,M,Medium Vendor,PID,0,1,1,1,1,41,55200383.98
2016,Defense,Air Force,Land Vehicles,U,Unlabeled Vendor,Name,1,1,1,1,1,2,41146.67
2016,Defense,Air Force,Missile and Space Systems,J,Large: Big 5 JV,PID,0,1,1,1,1,45,1500207211
2016,Defense,Air Force,Missile and Space Systems,M,Medium Vendor,PDuns,1,1,1,2,2,4,157811
2016,Defense,Air Force,Missile and Space Systems,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,1,92352.2109
2016,Defense,Air Force,Missile and Space Systems,S,Always Small Vendor,PDuns,0,1,1,194,194,607,119141202.6
2016,Defense,Air Force,Missile and Space Systems,S,Always Small Vendor,PID,0,1,1,6,6,14,27912586.88
2016,Defense,Air Force,Other Products,L,Large Vendor,PID,0,1,1,25,25,154,28731536.92
2016,Defense,Air Force,Other R&D and Knowledge Based,L,Large Vendor,PID,0,1,1,61,61,2982,1646710373
2016,Defense,Air Force,Other R&D and Knowledge Based,S,Always Small Vendor,PDuns,NULL,0,1,1,1,0,0
2016,Defense,Air Force,Other Services,J,Large: Big 5 JV,PID,0,1,1,1,1,21,13524162
2016,Defense,Air Force,Other Services,M,Medium Vendor,PDuns,NULL,0,1,2,2,0,0
2016,Defense,Air Force,Other Services,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0
2016,Defense,Air Force,Other Services,N,Sometimes Small Vendor,PDuns,1,1,1,11,11,107,878501.0663
2016,Defense,Air Force,Other Services,S,Always Small Vendor,PDuns,1,0,1,1,1,1,7569.8999
2016,Defense,Air Force,Ships & Submarines,S,Always Small Vendor,PDuns,0,1,1,35,35,110,4998440.065
2016,Defense,Air Force,Weapons and Ammunition,N,Sometimes Small Vendor,PDuns,0,1,1,133,137,461,96656455.62
2016,Defense,Air Force,Weapons and Ammunition,S,Always Small Vendor,PDuns,0,1,1,189,189,543,99423298.79
2016,Defense,Army,NULL,S,Always Small Vendor,PDuns,0,0,1,2,2,2,18748
2016,Defense,Army,Aircraft and Drones,M,Medium Vendor,PDuns,0,1,1,37,42,156,70947158.55
2016,Defense,Army,Aircraft and Drones,N,Sometimes Small Vendor,PDuns,1,1,1,2,3,14,921257.8849
2016,Defense,Army,Aircraft and Drones,S,Always Small Vendor,PDuns,0,0,0,7,7,9,-35778.2598
2016,Defense,Army,Aircraft and Drones,S,Always Small Vendor,PDuns,1,1,1,1,1,4,4086923
2016,Defense,Army,Electronics and Communications,N,Sometimes Small Vendor,PID,0,1,1,165,165,5218,1696267234
2016,Defense,Army,Electronics and Communications,S,Always Small Vendor,PDuns,0,0,1,266,265,340,1841988.16
2016,Defense,Army,Electronics and Communications,U,Unlabeled Vendor,Duns,1,1,1,3,1,8,219523.1719
2016,Defense,Army,Facilities and Construction,L,Large Vendor,PID,1,1,1,5,5,1072,156462232.9
2016,Defense,Army,Facilities and Construction,M,Medium Vendor,PDuns,0,0,1,130,130,173,771377.0599
2016,Defense,Army,Facilities and Construction,M,Medium Vendor,PID,NULL,1,1,1,1,0,0
2016,Defense,Army,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,1,1,2574,2976,24048,2940955870
2016,Defense,Army,Facilities and Construction,S,Always Small Vendor,PDuns,0,0,0,151,151,249,-1165208.8
2016,Defense,Army,Land Vehicles,S,Always Small Vendor,PDuns,1,1,1,1,1,14,3930942
2016,Defense,Army,Missile and Space Systems,S,Always Small Vendor,PID,0,1,1,8,8,394,218561994
2016,Defense,Army,Other Products,M,Medium Vendor,PDuns,1,1,1,130,130,399,6512433.194
2016,Defense,Army,Other Products,S,Always Small Vendor,PDuns,NULL,0,1,13,13,0,0
2016,Defense,Army,Other Products,S,Always Small Vendor,PDuns,0,0,0,58,58,80,-25374.0496
2016,Defense,Army,Other Products,S,Always Small Vendor,PDuns,0,1,1,1439,1441,3943,342711372.8
2016,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,1,1,1,182,183,2004,80219208.32
2016,Defense,Army,Other R&D and Knowledge Based,M,Medium Vendor,PID,0,1,1,99,99,1511,543828266.9
2016,Defense,Army,Other R&D and Knowledge Based,N,Sometimes Small Vendor,PDuns,0,0,1,10,10,18,35906.3799
2016,Defense,Army,Other R&D and Knowledge Based,S,Always Small Vendor,PID,0,1,1,18,18,473,300171457.6
2016,Defense,Army,Other Services,S,Always Small Vendor,PDuns,0,0,0,64,64,133,124213.8705
2016,Defense,Army,Other Services,S,Always Small Vendor,PDuns,1,0,0,1,1,1,-3379.7
2016,Defense,Army,Other Services,S,Always Small Vendor,PID,0,1,1,3,3,196,136170573.4
2016,Defense,Army,Ships & Submarines,N,Sometimes Small Vendor,PDuns,0,0,1,1,1,1,-1025
2016,Defense,Army,Weapons and Ammunition,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,1,1205
2016,Defense,DLA,Aircraft and Drones,M,Medium Vendor,PDuns,1,0,1,9,9,41,21422.9599
2016,Defense,DLA,Aircraft and Drones,M,Medium Vendor,PID,1,1,1,3,3,3,8189.3002
2016,Defense,DLA,Aircraft and Drones,N,Sometimes Small Vendor,PDuns,1,0,1,4,4,23,31734.73
2016,Defense,DLA,Aircraft and Drones,N,Sometimes Small Vendor,PID,0,1,1,83,83,8306,289120763.9
2016,Defense,DLA,Aircraft and Drones,S,Always Small Vendor,PDuns,1,0,1,3,3,7,-8162
2016,Defense,DLA,Electronics and Communications,B,Big Five,PDuns,0,1,1,2,3,34,86256.8399
2016,Defense,DLA,Electronics and Communications,M,Medium Vendor,PDuns,0,0,0,8,15,202,4666586.551
2016,Defense,DLA,Electronics and Communications,N,Sometimes Small Vendor,PID,0,1,1,104,104,11938,123174223.6
2016,Defense,DLA,Facilities and Construction,M,Medium Vendor,PDuns,NULL,1,1,1,1,0,0
2016,Defense,DLA,Facilities and Construction,M,Medium Vendor,PDuns,1,0,0,6,6,14,20391.7699
