"","FY","VendorSize","Customer","Category","Portfolio","Amount"
"1","2000","Big Five","Air Force","Products","Aircraft and Drones",11491193048
"2","2000","Big Five","Air Force","Products","Electronics and Communications",1982023294
"3","2000","Big Five","Air Force","Products","Facilities and Construction",24116686
"4","2000","Big Five","Air Force","Products","Missile and Space Systems",823111675
"5","2000","Big Five","Air Force","Products","Other Products",731635
"6","2000","Big Five","Air Force","Products","Ships & Submarines",0
"7","2000","Big Five","Air Force","Products","Weapons and Ammunition",327643833
"8","2000","Big Five","Air Force","R&D","Aircraft and Drones",2103594715
"9","2000","Big Five","Air Force","R&D","Electronics and Communications",862040311
"10","2000","Big Five","Air Force","R&D","Missile and Space Systems",2690132353
"11","2000","Big Five","Air Force","R&D","Other R&D and Knowledge Based",42998639
"12","2000","Big Five","Air Force","R&D","Weapons and Ammunition",824766019
"13","2000","Big Five","Air Force","Services","Aircraft and Drones",2853305084
"14","2000","Big Five","Air Force","Services","Electronics and Communications",1432131109
"15","2000","Big Five","Air Force","Services","Facilities and Construction",216513951
"16","2000","Big Five","Air Force","Services","Missile and Space Systems",307458255
"17","2000","Big Five","Air Force","Services","Other R&D and Knowledge Based",577707217
"18","2000","Big Five","Air Force","Services","Other Services",75207069
"19","2000","Big Five","Air Force","Services","Weapons and Ammunition",-456660
"20","2000","Big Five","Army","NULL","Aircraft and Drones",0
"21","2000","Big Five","Army","NULL","NULL",348631
"22","2000","Big Five","Army","Products","Aircraft and Drones",3354184528
"23","2000","Big Five","Army","Products","Electronics and Communications",522671314
"24","2000","Big Five","Army","Products","Facilities and Construction",20453677
"25","2000","Big Five","Army","Products","Land Vehicles",859030054
"26","2000","Big Five","Army","Products","Missile and Space Systems",1955026636
"27","2000","Big Five","Army","Products","Other Products",10464597
"28","2000","Big Five","Army","Products","Weapons and Ammunition",482609284
"29","2000","Big Five","Army","R&D","Aircraft and Drones",715773932
"30","2000","Big Five","Army","R&D","Electronics and Communications",289391691
"31","2000","Big Five","Army","R&D","Land Vehicles",8301430
"32","2000","Big Five","Army","R&D","Missile and Space Systems",791790828
"33","2000","Big Five","Army","R&D","Other R&D and Knowledge Based",107816343
"34","2000","Big Five","Army","R&D","Weapons and Ammunition",60904740
"35","2000","Big Five","Army","Services","Aircraft and Drones",360147029
"36","2000","Big Five","Army","Services","Electronics and Communications",421106562
"37","2000","Big Five","Army","Services","Facilities and Construction",194381683
"38","2000","Big Five","Army","Services","Land Vehicles",106031154
"39","2000","Big Five","Army","Services","Missile and Space Systems",492884062
"40","2000","Big Five","Army","Services","Other R&D and Knowledge Based",208758866
"41","2000","Big Five","Army","Services","Other Services",81471621
"42","2000","Big Five","Army","Services","Weapons and Ammunition",29618321
"43","2000","Big Five","DLA","Products","Aircraft and Drones",102488270
"44","2000","Big Five","DLA","Products","Electronics and Communications",127856240
"45","2000","Big Five","DLA","Products","Facilities and Construction",2517201
"46","2000","Big Five","DLA","Products","Land Vehicles",570700
"47","2000","Big Five","DLA","Products","Other Products",56320330
"48","2000","Big Five","DLA","Products","Ships & Submarines",613404
"49","2000","Big Five","DLA","Products","Weapons and Ammunition",7335332
"50","2000","Big Five","DLA","Services","Electronics and Communications",59832637
"51","2000","Big Five","DLA","Services","Facilities and Construction",251350
"52","2000","Big Five","DLA","Services","Other R&D and Knowledge Based",765470
"53","2000","Big Five","MDA","Products","Electronics and Communications",565971
"54","2000","Big Five","MDA","R&D","Other R&D and Knowledge Based",1428512676
"55","2000","Big Five","MilitaryHealth","Services","Electronics and Communications",147819
"56","2000","Big Five","MilitaryHealth","Services","Other R&D and Knowledge Based",1218334
"57","2000","Big Five","Navy","Products","Aircraft and Drones",5221973674
"58","2000","Big Five","Navy","Products","Electronics and Communications",1957317497
"59","2000","Big Five","Navy","Products","Facilities and Construction",6961712
"60","2000","Big Five","Navy","Products","Land Vehicles",47262
"61","2000","Big Five","Navy","Products","Missile and Space Systems",1987786904
"62","2000","Big Five","Navy","Products","Other Products",206330979
"63","2000","Big Five","Navy","Products","Ships & Submarines",2310204153
"64","2000","Big Five","Navy","Products","Weapons and Ammunition",697496248
"65","2000","Big Five","Navy","R&D","Aircraft and Drones",850881264
"66","2000","Big Five","Navy","R&D","Electronics and Communications",834635559
"67","2000","Big Five","Navy","R&D","Facilities and Construction",48552039
"68","2000","Big Five","Navy","R&D","Land Vehicles",116236340
"69","2000","Big Five","Navy","R&D","Missile and Space Systems",129760844
"70","2000","Big Five","Navy","R&D","Other R&D and Knowledge Based",406397136
"71","2000","Big Five","Navy","R&D","Ships & Submarines",603425179
"72","2000","Big Five","Navy","R&D","Weapons and Ammunition",182990025
"73","2000","Big Five","Navy","Services","Aircraft and Drones",770388520
"74","2000","Big Five","Navy","Services","Electronics and Communications",748446627
"75","2000","Big Five","Navy","Services","Facilities and Construction",129131103
"76","2000","Big Five","Navy","Services","Missile and Space Systems",369034580
"77","2000","Big Five","Navy","Services","Other R&D and Knowledge Based",541547256
"78","2000","Big Five","Navy","Services","Other Services",462047138
"79","2000","Big Five","Navy","Services","Ships & Submarines",700693017
"80","2000","Big Five","Navy","Services","Weapons and Ammunition",78344101
"81","2000","Big Five","Other DoD","Products","Aircraft and Drones",54168706
"82","2000","Big Five","Other DoD","Products","Electronics and Communications",32814147
"83","2000","Big Five","Other DoD","Products","Facilities and Construction",1551009
"84","2000","Big Five","Other DoD","R&D","Aircraft and Drones",205698
"85","2000","Big Five","Other DoD","R&D","Electronics and Communications",6831685
"86","2000","Big Five","Other DoD","R&D","Land Vehicles",704261
"87","2000","Big Five","Other DoD","R&D","Other R&D and Knowledge Based",96536827
"88","2000","Big Five","Other DoD","Services","Aircraft and Drones",74982801
"89","2000","Big Five","Other DoD","Services","Electronics and Communications",344046212
"90","2000","Big Five","Other DoD","Services","Facilities and Construction",33129130
"91","2000","Big Five","Other DoD","Services","Missile and Space Systems",13872011
"92","2000","Big Five","Other DoD","Services","Other R&D and Knowledge Based",12204607
"93","2000","Big Five","Other DoD","Services","Other Services",193993608
"94","2000","Large","Air Force","Products","Aircraft and Drones",3543363391
"95","2000","Large","Air Force","Products","Electronics and Communications",910683688
"96","2000","Large","Air Force","Products","Facilities and Construction",48621752
"97","2000","Large","Air Force","Products","Land Vehicles",110553
"98","2000","Large","Air Force","Products","Missile and Space Systems",33645737
"99","2000","Large","Air Force","Products","Other Products",29918599
"100","2000","Large","Air Force","Products","Ships & Submarines",1555233
"101","2000","Large","Air Force","Products","Weapons and Ammunition",150033500
"102","2000","Large","Air Force","R&D","Aircraft and Drones",413347015
"103","2000","Large","Air Force","R&D","Electronics and Communications",276549149
"104","2000","Large","Air Force","R&D","Facilities and Construction",61769740
"105","2000","Large","Air Force","R&D","Missile and Space Systems",449335869
"106","2000","Large","Air Force","R&D","Other R&D and Knowledge Based",118351038
"107","2000","Large","Air Force","R&D","Weapons and Ammunition",24859674
"108","2000","Large","Air Force","Services","Aircraft and Drones",1031506280
"109","2000","Large","Air Force","Services","Electronics and Communications",573274720
"110","2000","Large","Air Force","Services","Facilities and Construction",498758756
"111","2000","Large","Air Force","Services","Land Vehicles",4356265
"112","2000","Large","Air Force","Services","Missile and Space Systems",973480334
"113","2000","Large","Air Force","Services","Other R&D and Knowledge Based",945981722
"114","2000","Large","Air Force","Services","Other Services",919158768
"115","2000","Large","Air Force","Services","Ships & Submarines",40950
"116","2000","Large","Air Force","Services","Weapons and Ammunition",63242014
"117","2000","Large","Army","NULL","Aircraft and Drones",5280
"118","2000","Large","Army","NULL","NULL",4429128
"119","2000","Large","Army","Products","Aircraft and Drones",2271002937
"120","2000","Large","Army","Products","Electronics and Communications",832947829
"121","2000","Large","Army","Products","Facilities and Construction",94831524
"122","2000","Large","Army","Products","Land Vehicles",1207614221
"123","2000","Large","Army","Products","Missile and Space Systems",197659685
"124","2000","Large","Army","Products","Other Products",30724620
"125","2000","Large","Army","Products","Ships & Submarines",94539
"126","2000","Large","Army","Products","Weapons and Ammunition",434423930
"127","2000","Large","Army","R&D","Aircraft and Drones",218085094
"128","2000","Large","Army","R&D","Electronics and Communications",160894585
"129","2000","Large","Army","R&D","Land Vehicles",3991836
"130","2000","Large","Army","R&D","Missile and Space Systems",364961758
"131","2000","Large","Army","R&D","Other R&D and Knowledge Based",299647530
"132","2000","Large","Army","R&D","Weapons and Ammunition",90542974
"133","2000","Large","Army","Services","Aircraft and Drones",684960099
"134","2000","Large","Army","Services","Electronics and Communications",1117512379
"135","2000","Large","Army","Services","Facilities and Construction",1988105696
"136","2000","Large","Army","Services","Land Vehicles",31987539
"137","2000","Large","Army","Services","Missile and Space Systems",57707629
"138","2000","Large","Army","Services","Other R&D and Knowledge Based",1099020882
"139","2000","Large","Army","Services","Other Services",1311281144
"140","2000","Large","Army","Services","Ships & Submarines",110925
"141","2000","Large","Army","Services","Weapons and Ammunition",125913333
"142","2000","Large","DLA","NULL","NULL",0
"143","2000","Large","DLA","Products","Aircraft and Drones",594717474
"144","2000","Large","DLA","Products","Electronics and Communications",114552016
"145","2000","Large","DLA","Products","Facilities and Construction",48586516
"146","2000","Large","DLA","Products","Land Vehicles",22189755
"147","2000","Large","DLA","Products","Missile and Space Systems",1466258
"148","2000","Large","DLA","Products","Other Products",3688997384
"149","2000","Large","DLA","Products","Ships & Submarines",3723690
"150","2000","Large","DLA","Products","Weapons and Ammunition",3639396
"151","2000","Large","DLA","R&D","Electronics and Communications",10849738
"152","2000","Large","DLA","R&D","Other R&D and Knowledge Based",81873544
"153","2000","Large","DLA","Services","Aircraft and Drones",3070775
"154","2000","Large","DLA","Services","Electronics and Communications",144786489
"155","2000","Large","DLA","Services","Facilities and Construction",84394957
"156","2000","Large","DLA","Services","Other R&D and Knowledge Based",119819392
"157","2000","Large","DLA","Services","Other Services",8540877
"158","2000","Large","MDA","R&D","Other R&D and Knowledge Based",289691921
"159","2000","Large","MDA","Services","Electronics and Communications",6300634
"160","2000","Large","MDA","Services","Other R&D and Knowledge Based",868602
"161","2000","Large","MilitaryHealth","Services","Other R&D and Knowledge Based",1593789
"162","2000","Large","MilitaryHealth","Services","Other Services",1243992172
"163","2000","Large","Navy","NULL","NULL",18640
"164","2000","Large","Navy","Products","Aircraft and Drones",2710234411
"165","2000","Large","Navy","Products","Electronics and Communications",1634489722
"166","2000","Large","Navy","Products","Facilities and Construction",54320190
"167","2000","Large","Navy","Products","Land Vehicles",10939293
"168","2000","Large","Navy","Products","Missile and Space Systems",101078369
"169","2000","Large","Navy","Products","Other Products",20215951
"170","2000","Large","Navy","Products","Ships & Submarines",4462535498
"171","2000","Large","Navy","Products","Weapons and Ammunition",28517240
"172","2000","Large","Navy","R&D","Aircraft and Drones",263011474
"173","2000","Large","Navy","R&D","Electronics and Communications",258283232
"174","2000","Large","Navy","R&D","Land Vehicles",2642618
"175","2000","Large","Navy","R&D","Missile and Space Systems",311338012
"176","2000","Large","Navy","R&D","Other R&D and Knowledge Based",393613635
"177","2000","Large","Navy","R&D","Ships & Submarines",605058874
"178","2000","Large","Navy","R&D","Weapons and Ammunition",10690565
"179","2000","Large","Navy","Services","Aircraft and Drones",129849067
"180","2000","Large","Navy","Services","Electronics and Communications",685616637
"181","2000","Large","Navy","Services","Facilities and Construction",801594511
"182","2000","Large","Navy","Services","Land Vehicles",64488898
"183","2000","Large","Navy","Services","Missile and Space Systems",238293680
"184","2000","Large","Navy","Services","Other R&D and Knowledge Based",1165851131
"185","2000","Large","Navy","Services","Other Services",553692236
"186","2000","Large","Navy","Services","Ships & Submarines",559735794
"187","2000","Large","Navy","Services","Weapons and Ammunition",51785349
"188","2000","Large","Other DoD","NULL","NULL",1247414
"189","2000","Large","Other DoD","Products","Aircraft and Drones",38308297
"190","2000","Large","Other DoD","Products","Electronics and Communications",254322107
"191","2000","Large","Other DoD","Products","Facilities and Construction",7601851
"192","2000","Large","Other DoD","Products","Other Products",2897142
"193","2000","Large","Other DoD","Products","Ships & Submarines",2568558
"194","2000","Large","Other DoD","Products","Weapons and Ammunition",870807
"195","2000","Large","Other DoD","R&D","Electronics and Communications",6069571
"196","2000","Large","Other DoD","R&D","Land Vehicles",1318145
"197","2000","Large","Other DoD","R&D","Other R&D and Knowledge Based",312552597
"198","2000","Large","Other DoD","Services","Aircraft and Drones",16812904
"199","2000","Large","Other DoD","Services","Electronics and Communications",1765953468
"200","2000","Large","Other DoD","Services","Facilities and Construction",255918502
"201","2000","Large","Other DoD","Services","Other R&D and Knowledge Based",267022380
"202","2000","Large","Other DoD","Services","Other Services",2601002
"203","2000","Medium","Air Force","NULL","NULL",0
"204","2000","Medium","Air Force","Products","Aircraft and Drones",823538351
"205","2000","Medium","Air Force","Products","Electronics and Communications",447834698
"206","2000","Medium","Air Force","Products","Facilities and Construction",209847233
"207","2000","Medium","Air Force","Products","Land Vehicles",123257924
"208","2000","Medium","Air Force","Products","Missile and Space Systems",165203776
"209","2000","Medium","Air Force","Products","Other Products",33841917
"210","2000","Medium","Air Force","Products","Ships & Submarines",2303345
"211","2000","Medium","Air Force","Products","Weapons and Ammunition",20106308
"212","2000","Medium","Air Force","R&D","Aircraft and Drones",86532910
"213","2000","Medium","Air Force","R&D","Electronics and Communications",573749786
"214","2000","Medium","Air Force","R&D","Facilities and Construction",1982231
"215","2000","Medium","Air Force","R&D","Missile and Space Systems",608471629
"216","2000","Medium","Air Force","R&D","Other R&D and Knowledge Based",675660584
"217","2000","Medium","Air Force","R&D","Weapons and Ammunition",36652044
"218","2000","Medium","Air Force","Services","Aircraft and Drones",206558995
"219","2000","Medium","Air Force","Services","Electronics and Communications",527122038
"220","2000","Medium","Air Force","Services","Facilities and Construction",2668369800
"221","2000","Medium","Air Force","Services","Land Vehicles",135709125
"222","2000","Medium","Air Force","Services","Missile and Space Systems",13290547
"223","2000","Medium","Air Force","Services","Other R&D and Knowledge Based",579403513
"224","2000","Medium","Air Force","Services","Other Services",268330287
"225","2000","Medium","Air Force","Services","Ships & Submarines",2398161
"226","2000","Medium","Air Force","Services","Weapons and Ammunition",1498758
"227","2000","Medium","Army","NULL","NULL",439525
"228","2000","Medium","Army","Products","Aircraft and Drones",1606713980
"229","2000","Medium","Army","Products","Electronics and Communications",412918673
"230","2000","Medium","Army","Products","Facilities and Construction",379049402
"231","2000","Medium","Army","Products","Land Vehicles",942938325
"232","2000","Medium","Army","Products","Missile and Space Systems",96685927
"233","2000","Medium","Army","Products","Other Products",365401144
"234","2000","Medium","Army","Products","Ships & Submarines",22077257
"235","2000","Medium","Army","Products","Weapons and Ammunition",325046295
"236","2000","Medium","Army","R&D","Aircraft and Drones",123205564
"237","2000","Medium","Army","R&D","Electronics and Communications",277549208
"238","2000","Medium","Army","R&D","Facilities and Construction",12245340
"239","2000","Medium","Army","R&D","Land Vehicles",110244150
"240","2000","Medium","Army","R&D","Missile and Space Systems",188237103
"241","2000","Medium","Army","R&D","Other R&D and Knowledge Based",584442602
"242","2000","Medium","Army","R&D","Weapons and Ammunition",337134875
"243","2000","Medium","Army","Services","Aircraft and Drones",440780692
"244","2000","Medium","Army","Services","Electronics and Communications",741106893
"245","2000","Medium","Army","Services","Facilities and Construction",7053454221
"246","2000","Medium","Army","Services","Land Vehicles",53051455
"247","2000","Medium","Army","Services","Missile and Space Systems",22596730
"248","2000","Medium","Army","Services","Other R&D and Knowledge Based",1530901558
"249","2000","Medium","Army","Services","Other Services",1227752561
"250","2000","Medium","Army","Services","Ships & Submarines",3029454
"251","2000","Medium","Army","Services","Weapons and Ammunition",168320170
"252","2000","Medium","DLA","Products","Aircraft and Drones",505430375
"253","2000","Medium","DLA","Products","Electronics and Communications",153799788
"254","2000","Medium","DLA","Products","Facilities and Construction",179009934
"255","2000","Medium","DLA","Products","Land Vehicles",57591619
"256","2000","Medium","DLA","Products","Missile and Space Systems",4310145
"257","2000","Medium","DLA","Products","Other Products",3230412853
"258","2000","Medium","DLA","Products","Ships & Submarines",28120827
"259","2000","Medium","DLA","Products","Weapons and Ammunition",11096021
"260","2000","Medium","DLA","R&D","Electronics and Communications",2431764
"261","2000","Medium","DLA","R&D","Other R&D and Knowledge Based",22994097
"262","2000","Medium","DLA","Services","Electronics and Communications",88043193
"263","2000","Medium","DLA","Services","Facilities and Construction",100542282
"264","2000","Medium","DLA","Services","Other R&D and Knowledge Based",79074840
"265","2000","Medium","DLA","Services","Other Services",13476896
"266","2000","Medium","DLA","Services","Ships & Submarines",67460
"267","2000","Medium","MDA","R&D","Other R&D and Knowledge Based",109771113
"268","2000","Medium","MDA","Services","Electronics and Communications",641212
"269","2000","Medium","MDA","Services","Other R&D and Knowledge Based",172260
"270","2000","Medium","MilitaryHealth","Services","Other Services",652089445
"271","2000","Medium","Navy","NULL","NULL",17207
"272","2000","Medium","Navy","Products","Aircraft and Drones",470324600
"273","2000","Medium","Navy","Products","Electronics and Communications",887471357
"274","2000","Medium","Navy","Products","Facilities and Construction",197945773
"275","2000","Medium","Navy","Products","Land Vehicles",124002927
"276","2000","Medium","Navy","Products","Missile and Space Systems",98645748
"277","2000","Medium","Navy","Products","Other Products",177784120
"278","2000","Medium","Navy","Products","Ships & Submarines",680681372
"279","2000","Medium","Navy","Products","Weapons and Ammunition",372922700
"280","2000","Medium","Navy","R&D","Aircraft and Drones",33392886
"281","2000","Medium","Navy","R&D","Electronics and Communications",200458907
"282","2000","Medium","Navy","R&D","Facilities and Construction",999721
"283","2000","Medium","Navy","R&D","Land Vehicles",7358831
"284","2000","Medium","Navy","R&D","Missile and Space Systems",85250975
"285","2000","Medium","Navy","R&D","Other R&D and Knowledge Based",507182657
"286","2000","Medium","Navy","R&D","Ships & Submarines",63793535
"287","2000","Medium","Navy","R&D","Weapons and Ammunition",11671845
"288","2000","Medium","Navy","Services","Aircraft and Drones",88105273
"289","2000","Medium","Navy","Services","Electronics and Communications",709473109
"290","2000","Medium","Navy","Services","Facilities and Construction",3565586442
"291","2000","Medium","Navy","Services","Land Vehicles",10314390
"292","2000","Medium","Navy","Services","Missile and Space Systems",19060496
"293","2000","Medium","Navy","Services","Other R&D and Knowledge Based",1764668379
"294","2000","Medium","Navy","Services","Other Services",941847698
"295","2000","Medium","Navy","Services","Ships & Submarines",1276560987
"296","2000","Medium","Navy","Services","Weapons and Ammunition",33428753
"297","2000","Medium","NULL","Services","Electronics and Communications",0
"298","2000","Medium","Other DoD","NULL","NULL",25547
"299","2000","Medium","Other DoD","Products","Aircraft and Drones",5271543
"300","2000","Medium","Other DoD","Products","Electronics and Communications",239914543
"301","2000","Medium","Other DoD","Products","Facilities and Construction",87302763
"302","2000","Medium","Other DoD","Products","Land Vehicles",1855370
"303","2000","Medium","Other DoD","Products","Missile and Space Systems",3329283
"304","2000","Medium","Other DoD","Products","Other Products",22523811
"305","2000","Medium","Other DoD","Products","Ships & Submarines",81386
"306","2000","Medium","Other DoD","Products","Weapons and Ammunition",1309786
"307","2000","Medium","Other DoD","R&D","Aircraft and Drones",2219522
"308","2000","Medium","Other DoD","R&D","Electronics and Communications",49533132
"309","2000","Medium","Other DoD","R&D","Facilities and Construction",263568
"310","2000","Medium","Other DoD","R&D","Land Vehicles",640784
"311","2000","Medium","Other DoD","R&D","Missile and Space Systems",959066
"312","2000","Medium","Other DoD","R&D","Other R&D and Knowledge Based",162917105
"313","2000","Medium","Other DoD","Services","Aircraft and Drones",2808754
"314","2000","Medium","Other DoD","Services","Electronics and Communications",203951208
"315","2000","Medium","Other DoD","Services","Facilities and Construction",186728177
"316","2000","Medium","Other DoD","Services","Land Vehicles",514682
"317","2000","Medium","Other DoD","Services","Other R&D and Knowledge Based",128214661
"318","2000","Medium","Other DoD","Services","Other Services",98641789
"319","2000","Medium","Other DoD","Services","Ships & Submarines",81012546
"320","2000","Medium","Other DoD","Services","Weapons and Ammunition",109816
"321","2000","Small","Air Force","NULL","NULL",13872
"322","2000","Small","Air Force","Products","Aircraft and Drones",551356927
"323","2000","Small","Air Force","Products","Electronics and Communications",443770075
"324","2000","Small","Air Force","Products","Facilities and Construction",153626694
"325","2000","Small","Air Force","Products","Land Vehicles",38935820
"326","2000","Small","Air Force","Products","Missile and Space Systems",61870890
"327","2000","Small","Air Force","Products","Other Products",209572444
"328","2000","Small","Air Force","Products","Ships & Submarines",1973994
"329","2000","Small","Air Force","Products","Weapons and Ammunition",34665468
"330","2000","Small","Air Force","R&D","Aircraft and Drones",131158976
"331","2000","Small","Air Force","R&D","Electronics and Communications",217589210
"332","2000","Small","Air Force","R&D","Facilities and Construction",5003128
"333","2000","Small","Air Force","R&D","Missile and Space Systems",75395821
"334","2000","Small","Air Force","R&D","Other R&D and Knowledge Based",111907927
"335","2000","Small","Air Force","R&D","Weapons and Ammunition",48125809
"336","2000","Small","Air Force","Services","Aircraft and Drones",272403466
"337","2000","Small","Air Force","Services","Electronics and Communications",414129481
"338","2000","Small","Air Force","Services","Facilities and Construction",1755077823
"339","2000","Small","Air Force","Services","Land Vehicles",16054643
"340","2000","Small","Air Force","Services","Missile and Space Systems",37283053
"341","2000","Small","Air Force","Services","Other R&D and Knowledge Based",582952290
"342","2000","Small","Air Force","Services","Other Services",224476286
"343","2000","Small","Air Force","Services","Ships & Submarines",401948
"344","2000","Small","Air Force","Services","Weapons and Ammunition",23146194
"345","2000","Small","Army","NULL","NULL",1382846
"346","2000","Small","Army","Products","Aircraft and Drones",600605400
"347","2000","Small","Army","Products","Electronics and Communications",499568154
"348","2000","Small","Army","Products","Facilities and Construction",351115497
"349","2000","Small","Army","Products","Land Vehicles",166499834
"350","2000","Small","Army","Products","Missile and Space Systems",90310057
"351","2000","Small","Army","Products","Other Products",267368676
"352","2000","Small","Army","Products","Ships & Submarines",32723782
"353","2000","Small","Army","Products","Weapons and Ammunition",262305177
"354","2000","Small","Army","R&D","Aircraft and Drones",239373190
"355","2000","Small","Army","R&D","Electronics and Communications",51172191
"356","2000","Small","Army","R&D","Land Vehicles",18438922
"357","2000","Small","Army","R&D","Missile and Space Systems",377262002
"358","2000","Small","Army","R&D","Other R&D and Knowledge Based",305063406
"359","2000","Small","Army","R&D","Weapons and Ammunition",41056275
"360","2000","Small","Army","Services","Aircraft and Drones",234832361
"361","2000","Small","Army","Services","Electronics and Communications",625734000
"362","2000","Small","Army","Services","Facilities and Construction",4378304431
"363","2000","Small","Army","Services","Land Vehicles",22181676
"364","2000","Small","Army","Services","Missile and Space Systems",93742230
"365","2000","Small","Army","Services","Other R&D and Knowledge Based",649334370
"366","2000","Small","Army","Services","Other Services",482867651
"367","2000","Small","Army","Services","Ships & Submarines",24741080
"368","2000","Small","Army","Services","Weapons and Ammunition",9580619
"369","2000","Small","DLA","Products","Aircraft and Drones",519780424
"370","2000","Small","DLA","Products","Electronics and Communications",284199470
"371","2000","Small","DLA","Products","Facilities and Construction",134125933
"372","2000","Small","DLA","Products","Land Vehicles",143013054
"373","2000","Small","DLA","Products","Missile and Space Systems",1647275
"374","2000","Small","DLA","Products","Other Products",1957665238
"375","2000","Small","DLA","Products","Ships & Submarines",50679594
"376","2000","Small","DLA","Products","Weapons and Ammunition",13816876
"377","2000","Small","DLA","R&D","Other R&D and Knowledge Based",769740
"378","2000","Small","DLA","Services","Electronics and Communications",38132462
"379","2000","Small","DLA","Services","Facilities and Construction",87910159
"380","2000","Small","DLA","Services","Other R&D and Knowledge Based",23076807
"381","2000","Small","DLA","Services","Other Services",3226637
"382","2000","Small","MDA","R&D","Other R&D and Knowledge Based",48974000
"383","2000","Small","MDA","Services","Electronics and Communications",651989
"384","2000","Small","MDA","Services","Facilities and Construction",69250
"385","2000","Small","MilitaryHealth","Services","Electronics and Communications",1155060
"386","2000","Small","Navy","NULL","NULL",0
"387","2000","Small","Navy","NULL","Ships & Submarines",0
"388","2000","Small","Navy","Products","Aircraft and Drones",212494328
"389","2000","Small","Navy","Products","Electronics and Communications",785643712
"390","2000","Small","Navy","Products","Facilities and Construction",273192408
"391","2000","Small","Navy","Products","Land Vehicles",13749240
"392","2000","Small","Navy","Products","Missile and Space Systems",22822739
"393","2000","Small","Navy","Products","Other Products",162398159
"394","2000","Small","Navy","Products","Ships & Submarines",242093105
"395","2000","Small","Navy","Products","Weapons and Ammunition",97075157
"396","2000","Small","Navy","R&D","Aircraft and Drones",37763180
"397","2000","Small","Navy","R&D","Electronics and Communications",218997582
"398","2000","Small","Navy","R&D","Facilities and Construction",309790
"399","2000","Small","Navy","R&D","Land Vehicles",7665020
"400","2000","Small","Navy","R&D","Missile and Space Systems",47613584
"401","2000","Small","Navy","R&D","Other R&D and Knowledge Based",639875105
"402","2000","Small","Navy","R&D","Ships & Submarines",86183251
"403","2000","Small","Navy","R&D","Weapons and Ammunition",35503977
"404","2000","Small","Navy","Services","Aircraft and Drones",91604567
"405","2000","Small","Navy","Services","Electronics and Communications",840886849
"406","2000","Small","Navy","Services","Facilities and Construction",1995840480
"407","2000","Small","Navy","Services","Land Vehicles",10268188
"408","2000","Small","Navy","Services","Missile and Space Systems",41215031
"409","2000","Small","Navy","Services","Other R&D and Knowledge Based",1269280814
"410","2000","Small","Navy","Services","Other Services",752263377
"411","2000","Small","Navy","Services","Ships & Submarines",967442982
"412","2000","Small","Navy","Services","Weapons and Ammunition",11259365
"413","2000","Small","Other DoD","NULL","NULL",1797055
"414","2000","Small","Other DoD","Products","Aircraft and Drones",17554735
"415","2000","Small","Other DoD","Products","Electronics and Communications",194803022
"416","2000","Small","Other DoD","Products","Facilities and Construction",24346248
"417","2000","Small","Other DoD","Products","Land Vehicles",3152893
"418","2000","Small","Other DoD","Products","Missile and Space Systems",9073710
"419","2000","Small","Other DoD","Products","Other Products",62513643
"420","2000","Small","Other DoD","Products","Ships & Submarines",14921999
"421","2000","Small","Other DoD","Products","Weapons and Ammunition",3271220
"422","2000","Small","Other DoD","R&D","Facilities and Construction",0
"423","2000","Small","Other DoD","R&D","Land Vehicles",2795210
"424","2000","Small","Other DoD","R&D","Other R&D and Knowledge Based",168131259
"425","2000","Small","Other DoD","Services","Aircraft and Drones",2633518
"426","2000","Small","Other DoD","Services","Electronics and Communications",367123915
"427","2000","Small","Other DoD","Services","Facilities and Construction",59961403
"428","2000","Small","Other DoD","Services","Land Vehicles",101916
"429","2000","Small","Other DoD","Services","Other R&D and Knowledge Based",106297788
"430","2000","Small","Other DoD","Services","Other Services",7323412
"431","2000","Small","Other DoD","Services","Weapons and Ammunition",2936416
"432","2000",NA,"Air Force","NULL","NULL",0
"433","2000",NA,"Air Force","Products","Aircraft and Drones",83386168
"434","2000",NA,"Air Force","Products","Electronics and Communications",19424348
"435","2000",NA,"Air Force","Products","Facilities and Construction",705357
"436","2000",NA,"Air Force","Products","Missile and Space Systems",3742669
"437","2000",NA,"Air Force","Products","Other Products",1455972
"438","2000",NA,"Air Force","Products","Weapons and Ammunition",908732
"439","2000",NA,"Air Force","R&D","Aircraft and Drones",1020705
"440","2000",NA,"Air Force","R&D","Electronics and Communications",25600937
"441","2000",NA,"Air Force","R&D","Missile and Space Systems",22737074
"442","2000",NA,"Air Force","R&D","Other R&D and Knowledge Based",1388223
"443","2000",NA,"Air Force","R&D","Weapons and Ammunition",2999462
"444","2000",NA,"Air Force","Services","Aircraft and Drones",18093649
"445","2000",NA,"Air Force","Services","Electronics and Communications",70186437
"446","2000",NA,"Air Force","Services","Facilities and Construction",31760192
"447","2000",NA,"Air Force","Services","Missile and Space Systems",388416
"448","2000",NA,"Air Force","Services","Other R&D and Knowledge Based",32251107
"449","2000",NA,"Air Force","Services","Other Services",15456690
"450","2000",NA,"Air Force","Services","Weapons and Ammunition",265931
"451","2000",NA,"Army","Products","Aircraft and Drones",25637074
"452","2000",NA,"Army","Products","Electronics and Communications",31049648
"453","2000",NA,"Army","Products","Facilities and Construction",1529889
"454","2000",NA,"Army","Products","Land Vehicles",63372
"455","2000",NA,"Army","Products","Missile and Space Systems",1968531
