"","FY","VendorSize","Customer","Category","Portfolio","Amount"
"5661","2009",NA,"DLA","Services","Facilities and Construction",827610
"5662","2009",NA,"DLA","Services","Other R&D and Knowledge Based",-117668
"5663","2009",NA,"DLA","Services","Other Services",323499
"5664","2009",NA,"MDA","Products","Facilities and Construction",41533
"5665","2009",NA,"MDA","R&D","Missile and Space Systems",3723568
"5666","2009",NA,"MDA","R&D","Other R&D and Knowledge Based",-171029
"5667","2009",NA,"MilitaryHealth","Products","Facilities and Construction",23375
"5668","2009",NA,"Navy","Products","Aircraft and Drones",7250169
"5669","2009",NA,"Navy","Products","Electronics and Communications",65925389
"5670","2009",NA,"Navy","Products","Facilities and Construction",2789942
"5671","2009",NA,"Navy","Products","Land Vehicles",206381
"5672","2009",NA,"Navy","Products","Missile and Space Systems",244210
"5673","2009",NA,"Navy","Products","Other Products",19825024
"5674","2009",NA,"Navy","Products","Ships & Submarines",2710322
"5675","2009",NA,"Navy","Products","Weapons and Ammunition",354910
"5676","2009",NA,"Navy","R&D","Electronics and Communications",1326234
"5677","2009",NA,"Navy","R&D","Land Vehicles",0
"5678","2009",NA,"Navy","R&D","Missile and Space Systems",2350733
"5679","2009",NA,"Navy","R&D","Other R&D and Knowledge Based",8764468
"5680","2009",NA,"Navy","R&D","Ships & Submarines",331680
"5681","2009",NA,"Navy","R&D","Weapons and Ammunition",274718
"5682","2009",NA,"Navy","Services","Aircraft and Drones",3818543
"5683","2009",NA,"Navy","Services","Electronics and Communications",20146198
"5684","2009",NA,"Navy","Services","Facilities and Construction",35844916
"5685","2009",NA,"Navy","Services","Land Vehicles",5528
"5686","2009",NA,"Navy","Services","Missile and Space Systems",46035
"5687","2009",NA,"Navy","Services","Other R&D and Knowledge Based",32604388
"5688","2009",NA,"Navy","Services","Other Services",16786279
"5689","2009",NA,"Navy","Services","Ships & Submarines",405418
"5690","2009",NA,"Other DoD","Products","Aircraft and Drones",-60549
"5691","2009",NA,"Other DoD","Products","Electronics and Communications",9081488
"5692","2009",NA,"Other DoD","Products","Facilities and Construction",48364
"5693","2009",NA,"Other DoD","Products","Other Products",31234
"5694","2009",NA,"Other DoD","Products","Ships & Submarines",-83034
"5695","2009",NA,"Other DoD","R&D","Aircraft and Drones",-11
"5696","2009",NA,"Other DoD","R&D","Electronics and Communications",-21884
"5697","2009",NA,"Other DoD","R&D","Missile and Space Systems",-9770
"5698","2009",NA,"Other DoD","R&D","Other R&D and Knowledge Based",1926782
"5699","2009",NA,"Other DoD","R&D","Weapons and Ammunition",-44872
"5700","2009",NA,"Other DoD","Services","Aircraft and Drones",-450760
"5701","2009",NA,"Other DoD","Services","Electronics and Communications",121720365
"5702","2009",NA,"Other DoD","Services","Facilities and Construction",316646
"5703","2009",NA,"Other DoD","Services","Missile and Space Systems",-160369
"5704","2009",NA,"Other DoD","Services","Other R&D and Knowledge Based",8198030
"5705","2009",NA,"Other DoD","Services","Other Services",-135537
"5706","2009",NA,"Other DoD","Services","Ships & Submarines",-94884
"5707","2010","Big Five","Air Force","Products","Aircraft and Drones",11734991379
"5708","2010","Big Five","Air Force","Products","Electronics and Communications",1501422131
"5709","2010","Big Five","Air Force","Products","Facilities and Construction",4536973
"5710","2010","Big Five","Air Force","Products","Land Vehicles",20022836
"5711","2010","Big Five","Air Force","Products","Missile and Space Systems",3809560564
"5712","2010","Big Five","Air Force","Products","Other Products",4032431
"5713","2010","Big Five","Air Force","Products","Ships & Submarines",9784
"5714","2010","Big Five","Air Force","Products","Weapons and Ammunition",983632868
"5715","2010","Big Five","Air Force","R&D","Aircraft and Drones",2377668648
"5716","2010","Big Five","Air Force","R&D","Electronics and Communications",1708622583
"5717","2010","Big Five","Air Force","R&D","Missile and Space Systems",2745881144
"5718","2010","Big Five","Air Force","R&D","Other R&D and Knowledge Based",58412399
"5719","2010","Big Five","Air Force","R&D","Weapons and Ammunition",255411202
"5720","2010","Big Five","Air Force","Services","Aircraft and Drones",3478536184
"5721","2010","Big Five","Air Force","Services","Electronics and Communications",1157899718
"5722","2010","Big Five","Air Force","Services","Facilities and Construction",144291409
"5723","2010","Big Five","Air Force","Services","Land Vehicles",216322
"5724","2010","Big Five","Air Force","Services","Missile and Space Systems",803679330
"5725","2010","Big Five","Air Force","Services","Other R&D and Knowledge Based",903560014
"5726","2010","Big Five","Air Force","Services","Other Services",1015274775
"5727","2010","Big Five","Air Force","Services","Ships & Submarines",257101
"5728","2010","Big Five","Air Force","Services","Weapons and Ammunition",42543664
"5729","2010","Big Five","Army","NULL","NULL",-121
"5730","2010","Big Five","Army","Products","Aircraft and Drones",2624355748
"5731","2010","Big Five","Army","Products","Electronics and Communications",3893559897
"5732","2010","Big Five","Army","Products","Facilities and Construction",231561197
"5733","2010","Big Five","Army","Products","Land Vehicles",2066637226
"5734","2010","Big Five","Army","Products","Missile and Space Systems",4220985650
"5735","2010","Big Five","Army","Products","Other Products",228117211
"5736","2010","Big Five","Army","Products","Ships & Submarines",26378582
"5737","2010","Big Five","Army","Products","Weapons and Ammunition",2736974880
"5738","2010","Big Five","Army","R&D","Aircraft and Drones",70120919
"5739","2010","Big Five","Army","R&D","Electronics and Communications",360223124
"5740","2010","Big Five","Army","R&D","Land Vehicles",34084760
"5741","2010","Big Five","Army","R&D","Missile and Space Systems",1346891185
"5742","2010","Big Five","Army","R&D","Other R&D and Knowledge Based",1654250975
"5743","2010","Big Five","Army","R&D","Weapons and Ammunition",15278417
"5744","2010","Big Five","Army","Services","Aircraft and Drones",248369059
"5745","2010","Big Five","Army","Services","Electronics and Communications",1813048453
"5746","2010","Big Five","Army","Services","Facilities and Construction",213908813
"5747","2010","Big Five","Army","Services","Land Vehicles",267692191
"5748","2010","Big Five","Army","Services","Missile and Space Systems",550913793
"5749","2010","Big Five","Army","Services","Other R&D and Knowledge Based",1815031888
"5750","2010","Big Five","Army","Services","Other Services",1555293632
"5751","2010","Big Five","Army","Services","Weapons and Ammunition",112212944
"5752","2010","Big Five","DLA","Products","Aircraft and Drones",689042271
"5753","2010","Big Five","DLA","Products","Electronics and Communications",194628930
"5754","2010","Big Five","DLA","Products","Facilities and Construction",2451310
"5755","2010","Big Five","DLA","Products","Land Vehicles",55895051
"5756","2010","Big Five","DLA","Products","Missile and Space Systems",33910291
"5757","2010","Big Five","DLA","Products","Other Products",129214434
"5758","2010","Big Five","DLA","Products","Ships & Submarines",44775760
"5759","2010","Big Five","DLA","Products","Weapons and Ammunition",11626811
"5760","2010","Big Five","DLA","R&D","Other R&D and Knowledge Based",36030
"5761","2010","Big Five","DLA","Services","Electronics and Communications",92908327
"5762","2010","Big Five","DLA","Services","Facilities and Construction",1557113
"5763","2010","Big Five","DLA","Services","Other R&D and Knowledge Based",16744538
"5764","2010","Big Five","DLA","Services","Other Services",496367
"5765","2010","Big Five","MDA","Products","Missile and Space Systems",846768461
"5766","2010","Big Five","MDA","R&D","Facilities and Construction",-140713
"5767","2010","Big Five","MDA","R&D","Missile and Space Systems",3422443415
"5768","2010","Big Five","MDA","R&D","Other R&D and Knowledge Based",528396851
"5769","2010","Big Five","MDA","R&D","Weapons and Ammunition",0
"5770","2010","Big Five","MDA","Services","Missile and Space Systems",42285448
"5771","2010","Big Five","MDA","Services","Other R&D and Knowledge Based",24019852
"5772","2010","Big Five","Navy","NULL","NULL",0
"5773","2010","Big Five","Navy","Products","Aircraft and Drones",10610394259
"5774","2010","Big Five","Navy","Products","Electronics and Communications",3384510259
"5775","2010","Big Five","Navy","Products","Facilities and Construction",9344926
"5776","2010","Big Five","Navy","Products","Land Vehicles",689575838
"5777","2010","Big Five","Navy","Products","Missile and Space Systems",2585628290
"5778","2010","Big Five","Navy","Products","Other Products",67174389
"5779","2010","Big Five","Navy","Products","Ships & Submarines",7844524250
"5780","2010","Big Five","Navy","Products","Weapons and Ammunition",640659945
"5781","2010","Big Five","Navy","R&D","Aircraft and Drones",4452820603
"5782","2010","Big Five","Navy","R&D","Electronics and Communications",1839180329
"5783","2010","Big Five","Navy","R&D","Land Vehicles",8732343
"5784","2010","Big Five","Navy","R&D","Missile and Space Systems",687786652
"5785","2010","Big Five","Navy","R&D","Other R&D and Knowledge Based",222424507
"5786","2010","Big Five","Navy","R&D","Ships & Submarines",484642794
"5787","2010","Big Five","Navy","R&D","Weapons and Ammunition",23007025
"5788","2010","Big Five","Navy","Services","Aircraft and Drones",371996432
"5789","2010","Big Five","Navy","Services","Electronics and Communications",797412205
"5790","2010","Big Five","Navy","Services","Facilities and Construction",166790189
"5791","2010","Big Five","Navy","Services","Missile and Space Systems",239759984
"5792","2010","Big Five","Navy","Services","Other R&D and Knowledge Based",1273222344
"5793","2010","Big Five","Navy","Services","Other Services",396893116
"5794","2010","Big Five","Navy","Services","Ships & Submarines",940479359
"5795","2010","Big Five","Navy","Services","Weapons and Ammunition",143409716
"5796","2010","Big Five","Other DoD","NULL","NULL",-220580
"5797","2010","Big Five","Other DoD","Products","Aircraft and Drones",185809474
"5798","2010","Big Five","Other DoD","Products","Electronics and Communications",38825183
"5799","2010","Big Five","Other DoD","Products","Facilities and Construction",6369
"5800","2010","Big Five","Other DoD","Products","Land Vehicles",-4079632
"5801","2010","Big Five","Other DoD","Products","Missile and Space Systems",-4517314
"5802","2010","Big Five","Other DoD","Products","Other Products",-478613
"5803","2010","Big Five","Other DoD","Products","Ships & Submarines",73286575
"5804","2010","Big Five","Other DoD","Products","Weapons and Ammunition",15263862
"5805","2010","Big Five","Other DoD","R&D","Aircraft and Drones",-21040685
"5806","2010","Big Five","Other DoD","R&D","Electronics and Communications",574108519
"5807","2010","Big Five","Other DoD","R&D","Land Vehicles",138472210
"5808","2010","Big Five","Other DoD","R&D","Missile and Space Systems",-13708968
"5809","2010","Big Five","Other DoD","R&D","Other R&D and Knowledge Based",188336199
"5810","2010","Big Five","Other DoD","R&D","Ships & Submarines",28207696
"5811","2010","Big Five","Other DoD","R&D","Weapons and Ammunition",819896
"5812","2010","Big Five","Other DoD","Services","Aircraft and Drones",-1583938
"5813","2010","Big Five","Other DoD","Services","Electronics and Communications",528725257
"5814","2010","Big Five","Other DoD","Services","Facilities and Construction",17460463
"5815","2010","Big Five","Other DoD","Services","Land Vehicles",-111897
"5816","2010","Big Five","Other DoD","Services","Missile and Space Systems",-9426850
"5817","2010","Big Five","Other DoD","Services","Other R&D and Knowledge Based",485131292
"5818","2010","Big Five","Other DoD","Services","Other Services",132250681
"5819","2010","Big Five","Other DoD","Services","Ships & Submarines",5797310
"5820","2010","Big Five","Other DoD","Services","Weapons and Ammunition",-446432
"5821","2010","Large","Air Force","Products","Aircraft and Drones",2847287152
"5822","2010","Large","Air Force","Products","Electronics and Communications",1267325698
"5823","2010","Large","Air Force","Products","Facilities and Construction",29207560
"5824","2010","Large","Air Force","Products","Land Vehicles",1128798
"5825","2010","Large","Air Force","Products","Missile and Space Systems",455067917
"5826","2010","Large","Air Force","Products","Other Products",36734757
"5827","2010","Large","Air Force","Products","Ships & Submarines",146073
"5828","2010","Large","Air Force","Products","Weapons and Ammunition",32437435
"5829","2010","Large","Air Force","R&D","Aircraft and Drones",268364937
"5830","2010","Large","Air Force","R&D","Electronics and Communications",532494616
"5831","2010","Large","Air Force","R&D","Facilities and Construction",-233537
"5832","2010","Large","Air Force","R&D","Missile and Space Systems",290470150
"5833","2010","Large","Air Force","R&D","Other R&D and Knowledge Based",1227319197
"5834","2010","Large","Air Force","R&D","Weapons and Ammunition",71372818
"5835","2010","Large","Air Force","Services","Aircraft and Drones",3398187999
"5836","2010","Large","Air Force","Services","Electronics and Communications",1208102998
"5837","2010","Large","Air Force","Services","Facilities and Construction",1783868734
"5838","2010","Large","Air Force","Services","Land Vehicles",-2120708
"5839","2010","Large","Air Force","Services","Missile and Space Systems",406832006
"5840","2010","Large","Air Force","Services","Other R&D and Knowledge Based",1930831220
"5841","2010","Large","Air Force","Services","Other Services",696500896
"5842","2010","Large","Air Force","Services","Weapons and Ammunition",23868728
"5843","2010","Large","Army","NULL","NULL",151491
"5844","2010","Large","Army","Products","Aircraft and Drones",5201548038
"5845","2010","Large","Army","Products","Electronics and Communications",3838424814
"5846","2010","Large","Army","Products","Facilities and Construction",563219606
"5847","2010","Large","Army","Products","Land Vehicles",12585601031
"5848","2010","Large","Army","Products","Missile and Space Systems",212606328
"5849","2010","Large","Army","Products","Other Products",422245152
"5850","2010","Large","Army","Products","Ships & Submarines",2193997
"5851","2010","Large","Army","Products","Weapons and Ammunition",2334296446
"5852","2010","Large","Army","R&D","Aircraft and Drones",72394073
"5853","2010","Large","Army","R&D","Electronics and Communications",371326369
"5854","2010","Large","Army","R&D","Land Vehicles",113254921
"5855","2010","Large","Army","R&D","Missile and Space Systems",165878908
"5856","2010","Large","Army","R&D","Other R&D and Knowledge Based",720392822
"5857","2010","Large","Army","R&D","Ships & Submarines",3175951
"5858","2010","Large","Army","R&D","Weapons and Ammunition",76015892
"5859","2010","Large","Army","Services","Aircraft and Drones",1230660919
"5860","2010","Large","Army","Services","Electronics and Communications",4095635764
"5861","2010","Large","Army","Services","Facilities and Construction",7916258247
"5862","2010","Large","Army","Services","Land Vehicles",217492592
"5863","2010","Large","Army","Services","Missile and Space Systems",134882713
"5864","2010","Large","Army","Services","Other R&D and Knowledge Based",4497995650
"5865","2010","Large","Army","Services","Other Services",8726351311
"5866","2010","Large","Army","Services","Ships & Submarines",9836700
"5867","2010","Large","Army","Services","Weapons and Ammunition",165691576
"5868","2010","Large","DLA","NULL","NULL",-18584
"5869","2010","Large","DLA","Products","Aircraft and Drones",2056234614
"5870","2010","Large","DLA","Products","Electronics and Communications",191364704
"5871","2010","Large","DLA","Products","Facilities and Construction",494758209
"5872","2010","Large","DLA","Products","Land Vehicles",472509370
"5873","2010","Large","DLA","Products","Missile and Space Systems",12204578
"5874","2010","Large","DLA","Products","Other Products",15574208682
"5875","2010","Large","DLA","Products","Ships & Submarines",44484973
"5876","2010","Large","DLA","Products","Weapons and Ammunition",13897634
"5877","2010","Large","DLA","R&D","Aircraft and Drones",0
"5878","2010","Large","DLA","R&D","Other R&D and Knowledge Based",27213
"5879","2010","Large","DLA","Services","Aircraft and Drones",0
"5880","2010","Large","DLA","Services","Electronics and Communications",297083471
"5881","2010","Large","DLA","Services","Facilities and Construction",245386669
"5882","2010","Large","DLA","Services","Other R&D and Knowledge Based",54280720
"5883","2010","Large","DLA","Services","Other Services",70340
"5884","2010","Large","MDA","Products","Electronics and Communications",172568
"5885","2010","Large","MDA","Products","Land Vehicles",18101
"5886","2010","Large","MDA","R&D","Missile and Space Systems",54527872
"5887","2010","Large","MDA","R&D","Other R&D and Knowledge Based",179642805
"5888","2010","Large","MDA","Services","Electronics and Communications",10214419
"5889","2010","Large","MDA","Services","Facilities and Construction",111687
"5890","2010","Large","MDA","Services","Missile and Space Systems",-235540
"5891","2010","Large","MDA","Services","Other R&D and Knowledge Based",92534515
"5892","2010","Large","MDA","Services","Other Services",18513
"5893","2010","Large","MDA","Services","Weapons and Ammunition",11117869
"5894","2010","Large","MilitaryHealth","Products","Electronics and Communications",952946
"5895","2010","Large","MilitaryHealth","Products","Facilities and Construction",452468
"5896","2010","Large","MilitaryHealth","Services","Electronics and Communications",74916
"5897","2010","Large","MilitaryHealth","Services","Facilities and Construction",-949
"5898","2010","Large","MilitaryHealth","Services","Other R&D and Knowledge Based",2705638
"5899","2010","Large","MilitaryHealth","Services","Other Services",7914361931
"5900","2010","Large","Navy","NULL","NULL",0
"5901","2010","Large","Navy","Products","Aircraft and Drones",3125990815
"5902","2010","Large","Navy","Products","Electronics and Communications",2447097217
"5903","2010","Large","Navy","Products","Facilities and Construction",97117544
"5904","2010","Large","Navy","Products","Land Vehicles",2548709194
"5905","2010","Large","Navy","Products","Missile and Space Systems",221975482
"5906","2010","Large","Navy","Products","Other Products",352839334
"5907","2010","Large","Navy","Products","Ships & Submarines",2275897335
"5908","2010","Large","Navy","Products","Weapons and Ammunition",124611200
"5909","2010","Large","Navy","R&D","Aircraft and Drones",1482366592
"5910","2010","Large","Navy","R&D","Electronics and Communications",385036094
"5911","2010","Large","Navy","R&D","Facilities and Construction",66085459
"5912","2010","Large","Navy","R&D","Land Vehicles",0
"5913","2010","Large","Navy","R&D","Missile and Space Systems",105521967
"5914","2010","Large","Navy","R&D","Other R&D and Knowledge Based",920875254
"5915","2010","Large","Navy","R&D","Ships & Submarines",43138700
"5916","2010","Large","Navy","R&D","Weapons and Ammunition",34553304
"5917","2010","Large","Navy","Services","Aircraft and Drones",508522091
"5918","2010","Large","Navy","Services","Electronics and Communications",2426069888
"5919","2010","Large","Navy","Services","Facilities and Construction",2206081024
"5920","2010","Large","Navy","Services","Land Vehicles",33539130
"5921","2010","Large","Navy","Services","Missile and Space Systems",171112048
"5922","2010","Large","Navy","Services","Other R&D and Knowledge Based",4513327702
"5923","2010","Large","Navy","Services","Other Services",751524436
"5924","2010","Large","Navy","Services","Ships & Submarines",791229658
"5925","2010","Large","Navy","Services","Weapons and Ammunition",38631550
"5926","2010","Large","Other DoD","NULL","NULL",-18244
"5927","2010","Large","Other DoD","Products","Aircraft and Drones",392948458
"5928","2010","Large","Other DoD","Products","Electronics and Communications",513098879
"5929","2010","Large","Other DoD","Products","Facilities and Construction",9090242
"5930","2010","Large","Other DoD","Products","Land Vehicles",-1486861
"5931","2010","Large","Other DoD","Products","Missile and Space Systems",-1666034
"5932","2010","Large","Other DoD","Products","Other Products",3023730
"5933","2010","Large","Other DoD","Products","Ships & Submarines",31826223
"5934","2010","Large","Other DoD","Products","Weapons and Ammunition",-11825032
"5935","2010","Large","Other DoD","R&D","Aircraft and Drones",-8189880
"5936","2010","Large","Other DoD","R&D","Electronics and Communications",134615852
"5937","2010","Large","Other DoD","R&D","Land Vehicles",-446137
"5938","2010","Large","Other DoD","R&D","Missile and Space Systems",-3026747
"5939","2010","Large","Other DoD","R&D","Other R&D and Knowledge Based",411081194
"5940","2010","Large","Other DoD","R&D","Ships & Submarines",-5741
"5941","2010","Large","Other DoD","R&D","Weapons and Ammunition",3901545
"5942","2010","Large","Other DoD","Services","Aircraft and Drones",61270236
"5943","2010","Large","Other DoD","Services","Electronics and Communications",2493701176
"5944","2010","Large","Other DoD","Services","Facilities and Construction",4817207
"5945","2010","Large","Other DoD","Services","Land Vehicles",-824744
"5946","2010","Large","Other DoD","Services","Missile and Space Systems",-6856279
"5947","2010","Large","Other DoD","Services","Other R&D and Knowledge Based",539670576
"5948","2010","Large","Other DoD","Services","Other Services",4321083612
"5949","2010","Large","Other DoD","Services","Ships & Submarines",-31764
"5950","2010","Large","Other DoD","Services","Weapons and Ammunition",15307
"5951","2010","Medium","Air Force","Products","Aircraft and Drones",1096466657
"5952","2010","Medium","Air Force","Products","Electronics and Communications",500793524
"5953","2010","Medium","Air Force","Products","Facilities and Construction",223548783
"5954","2010","Medium","Air Force","Products","Land Vehicles",21182233
"5955","2010","Medium","Air Force","Products","Missile and Space Systems",4957112
"5956","2010","Medium","Air Force","Products","Other Products",168154043
"5957","2010","Medium","Air Force","Products","Ships & Submarines",1236312
"5958","2010","Medium","Air Force","Products","Weapons and Ammunition",201511313
"5959","2010","Medium","Air Force","R&D","Aircraft and Drones",143796767
"5960","2010","Medium","Air Force","R&D","Electronics and Communications",1182988909
"5961","2010","Medium","Air Force","R&D","Facilities and Construction",81638
"5962","2010","Medium","Air Force","R&D","Missile and Space Systems",1106276721
"5963","2010","Medium","Air Force","R&D","Other R&D and Knowledge Based",1299020699
"5964","2010","Medium","Air Force","R&D","Ships & Submarines",1137852
"5965","2010","Medium","Air Force","R&D","Weapons and Ammunition",49833579
"5966","2010","Medium","Air Force","Services","Aircraft and Drones",807392088
"5967","2010","Medium","Air Force","Services","Electronics and Communications",189806476
"5968","2010","Medium","Air Force","Services","Facilities and Construction",2541332259
"5969","2010","Medium","Air Force","Services","Land Vehicles",47245650
"5970","2010","Medium","Air Force","Services","Missile and Space Systems",64075872
"5971","2010","Medium","Air Force","Services","Other R&D and Knowledge Based",1464844011
"5972","2010","Medium","Air Force","Services","Other Services",638751778
"5973","2010","Medium","Air Force","Services","Ships & Submarines",37037
"5974","2010","Medium","Air Force","Services","Weapons and Ammunition",6359106
"5975","2010","Medium","Army","NULL","NULL",-3157
"5976","2010","Medium","Army","Products","Aircraft and Drones",1073154646
"5977","2010","Medium","Army","Products","Electronics and Communications",2185540724
"5978","2010","Medium","Army","Products","Facilities and Construction",1401169507
"5979","2010","Medium","Army","Products","Land Vehicles",3554821110
"5980","2010","Medium","Army","Products","Missile and Space Systems",110411216
"5981","2010","Medium","Army","Products","Other Products",1267439561
"5982","2010","Medium","Army","Products","Ships & Submarines",95239729
"5983","2010","Medium","Army","Products","Weapons and Ammunition",1103589118
"5984","2010","Medium","Army","R&D","Aircraft and Drones",120716216
"5985","2010","Medium","Army","R&D","Electronics and Communications",124617330
"5986","2010","Medium","Army","R&D","Facilities and Construction",1772486
"5987","2010","Medium","Army","R&D","Land Vehicles",74712203
"5988","2010","Medium","Army","R&D","Missile and Space Systems",533955772
"5989","2010","Medium","Army","R&D","Other R&D and Knowledge Based",952624934
"5990","2010","Medium","Army","R&D","Ships & Submarines",1163125
"5991","2010","Medium","Army","R&D","Weapons and Ammunition",15963614
"5992","2010","Medium","Army","Services","Aircraft and Drones",38653953
"5993","2010","Medium","Army","Services","Electronics and Communications",2842166049
"5994","2010","Medium","Army","Services","Facilities and Construction",15093905108
"5995","2010","Medium","Army","Services","Land Vehicles",184582611
"5996","2010","Medium","Army","Services","Missile and Space Systems",30241401
"5997","2010","Medium","Army","Services","Other R&D and Knowledge Based",4744904310
"5998","2010","Medium","Army","Services","Other Services",2587834609
"5999","2010","Medium","Army","Services","Ships & Submarines",26126510
"6000","2010","Medium","Army","Services","Weapons and Ammunition",165236018
"6001","2010","Medium","DLA","Products","Aircraft and Drones",993037707
"6002","2010","Medium","DLA","Products","Electronics and Communications",338631019
"6003","2010","Medium","DLA","Products","Facilities and Construction",374567347
"6004","2010","Medium","DLA","Products","Land Vehicles",422262555
"6005","2010","Medium","DLA","Products","Missile and Space Systems",42020418
"6006","2010","Medium","DLA","Products","Other Products",5913442663
"6007","2010","Medium","DLA","Products","Ships & Submarines",123501759
"6008","2010","Medium","DLA","Products","Weapons and Ammunition",44580827
"6009","2010","Medium","DLA","R&D","Aircraft and Drones",832389
"6010","2010","Medium","DLA","R&D","Electronics and Communications",27213
"6011","2010","Medium","DLA","R&D","Other R&D and Knowledge Based",40569461
"6012","2010","Medium","DLA","Services","Electronics and Communications",56139767
"6013","2010","Medium","DLA","Services","Facilities and Construction",785166379
"6014","2010","Medium","DLA","Services","Land Vehicles",36227
"6015","2010","Medium","DLA","Services","Missile and Space Systems",-15675
"6016","2010","Medium","DLA","Services","Other R&D and Knowledge Based",128143538
"6017","2010","Medium","DLA","Services","Other Services",92084057
"6018","2010","Medium","MDA","Products","Electronics and Communications",291197
"6019","2010","Medium","MDA","Products","Facilities and Construction",3360042
"6020","2010","Medium","MDA","Products","Missile and Space Systems",13201141
"6021","2010","Medium","MDA","Products","Other Products",-4202
"6022","2010","Medium","MDA","R&D","Missile and Space Systems",32337465
"6023","2010","Medium","MDA","R&D","Other R&D and Knowledge Based",37136268
"6024","2010","Medium","MDA","Services","Electronics and Communications",16858
"6025","2010","Medium","MDA","Services","Facilities and Construction",31801451
"6026","2010","Medium","MDA","Services","Missile and Space Systems",47350349
"6027","2010","Medium","MDA","Services","Other R&D and Knowledge Based",190607733
"6028","2010","Medium","MDA","Services","Weapons and Ammunition",682963
"6029","2010","Medium","MilitaryHealth","Products","Electronics and Communications",460858
"6030","2010","Medium","MilitaryHealth","Products","Facilities and Construction",75254
"6031","2010","Medium","MilitaryHealth","Services","Electronics and Communications",79182
"6032","2010","Medium","MilitaryHealth","Services","Facilities and Construction",0
"6033","2010","Medium","MilitaryHealth","Services","Other R&D and Knowledge Based",5260869
"6034","2010","Medium","MilitaryHealth","Services","Other Services",3953866514
"6035","2010","Medium","Navy","NULL","NULL",-1496
"6036","2010","Medium","Navy","Products","Aircraft and Drones",771114415
"6037","2010","Medium","Navy","Products","Electronics and Communications",1200118929
"6038","2010","Medium","Navy","Products","Facilities and Construction",592984640
"6039","2010","Medium","Navy","Products","Land Vehicles",529155360
"6040","2010","Medium","Navy","Products","Missile and Space Systems",95637520
"6041","2010","Medium","Navy","Products","Other Products",527786184
"6042","2010","Medium","Navy","Products","Ships & Submarines",657650256
"6043","2010","Medium","Navy","Products","Weapons and Ammunition",510850338
"6044","2010","Medium","Navy","R&D","Aircraft and Drones",12690530
"6045","2010","Medium","Navy","R&D","Electronics and Communications",168877226
"6046","2010","Medium","Navy","R&D","Facilities and Construction",739710
"6047","2010","Medium","Navy","R&D","Missile and Space Systems",51982075
"6048","2010","Medium","Navy","R&D","Other R&D and Knowledge Based",526932275
"6049","2010","Medium","Navy","R&D","Ships & Submarines",106826827
"6050","2010","Medium","Navy","R&D","Weapons and Ammunition",12595573
"6051","2010","Medium","Navy","Services","Aircraft and Drones",67918610
"6052","2010","Medium","Navy","Services","Electronics and Communications",1133583235
"6053","2010","Medium","Navy","Services","Facilities and Construction",5291787106
"6054","2010","Medium","Navy","Services","Land Vehicles",11122166
"6055","2010","Medium","Navy","Services","Missile and Space Systems",424824639
"6056","2010","Medium","Navy","Services","Other R&D and Knowledge Based",2585633945
"6057","2010","Medium","Navy","Services","Other Services",1090844148
"6058","2010","Medium","Navy","Services","Ships & Submarines",467739302
"6059","2010","Medium","Navy","Services","Weapons and Ammunition",27781122
"6060","2010","Medium","Other DoD","NULL","NULL",-21747
"6061","2010","Medium","Other DoD","Products","Aircraft and Drones",57894404
"6062","2010","Medium","Other DoD","Products","Electronics and Communications",307598505
"6063","2010","Medium","Other DoD","Products","Facilities and Construction",117056131
"6064","2010","Medium","Other DoD","Products","Land Vehicles",-253760507
"6065","2010","Medium","Other DoD","Products","Missile and Space Systems",-699526
"6066","2010","Medium","Other DoD","Products","Other Products",33855705
"6067","2010","Medium","Other DoD","Products","Ships & Submarines",995448
"6068","2010","Medium","Other DoD","Products","Weapons and Ammunition",17912299
"6069","2010","Medium","Other DoD","R&D","Aircraft and Drones",1505693
"6070","2010","Medium","Other DoD","R&D","Electronics and Communications",112042347
"6071","2010","Medium","Other DoD","R&D","Land Vehicles",-103831
"6072","2010","Medium","Other DoD","R&D","Missile and Space Systems",-2561840
"6073","2010","Medium","Other DoD","R&D","Other R&D and Knowledge Based",481236682
"6074","2010","Medium","Other DoD","R&D","Ships & Submarines",-221147
"6075","2010","Medium","Other DoD","R&D","Weapons and Ammunition",561470
"6076","2010","Medium","Other DoD","Services","Aircraft and Drones",-842640
"6077","2010","Medium","Other DoD","Services","Electronics and Communications",1316541492
"6078","2010","Medium","Other DoD","Services","Facilities and Construction",221502544
"6079","2010","Medium","Other DoD","Services","Land Vehicles",856923
"6080","2010","Medium","Other DoD","Services","Missile and Space Systems",-925017
"6081","2010","Medium","Other DoD","Services","Other R&D and Knowledge Based",545939425
"6082","2010","Medium","Other DoD","Services","Other Services",743502677
"6083","2010","Medium","Other DoD","Services","Ships & Submarines",-153544
"6084","2010","Medium","Other DoD","Services","Weapons and Ammunition",-132063
"6085","2010","Small","Air Force","NULL","NULL",0
"6086","2010","Small","Air Force","Products","Aircraft and Drones",415390062
"6087","2010","Small","Air Force","Products","Electronics and Communications",607803729
"6088","2010","Small","Air Force","Products","Facilities and Construction",406129961
"6089","2010","Small","Air Force","Products","Land Vehicles",50971822
"6090","2010","Small","Air Force","Products","Missile and Space Systems",54210617
"6091","2010","Small","Air Force","Products","Other Products",152400293
"6092","2010","Small","Air Force","Products","Ships & Submarines",2220186
"6093","2010","Small","Air Force","Products","Weapons and Ammunition",116005421
