fiscal_year,PlatformPortfolio,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2004.0,Ordnance and Missiles,Large,1,1,1,1,1,4,1262.0
2004.0,Ordnance and Missiles,Medium,0,0,0,5,5,7,11806.0
2004.0,Ordnance and Missiles,Medium,0,0,1,13,13,20,178122.0
2004.0,Ordnance and Missiles,Medium,0,1,1,85,88,697,989531857.0
2004.0,Ordnance and Missiles,Medium,1,0,0,22,22,36,-2941.0
2004.0,Ordnance and Missiles,Medium,1,0,1,18,18,37,324754.0
2004.0,Ordnance and Missiles,Medium,1,1,1,60,62,157,68411891.0
2004.0,Ordnance and Missiles,NULL,NULL,NULL,NULL,3,3,22,42493872.0
2004.0,Other Products,Small,0,0,0,1245,1246,2181,-624761.0
2004.0,Other Products,Small,0,0,1,2837,2865,6405,67016847.0
2004.0,Other Products,Small,0,1,1,5180,5800,85096,9910196028.0
2004.0,Other Products,Small,1,0,1,4,4,5,64237.0
2004.0,Other Products,Small,1,1,1,8,8,8,519713.0
2004.0,Other Products,Small,NULL,0,0,206,207,0,0.0
2004.0,Other Products,Small,NULL,0,1,3,3,3,18790.0
2004.0,Other Products,Small,NULL,1,1,13,13,4,57634.0
2004.0,Other Products,Large,0,0,0,1,1,4,-259298.0
2004.0,Other Products,Large,0,0,1,1,1,1,58764.0
2004.0,Other Products,Large,0,1,1,130,195,34077,8814237023.0
2004.0,Other Products,Large,1,0,1,1,1,67,2922977.0
2004.0,Other Products,Large,1,1,1,12,12,41,1399986429.0
2004.0,Other Products,Medium,0,0,0,130,131,199,499089.0
2004.0,Other Products,Medium,0,0,1,230,231,489,5150095.0
2004.0,Other Products,Medium,0,1,1,441,466,11756,1846061964.0
2004.0,Other Products,Medium,1,0,0,165,165,246,353229.0
2004.0,Other Products,Medium,1,0,1,244,245,667,6554648.0
2004.0,Other Products,Medium,1,1,1,414,414,1948,1826981128.0
2004.0,Other Products,Medium,NULL,0,0,24,24,0,0.0
2004.0,Other Products,Medium,NULL,1,1,1,1,0,0.0
2004.0,Other Products,NULL,NULL,NULL,NULL,1,1,4,338610.0
2004.0,Other Products,Unlabeled Vendor,1,1,1,1,1,1,38565.0
2004.0,Other R&D and Knowledge Based,Small,0,0,0,889,889,1641,3100785.0
2004.0,Other R&D and Knowledge Based,Small,0,0,1,2005,2011,3572,36736848.0
2004.0,Other R&D and Knowledge Based,Small,0,1,1,6234,6551,40817,12059440657.0
2004.0,Other R&D and Knowledge Based,Small,1,0,0,16,5,19,46086.0
2004.0,Other R&D and Knowledge Based,Small,1,0,1,6,6,7,69383.0
2004.0,Other R&D and Knowledge Based,Small,1,1,1,20,16,40,2375854.0
2004.0,Other R&D and Knowledge Based,Small,NULL,0,0,22,22,0,0.0
2004.0,Other R&D and Knowledge Based,Small,NULL,0,1,1,1,3,1853049.0
2004.0,Other R&D and Knowledge Based,Small,NULL,1,1,11,11,0,0.0
2004.0,Other R&D and Knowledge Based,Large,0,0,1,2,2,4,611875.0
2004.0,Other R&D and Knowledge Based,Large,0,1,1,154,202,22796,12868190537.0
2004.0,Other R&D and Knowledge Based,Large,1,1,1,2,2,2,34975.0
2004.0,Other R&D and Knowledge Based,Medium,0,0,0,133,133,282,400750.0
2004.0,Other R&D and Knowledge Based,Medium,0,0,1,350,355,631,8506396.0
2004.0,Other R&D and Knowledge Based,Medium,0,1,1,788,840,5636,2225925663.0
2004.0,Other R&D and Knowledge Based,Medium,1,0,0,95,95,173,226209.0
2004.0,Other R&D and Knowledge Based,Medium,1,0,1,146,146,296,4113986.0
2004.0,Other R&D and Knowledge Based,Medium,1,1,1,297,299,724,210151478.0
2004.0,Other R&D and Knowledge Based,Medium,NULL,0,0,7,7,0,0.0
2004.0,Other R&D and Knowledge Based,Medium,NULL,0,1,1,1,0,0.0
2004.0,Other R&D and Knowledge Based,Medium,NULL,1,1,5,5,0,0.0
2004.0,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,4,4,9,4491352.0
2004.0,Other R&D and Knowledge Based,Unlabeled Vendor,1,0,0,5,2,6,11734.0
2004.0,Other R&D and Knowledge Based,Unlabeled Vendor,1,1,1,4,1,4,323680.0
2004.0,Other Services,Small,0,0,0,863,866,2020,3516724.0
2004.0,Other Services,Small,0,0,1,1659,1666,3990,31099528.0
2004.0,Other Services,Small,0,1,1,3247,3548,24399,2840516093.0
2004.0,Other Services,Small,1,0,0,5,5,20,17971.0
2004.0,Other Services,Small,1,0,1,5,5,10,157726.0
2004.0,Other Services,Small,1,1,1,4,4,13,137662.0
2004.0,Other Services,Small,NULL,0,0,48,48,0,0.0
2004.0,Other Services,Small,NULL,0,1,2,2,1,12389.0
2004.0,Other Services,Small,NULL,1,1,19,19,0,0.0
2004.0,Other Services,Large,0,0,1,1,1,0,0.0
2004.0,Other Services,Large,0,1,1,108,161,6330,17332537670.0
2004.0,Other Services,Large,1,1,1,2,2,3,88588.0
2004.0,Other Services,Medium,0,0,0,156,156,305,-5922456.0
2004.0,Other Services,Medium,0,0,1,317,322,629,6506257.0
2004.0,Other Services,Medium,0,1,1,418,430,2820,4995000983.0
2004.0,Other Services,Medium,1,0,0,159,159,344,-1431726.0
2004.0,Other Services,Medium,1,0,1,209,210,479,5436188.0
2004.0,Other Services,Medium,1,1,1,567,568,2444,995844949.0
2004.0,Other Services,Medium,NULL,0,0,26,26,0,0.0
2004.0,Other Services,Medium,NULL,1,1,15,15,0,0.0
2004.0,Other Services,Unlabeled Vendor,1,1,1,9,2,19,1022922.0
2004.0,Ships & Submarines,Small,0,0,0,186,186,270,595183.0
2004.0,Ships & Submarines,Small,0,0,1,556,559,1066,13671232.0
2004.0,Ships & Submarines,Small,0,1,1,2042,2201,16780,2910316109.0
2004.0,Ships & Submarines,Small,1,1,1,3,3,6,635185.0
2004.0,Ships & Submarines,Small,NULL,0,0,2,2,0,0.0
2004.0,Ships & Submarines,Large,0,1,1,91,104,7003,16027740215.0
2004.0,Ships & Submarines,Large,1,0,1,1,1,0,0.0
2004.0,Ships & Submarines,Large,1,1,1,1,1,322,55559124.0
2004.0,Ships & Submarines,Medium,0,0,0,12,12,14,-111161.0
2004.0,Ships & Submarines,Medium,0,0,1,43,43,56,828224.0
2004.0,Ships & Submarines,Medium,0,1,1,137,138,979,211974705.0
2004.0,Ships & Submarines,Medium,1,0,0,18,18,150,222085.0
2004.0,Ships & Submarines,Medium,1,0,1,45,45,115,1012664.0
2004.0,Ships & Submarines,Medium,1,1,1,140,141,560,116213284.0
2004.0,Ships & Submarines,Medium,NULL,0,0,5,5,0,0.0
2004.0,Ships & Submarines,NULL,NULL,NULL,NULL,2,2,6,190746.0
2004.0,Space Systems,Small,0,0,0,3,3,3,-80699.0
2004.0,Space Systems,Small,0,0,1,5,5,10,141153.0
2004.0,Space Systems,Small,0,1,1,352,356,1200,1277512386.0
2004.0,Space Systems,Large,0,1,1,32,32,1660,6452255446.0
2004.0,Space Systems,Medium,0,1,1,29,29,104,46454485.0
2004.0,Space Systems,Medium,1,1,1,6,6,34,1984168.0
2005.0,Aircraft,Small,0,0,0,484,484,843,569806.0
2005.0,Aircraft,Small,0,0,1,1475,1481,4173,45332902.0
2005.0,Aircraft,Small,0,1,1,4924,5346,61228,6996189506.0
2005.0,Aircraft,Small,1,0,1,1,1,1,5817.0
2005.0,Aircraft,Small,1,1,1,8,8,30,1383014.0
2005.0,Aircraft,Small,NULL,0,0,14,14,0,0.0
2005.0,Aircraft,Small,NULL,1,1,4,4,0,0.0
2005.0,Aircraft,Large,0,0,0,1,4,13,180209.0
2005.0,Aircraft,Large,0,0,1,1,1,22,22562471.0
2005.0,Aircraft,Large,0,1,1,141,202,53303,51637644917.0
2005.0,Aircraft,Large,1,1,1,1,1,2,7065.0
2005.0,Aircraft,Medium,0,0,0,37,48,81,4553372.0
2005.0,Aircraft,Medium,0,0,1,83,83,141,1486888.0
2005.0,Aircraft,Medium,0,1,1,244,254,2817,530956578.0
2005.0,Aircraft,Medium,1,0,0,61,61,132,304942.0
2005.0,Aircraft,Medium,1,0,1,93,93,247,1579203.0
2005.0,Aircraft,Medium,1,1,1,201,203,2046,420891057.0
2005.0,Aircraft,Medium,NULL,0,0,1,1,0,0.0
2005.0,Aircraft,Medium,NULL,1,1,1,1,0,0.0
2005.0,Aircraft,NULL,NULL,NULL,NULL,4,4,91,13859865.0
2005.0,"Electronics, Comms, & Sensors",Small,0,0,0,1381,1382,1831,4901467.0
2005.0,"Electronics, Comms, & Sensors",Small,0,0,1,4732,4766,11188,119771138.0
2005.0,"Electronics, Comms, & Sensors",Small,0,1,1,9586,10512,137057,15940533566.0
2005.0,"Electronics, Comms, & Sensors",Small,1,0,0,1,1,12,1489.0
2005.0,"Electronics, Comms, & Sensors",Small,1,0,1,6,6,20,187145.0
2005.0,"Electronics, Comms, & Sensors",Small,1,1,1,20,20,108,2252211.0
2005.0,"Electronics, Comms, & Sensors",Small,NULL,0,0,14,14,0,0.0
2005.0,"Electronics, Comms, & Sensors",Small,NULL,1,1,17,17,0,0.0
2005.0,"Electronics, Comms, & Sensors",Large,0,0,0,2,2,5,82568.0
2005.0,"Electronics, Comms, & Sensors",Large,0,0,1,5,5,15,330607.0
2005.0,"Electronics, Comms, & Sensors",Large,0,1,1,163,268,89600,36030619677.0
2005.0,"Electronics, Comms, & Sensors",Large,1,1,1,5,5,80,10094312.0
2005.0,"Electronics, Comms, & Sensors",Medium,0,0,0,125,137,279,1427180.0
2005.0,"Electronics, Comms, & Sensors",Medium,0,0,1,304,306,505,5954090.0
2005.0,"Electronics, Comms, & Sensors",Medium,0,1,1,536,577,5194,964842999.0
2005.0,"Electronics, Comms, & Sensors",Medium,1,0,0,228,228,376,926131.0
2005.0,"Electronics, Comms, & Sensors",Medium,1,0,1,402,403,912,9506977.0
2005.0,"Electronics, Comms, & Sensors",Medium,1,1,1,508,516,2572,379719848.0
2005.0,"Electronics, Comms, & Sensors",Medium,NULL,0,0,6,6,0,0.0
2005.0,"Electronics, Comms, & Sensors",Medium,NULL,1,1,3,3,0,0.0
2005.0,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,3,3,34,1418885.0
2005.0,Facilities and Construction,Small,0,0,0,3267,3270,4817,11670106.0
2005.0,Facilities and Construction,Small,0,0,1,10378,10447,22653,216412951.0
2005.0,Facilities and Construction,Small,0,1,1,15308,16741,209604,26800528684.0
2005.0,Facilities and Construction,Small,1,0,0,2,2,34,11210.0
2005.0,Facilities and Construction,Small,1,0,1,6,6,9,79402.0
2005.0,Facilities and Construction,Small,1,1,1,27,27,314,52674979.0
2005.0,Facilities and Construction,Small,NULL,0,0,69,69,1,4969.0
2005.0,Facilities and Construction,Small,NULL,0,1,5,5,0,0.0
2005.0,Facilities and Construction,Small,NULL,1,1,73,73,2,59727.0
2005.0,Facilities and Construction,Large,0,0,0,1,1,4,10202.0
2005.0,Facilities and Construction,Large,0,0,1,3,3,12,136864.0
2005.0,Facilities and Construction,Large,0,1,1,201,313,31316,9804618172.0
2005.0,Facilities and Construction,Large,1,1,1,10,10,14308,769905859.0
2005.0,Facilities and Construction,Medium,0,0,0,396,459,1018,68866717.0
2005.0,Facilities and Construction,Medium,0,0,1,753,764,1483,44585496.0
2005.0,Facilities and Construction,Medium,0,1,1,1845,1974,27000,7830272847.0
2005.0,Facilities and Construction,Medium,1,0,0,676,676,1505,2023762.0
2005.0,Facilities and Construction,Medium,1,0,1,1200,1206,3654,32182997.0
2005.0,Facilities and Construction,Medium,1,1,1,1932,1955,27246,4138880517.0
2005.0,Facilities and Construction,Medium,NULL,0,0,17,17,0,0.0
2005.0,Facilities and Construction,Medium,NULL,0,1,2,2,1,18776.0
2005.0,Facilities and Construction,Medium,NULL,1,1,16,16,54,198930.0
2005.0,Facilities and Construction,NULL,NULL,NULL,NULL,7,7,464,52843840.0
2005.0,Land Vehicles,Small,0,0,0,446,447,620,1654123.0
2005.0,Land Vehicles,Small,0,0,1,1621,1629,3804,36910172.0
2005.0,Land Vehicles,Small,0,1,1,3041,3333,40769,9078696840.0
2005.0,Land Vehicles,Small,1,1,1,8,8,34,2098359.0
2005.0,Land Vehicles,Small,NULL,0,0,13,13,0,0.0
2005.0,Land Vehicles,Small,NULL,1,1,4,4,0,0.0
2005.0,Land Vehicles,Large,0,0,0,1,1,0,0.0
2005.0,Land Vehicles,Large,0,0,1,1,1,8,63163.0
2005.0,Land Vehicles,Large,0,1,1,97,112,8306,9411623684.0
2005.0,Land Vehicles,Large,1,1,1,2,2,9,171607.0
2005.0,Land Vehicles,Medium,0,0,0,46,50,69,335350.0
2005.0,Land Vehicles,Medium,0,0,1,110,110,216,2361229.0
2005.0,Land Vehicles,Medium,0,1,1,158,162,1173,229522598.0
2005.0,Land Vehicles,Medium,1,0,0,79,79,292,394643.0
2005.0,Land Vehicles,Medium,1,0,1,161,161,454,4548696.0
2005.0,Land Vehicles,Medium,1,1,1,327,336,2452,523651634.0
2005.0,Land Vehicles,Medium,NULL,0,0,4,4,0,0.0
2005.0,Land Vehicles,Medium,NULL,1,1,3,3,0,0.0
2005.0,Land Vehicles,NULL,NULL,NULL,NULL,2,2,5,48438891.0
2005.0,Land Vehicles,Unlabeled Vendor,1,1,1,1,1,1,23756.0
2005.0,Missile Defense,Small,0,0,0,9,9,10,6318.0
2005.0,Missile Defense,Small,0,0,1,22,22,42,338789.0
2005.0,Missile Defense,Small,0,1,1,511,515,1769,909729658.0
2005.0,Missile Defense,Large,0,1,1,47,48,1872,7080578170.0
2005.0,Missile Defense,Medium,0,0,0,1,1,9,8313.0
2005.0,Missile Defense,Medium,0,0,1,3,3,3,33585.0
2005.0,Missile Defense,Medium,0,1,1,32,32,106,84231056.0
2005.0,Missile Defense,Medium,1,0,0,1,1,1,4994.0
2005.0,Missile Defense,Medium,1,0,1,3,3,6,89996.0
2005.0,Missile Defense,Medium,1,1,1,9,9,33,42644663.0
2005.0,NULL,Small,0,0,0,7,7,8,20328.0
2005.0,NULL,Small,0,0,1,17,17,18,110958.0
2005.0,NULL,Small,0,1,1,44,44,64,3733711.0
2005.0,NULL,Small,1,1,1,6,6,7,6914.0
2005.0,NULL,Small,NULL,0,1,1,1,1,5702.0
2005.0,NULL,Large,0,0,1,1,1,1,6227.0
2005.0,NULL,Large,0,1,1,12,12,16,773928.0
2005.0,NULL,Medium,0,0,0,5,5,5,43618.0
2005.0,NULL,Medium,0,0,1,4,4,5,33354.0
2005.0,NULL,Medium,0,1,1,3,3,5,55800.0
2005.0,NULL,Medium,1,1,1,4,4,3,17445.0
2005.0,NULL,Medium,NULL,0,0,1,1,0,0.0
2005.0,Ordnance and Missiles,Small,0,0,0,141,141,176,706582.0
2005.0,Ordnance and Missiles,Small,0,0,1,621,622,1093,12436101.0
2005.0,Ordnance and Missiles,Small,0,1,1,2218,2284,10739,3588426287.0
2005.0,Ordnance and Missiles,Small,1,1,1,4,4,4,39005.0
2005.0,Ordnance and Missiles,Small,NULL,1,1,1,1,0,0.0
2005.0,Ordnance and Missiles,Large,0,1,1,86,113,5178,14176760116.0
2005.0,Ordnance and Missiles,Large,1,1,1,1,1,2,343.0
2005.0,Ordnance and Missiles,Medium,0,0,0,19,24,46,611340.0
2005.0,Ordnance and Missiles,Medium,0,0,1,24,24,36,392895.0
2005.0,Ordnance and Missiles,Medium,0,1,1,82,94,682,901722740.0
2005.0,Ordnance and Missiles,Medium,1,0,0,23,23,30,46188.0
2005.0,Ordnance and Missiles,Medium,1,0,1,28,28,50,1200058.0
2005.0,Ordnance and Missiles,Medium,1,1,1,76,77,188,213800730.0
2005.0,Ordnance and Missiles,Medium,NULL,0,0,1,1,0,0.0
2005.0,Ordnance and Missiles,NULL,NULL,NULL,NULL,3,3,38,112384123.0
2005.0,Other Products,Small,0,0,0,1794,1795,3604,5936959.0
2005.0,Other Products,Small,0,0,1,5173,5210,38632,312377863.0
2005.0,Other Products,Small,0,1,1,7490,8495,231561,19385102122.0
2005.0,Other Products,Small,1,0,0,4,2,4,14860.0
2005.0,Other Products,Small,1,0,1,4,4,7,66113.0
2005.0,Other Products,Small,1,1,1,12,12,58,6485559.0
2005.0,Other Products,Small,NULL,0,0,24,24,0,0.0
2005.0,Other Products,Small,NULL,0,1,2,2,1,15804.0
2005.0,Other Products,Small,NULL,1,1,17,17,0,0.0
2005.0,Other Products,Large,0,0,0,1,3,634,8188e3
2005.0,Other Products,Large,0,0,1,2,2,12,111367.0
2005.0,Other Products,Large,0,1,1,167,251,192793,14114663247.0
2005.0,Other Products,Large,1,1,1,10,10,101,1310370344.0
2005.0,Other Products,Medium,0,0,0,197,230,1215,5565019.0
2005.0,Other Products,Medium,0,0,1,340,341,1616,12594863.0
2005.0,Other Products,Medium,0,1,1,488,522,28022,3192498983.0
2005.0,Other Products,Medium,1,0,0,280,280,747,1367274.0
2005.0,Other Products,Medium,1,0,1,413,415,7997,13063379.0
2005.0,Other Products,Medium,1,1,1,458,459,7849,1853418672.0
2005.0,Other Products,Medium,NULL,0,0,12,12,0,0.0
2005.0,Other Products,Medium,NULL,0,1,1,1,1,6954.0
2005.0,Other Products,Medium,NULL,1,1,7,7,0,0.0
2005.0,Other Products,NULL,NULL,NULL,NULL,5,5,62,26995941.0
2005.0,Other Products,Unlabeled Vendor,1,0,1,1,1,1,21077.0
2005.0,Other R&D and Knowledge Based,Small,0,0,0,1127,1127,1826,4200397.0
2005.0,Other R&D and Knowledge Based,Small,0,0,1,2958,2964,5155,52819303.0
2005.0,Other R&D and Knowledge Based,Small,0,1,1,7667,8110,52424,13614576007.0
2005.0,Other R&D and Knowledge Based,Small,1,0,0,1,1,1,1163.0
2005.0,Other R&D and Knowledge Based,Small,1,0,1,8,8,14,175552.0
2005.0,Other R&D and Knowledge Based,Small,1,1,1,15,15,23,2454946.0
2005.0,Other R&D and Knowledge Based,Small,NULL,0,0,10,10,0,0.0
2005.0,Other R&D and Knowledge Based,Small,NULL,0,1,2,2,2,41788.0
2005.0,Other R&D and Knowledge Based,Small,NULL,1,1,17,17,1,30345.0
2005.0,Other R&D and Knowledge Based,Large,0,0,1,1,1,1,126265.0
2005.0,Other R&D and Knowledge Based,Large,0,1,1,177,219,27470,15572272987.0
2005.0,Other R&D and Knowledge Based,Large,1,1,1,3,3,9,86983.0
2005.0,Other R&D and Knowledge Based,Medium,0,0,0,225,260,442,4044036.0
2005.0,Other R&D and Knowledge Based,Medium,0,0,1,502,509,1244,11756646.0
2005.0,Other R&D and Knowledge Based,Medium,0,1,1,1068,1172,9330,3036986967.0
2005.0,Other R&D and Knowledge Based,Medium,1,0,0,250,250,442,919291.0
2005.0,Other R&D and Knowledge Based,Medium,1,0,1,378,379,692,8145291.0
2005.0,Other R&D and Knowledge Based,Medium,1,1,1,386,394,856,278333536.0
2005.0,Other R&D and Knowledge Based,Medium,NULL,0,0,6,6,3,616513.0
2005.0,Other R&D and Knowledge Based,Medium,NULL,0,1,2,2,1,10090.0
2005.0,Other R&D and Knowledge Based,Medium,NULL,1,1,2,2,0,0.0
2005.0,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,6,6,8,2843093.0
2005.0,Other R&D and Knowledge Based,Unlabeled Vendor,1,0,0,1,1,1,2204.0
2005.0,Other Services,Small,0,0,0,990,992,1931,3900936.0
2005.0,Other Services,Small,0,0,1,2113,2133,5495,40304246.0
2005.0,Other Services,Small,0,1,1,3862,4218,29959,4599116212.0
2005.0,Other Services,Small,1,0,0,1,1,1,2731.0
2005.0,Other Services,Small,1,1,1,17,17,267,8276432.0
2005.0,Other Services,Small,NULL,0,0,37,37,0,0.0
2005.0,Other Services,Small,NULL,0,1,3,3,0,0.0
2005.0,Other Services,Small,NULL,1,1,48,48,0,0.0
2005.0,Other Services,Large,0,0,0,1,1,2,-89685.0
2005.0,Other Services,Large,0,1,1,114,133,8675,18878832437.0
2005.0,Other Services,Large,1,1,1,5,5,145,3028349.0
2005.0,Other Services,Medium,0,0,0,219,270,812,11080450.0
2005.0,Other Services,Medium,0,0,1,425,433,876,8979083.0
2005.0,Other Services,Medium,0,1,1,445,463,2601,3756832062.0
2005.0,Other Services,Medium,1,0,0,249,250,575,914291.0
2005.0,Other Services,Medium,1,0,1,413,413,1367,11737225.0
2005.0,Other Services,Medium,1,1,1,620,623,3413,759039677.0
2005.0,Other Services,Medium,NULL,0,0,26,26,0,0.0
2005.0,Other Services,Medium,NULL,0,1,6,6,0,0.0
2005.0,Other Services,Medium,NULL,1,1,13,13,0,0.0
2005.0,Other Services,Unlabeled Vendor,1,1,1,8,3,32,3351644.0
2005.0,Ships & Submarines,Small,0,0,0,389,389,626,1098742.0
2005.0,Ships & Submarines,Small,0,0,1,1301,1305,3987,30830844.0
2005.0,Ships & Submarines,Small,0,1,1,2926,3247,30913,2549671645.0
2005.0,Ships & Submarines,Small,1,0,1,1,1,3,36122.0
2005.0,Ships & Submarines,Small,1,1,1,4,4,30,648002.0
2005.0,Ships & Submarines,Small,NULL,0,0,4,4,0,0.0
2005.0,Ships & Submarines,Small,NULL,1,1,4,4,0,0.0
2005.0,Ships & Submarines,Large,0,0,0,1,1,1,10573.0
2005.0,Ships & Submarines,Large,0,1,1,106,140,14306,14555599376.0
2005.0,Ships & Submarines,Large,1,1,1,1,1,571,51404258.0
2005.0,Ships & Submarines,Medium,0,0,0,26,26,42,71477.0
2005.0,Ships & Submarines,Medium,0,0,1,69,69,168,1672761.0
2005.0,Ships & Submarines,Medium,0,1,1,114,117,2073,447686570.0
2005.0,Ships & Submarines,Medium,1,0,0,32,32,53,117983.0
2005.0,Ships & Submarines,Medium,1,0,1,112,112,388,2889817.0
2005.0,Ships & Submarines,Medium,1,1,1,191,196,3098,104983124.0
2005.0,Ships & Submarines,Medium,NULL,1,1,3,3,0,0.0
2005.0,Ships & Submarines,NULL,NULL,NULL,NULL,3,3,4,314204.0
2005.0,Space Systems,Small,0,0,0,3,3,3,6386.0
2005.0,Space Systems,Small,0,0,1,6,6,6,132803.0
2005.0,Space Systems,Small,0,1,1,381,384,1354,559315600.0
2005.0,Space Systems,Large,0,1,1,39,39,1618,6081028191.0
2005.0,Space Systems,Medium,0,0,1,2,2,2,52870.0
2005.0,Space Systems,Medium,0,1,1,33,33,168,934964859.0
2005.0,Space Systems,Medium,1,0,1,2,2,14,89503.0
2005.0,Space Systems,Medium,1,1,1,4,4,7,700479.0
2006.0,Aircraft,Small,0,0,0,361,362,656,918431.0
2006.0,Aircraft,Small,0,0,1,1325,1330,4637,38451414.0
2006.0,Aircraft,Small,0,1,1,4207,4610,55076,6862727070.0
2006.0,Aircraft,Small,1,0,0,1,1,1,3466.0
2006.0,Aircraft,Small,1,0,1,1,1,1,6319.0
2006.0,Aircraft,Small,1,1,1,6,6,151,2959750.0
2006.0,Aircraft,Small,NULL,0,0,7,7,0,0.0
2006.0,Aircraft,Small,NULL,1,1,7,7,0,0.0
2006.0,Aircraft,Large,0,0,1,1,5,62,25418837.0
2006.0,Aircraft,Large,0,1,1,107,122,49753,57969926060.0
2006.0,Aircraft,Medium,0,0,0,20,20,31,28615.0
2006.0,Aircraft,Medium,0,0,1,35,35,61,943974.0
2006.0,Aircraft,Medium,0,1,1,112,148,1968,370454226.0
2006.0,Aircraft,Medium,1,0,0,23,24,34,-73806.0
2006.0,Aircraft,Medium,1,0,1,54,54,203,1218082.0
2006.0,Aircraft,Medium,1,1,1,135,137,1203,357930384.0
2006.0,Aircraft,Medium,NULL,0,0,5,5,0,0.0
2006.0,Aircraft,Medium,NULL,1,1,1,1,0,0.0
2006.0,Aircraft,NULL,NULL,NULL,NULL,5,5,72,16414769.0
2006.0,"Electronics, Comms, & Sensors",Small,0,0,0,1217,1218,1689,4980579.0
2006.0,"Electronics, Comms, & Sensors",Small,0,0,1,4193,4233,10312,103003283.0
2006.0,"Electronics, Comms, & Sensors",Small,0,1,1,10411,11491,131977,17633980708.0
2006.0,"Electronics, Comms, & Sensors",Small,1,0,0,16,16,24,65171.0
2006.0,"Electronics, Comms, & Sensors",Small,1,0,1,29,29,53,519273.0
2006.0,"Electronics, Comms, & Sensors",Small,1,1,1,101,102,410,68289260.0
2006.0,"Electronics, Comms, & Sensors",Small,NULL,0,0,13,13,0,0.0
2006.0,"Electronics, Comms, & Sensors",Small,NULL,1,1,20,20,1,63592.0
2006.0,"Electronics, Comms, & Sensors",Large,0,0,1,4,8,23,1594175.0
2006.0,"Electronics, Comms, & Sensors",Large,0,1,1,172,239,90141,36579482698.0
2006.0,"Electronics, Comms, & Sensors",Large,1,1,1,2,2,57,10093450.0
2006.0,"Electronics, Comms, & Sensors",Medium,0,0,0,113,114,145,335945.0
2006.0,"Electronics, Comms, & Sensors",Medium,0,0,1,252,253,439,3296200.0
2006.0,"Electronics, Comms, & Sensors",Medium,0,1,1,492,549,4546,1174244471.0
2006.0,"Electronics, Comms, & Sensors",Medium,1,0,0,173,173,250,448825.0
2006.0,"Electronics, Comms, & Sensors",Medium,1,0,1,312,312,646,6746171.0
2006.0,"Electronics, Comms, & Sensors",Medium,1,1,1,441,443,1887,207914106.0
2006.0,"Electronics, Comms, & Sensors",Medium,NULL,0,0,3,3,0,0.0
2006.0,"Electronics, Comms, & Sensors",Medium,NULL,1,1,6,6,0,0.0
2006.0,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,6,6,37,1878418.0
2006.0,"Electronics, Comms, & Sensors",Unlabeled Vendor,1,0,0,1,1,2,2776.0
2006.0,"Electronics, Comms, & Sensors",Unlabeled Vendor,1,0,1,1,1,1,-4122.0
2006.0,Facilities and Construction,Small,0,0,0,2950,2950,4255,9550983.0
2006.0,Facilities and Construction,Small,0,0,1,9102,9163,18050,154161126.0
2006.0,Facilities and Construction,Small,0,1,1,17302,18823,211621,30243622228.0
2006.0,Facilities and Construction,Small,1,0,0,33,33,93,175803.0
2006.0,Facilities and Construction,Small,1,0,1,50,50,97,1006427.0
2006.0,Facilities and Construction,Small,1,1,1,211,214,2581,336307043.0
2006.0,Facilities and Construction,Small,NULL,0,0,54,54,1,251.0
2006.0,Facilities and Construction,Small,NULL,0,1,4,4,0,0.0
2006.0,Facilities and Construction,Small,NULL,1,1,139,139,0,0.0
2006.0,Facilities and Construction,Large,0,0,1,3,7,34,27749430.0
2006.0,Facilities and Construction,Large,0,1,1,210,405,48287,10531328402.0
2006.0,Facilities and Construction,Large,1,1,1,9,9,919,544860677.0
2006.0,Facilities and Construction,Medium,0,0,0,312,320,537,17784118.0
2006.0,Facilities and Construction,Medium,0,0,1,646,649,1130,14294220.0
2006.0,Facilities and Construction,Medium,0,1,1,1775,1922,23188,9303690988.0
2006.0,Facilities and Construction,Medium,1,0,0,522,522,1152,-21132567.0
2006.0,Facilities and Construction,Medium,1,0,1,859,861,2272,19498051.0
2006.0,Facilities and Construction,Medium,1,1,1,1930,1960,18617,4435649816.0
2006.0,Facilities and Construction,Medium,NULL,0,0,18,18,2,4412.0
2006.0,Facilities and Construction,Medium,NULL,0,1,3,3,49,176489.0
2006.0,Facilities and Construction,Medium,NULL,1,1,47,47,308,11664761.0
2006.0,Facilities and Construction,NULL,NULL,NULL,NULL,5,5,285,66035773.0
2006.0,Facilities and Construction,Unlabeled Vendor,1,0,0,2,1,3,4244.0
2006.0,Facilities and Construction,Unlabeled Vendor,1,1,1,1,1,1,111614.0
2006.0,Land Vehicles,Small,0,0,0,383,383,542,963889.0
2006.0,Land Vehicles,Small,0,0,1,1352,1360,3311,29205752.0
2006.0,Land Vehicles,Small,0,1,1,3145,3453,37406,6664258558.0
2006.0,Land Vehicles,Small,1,0,0,4,4,4,8123.0
2006.0,Land Vehicles,Small,1,0,1,7,7,14,48922.0
