Customer,CSIScontractID,PrimeAwardPIID,PrimeAwardIDVPIID,PrimeAwardFederalAwardID,MinOfPrimeAwardDateSigned,MaxOfPrimeAwardDateSigned,SubawardAmount,PrimeFiscalYear
Defense,26307906,1,W911QX13D0002,,6/6/2014,6/6/2014,50000,2014
Defense,25666584,19,FA890309D8586,,11/7/2013,11/7/2013,78418,2014
Defense,26432243,DW06,W9127811D0062,,10/15/2013,6/25/2014,21447104,2014
Defense,5029204,SPM7M312M4640,,,5/9/2012,5/9/2012,65654,2012
Defense,62639132,SPE7M515V0165,,,10/17/2014,10/17/2014,74154,2015
Defense,10104242,R517,FA877104D0003,,8/3/2011,8/3/2011,29494,2011
Defense,25378174,SPM5E413M0328,,,10/25/2012,10/25/2012,28184,2013
Defense,8198483,W9124D11C0016,,,9/30/2011,9/30/2011,2468018,2011
Defense,25662754,6,FA825112D0003,,8/14/2013,8/14/2013,122500,2013
Defense,24899080,22,W9136405D0001,,8/25/2011,8/25/2011,125000,2011
Defense,61090626,5054,N0003911D0030,,10/13/2014,10/13/2014,56041.3594,2015
Defense,26395771,9,N6247309D1658,,10/13/2014,2/16/2015,7778603.125,2015
Defense,22417845,JFF5,SPM50005DBP06,,9/30/2010,9/30/2010,25509.2793,2010
Defense,27860340,6,N6600113D0106,,1/27/2014,1/27/2014,218922.9531,2014
Defense,25224515,N0001913C0024,,,7/18/2014,7/18/2014,327624,2014
Defense,26377196,59,FA460006D0003,,10/10/2014,11/14/2014,2083289.781,2015
Defense,3522408,N6523611C3236,,,10/16/2011,6/11/2012,11641659.43,2012
Defense,28171262,1093,SPRMM110G0905,,2/18/2014,9/24/2014,723353.5579,2014
Defense,20583351,264,SP470107A0001,,9/30/2010,9/30/2010,2898238.5,2010
Defense,4825869,SPM7L211M7144,,,4/6/2009,4/6/2009,39842,2009
Defense,4565597,SPM4A711V0677,,,4/27/2011,4/27/2011,25404,2011
Defense,4303811,SPE4A612V1476,,,5/22/2012,5/22/2012,85268.1484,2012
Defense,28048131,LD11,SPM2DV11D2005,,4/2/2014,4/2/2014,167645.4063,2014
Defense,24564705,1,W56HZV12D0036,,9/6/2012,9/6/2012,277406.4609,2012
Defense,25010957,7C02,W91QUZ08A0001,,4/27/2011,4/27/2011,193731.125,2011
Defense,18632846,8,M6785410D5117,,10/18/2010,10/18/2010,700351.5,2011
Defense,10092254,246,FA862006G4026,,8/12/2012,8/13/2012,63050.8008,2012
Defense,27680497,5,FA865012D3212,,11/19/2013,11/19/2013,419375,2014
Defense,19183013,4,N6247310D5416,,3/6/2013,3/6/2013,82079,2013
Defense,27832147,1,N0002414D4402,,8/5/2014,8/5/2014,74085.9219,2014
Defense,26379170,265,FA860111D0009,,9/27/2013,9/27/2013,30080,2013
Defense,24808831,2,W912ER11D0013,,3/23/2013,9/24/2013,3366491.797,2013
Defense,21371899,AA39,SPM20005D6552,,9/19/2011,9/19/2011,54834,2011
Defense,7936263,W31P4Q11C0101,,,1/6/2011,8/29/2011,32748176.66,2011
Defense,22348977,BUK1,SPM50004DBP10,,9/18/2012,9/18/2012,68620,2012
Defense,25896197,M6786113F0007,NNG07DA18B,,3/11/2013,3/11/2013,209404.7813,2013
Defense,24721566,9,W9126G09D0093,,6/20/2012,6/20/2012,2109491,2012
Defense,19353933,5,N6554009D0040,,10/13/2010,7/26/2011,3260255.145,2011
Defense,24982689,9,W91QUZ06D0027,,10/5/2011,9/13/2012,2613532.512,2012
Defense,18800488,N436,N0017804D4012,,11/17/2011,11/17/2011,46960,2012
Defense,28262969,2,W15P7T13DC111,,10/21/2014,10/21/2014,80000,2015
Defense,22287188,FHB6,SPM50002D0122,,3/9/2011,3/9/2011,33942.5,2011
Defense,26315013,656,W9127810D0043,,6/19/2013,7/26/2013,129070,2013
Defense,28241486,2,W912PL14D0059,,11/18/2014,11/18/2014,199350,2015
Defense,7977709,W56HZV12C0127,,,10/3/2014,1/28/2015,18393842.71,2015
Defense,4868252,SPM7L411V4366,,,7/21/2011,7/21/2011,70520,2011
Defense,21322185,C606,SPM20005D6245,,11/10/2011,11/10/2011,42895.3203,2012
Defense,25224527,N0001913C0128,,,8/21/2012,8/21/2012,1869763,2012
Defense,25664209,67,FA862011G4020,,4/2/2013,9/17/2013,555220,2013
Defense,10084186,15,FA852711D0011,,8/10/2012,9/5/2012,335891,2012
Defense,25655277,12,FA300212D0003,,9/28/2012,9/28/2012,55228.2012,2012
Defense,27371030,SPE7MC14MA281,,,9/18/2014,9/18/2014,27298,2014
Defense,26048414,AK54,SPM2DV11D2004,,10/5/2012,10/5/2012,42514.2106,2013
Defense,25374899,SPM4A613M0311,,,10/10/2012,10/10/2012,55152.5703,2013
Defense,26313117,224,W9124D11D0036,,2/15/2013,2/15/2013,120400,2013
Defense,22781548,YM61,SPRPA111G001Y,,3/27/2009,3/27/2009,29687.1797,2009
Defense,26428676,222,W58RGZ12D0089,,6/27/2014,6/27/2014,25850,2014
Defense,1421669,FA865011C7147,,,10/4/2011,7/3/2012,20316783,2012
Defense,4304846,SPE4A612V4743,,,9/26/2012,9/26/2012,31743.5996,2012
Defense,24731858,326,W9127810D0043,,6/23/2011,6/23/2011,127980,2011
Defense,22417295,HMQ2,SPM50005DBP06,,7/14/2010,7/14/2010,50677.8984,2010
Defense,22348423,BKS7,SPM50004DBP10,,9/30/2010,9/30/2010,66100,2010
Defense,24505966,BD10,W15P7T09DM403,,12/14/2010,12/14/2010,43200,2011
Defense,7936319,W31P4Q11C0167,,,10/17/2012,11/9/2012,687923,2013
Defense,26377592,31,FA481409D0015,,9/26/2013,9/26/2013,43000,2013
Defense,18405372,7,HQ003409A3017,,9/30/2010,9/30/2010,2050174.625,2010
Defense,28079034,B435,SPM2DV11D0700,,2/11/2014,2/11/2014,54990.8906,2014
Defense,27526506,W909MY14C0011,,,2/4/2014,5/13/2014,29326938,2014
Defense,18786075,6,N0016410DJN80,,3/29/2011,3/29/2011,30361.4199,2011
Defense,27334301,SPE7M014VD959,,,7/14/2014,7/14/2014,25983.4805,2014
Defense,28517760,DV36,SPM2DV11D7004,,7/23/2014,7/23/2014,28033.6507,2014
Defense,8354806,W912HZ12C0002,,,1/24/2011,1/24/2011,84314.8594,2011
Defense,4871839,SPM7L412V3681,,,10/7/2009,10/7/2009,47876.3984,2010
Defense,7977819,W56HZV12C0322,,,12/11/2014,1/8/2015,13909259.9,2015
Defense,10105579,V7XS,FA877104D0003,,4/6/2011,4/6/2011,73375,2011
Defense,60564829,189,N6600112D0036,,1/9/2015,1/9/2015,274555,2015
Defense,4690630,SPM5L211V1607,,,8/8/2011,8/8/2011,25180,2011
Defense,62595138,SPE7M015V2260,,,11/20/2014,11/20/2014,48393,2015
Defense,15483382,W81XWH12F0140,GS10F0189T,,12/20/2012,9/30/2013,1854094,2013
Defense,2958153,N0001412C0535,,,11/25/2013,11/25/2013,337992,2014
Defense,27401023,SPRMM114PPE66,,,7/14/2014,7/14/2014,607001.6248,2014
Defense,2166150,HDTRA112C0007,,,6/6/2012,8/2/2012,500402,2012
Defense,26342582,FA461013C0006,,,1/7/2014,1/7/2014,95300,2014
Defense,22348450,BLA7,SPM50004DBP10,,12/8/2010,12/8/2010,2948.98,2011
Defense,26396131,13,N6247312D4602,,11/19/2013,11/19/2013,19066,2014
Defense,24816396,116,W912HN07D0019,,9/27/2011,9/27/2011,474199,2011
Defense,21394556,C459,SPM20005D6930,,3/16/2012,3/16/2012,41356.5206,2012
Defense,25855464,68,N0001912G0006,,8/1/2013,8/1/2013,1425000,2013
Defense,22419091,LFU1,SPM50005DBP06,,9/1/2011,9/1/2011,220779.2188,2011
Defense,25666455,20,FA890308D8768,,10/28/2013,10/28/2013,64380,2014
Defense,17835693,W911W511F0049,GS35F0783M,,9/28/2011,9/28/2011,115986.7031,2011
Defense,28490018,183,N6600112D0156,,3/20/2014,3/20/2014,48896.4317,2014
Defense,26043046,AC37,SPM2DV11D0708,,8/23/2013,8/23/2013,142295.5469,2013
Defense,4847788,SPM7L311C0157,,,7/22/2011,7/22/2011,214200,2011
Defense,26429508,224,W911NF11D0001,,1/28/2014,1/28/2014,211894,2014
Defense,27993082,DY06,SPM2DV11D7001,,2/7/2014,2/7/2014,26799.6599,2014
Defense,4872521,SPM7L412V5333,,,9/12/2012,9/12/2012,53501.25,2012
Defense,26389573,16,HC102812D0023,,1/15/2014,1/15/2014,24741,2014
Defense,24794741,6,W912DW11D1000,,10/25/2011,10/25/2011,85275,2012
Defense,27863788,17,N4008513D2150,,4/1/2014,4/1/2014,41984,2014
Defense,19182507,57,N6247310D4009,,1/25/2012,1/25/2012,127275.1016,2012
Defense,25462578,SPRMM113PPN90,,,7/1/2013,7/1/2013,127720,2013
Defense,26059816,BL04,SPM2DV11D7001,,2/6/2013,2/6/2013,26214.7605,2013
Defense,10100074,13,FA875009D0022,,8/29/2011,8/29/2011,1646660.75,2011
Defense,24640085,159,W911S206D0005,,8/18/2011,8/18/2011,391200,2011
Defense,18800728,NS37,N0017804D4024,,11/5/2011,11/5/2011,2000000,2012
Defense,18663757,89,N0001911G0001,,9/4/2012,9/4/2012,2000000,2012
Defense,25881797,44,N6247311D2205,,9/24/2014,9/24/2014,51932,2014
Defense,5286800,SPRPA111CX034,,,9/12/2011,9/12/2011,10963296,2011
Defense,7885944,W15QKN12C0075,,,5/11/2012,5/11/2012,1818007.25,2012
Defense,18800658,EX07,N0017804D4024,,1/14/2011,1/14/2011,343702,2011
Defense,8041636,W9113M12C0067,,,11/12/2014,11/12/2014,32577,2015
Defense,19178903,JU03,N6247308D8603,,11/1/2011,11/1/2011,39773,2012
Defense,28271162,34,W9127814D0029,,10/24/2014,10/24/2014,54921.2383,2015
Defense,19182989,2,N6247310D5410,,10/11/2010,9/14/2011,488834549,2011
Defense,8239855,W9126G12C0051,,,10/2/2012,7/29/2013,1788865074,2013
Defense,19071225,286,N5523608D0001,,5/11/2011,5/11/2011,40295.3906,2011
Defense,24731866,335,W9127810D0043,,7/22/2011,9/15/2011,255120.8281,2011
Defense,10000099,102,FA480110D0001,,8/30/2011,8/30/2011,216375.2969,2011
Defense,25439254,SPM7MC13C0029,,,2/28/2013,2/28/2013,265760,2013
Defense,25665279,6U58,FA877104D0003,,12/19/2012,12/19/2012,164273,2013
Defense,25572035,W912DS13C0035,,,9/15/2013,9/15/2013,113847.7969,2013
Defense,27875815,10,N6554013D0009,,12/2/2014,1/14/2015,65090,2015
Defense,25566305,W9123613C0013,,,4/30/2013,9/30/2013,2400192.309,2013
Defense,25889688,25,N6660412D1068,,10/26/2012,10/26/2012,249217.625,2013
Defense,25665265,2Y22,FA877104D0003,,10/30/2013,10/30/2013,54267,2014
Defense,25857119,53,N0003911D0030,,4/3/2013,4/3/2013,62343.0196,2013
Defense,10084196,1007,FA852711D0011,,4/3/2013,4/3/2013,25423,2013
Defense,19178904,JU04,N6247308D8603,,10/27/2011,10/27/2011,556874.125,2012
Defense,26326454,64,W912P809D0014,,1/8/2014,1/20/2014,446186.0313,2014
Defense,26433637,CK01,W912DY12D0015,,10/29/2013,3/17/2014,4508439,2014
Defense,26063100,D501,SPM2DV11D8003,,8/7/2013,8/7/2013,45978.3008,2013
Defense,25879000,2,N4523A12D0011,,1/21/2013,3/27/2013,54607.957,2013
Defense,24626301,58,W911QY09D0012,,9/6/2012,9/19/2012,1562145.09,2012
Defense,27908681,AS13,SPM2DV11D9210,,1/1/2014,1/8/2014,32687.0596,2014
Defense,10089619,107,FA860111D0009,,9/4/2012,9/4/2012,35950,2012
Defense,27165904,N0002414C6227,,,3/5/2014,6/6/2014,822914.2813,2014
Defense,25888480,13,N6554009D0026,,11/19/2014,2/18/2015,123641.041,2015
Defense,27411723,SPE7M814V0388,,,11/18/2013,11/18/2013,45342.3008,2014
Defense,28550168,151,W911RX12D0003,,3/6/2014,3/6/2014,41643,2014
Defense,28256982,24,W9127814D0029,,10/22/2014,10/22/2014,36744.8398,2015
Defense,17776714,W9124712F0024,GS35F0511T,,5/7/2012,5/7/2012,57282.2695,2012
Defense,21378987,X756,SPM20005D6552,,6/23/2011,6/23/2011,35481.6797,2011
Defense,2362369,HR001111C0139,,,12/7/2012,9/18/2013,97893780.03,2013
Defense,25379530,SPM5E413V1678,,,2/13/2013,2/13/2013,29190,2013
Defense,18175290,679,H9225409D0001,,4/22/2013,4/22/2013,33811.8008,2013
Defense,1421696,FA865011C7189,,,10/1/2013,8/12/2014,438281,2014
Defense,24798246,24,W912DY09D0036,,10/14/2011,10/14/2011,2905980,2012
Defense,10045124,5,FA810211D0003,,10/19/2011,10/19/2011,2993.04,2012
Defense,25441906,SPM7MC13M5822,,,4/10/2013,4/10/2013,91745,2013
Defense,18800544,HR18,N0017804D4016,,10/8/2012,10/8/2012,29786,2013
Defense,14365005,W911QY11F0090,GS07F5965P,,7/14/2011,7/14/2011,3022849.75,2011
Defense,25441530,SPM7MC13M5008,,,4/1/2013,4/1/2013,43728,2013
Defense,1264671,FA446010C0024,,,11/4/2010,3/28/2011,34600414.5,2011
Defense,24626678,3,W911QY10D0037,,3/7/2010,3/7/2010,53750,2010
Defense,19040603,35,N4008509D5344,,1/12/2011,1/12/2011,2988000,2011
Defense,28144577,DH01,W912QR14D0003,,6/27/2014,6/27/2014,43355,2014
Defense,18405737,2,HQ003411A0006,,9/1/2011,9/1/2011,1861530,2011
Defense,28056552,F874,SPM2DV11D8202,,2/20/2014,2/20/2014,61583.8203,2014
Defense,19342535,2,N6523611D3851,,9/8/2011,9/8/2011,42920,2011
Defense,4388360,SPM4A412M0052,,,10/18/2011,10/18/2011,33652,2012
Defense,24678482,12,W9123611D0029,,8/20/2012,8/20/2012,43626.5313,2012
Defense,3385077,N4008510C0028,,,10/29/2010,10/29/2010,60508,2011
Defense,7953196,W52H0911C0011,,,12/19/2011,12/19/2011,65241,2012
Defense,22348201,BGB2,SPM50004DBP10,,8/16/2010,8/16/2010,77402,2010
Defense,25156032,FA881013C0004,,,11/18/2014,11/18/2014,26214,2015
Defense,19004131,31,N4002508D8006,,3/19/2012,6/11/2012,317252.5196,2012
Defense,27869884,1,M6785414D4802,,11/30/2014,11/30/2014,391192,2015
Defense,4851744,SPM7L312M0023,,,2/5/2010,2/5/2010,217380.5938,2010
Defense,22419851,MGF5,SPM50005DBP06,,5/6/2012,5/6/2012,30000,2012
Defense,19073326,57,N5523611D0011,,2/17/2012,2/17/2012,43856,2012
Defense,27622075,76,FA460006D0003,,10/17/2014,1/30/2015,768386.0312,2015
Defense,18405739,1,HQ003411A0007,,12/12/2011,12/12/2011,982230,2012
Defense,28079137,BS74,SPM2DV11D0704,,7/18/2014,7/18/2014,55923.4805,2014
Defense,26410443,DQ80,SPM2DV11D2008,,9/26/2013,9/26/2013,28782.5996,2013
Defense,22286847,EYE3,SPM50002D0122,,9/30/2010,9/30/2010,86625,2010
Defense,26060284,CP52,SPM2DV11D7001,,7/25/2013,7/25/2013,27027.0498,2013
Defense,26390635,13,HQ023611D0001,,9/30/2013,9/30/2013,64089,2013
Defense,26433634,CK05,W912DY12D0013,,10/9/2013,10/9/2013,79287,2014
Defense,25233624,N0017313C6002,,,1/28/2013,2/7/2013,2059231,2013
Defense,8239383,W9126G11C0027,,,1/30/2012,1/30/2012,574858.8125,2012
Defense,27148312,FA910114M0004,,,7/17/2014,7/17/2014,44182,2014
Defense,18802889,FG02,N0017805D4463,,4/26/2011,8/29/2011,6092346.875,2011
Defense,24731983,463,W9127810D0043,,2/28/2013,8/26/2013,133558.9268,2013
Defense,21460473,A156,SPM2DV11D2026,,8/20/2012,8/20/2012,25214.8701,2012
Defense,26434052,8,W912GB10D0026,,10/14/2013,10/14/2013,51657.9805,2014
Defense,8048133,W9115111C0027,,,1/23/2012,1/23/2012,194929,2012
Defense,25656679,6,FA480012D0002,,9/9/2013,9/9/2013,415767,2013
Defense,21462955,A759,SPM2DV11D8203,,9/25/2012,9/25/2012,34926.8494,2012
Defense,25417243,SPM7M213M2042,,,2/19/2013,2/19/2013,53684,2013
Defense,19207383,JM01,N6258309D0131,,6/13/2012,7/26/2012,231584,2012
Defense,18201764,351,HC104705D4002,,9/10/2012,9/10/2012,81258,2012
Defense,18663727,48,N0001911G0001,,9/28/2012,9/28/2012,1631600,2012
Defense,24729981,13,W9127808D0074,,10/30/2013,10/30/2013,70624.3984,2014
Defense,26389650,396,HC104705D4002,,9/27/2013,9/27/2013,28700,2013
Defense,27726796,163,N4425512D7009,,11/14/2014,11/14/2014,47403,2015
Defense,20536815,1010,SP330010D0021,,1/7/2013,2/1/2013,366346,2013
Defense,4868824,SPM7L412C0043,,,4/11/2012,4/11/2012,636000,2012
Defense,17694459,W81XWH11F0135,GS35F0304M,,1/7/2013,3/28/2013,964942.0313,2013
Defense,25876561,14,N4008511D6632,,7/23/2013,7/23/2013,117965,2013
Defense,26319830,4,W912EK10D0003,,6/26/2013,6/26/2013,31428.6094,2013
Defense,2957975,N0001412C0162,,,5/4/2012,5/4/2012,64836,2012
Defense,26068080,AU29,SPM2DV11D9200,,10/16/2012,10/16/2012,37608.9499,2013
Defense,26040763,B090,SPM2DV11D0600,,10/4/2012,10/4/2012,25508.4004,2013
Defense,24601727,0C09,W90FYQ12D0006,,10/19/2012,10/19/2012,111668,2013
Defense,10092998,51,FA862011G4020,,9/14/2012,9/21/2012,11804367,2012
Defense,10097288,10,FA865011D5401,,11/28/2012,11/28/2012,81061.2031,2013
Defense,21458619,AL60,SPM2DV11D1008,,9/20/2012,9/20/2012,71832.5207,2012
Defense,24604897,5,W9113M10D0003,,9/9/2012,9/19/2012,4916970.076,2012
Defense,18804716,17,N0017809D3017,,1/26/2011,1/26/2011,674514,2011
Defense,25665318,R251,FA877104D0003,,10/19/2012,10/19/2012,245289,2013
Defense,8314201,W912DQ11C4042,,,10/31/2011,7/10/2012,30763039,2012
Defense,28261262,52,W31P4Q12D0025,,1/14/2013,1/14/2013,89999,2013
Defense,25857110,44,N0003911D0030,,7/22/2013,7/22/2013,26608.2891,2013
Defense,27671057,12,FA462012DB003,,10/17/2014,10/31/2014,391415,2015
Defense,28271261,7,W9128A11D0012,,1/6/2015,1/6/2015,2906000,2015
Defense,27896279,38,N6247311D0021,,1/1/2015,1/1/2015,1692050,2015
Defense,26316050,15,W9128F10D0014,,3/29/2014,3/29/2014,44631,2014
Defense,26435566,5,W912PL11D0052,,10/1/2013,11/4/2013,872476,2014
Defense,28518086,F729,SPM2DV11D8202,,2/11/2014,2/11/2014,32261.2498,2014
Defense,8490264,W912QR12C0033,,,9/27/2012,9/27/2012,5089525,2012
Defense,25168722,HDTRA113C0004,,,10/1/2012,10/1/2012,1323596,2013
Defense,62905710,W31P4Q15C0039,,,12/17/2014,1/29/2015,451286.2031,2015
Defense,10093080,1209,FA862011G4026,,11/21/2012,8/2/2013,244616.752,2013
Defense,25559463,W900KK13C0010,,,11/29/2013,5/27/2014,1150147,2014
Defense,25155658,FA875013C0053,,,4/3/2013,4/3/2013,498798,2013
Defense,26411897,F081,SPM2DV11D8202,,9/18/2013,9/19/2013,42073.6902,2013
Defense,18800645,7F01,N0017804D4024,,9/15/2008,9/15/2008,1331625,2008
Defense,28004636,CC75,SPM2DV11D2004,,11/8/2013,11/8/2013,30585.4801,2014
Defense,26063731,C428,SPM2DV11D8202,,12/19/2012,12/19/2012,29022.0198,2013
Defense,25665092,1,FA875013D0091,,12/27/2012,9/30/2013,145010627,2013
Defense,8348572,W912HQ11C0050,,,4/12/2013,4/22/2013,1029128,2013
Defense,21463421,AR12,SPM2DV11D9001,,9/18/2012,9/18/2012,156744.3243,2012
Defense,5149372,SPM7MB11M1780,,,10/6/2011,10/6/2011,30066,2012
Defense,25919394,240,SP070099D0301,,10/28/2014,11/19/2014,241852.0019,2015
Defense,2961726,N0001912C0010,,,5/3/2012,9/30/2012,1997771.57,2012
Defense,24502169,44,W15P7T06DE401,,6/26/2012,6/26/2012,2000000,2012
Defense,22781416,Y8Q3,SPRPA111G001Y,,1/3/2013,1/3/2013,1701240,2013
Defense,1421651,FA865011C7125,,,10/3/2012,10/31/2012,299214.5996,2013
Defense,28272977,17,W9127814D0030,,10/6/2014,11/24/2014,528766,2015
Defense,19012348,531,N4008008D0306,,9/6/2011,9/6/2011,75773.0976,2011
Defense,8076468,W911QX12C0039,,,5/25/2012,6/13/2012,753343,2012
Defense,28049807,A788,SPM2DV11D2011,,5/5/2014,5/5/2014,32819.1602,2014
Defense,25801633,873,H9225409D0001,,8/16/2013,8/16/2013,108791,2013
Defense,4828206,SPM7L211V5582,,,7/21/2011,7/21/2011,37193.2813,2011
Defense,2362459,HR001112C0088,,,10/26/2012,8/31/2013,64735,2013
Defense,25877079,5,N4008512D7007,,7/30/2013,7/30/2013,319816.125,2013
Defense,21379161,Y203,SPM20005D6552,,7/18/2011,7/18/2011,36024.8086,2011
Defense,25865730,6,N0018913DZ001,,2/22/2013,2/22/2013,109492.5078,2013
Defense,22286387,EKV1,SPM50002D0122,,4/14/2010,4/14/2010,72000,2010
Defense,27809453,27,N6523612D4132,,2/3/2014,2/3/2014,76558,2014
Defense,8024561,W900KK12C0020,,,11/28/2012,11/28/2012,31560,2013
Defense,18686263,FG14,N0002407G5438,,10/20/2011,5/22/2012,1160322.869,2012
Defense,24721487,33,W9126G09D0087,,9/19/2011,9/19/2011,27591,2011
Defense,25464737,SPRPA113CZ088,,,10/29/2013,10/29/2013,1214298.445,2014
Defense,18801858,FY01,N0017804D4119,,11/20/2012,11/20/2012,2707143.625,2013
Defense,28206413,2,W9127814D0086,,11/18/2014,12/4/2014,262674,2015
Defense,25875698,87,N4008509D5344,,8/28/2013,8/28/2013,85500,2013
Defense,19044451,5,N4008511D5025,,9/19/2012,9/19/2012,66397.9063,2012
Defense,25581718,W912QR13C0012,,,1/10/2014,8/29/2014,112686921.1,2014
Defense,28002797,E679,SPM2DV11D1022,,7/24/2014,7/24/2014,1207.8,2014
Defense,24826779,805,W912HZ09D0003,,3/30/2011,3/30/2011,69400,2011
Defense,19532296,HC102812F0058,NNG07DA18B,,12/16/2011,12/16/2011,125966.7031,2012
Defense,27837535,72,N0018911D0009,,4/30/2014,4/30/2014,161467.3594,2014
Defense,27771014,FA481414FA043,GS35F0265X,,2/14/2014,2/14/2014,81219.6016,2014
Defense,18405743,5,HQ003411A0007,,8/22/2013,8/22/2013,85000,2013
Defense,28215107,12,W912P711D0002,,10/27/2014,10/27/2014,149016,2015
Defense,25727761,FA308913F0053,GS10F0188M,,4/25/2014,9/10/2014,285154.0859,2014
Defense,24826818,844,W912HZ09D0003,,5/9/2011,5/9/2011,99015.2109,2011
Defense,27655409,17,HC104714D0001,,10/9/2014,10/9/2014,138593,2015
Defense,28486614,GT27,N0018913D0023,,8/13/2014,8/13/2014,297134.7813,2014
Defense,27850762,9,N4008013D3512,,6/6/2014,6/6/2014,82250,2014
Defense,19012483,669,N4008008D0306,,9/5/2012,9/14/2012,285418.7188,2012
Defense,22781119,Y84N,SPRPA111G001Y,,10/21/2011,10/21/2011,1365232,2012
Defense,28269881,3,W911QY13D0068,,1/30/2015,1/30/2015,1000,2015
Defense,20433366,715,SP070000D3180,,9/29/2011,9/29/2011,2752647,2011
Defense,28426771,SPE8E814M0093,,,11/18/2013,11/18/2013,97580.7031,2014
Defense,19207608,22,N6258310D0409,,4/18/2013,4/18/2013,226746,2013
Defense,25321618,SPE4A513V0080,,,10/23/2012,10/23/2012,30480,2013
Defense,27804745,28,N0042114D0002,,4/8/2014,4/9/2014,162034.4609,2014
Defense,10000145,167,FA480110D0001,,10/24/2012,10/24/2012,103229.5625,2013
Defense,4413945,SPM4A511MF052,,,6/21/2011,6/21/2011,73442.3984,2011
Defense,21462624,A392,SPM2DV11D8202,,7/27/2012,7/27/2012,27071.5001,2012
Defense,24511065,2,W15QKN10D0025,,3/8/2011,3/8/2011,60979.5,2011
Defense,25893696,8,N6945012D0037,,1/2/2014,1/2/2014,79914,2014
Defense,27835163,FK07,N0017804D4024,,6/2/2009,6/2/2009,2426620,2009
Defense,10042302,5S01,FA805312D0041,,3/19/2012,3/19/2012,163033.6015,2012
Defense,4847820,SPM7L311C0194,,,4/20/2011,4/20/2011,478690.8125,2011
Defense,27929681,802,SP070000D3180,,10/10/2014,2/10/2015,391028.8535,2015
Defense,18836916,34,N0018905D0047,,1/18/2011,1/18/2011,194561.3906,2011
Defense,21333828,B274,SPM20005D6319,,4/27/2011,4/27/2011,29839.5,2011
Defense,27978371,FC16,SPM2DV11D1008,,5/30/2014,5/30/2014,28032.2402,2014
Defense,25364731,SPE7M813V0254,,,6/21/2013,6/21/2013,42210,2013
Defense,26431490,655,W9124D08D0045,,10/8/2013,11/8/2013,265813.168,2014
Defense,22418376,KAF3,SPM50005DBP06,,3/8/2011,3/8/2011,37560.9805,2011
Defense,5105586,SPM7M811M3826,,,6/8/2011,6/8/2011,70056,2011
Defense,2961758,N0001912C0113,,,10/22/2012,3/27/2013,3136537.02,2013
Defense,24791321,22,W912DR10D0019,,12/8/2011,6/28/2012,925906,2012
Defense,24526300,48,W31P4Q10D0092,,9/14/2012,9/14/2012,68000,2012
Defense,27591874,3,FA461014D0003,,5/9/2014,5/9/2014,29555,2014
Defense,24715255,1022,W9126006D0005,,10/9/2013,12/9/2013,2918420.857,2014
Defense,2956784,N0001410C0517,,,3/2/2011,3/2/2011,55000,2011
Defense,25804842,5,HC102812D0021,,6/17/2013,6/17/2013,130000,2013
Defense,3350078,N0042111P0664,,,8/26/2011,8/26/2011,106392,2011
Defense,22287355,FPA1,SPM50002D0122,,6/17/2011,6/17/2011,28735.3398,2011
Defense,21464050,A006,SPM2DV11D9200,,6/28/2012,6/28/2012,105919.3694,2012
Defense,27295067,SPE7MC14MA713,,,10/2/2014,10/2/2014,57618,2015
Defense,24715277,1208,W9126006D0005,,1/3/2013,3/11/2013,448278.1015,2013
Defense,27854664,KB03,N6247809D4019,,7/24/2014,8/5/2014,7273265.676,2014
Defense,25570671,W912BU13C0015,,,5/16/2013,5/16/2013,1635322,2013
Defense,25864509,306,N0018910DZ009,,10/25/2013,10/25/2013,50127,2014
Defense,8266190,W912BU11C0025,,,8/26/2011,9/12/2011,63209010,2011
Defense,19385318,2,N6660412D2130,,4/15/2013,4/15/2013,128100,2013
Defense,27726801,197,N4425512D7009,,10/30/2014,10/30/2014,120653,2015
Defense,28490016,161,N6600112D0156,,2/21/2014,2/21/2014,603959.1875,2014
Defense,25379816,SPM5E413V3426,,,5/2/2013,5/2/2013,52812.4102,2013
Defense,4480011,SPM4A611MNF69,,,6/12/2008,6/12/2008,102695,2008
Defense,22288101,GNJ1,SPM50002D0122,,9/28/2012,9/28/2012,727055,2012
Defense,21460284,AH41,SPM2DV11D2007,,9/27/2012,9/27/2012,25754.0801,2012
Defense,4350790,SPM3SE12M0084,,,11/30/2011,11/30/2011,49162.5,2012
Defense,28132148,1005,SPRMM112G1000,,10/10/2014,10/10/2014,32046.5996,2015
Defense,27463174,SPE7MC14V0046,,,10/3/2013,10/3/2013,25432,2014
Defense,27669973,173,FA447910D0003,,11/13/2014,11/13/2014,213766,2015
Defense,10096848,14,FA865009D3900,,1/10/2012,4/30/2012,4324432.969,2012
