"","Fiscal.Year","Customer","SubCustomer","SubCustomer.component","SubCustomer.sum","SubCustomer.detail","PlatformPortfolio","PlatformPortfolio.sum","ProductServiceOrRnDarea","ServicesCategory.sum","ProductOrServiceCode","ProductOrServiceCodeText","Obligation.2014"
"8304",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","ERS","Services (Non-R&D)","J059","MAINT-REP OF ELECT-ELCT EQ",5.48804026050918e-06
"8305",2004-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.00255524537607891
"8306",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","7105","HOUSEHOLD FURNITURE",6.2400190680491e-06
"8307",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Ships & Submarines","Ships & Submarines","Ships","Products (All)","1940","SMALL CRAFT",0.000898836589698046
"8308",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D313","COMPUTER AIDED DESGN/MFG SVCS",2.24866785079929e-05
"8309",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5855","NIGHT VISION EQ",0.0106613439905269
"8310",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J066","MAINT-REP OF INSTRUMENTS & LAB EQ",0.000208346556147622
"8311",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2520","VEH POWER TRANSMISSION COMPONENTS",0.00118589996052891
"8312",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Missile and Space Systems","Missile and Space Systems","Missiles & Space","Products (All)","1420","GUIDED MISSILE COMPONENTS",3.84670416419972e-06
"8313",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Aircraft and Drones","Aircraft and Drones","Engines & Power Plants","Products (All)","2840","GAS TURBINES & JET ENGINES AIRCRAFT",0.00606937913953029
"8314",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","5826","RADIO NAVIGATION EQ AIR",0
"8315",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","8145","SPECIAL SHIPPING & STORAGE CONTAIN",0
"8316",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",0
"8317",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Missile and Space Systems","Missile and Space Systems","Missiles & Space","Products (All)","1450","GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT",-1.4801657785672e-06
"8318",2015-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2590","MISCELLANEOUS VEHICULAR COMPONENTS",0.000275039826327215
"8319",2003-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","ERS","Services (Non-R&D)","V112","MOTOR FREIGHT",3.16335568771353e-06
"8320",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","4810","VALVES, POWERED",2.30959542135386e-05
"8321",2015-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","FRS&C","Services (Non-R&D)","Z2MD","REPAIR OR ALTERATION OF EPG FACILITIES - HYDRO",0.000489236234458259
"8322",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5930","SWITCHES",0.00117486565028617
"8323",2004-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5825","RADIO NAVIGATION EQ - EXCEPT AIR",3.56374845869297e-05
"8324",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","9540","STRUCTURAL SHAPES NONFERROUS METAL",2.29011150582199e-05
"8325",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS",0.000108232188671798
"8326",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4330","CENTRIFUGALS SEPARATORS & FILTERS",0.000389486323268206
"8327",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2590","MISCELLANEOUS VEHICULAR COMPONENTS",0.000936060676929149
"8328",2003-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D301","ADP FACILITY MANAGEMENT",0.0035278362647096
"8329",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7021","ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL",6.31142687981054e-06
"8330",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R410","SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT",0.000315531872903098
"8331",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","4910","MOTOR VEHICLE MAINT EQ",4.07779553976712e-05
"8332",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6150","MISC ELECTRIC POWER & DISTRIB EQ",0
"8333",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1710","AIRCRAFT LANDING EQUIPMENT",0.000355448657983027
"8334",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Engines & Power Plants","Products (All)","6620","ENGINE INSTRUMENTS",9.34391849220446e-05
"8335",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5935","CONNECTORS, ELECTRICAL",7.55436155516084e-05
"8336",2015-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2541","VEH ACCESSORY/WEAPONS SYS SPECIFIC",-0.0032830447404776
"8337",2003-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","7220","FLOOR COVERINGS",3.19498924459066e-06
"8338",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Ships & Submarines","Ships & Submarines","Basic Research (6.1)","R&D","AC31","DEFENSE SHIPS (BASIC)",0.000130106687483737
"8339",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5961","SEMI CONDUCTOR DEVICES",1.45346204266476e-05
"8340",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2990","MISC ENGINE ACCESSORIES - NONAIR",4.19722715610815e-05
"8341",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Ships & Submarines","Ships & Submarines","Ships","Products (All)","2090","MISC SHIP & MARINE EQ",0.000428126307479771
"8342",2015-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5845","UNDERWATER SOUND EQUIPMENT",8.58496151568976e-06
"8343",2007-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5995","CABLE CORD WIRE ASSEMBLY - COMM EQ",-4.56280166124144e-06
"8344",2010-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","8115","BOXES, CARTONS, AND CRATES",7.71754385964912e-05
"8345",2003-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5985","ANTENNAS WAVEGUIDES & RELATED EQ",0.00036495634569151
"8346",2004-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5805","TELEPHONE AND TELEGRAPH EQUIPMENT",4.00678175092478e-05
"8347",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING",-1.42300177619893e-05
"8348",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Services","Other","ERS","Services (Non-R&D)","J028","MAINT-REP OF ENGINES & TURBINES",-1.71179100059207e-05
"8349",2004-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1660","AIRCRAFT AIR CONDITION HEATING EQ",0.000530078914919852
"8350",2015-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Clothing & Subsistence","Products (All)","8315","NOTIONS AND APPAREL FINDINGS",4.6901519636866e-08
"8351",2015-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5950","COILS AND TRANSFORMERS",2.29938819814486e-05
"8352",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R699","OTHER ADMINISTRATIVE SUPPORT SVCS",0.00011101243339254
"8353",2015-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","MED","Services (Non-R&D)","Q999","MEDICAL- OTHER",8.0294059601342e-06
"8354",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other Services","Other","ERS","Services (Non-R&D)","J016","MAINT-REP OF AIRCRAFT COMPONENTS",1.17229129662522e-05
"8355",2004-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Engines & Power Plants","Products (All)","2840","GAS TURBINES & JET ENGINES AIRCRAFT",0.00991512330456227
"8356",2003-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1620","AIRCRAFT LANDING GEAR COMPONENTS",0.000234066810072124
"8357",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1620","AIRCRAFT LANDING GEAR COMPONENTS",1.08545490428261e-05
"8358",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1370","PYROTECHNICS",0.00337326323268206
"8359",2015-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","J070","MAINT-REP OF ADP EQ & SUPPLIES",8.09157292283402e-05
"8360",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","7290","MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES",6.42984014209591e-06
"8361",2010-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1310","AMMUNITION, OVER 30 MM UP TO 75 MM",0.0173187065682499
"8362",2011-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D304","ADP SVCS/TELECOMM & TRANSMISSION",4.19639110365086e-06
"8363",2004-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5998","ELE ASSEMB-BDS CARDS-ASSOC HARDWARE",0.00103087422934649
"8364",2010-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","ERS","Services (Non-R&D)","N059","INSTALL OF ELECT-ELCT EQ",0.00033727000427899
"8365",2004-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS",2.47829839704069e-05
"8366",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Products","Other","Other","Products (All)","6910","TRAINING AIDS",0
"8367",2005-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Products","Other","Other","Products (All)","5350","ABRASIVE MATERIALS",3.24013824335598e-05
"8368",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6350","MISC ALARM, SIGNAL, SEC SYSTEMS",4.85817248865206e-05
"8369",2003-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","7105","HOUSEHOLD FURNITURE",7.00999620397318e-05
"8370",2015-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","3590","MISC SERVICE & TRADE EQ",0
"8371",2015-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1660","AIRCRAFT AIR CONDITION HEATING EQ",0.000772378606670614
"8372",2010-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7020","ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), ANALOG",9.08344030808729e-05
"8373",2015-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J038","MAINT-REP OF CONTRUCT EQ",1.27787645549635e-05
"8374",2015-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D311","ADP DATA CONVERSION SERVICES",3.64657588316558e-06
"8375",2004-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5960","ELECTRON TUBES & ASSOC HARDWARE",0.0011403205918619
"8376",2010-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Products","Other","Other","Products (All)","6850","MISCELLANEOUS CHEMICAL SPECIALTIES",5.15083440308087e-05
"8377",2003-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5930","SWITCHES",0.000484190813615083
"8378",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","6635","PHYSICAL PROPERTIES TEST EQ",0.000111099454469157
"8379",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","FRS&C","Services (Non-R&D)","Z2AZ","REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS",0
"8380",2003-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","FRS&C","Services (Non-R&D)","Y142","CONSTRUCT/LABORATORIES & CLINICS",0.000151841073010249
"8381",2003-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1395","MISCELLANEOUS AMMUNITION",0.000204055421991649
"8382",2003-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U012","EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING",0.000242835632038466
"8383",2003-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","PAMS","Services (Non-R&D)","C219","ARCHITECT AND ENGINEERING- GENERAL: OTHER",0.000113311400733899
