fiscal_year,Customer,SubCustomer,CanadaSector,IsSubcontractReportingContract,obligatedAmount,numberOfActions,NumberOfContracts
1995,Defense,Navy,Other Services,0,1298761610.0000,4461,1237
1995,Defense,Other DoD,Land,0,9545276.0000,18,14
1995,Defense,Other DoD,Other Products,0,41908907.0000,220,86
1995,Defense,Other DoD,Sea,0,23462815.0000,13,11
1995,Defense,Other DoD,Space,0,262775.0000,3,1
1995,Other Agencies,NULL,Other Products,0,1334137729.0000,17967,426
1996,Defense,Air Force,Air,0,17272453441.0000,11545,4571
1996,Defense,Air Force,Space,0,1142173569.0000,468,100
1996,Defense,Army,"Weapons, Ammunition and Missiles",0,5156059245.0000,3508,1578
1996,Defense,DLA,"Weapons, Ammunition and Missiles",0,18731291.0000,211,178
1996,Defense,MilitaryHealth,"Other Facilities, Construction, Manufacturing and Testing",0,4607760.0000,6,2
1996,Defense,Navy,Land,0,123725459.0000,414,273
1996,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",0,154575688.0000,828,440
1996,Other Agencies,NULL,Other R&D and Knowledge Based,0,960377.0000,12,6
1996,Other Agencies,NULL,"Weapons, Ammunition and Missiles",0,30421.0000,1,1
1997,Defense,Air Force,Sea,0,3573754.0000,34,28
1997,Defense,MDA,Other R&D and Knowledge Based,0,387225520.0000,330,86
1997,Defense,MilitaryHealth,C4ISR,0,726898.0000,12,12
1997,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",0,5096060669.0000,17863,7501
1997,Defense,Navy,Other Services,0,1124348952.0000,4047,1442
1997,Defense,Other DoD,C4ISR,0,1947063125.0000,7378,1326
1997,Defense,Other DoD,Land,0,1826589.0000,29,24
1997,Defense,Other DoD,Space,0,-609120.0000,7,4
1998,Defense,Air Force,Air,0,12888915442.0000,11204,4298
1998,Defense,Air Force,Other Services,0,807783693.0000,1114,603
1998,Defense,Army,"Weapons, Ammunition and Missiles",0,4953943196.0000,3824,1532
1998,Defense,DLA,"Weapons, Ammunition and Missiles",0,23446552.0000,366,339
1998,Defense,MilitaryHealth,"Other Facilities, Construction, Manufacturing and Testing",0,-66702.0000,1,1
1998,Defense,MilitaryHealth,Other R&D and Knowledge Based,0,22836724.0000,26,9
1998,Defense,Navy,Space,0,248114137.0000,75,14
1998,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",0,230353688.0000,986,519
1998,Defense,Other DoD,"Weapons, Ammunition and Missiles",0,5756744.0000,16,14
1999,Defense,Air Force,Land,0,172492894.0000,515,333
1999,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",0,5101316892.0000,18045,6808
1999,Defense,Navy,Sea,0,8551868182.0000,10227,2882
1999,Defense,Other DoD,Air,0,127374042.0000,211,129
1999,Defense,Other DoD,C4ISR,0,2486984020.0000,7543,1620
1999,Defense,Other DoD,Land,0,10680529.0000,37,25
2000,Defense,Air Force,Other Services,0,297992105.0000,1224,956
1995,Defense,Army,Air,0,2644249858.0000,2139,1171
1995,Defense,Army,Space,0,5149.0000,5,4
1995,Defense,Army,"Weapons, Ammunition and Missiles",0,4750771518.0000,3168,1317
1995,Defense,DLA,Air,0,298255032.0000,2766,1756
1995,Defense,MilitaryHealth,Other R&D and Knowledge Based,0,-44198856.0000,34,10
1995,Defense,Navy,Other R&D and Knowledge Based,0,2506698086.0000,9210,2962
1995,Defense,Other DoD,"Weapons, Ammunition and Missiles",0,1661332.0000,6,5
1996,Defense,Air Force,NULL,0,841834.0000,14,11
1996,Defense,Air Force,Land,0,150459697.0000,448,282
1996,Defense,Air Force,Other R&D and Knowledge Based,0,2410408790.0000,5509,2312
1996,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",0,8960769350.0000,34504,14786
1996,Defense,Army,Sea,0,272542384.0000,409,289
1996,Defense,DLA,Sea,0,96138807.0000,961,749
1996,Defense,Other DoD,Air,0,45974888.0000,131,77
1996,Defense,Other DoD,Other Products,0,80944723.0000,244,96
1996,Defense,Other DoD,Sea,0,33684516.0000,33,25
1996,Other Agencies,NULL,C4ISR,0,8892808.0000,79,30
1997,Defense,Air Force,Other Products,0,2756997940.0000,3841,924
1997,Defense,Army,Air,0,1868998047.0000,1687,898
1997,Defense,DLA,Air,0,625518840.0000,6890,4226
1997,Defense,MilitaryHealth,Other R&D and Knowledge Based,0,-1361020.0000,25,14
1997,Defense,Other DoD,"Weapons, Ammunition and Missiles",0,18327314.0000,10,9
1998,Defense,Air Force,NULL,0,1383985.0000,12,10
1998,Defense,Air Force,Other R&D and Knowledge Based,0,2662571453.0000,5466,2268
1998,Defense,Army,NULL,0,1157998.0000,3,2
1998,Defense,Army,Land,0,2343360079.0000,2647,1584
1998,Defense,DLA,NULL,0,11247923.0000,150,141
1998,Defense,DLA,Land,0,501085019.0000,2268,1295
1998,Defense,Navy,C4ISR,0,7383379542.0000,22593,6376
1998,Defense,Navy,Other Services,0,1011390901.0000,3839,1380
1998,Defense,Other DoD,Other Products,0,171624913.0000,397,147
1998,Defense,Other DoD,Sea,0,65959956.0000,49,20
1998,Other Agencies,NULL,C4ISR,0,6200272.0000,91,15
1998,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,126333493.0000,531,314
1998,Other Agencies,NULL,Other Services,0,30000.0000,1,1
1999,Defense,Army,Air,0,2823995343.0000,2221,1061
1999,Defense,Army,Other Products,0,739766617.0000,3325,2038
1999,Defense,DLA,Other Products,0,4724813932.0000,20345,4196
2000,Defense,Air Force,Other R&D and Knowledge Based,0,2710011457.0000,5463,3372
2000,Defense,Army,NULL,0,9137571.5900,133,130
2000,Defense,Army,Land,0,2656255938.4200,1944,1730
2000,Defense,Army,Other R&D and Knowledge Based,0,3436802713.1500,10168,7316
2000,Defense,DLA,NULL,0,25055840.0000,249,250
2000,Defense,DLA,Land,0,602984437.0000,2215,2266
2000,Defense,DLA,Other R&D and Knowledge Based,0,246886347.0000,933,583
2000,Defense,MDA,Other R&D and Knowledge Based,0,1368107426.0000,393,262
2000,Defense,MilitaryHealth,C4ISR,0,939214.0000,2,2
2000,Defense,MilitaryHealth,Other Services,0,1366839732.0000,155,16
2000,Defense,Navy,C4ISR,0,9863783179.7400,27395,20876
2000,Defense,Navy,Other Services,0,870933908.0000,3918,3081
1995,Defense,DLA,Sea,0,74250819.0000,816,656
1995,Defense,Other DoD,Air,0,27608094.0000,33,14
1995,Defense,Other DoD,C4ISR,0,1811135322.0000,6478,1012
1995,Other Agencies,NULL,C4ISR,0,19181177.0000,94,47
1995,Other Agencies,NULL,Other Services,0,476479.0000,7,7
1996,Defense,Air Force,Other Products,0,3106497514.0000,4611,1050
1996,Defense,Army,Air,0,2497528953.0000,2218,1172
1996,Defense,Army,Space,0,396100.0000,3,2
1996,Defense,DLA,Air,0,411677535.0000,4786,2991
1996,Defense,MilitaryHealth,Other R&D and Knowledge Based,0,3530196.0000,21,7
1996,Defense,Other DoD,"Weapons, Ammunition and Missiles",0,30449426.0000,18,13
1997,Defense,Air Force,NULL,0,1937578.0000,14,11
1997,Defense,Air Force,Land,0,129500269.0000,493,272
1997,Defense,Air Force,Other R&D and Knowledge Based,0,2287243460.0000,5428,2387
1997,Defense,Army,Land,0,3040820552.0000,2995,1770
1997,Defense,Army,Sea,0,98107919.0000,383,262
1997,Defense,DLA,NULL,0,21801676.0000,300,249
1997,Defense,DLA,Land,0,561521884.0000,2331,1357
1997,Defense,DLA,Sea,0,78647800.0000,823,625
1997,Defense,Other DoD,Air,0,68067118.0000,122,67
1997,Defense,Other DoD,Other Products,0,73837227.0000,293,164
1997,Defense,Other DoD,Sea,0,43190615.0000,52,16
1997,Other Agencies,NULL,C4ISR,0,11313461.0000,105,16
1998,Defense,Air Force,Other Products,0,2261847599.0000,3499,912
1998,Defense,Army,Air,0,2448272725.0000,2094,1006
1998,Defense,Army,Other Products,0,581280149.0000,3143,1981
1998,Defense,DLA,Air,0,760133696.0000,8291,5222
1998,Defense,DLA,Other Products,0,4989552423.0000,18413,4501
1999,Defense,Air Force,Other R&D and Knowledge Based,0,2828298017.0000,5738,2227
1999,Defense,Army,NULL,0,1996927.0000,7,5
1999,Defense,Army,Land,0,2909748353.0000,2971,1685
1999,Defense,DLA,NULL,0,27129390.0000,275,253
1999,Defense,DLA,Land,0,511458330.0000,2334,1485
1999,Defense,DLA,Other R&D and Knowledge Based,0,155658336.0000,685,107
1999,Defense,MDA,Other R&D and Knowledge Based,0,921790848.0000,533,74
1999,Defense,MilitaryHealth,C4ISR,0,310573.0000,22,11
1999,Defense,MilitaryHealth,Other Services,0,2683326566.0000,366,27
1999,Defense,Navy,C4ISR,0,8003906007.0000,26067,6919
1999,Defense,Navy,Other Services,0,1043230089.0000,3764,1300
1999,Defense,Other DoD,Other Products,0,311282305.0000,636,268
1999,Defense,Other DoD,Sea,0,31423714.0000,40,23
1999,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",0,1378437222.4000,1,1
1999,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,114282149.0000,642,335
2000,Defense,Army,Other Products,0,599750521.0000,2814,2534
2000,Defense,DLA,Other Products,0,6216282280.0000,22443,22942
2000,Defense,Navy,"Weapons, Ammunition and Missiles",0,2976504275.3900,2003,1191
2000,DHS,COAST GUARD,Land,0,0.0000,NULL,1
2000,DHS,COAST GUARD,Sea,0,2725.5000,1,1
2000,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",0,18459663809.4700,1696,793
2000,Energy,Energy,Sea,0,420756130.0000,47,12
2000,GSA,GSA,C4ISR,0,4534339113.6611,15599,12129
1995,Defense,Other DoD,Other Services,0,130916197.0000,131,92
1995,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,89585479.0000,388,241
1995,Other Agencies,NULL,Other R&D and Knowledge Based,0,4950068.0000,12,3
1996,Defense,Air Force,"Weapons, Ammunition and Missiles",0,2555232333.0000,1980,752
1996,Defense,Army,Other Products,0,560063092.0000,3431,2145
1996,Defense,DLA,Other Products,0,5397383683.0000,15594,5923
1996,Defense,Navy,Other R&D and Knowledge Based,0,2452298879.0000,9612,3150
1996,Defense,Navy,Other Services,0,1112015985.0000,3747,1195
1997,Defense,Air Force,Space,0,1334449076.0000,363,85
1997,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",0,9616309718.0000,34995,15125
1997,Defense,Army,Other R&D and Knowledge Based,0,3176984003.0000,9817,4102
1997,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",0,428003735.0000,2809,1728
1997,Defense,DLA,Other R&D and Knowledge Based,0,82994518.0000,441,92
1997,Defense,MilitaryHealth,Other Services,0,1859745709.0000,285,34
1997,Defense,Navy,C4ISR,0,7291645652.0000,21445,6358
1998,Defense,Air Force,C4ISR,0,6816373169.0000,15702,4217
1998,Defense,Air Force,Land,0,164216843.0000,436,265
1998,Defense,Air Force,Sea,0,13301545.0000,46,37
1998,Defense,MDA,Other R&D and Knowledge Based,0,537404878.0000,516,77
1998,Defense,MilitaryHealth,C4ISR,0,1069849.0000,17,12
1998,Defense,Navy,"Weapons, Ammunition and Missiles",0,3322054924.0000,1960,697
1998,Defense,Other DoD,C4ISR,0,2304887275.0000,7207,1553
1998,Defense,Other DoD,Land,0,3450736.0000,39,22
1998,Defense,Other DoD,Space,0,992429.0000,6,4
1999,Defense,Air Force,NULL,0,1010992.0000,6,4
1999,Defense,Air Force,Air,0,15178015086.0000,11398,4450
1999,Defense,Army,"Weapons, Ammunition and Missiles",0,5070441938.0000,3734,1425
1999,Defense,Navy,Space,0,188923134.0000,82,22
1999,Defense,Other DoD,"Weapons, Ammunition and Missiles",0,4914077.0000,25,9
1999,Other Agencies,NULL,C4ISR,0,7274631.0000,65,13
1999,Other Agencies,NULL,Land,0,375754.0000,6,6
2000,Defense,NULL,C4ISR,0,0.0000,NULL,1
2000,Defense,Air Force,Other Products,0,982094997.0000,2479,1076
2000,Defense,Army,Space,0,9967933.0000,3,4
2000,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",0,4958180390.8600,34897,26107
2000,Defense,Navy,Sea,0,9718513700.0000,14945,6439
2000,Defense,Other DoD,NULL,0,2213101.0000,11,10
2000,Defense,Other DoD,Air,0,118188532.0000,185,165
2000,DHS,COAST GUARD,"Other Facilities, Construction, Manufacturing and Testing",0,1185000.0000,17,11
2000,DHS,COAST GUARD,Other R&D and Knowledge Based,0,0.0000,1,2
2000,DHS,FEMA,Land,0,6193000.0000,17,15
2000,Energy,Energy,C4ISR,0,347507519.7500,2120,1075
2000,Energy,Energy,Land,0,11252000.0000,25,17
2000,NASA,NASA,Land,0,6450000.0000,35,23
2000,NASA,NASA,"Weapons, Ammunition and Missiles",0,5971000.0000,41,16
2000,Other Agencies,Agriculture,"Other Facilities, Construction, Manufacturing and Testing",0,363929955.2000,4787,3938
2000,Other Agencies,All other Customers,C4ISR,0,431243000.0000,1699,1410
1997,Defense,Army,C4ISR,0,6362543429.0000,19623,6155
1997,Defense,Army,Other Services,0,1273349245.0000,4206,1733
1997,Defense,DLA,C4ISR,0,430949178.0000,3997,3007
1997,Defense,DLA,Other Services,0,25758767.0000,55,42
1997,Defense,Navy,Air,0,7238829491.0000,4463,1835
1997,Defense,Navy,Land,0,224789681.0000,428,287
1997,Defense,Navy,Sea,0,8347275619.0000,9334,2728
1997,Defense,Other DoD,Other R&D and Knowledge Based,0,782600386.0000,1940,800
1997,Other Agencies,NULL,Other Products,0,1100231812.0000,19559,541
1998,Defense,Air Force,"Other Facilities, Construction, Manufacturing and Testing",0,3588786856.0000,15360,6332
1998,Defense,Army,C4ISR,0,5816132212.0000,18732,5463
1998,Defense,DLA,C4ISR,0,480622383.0000,4424,3237
1998,Defense,MDA,C4ISR,0,2668646.0000,12,11
1998,Defense,MilitaryHealth,Sea,0,153021.0000,1,1
1998,Defense,Navy,NULL,0,13206338.0000,110,14
1998,Defense,Navy,Air,0,8354100704.0000,5024,1870
1998,Defense,Navy,Other Products,0,292071725.0000,2403,1059
1998,Defense,Other DoD,Other Services,0,151286975.0000,219,151
1998,Other Agencies,NULL,Other Products,0,1029400536.0000,18120,504
1998,Other Agencies,NULL,Other R&D and Knowledge Based,0,4784860.0000,20,16
1999,Defense,Air Force,"Weapons, Ammunition and Missiles",0,3360538930.0000,2068,721
1999,Defense,DLA,"Weapons, Ammunition and Missiles",0,20946392.0000,317,254
1999,Defense,MDA,C4ISR,0,4071894.0000,10,9
1999,Defense,Navy,Other Products,0,330750385.0000,2077,1275
1999,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",0,345274383.0000,1335,616
1999,Defense,Other DoD,Other Services,0,155100528.0000,211,128
1999,Other Agencies,NULL,Other R&D and Knowledge Based,0,1394366.0000,16,9
2000,Defense,Air Force,Space,0,1409428080.0000,394,110
2000,Defense,Air Force,"Weapons, Ammunition and Missiles",0,3902558120.0000,2281,1089
2000,Defense,Army,Other Services,0,2406926801.1200,4250,3374
2000,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",0,467483279.9100,2623,2545
2000,Defense,DLA,Other Services,0,18747108.0000,57,51
2000,Defense,Navy,Land,0,270678450.9800,587,507
2000,Defense,Navy,Other R&D and Knowledge Based,0,3456120486.9500,12844,8578
2000,DHS,COAST GUARD,C4ISR,0,0.0000,NULL,1
2000,DHS,COAST GUARD,Other Services,0,294000.0000,6,2
2000,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",0,61412000.0000,710,559
2000,Energy,Energy,Other R&D and Knowledge Based,0,1275430881.8900,2045,1119
2000,GSA,GSA,NULL,0,11395675.7200,509,485
2000,GSA,GSA,Other Products,0,97823270.4700,1468,1533
2000,HHS,HHS,Land,0,164000.0000,3,3
2000,HHS,HHS,Other R&D and Knowledge Based,0,2032145093.7800,6014,4237
2000,Other Agencies,Agriculture,C4ISR,0,329100072.7100,5482,5328
2000,Other Agencies,Agriculture,"Weapons, Ammunition and Missiles",0,3424000.0000,11,11
2000,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Land,0,114000.0000,1,1
2000,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other R&D and Knowledge Based,0,2648000.0000,61,44
2000,Other Agencies,Commerce,Other R&D and Knowledge Based,0,625034122.4200,1819,1238
1996,Defense,MDA,Other R&D and Knowledge Based,0,299956885.0000,335,80
1996,Defense,MilitaryHealth,C4ISR,0,412601.0000,7,5
1996,Defense,Navy,NULL,0,2426116.0000,30,7
1996,Defense,Navy,"Weapons, Ammunition and Missiles",0,3851898884.0000,2126,885
1996,Defense,Other DoD,C4ISR,0,2040677703.0000,8516,1280
1996,Defense,Other DoD,Land,0,3118275.0000,16,13
1996,Defense,Other DoD,Space,0,21422660.0000,6,3
1997,Defense,Air Force,Air,0,13573507992.0000,10863,4646
1997,Defense,Army,NULL,0,1054207.0000,4,3
1997,Defense,Army,"Weapons, Ammunition and Missiles",0,5280345503.0000,3850,1720
1997,Defense,DLA,"Weapons, Ammunition and Missiles",0,18880559.0000,264,233
1997,Defense,MilitaryHealth,"Other Facilities, Construction, Manufacturing and Testing",0,1556694.0000,5,3
1997,Defense,Navy,Other Products,0,297569729.0000,2012,1021
1997,Defense,Navy,Space,0,232032586.0000,76,16
1997,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",0,291008958.0000,981,497
1997,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,104175877.0000,475,288
1997,Other Agencies,NULL,Other R&D and Knowledge Based,0,5996025.0000,17,12
1998,Defense,Army,Space,0,1274580.0000,3,3
1998,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",0,4746381563.0000,17707,6931
1998,Defense,Navy,Other R&D and Knowledge Based,0,2749572232.0000,9976,3227
1998,Defense,Navy,Sea,0,9639453747.0000,9026,2591
1998,Defense,Other DoD,Air,0,117315505.0000,206,122
1999,Defense,Air Force,Other Services,0,745159959.0000,1231,679
1999,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",0,10141949022.0000,34702,13784
1999,Defense,Army,Other R&D and Knowledge Based,0,3377833115.0000,10538,4122
1999,Defense,Army,Sea,0,124836377.0000,410,260
1999,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",0,578724594.0000,2359,1554
1999,Defense,DLA,Sea,0,51340978.0000,636,512
1999,Defense,MilitaryHealth,Other R&D and Knowledge Based,0,5551389.0000,26,15
1999,Defense,Other DoD,Other R&D and Knowledge Based,0,859150643.0000,1865,905
2000,Defense,Air Force,C4ISR,0,7555605530.7000,15516,11307
2000,Defense,Air Force,Land,0,244065345.0000,633,585
2000,Defense,Army,Air,0,6283631666.5300,7049,5296
2000,Defense,DLA,Air,0,1235240773.0000,10896,11230
2000,Defense,Other DoD,Other Services,0,212839250.0000,632,222
2000,DHS,COAST GUARD,NULL,0,1039398.4400,11,5
2000,DHS,FEMA,Other Products,0,3693000.0000,8,9
2000,Energy,Energy,Other Products,0,38846411.0000,120,93
2000,GSA,GSA,Sea,0,987000.0000,16,25
2000,NASA,NASA,Other Products,0,52599003.3600,386,207
2000,NASA,NASA,Other R&D and Knowledge Based,0,597372012.6100,1672,862
2000,NASA,NASA,Sea,0,533614.8400,8,4
2000,Other Agencies,NULL,Other Services,0,54286.0000,2,2
2000,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",0,349679543.6700,1591,1272
2000,Other Agencies,Education,Other Products,0,12433000.0000,27,9
2000,Other Agencies,EPA,NULL,0,754451.8100,37,31
2000,Other Agencies,EPA,"Other Facilities, Construction, Manufacturing and Testing",0,359609988.0000,2147,1000
1997,Defense,Navy,NULL,0,10870609.0000,47,12
1997,Defense,Navy,Other R&D and Knowledge Based,0,2901009689.0000,10048,3201
1997,Defense,Navy,"Weapons, Ammunition and Missiles",0,3551218577.0000,1731,774
1998,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",0,9872965562.0000,35061,14273
1998,Defense,Army,Other R&D and Knowledge Based,0,3820678575.0000,10489,4362
1998,Defense,Army,Sea,0,115969356.0000,335,224
1998,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",0,306534544.0000,2062,1264
1998,Defense,DLA,Other R&D and Knowledge Based,0,122535807.0000,545,92
1998,Defense,DLA,Sea,0,67996867.0000,711,561
1998,Defense,MilitaryHealth,Other Services,0,2559715040.0000,382,32
1998,Defense,Other DoD,Other R&D and Knowledge Based,0,829069379.0000,1897,830
1999,Defense,Air Force,C4ISR,0,6724027386.0000,15884,4311
1999,Defense,Air Force,Other Products,0,1371393172.0000,3176,967
1999,Defense,Army,Space,0,11037875.0000,8,6
1999,Defense,DLA,Air,0,980805263.0000,9124,5578
1999,Defense,Navy,Other R&D and Knowledge Based,0,3059335568.0000,11633,3534
1999,Defense,Navy,"Weapons, Ammunition and Missiles",0,3611336482.0000,1993,789
2000,NULL,NULL,NULL,0,0.0000,NULL,1
2000,Defense,Air Force,NULL,0,757410.0000,15,13
2000,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",0,10057621122.7600,40288,30467
2000,Defense,Army,Sea,0,85569868.0000,339,276
2000,Defense,DLA,Sea,0,60153860.0000,694,725
2000,Defense,MDA,"Other Facilities, Construction, Manufacturing and Testing",0,49921.0000,1,1
2000,Defense,Other DoD,Other R&D and Knowledge Based,0,866321089.1900,1947,1388
2000,Defense,Other DoD,Sea,0,71097432.0000,30,24
2000,Energy,Energy,Air,0,13733000.0000,38,24
2000,GSA,GSA,Air,0,431000.0000,7,10
2000,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",0,4758922310.1900,34475,31169
