CSIScontractID,PrimeAwardIDVPIID,PrimeAwardPIID,PrimeAwardFederalAwardID,PrimeFiscalYear,MinOfPrimeAwardDateSigned,MaxOfPrimeAwardDateSigned,SubawardAmount
24952223,W91QUZ06D0001,2T02,,2013,2012-10-16,2012-10-16,359435.2500
62706169,,SPRPA115CV023,,2015,2015-05-06,2015-05-06,163500.0000
18632730,M6785410D2203,0017,,2012,2012-05-11,2012-05-11,302722.9063
24732293,W9127810D0044,0169,,2012,2012-05-11,2012-05-11,1321808.0000
7861972,,VA701C0171,,2012,2011-11-18,2012-09-19,18757643.8125
15483225,GS10F0189K,HSHQDC10F00206,,2011,2010-11-19,2010-11-19,1264464.8750
25168763,,HDTRA113C0054,,2013,2013-04-04,2013-05-27,2452218.6047
24798240,W912DY09D0036,0017,,2010,2010-09-26,2010-09-26,213996.0000
63010142,FA860111D0009,0569,,2016,2016-05-13,2016-05-13,52728.0000
61826583,,FA865115C0334,,2015,2015-09-28,2015-09-28,130000.0000
19544520,NNG07DA23B,HDTRA110F0078,,2011,2011-04-29,2011-04-29,1113076.0000
24744949,W9128Z11D0007,0015,,2014,2013-11-15,2013-11-15,119000.0000
60408026,FA860415D7977,0021,,2015,2015-08-07,2015-08-07,465993.2813
10105494,FA877104D0003,V7BY,,2012,2012-02-29,2012-02-29,206670.0000
28025722,SPM2DV11D9210,B023,,2014,2014-05-20,2014-05-20,39070.6499
28483223,HSTS0313ACIO550,HSTS0314JPMI001,,2014,2014-08-06,2014-08-06,2296390.0000
18405421,HQ003409A3023,0013,,2013,2013-08-30,2013-08-30,156450.0000
18511205,IND11PC20051,IND11PD20084,,2012,2012-03-05,2012-03-05,56668.5586
28285745,W9127814D0031,0007,,2014,2014-09-30,2014-09-30,3582683.0000
28242928,W15P7T10DD421,0009,,2014,2014-04-24,2014-04-24,10386927.6250
62596176,,SPE7M015V4353,,2015,2015-01-08,2015-01-08,97706.7500
4565579,,SPM4A711V0655,,2011,2011-04-26,2011-04-26,36668.0000
62270211,,N3220515C1001,,2015,2015-01-30,2015-01-30,4252133.5586
61703217,DABL0103A1006,DP40,,2015,2015-04-08,2015-04-08,8215115.0000
27636428,GS35F0265X,DJF141200G0011983,,2014,2014-09-08,2014-09-08,40218.3008
27887526,NNG07DA20B,M6700114F0202,,2014,2014-08-29,2014-08-29,30609626.0000
7975997,,W56HZV11C0005,,2015,2014-12-10,2014-12-23,171106.8750
63009289,SPM2DV11D0600,SY82,,2016,2015-11-19,2015-11-19,65590.1592
25862388,N0017804D4119,EHQ6,,2014,2014-01-30,2014-08-27,277539.4316
10358354,GS00F0039N,HS002112F0122,,2013,2012-11-02,2012-11-02,304920.0000
21461121,SPM2DV11D5003,A058,,2012,2012-06-29,2012-06-29,25918.3796
24816380,W912HN07D0019,0100,,2011,2010-10-11,2010-10-11,210282.0000
28491086,NNG07DA18B,VA24814F4600,,2014,2014-09-11,2014-09-11,28520.0000
18851656,N0018910DZ041,0002,,2011,2011-01-26,2011-01-26,900000.0000
27496828,FA860111D0009,0313,,2014,2014-05-27,2014-05-27,40579.0000
19664631,SAQMMA09A0173,SAQMMA10L2353,,2009,2009-04-01,2009-04-01,430792.0625
27493640,,SPRMM114PPE10,,2014,2014-01-23,2014-01-23,42224.0000
28467199,GS10F0275P,HHSM500201400421G,,2014,2014-09-02,2014-09-02,147656.0000
22419035,SPM50005DBP06,LEC2,,2011,2011-08-22,2011-08-22,21428.5703
61201998,FA460812D0002,9166,,2015,2015-09-24,2015-09-24,91483.8204
24597458,W900KK09D0314,0017,,2013,2012-11-19,2013-08-14,4027258.2697
60342320,W9127815D0023,0001,,2015,2015-04-29,2015-04-29,690616.4492
28000662,SPM2DV11D9007,AL20,,2014,2014-06-18,2014-06-18,334019.2813
9216487,DABJ0103D0009,2317,,2012,2011-11-10,2011-12-21,94051.5801
25665342,FA877104D0003,RSQ3,,2014,2013-10-03,2014-07-31,1615871.0000
21458305,SPM2DV11D1008,A297,,2012,2012-06-25,2012-06-25,43806.0000
28551849,W912DW11D1000,0045,,2014,2014-09-28,2014-09-28,527865.0000
2957906,,N0001412C0060,,2012,2011-11-03,2011-11-03,125000.0000
401530,,AID611C1200002,,2012,2012-02-24,2012-07-02,2440881.1640
28287245,W912P809D0014,0113,,2014,2013-10-16,2013-12-12,293821.9336
25650302,DTFH6112D00050,DTFH6112D00050T13009,,2013,2013-09-27,2013-09-27,19340.7500
27476917,EPW06004,0101,,2014,2014-09-18,2014-09-18,3498171.1250
9841176,F0960303D0001,0449,,2012,2011-11-10,2011-11-10,26458.0000
25903946,NNG07DA49B,DJFA3D301492,,2013,2013-04-12,2013-04-12,172493.7500
19577622,NNG07DA49B,N6523611F6645,,2011,2011-09-29,2011-09-29,77318.3984
19584461,NNG07DA64B,TFMSHQ11K0019,,2012,2012-02-24,2012-02-24,123983.2031
27866914,SPE4AX14D9406,0017,,2014,2014-04-25,2014-04-25,252480.0000
18663757,N0001911G0001,0089,,2013,2012-12-13,2013-08-21,5200000.0000
25896199,NNG07DA18B,N0001513F0082,,2013,2013-06-24,2013-06-24,30969.0293
28514329,SPM2DV11D0203,AF39,,2014,2014-01-23,2014-01-23,46521.3294
27908521,SPM2DV11D9200,FH79,,2014,2014-04-23,2014-04-23,95186.0000
1422239,,FA865012C7266,,2013,2013-01-15,2013-01-15,40000.0000
62117695,,INP15PC00086,,2015,2015-06-19,2015-06-19,225524.0000
9710457,DOCAB133F11CQ0032,DOCAB133F11CQ0032T0001,,2011,2011-07-28,2011-07-28,98947.0000
28215100,W912P613D0001,0004,,2015,2014-10-21,2014-10-31,245323.7188
25650474,DTFH7007D00009,DTFH7007D00009T13001,,2013,2013-02-08,2013-02-08,137685.0156
60357326,FA865011D1004,0004,,2015,2015-05-15,2015-05-15,1193830.0000
62733161,GS35F0362J,TIRNO13Z000070018,,2015,2015-04-10,2015-04-10,150660.0000
27740212,NNG07DA18B,N0001514F0088,,2014,2014-07-16,2014-07-16,39518.9805
63009520,SS001240045,0026,,2016,2015-12-24,2015-12-24,480000.0000
62572915,,SPE7L315V6889,,2015,2015-04-02,2015-04-02,34123.4600
25155060,,FA865013C5207,,2013,2013-09-12,2013-09-12,49270.5508
26263032,VA25612D0261,VA25613J2103,,2014,2014-01-10,2014-01-10,31620.0000
3540718,,N6600111C4006,,2011,2011-03-14,2011-09-28,2894072.0000
18438496,HSCG4710D3EFK14,HSCG4711JA14002,,2014,2013-11-04,2014-08-01,68780.0000
9472717,DEAM5209NA29162,DEDT0003358,,2012,2012-03-12,2012-03-12,218894.0000
4479917,,SPM4A611MND13,,2011,2011-07-19,2011-07-19,50000.0000
22780572,SPRPA111G001Y,5199,,2012,2011-10-05,2012-08-29,2959178.0000
63011354,W56KGY16D0002,0001,,2016,2016-02-23,2016-02-23,2192745.6250
4829346,,SPM7L212M0964,,2012,2011-12-30,2011-12-30,88213.5469
24798614,W912DY09D0067,DY02,,2011,2010-10-21,2010-10-21,3848880.0000
25362692,,SPE7M513M0458,,2013,2013-07-24,2013-07-24,49992.2188
19040628,N4008509D5344,0060,,2012,2012-03-12,2012-03-12,36600.0000
62233661,,N0003015C0005,,2015,2014-11-25,2014-11-25,2800216.0000
28048058,SPM2DV11D2004,DZ97,,2014,2014-08-08,2014-08-08,35136.8194
25727082,GS10F0083L,HQ003413F0093,,2013,2013-09-27,2013-09-27,50000.0000
27896254,N6247310D4003,0086,,2014,2014-03-20,2014-07-14,92800.0000
18701188,N0003911D0030,0013,,2012,2012-01-27,2012-01-27,36100.0000
2166072,,HDTRA111C0072,,2011,2011-09-29,2011-09-29,3701750.0000
63010877,NNG15SC17B,VA11816F0536,,2016,2015-10-01,2015-10-01,530159.6875
62476504,,SPE4A615MG556,,2015,2015-09-28,2015-09-28,69704.0391
26068016,SPM2DV11D9103,X221,,2013,2013-02-06,2013-02-06,44516.3203
5281663,,SPRMM112CPA63,,2012,2012-08-06,2012-08-06,1261845.1332
25666506,FA890308D8777,0154,,2013,2013-06-06,2013-06-06,64300.0000
8274746,,W912C610C0022,,2011,2011-04-01,2011-04-01,28563.0000
63008333,SPM2DV11D7020,CB22,,2016,2015-10-01,2015-10-01,282999.0938
26428679,W58RGZ12D0089,0226,,2013,2013-09-27,2013-09-27,1591472.0000
24597821,W900KK11D0001,0006,,2014,2013-10-11,2014-09-15,448851.5234
62232720,,N0001415C0060,,2015,2015-04-23,2015-04-23,334275.0000
3112340,,N0017812P4563,,2013,2012-10-01,2012-10-01,76578.0000
25725106,GS07T12BGD0012,GST0713BG0008,,2014,2014-01-08,2014-01-29,194997.5547
25356523,,SPE7M113V0604,,2013,2013-04-22,2013-04-22,72000.0000
24350342,VA11811BP0018,VA11811FH003,,2011,2011-06-09,2011-06-09,1099464.0000
2269432,,HHSM500201200020C,,2012,2011-12-12,2012-01-09,1019000.0000
26391040,M6785409D5026,0018,,2015,2014-10-08,2014-10-08,266442.0000
8798435,26303D0515,DJBP0201LB150622,,2012,2012-09-28,2012-09-28,46500.0000
18405873,HQ003412A0004,0001,,2013,2012-10-22,2012-11-16,673059.7979
8348572,,W912HQ11C0050,,2012,2011-10-19,2012-05-08,1086738.0000
60341541,W56KGY15D0004,0001,,2015,2015-06-29,2015-06-29,52685400.1070
60415804,W912PP10D0007,0026,,2015,2015-04-16,2015-04-16,160208.5000
25896256,NNG07DA18B,SAQMMA13F0913,,2013,2013-03-25,2013-03-25,398297.5938
62993616,SPE4AX14D9402,ZB03,,2015,2014-10-23,2014-10-23,42210.0000
28551288,W9127814D0030,0037,,2015,2014-10-16,2014-10-21,18476598.0000
27871801,N6258309D0067,0034,,2014,2014-09-28,2014-09-28,73440.5000
25080101,,AID388C1300003,,2013,2013-07-30,2013-07-30,135846.0000
24732000,W9127810D0043,0481,,2012,2012-03-27,2012-03-27,79225.0000
62061232,GS35F0265X,HSCG3815F900072,,2015,2015-08-17,2015-08-17,190770.0938
1386294,,FA821312C0034,,2013,2012-10-15,2013-07-08,1521612.0000
26431535,W9124D11D0036,0268,,2013,2013-09-30,2013-09-30,67081.0781
62161646,SPM2DV11D8202,K610,,2015,2015-01-20,2015-01-20,26311.1997
63008741,,SPRMM116CWA12,,2016,2015-10-28,2015-10-28,181199.1562
27846685,N0017412G0001,0011,,2014,2014-06-20,2014-06-20,433326.1406
10395104,GS00Q09BGD0037,GST0011AJ0048,,2013,2013-06-19,2013-08-19,579489.7755
26062377,SPM2DV11D7020,AV92,,2013,2013-08-14,2013-08-14,39091.4805
62083885,HSHQDC13DE2092,HSSCCG15J00085,,2015,2015-09-18,2015-09-18,28820718.0000
25265577,,N6945013C5323,,2013,2013-08-15,2013-08-23,1136928.0000
27247792,,N0024414P0063,,2014,2013-12-20,2013-12-20,78528.0000
26377731,FA486111DA300,6005,,2014,2013-10-17,2013-10-22,156920.0000
27800585,N0018912D0032,0014,,2013,2012-10-12,2012-10-12,2200000.0000
18801843,N0017804D4119,FC37,,2015,2015-01-26,2015-01-26,25000.0000
1283189,,FA465912CC003,,2013,2013-08-20,2013-08-20,119250.0000
62854343,NNG07DA23B,VA26015F0315,,2015,2014-10-31,2014-10-31,25377.3008
8997060,AG02NVC090026,AG84N8D110064,,2011,2011-09-29,2011-09-29,219729.0000
19140315,N6247009D2003,0011,,2012,2012-09-12,2012-09-12,144098.0000
27846720,N0017804D4012,EHR4,,2014,2014-09-04,2014-09-04,5296337.6777
27404211,,SPE7M014VA539,,2014,2014-05-12,2014-05-12,68292.0000
28270762,W911SA14D0008,0002,,2014,2014-09-24,2014-09-24,59575.0000
27550899,AIDOAAI1200009,AID621TO1400001,,2014,2014-07-23,2014-07-23,300000.0000
27726795,N4425512D7009,0155,,2015,2014-11-06,2014-11-06,62655.0000
62499365,,SPE4A715V1554,,2015,2015-07-31,2015-07-31,50584.8008
26313113,W9124D11D0036,0220,,2013,2013-01-30,2013-03-15,3987130.9727
63010761,N0001915G0014,0005,,2016,2016-05-18,2016-05-18,3816818.0000
63010175,SPM2DV11D1000,G288,,2016,2016-03-29,2016-03-29,75343.5000
4500715,,SPM4A612V7630,,2012,2012-08-09,2012-08-09,108369.6016
63010812,SPE4A615D6893,0004,,2016,2015-11-13,2015-11-13,283545.5938
28064469,VA11811D1008,VA11810080054,,2013,2013-07-03,2013-07-03,12000000.0000
63009595,GS35F0265X,DEDT0010510,,2016,2015-11-24,2015-11-24,151877.7032
19536272,NNG07DA20B,NNK11MB15D,,2011,2011-07-25,2011-07-25,39815.3984
60555862,N0040611D1175,0165,,2015,2015-04-20,2015-04-20,122135.0000
18484165,HSHQDC09D00003,HSHQDC12J00422,,2013,2013-03-25,2013-03-25,45000.0000
25421124,,SPM7M313V0165,,2013,2012-10-08,2012-10-08,25420.0000
10094504,FA862910A2487,0174,,2012,2012-09-20,2012-09-20,115836.0000
9215838,DABJ0103D0009,0385,,2012,2011-10-31,2011-12-07,229820.0000
25888621,N6554013D0008,0002,,2014,2014-05-12,2014-05-12,425250.0000
24581886,W5J9CQ11D0005,0002,,2011,2011-07-05,2011-07-06,651389.6680
60664676,N4008014D0352,0312,,2015,2015-09-22,2015-09-22,51917.0000
9993509,FA461011D0003,0007,,2012,2011-10-31,2011-10-31,354189.0000
27827605,HSHQDC13D00036,HSHQDC14J00449,,2015,2015-01-05,2015-01-05,650000.0000
21308316,SPM20005D6220,XW57,,2012,2012-03-19,2012-03-19,68727.9198
62179690,W15P7T12DE001,KX02,,2015,2014-12-19,2014-12-19,3287174.1250
5220607,,SPM8EB11M0306,,2011,2010-12-29,2010-12-29,157783.2969
18918927,N0038305G009G,THAM,,2011,2010-12-16,2011-02-10,2064986.0000
26434399,W912HP12D0003,0023,,2013,2013-09-24,2013-09-24,80262.0000
27819214,N6523613D2800,0071,,2015,2014-12-09,2014-12-09,189605.0000
1426387,,FA875010C0176,,2011,2011-01-09,2011-05-17,235002.0117
26380158,FA890308D8791,0037,,2014,2014-01-29,2014-04-09,6385320.0000
62705031,,SPRMM115PWK83,,2015,2015-09-10,2015-09-10,67200.0000
16649912,GS23F9840H,HHSM500201200089G,,2013,2013-07-12,2013-07-12,423794.0000
1421669,,FA865011C7147,,2011,2011-05-13,2011-09-27,11164440.0000
27718157,N0038312G010F,7024,,2014,2014-02-07,2014-02-07,205016.0000
62203212,SPM2DV11D0600,LW41,,2015,2014-10-01,2014-10-01,25306.4004
24700875,W9124D08D0046,0265,,2013,2012-10-01,2012-12-28,211803.5781
19254012,N6274209D0002,0006,,2011,2010-12-27,2010-12-27,190283.0000
25205743,,IND13PC00074,,2014,2013-11-12,2013-11-12,195944.0000
1240052,,FA304712P0447,,2012,2012-09-20,2012-09-20,59196.7617
4387593,,SPM4A411V6273,,2011,2011-06-20,2011-06-20,67635.2500
17718589,GS35F0333P,VA118A11F0168,,2012,2012-01-20,2012-02-28,132816.0000
21372647,SPM20005D6552,BB72,,2012,2012-05-02,2012-05-02,28846.9609
61148252,DABL0103A1006,6S02,,2015,2014-10-01,2014-10-01,7071096.0000
63010876,NNG15SC17B,DJJ16G41OSS451032,,2016,2015-11-19,2015-11-19,62713.3008
25799993,GS35F5192G,FA872713F0003,,2013,2013-02-04,2013-02-04,29402.0000
24609777,W911KB06D0006,0060,,2013,2013-05-22,2013-05-22,175000.0000
27134331,,N6833514C0001,,2014,2014-07-22,2014-07-22,109608.0000
24731925,W9127810D0043,0401,,2013,2012-12-28,2013-01-25,3254.9100
18801843,N0017804D4119,FC37,,2012,2012-09-24,2012-09-24,898245.1831
62589143,,SPE7L715M5322,,2015,2015-07-23,2015-07-23,106554.0000
61927751,GS00Q12NSD0009,GSQ0715BG0010,,2015,2014-12-19,2015-01-13,225639.1099
63011148,HSTS0416DCT3008,HSTS0416JCT3025,,2016,2016-06-30,2016-06-30,143807632.0000
28488788,N6247010D2020,JM01,,2014,2014-09-29,2014-09-29,625452.2500
7758571,,VA528C0920,,2012,2011-10-17,2011-10-17,2228425.0000
8262248,,W9128F11C0061,,2012,2011-12-14,2012-09-24,23397067.6468
61313815,SPM2DV11D3503,AR36,,2015,2014-12-10,2014-12-10,144353.1563
62500951,,SPE5E015M0378,,2015,2015-01-21,2015-01-21,54774.7188
2961676,,N0001911C0304,,2012,2012-03-23,2012-07-31,105991.3984
28485440,N0003911D0032,0119,,2014,2014-04-25,2014-04-25,335119.2031
25880713,N6134012D5104,0002,,2013,2012-10-04,2012-10-04,16402072.6914
27640898,FA252113D0005,0037,,2014,2014-07-10,2014-07-10,367407.7188
28228964,SS001060113,0010,,2011,2010-11-01,2011-05-01,431293.0000
10093091,FA862011G4026,1243,,2013,2012-11-01,2012-11-01,36360.0000
26399140,S5121A12A0003,0010,,2014,2013-10-18,2013-10-18,510345.8125
19544468,NNG07DA23B,GST0312DS0012,,2012,2011-12-22,2011-12-22,2924205.0000
25886080,N6523607D6881,0999,,2013,2013-02-21,2013-02-21,34831.3203
28079163,SPM2DV11D0704,BZ81,,2014,2014-09-30,2014-09-30,47749.0117
10105153,FA877104D0003,TF59,,2012,2012-04-11,2012-04-11,404570.0000
10110841,FA877104D0008,TF17,,2012,2011-11-17,2011-11-17,717876.9375
63011211,N6600115D0341,0059,,2016,2016-03-23,2016-03-23,51429.6796
24609763,W911KB06D0006,0044,,2014,2013-11-11,2013-11-11,71544.0000
21379139,SPM20005D6552,Y160,,2011,2011-07-18,2011-07-18,23282.0099
62957071,FA873215D0024,WF02,,2015,2015-09-29,2015-09-29,224357.3126
24777988,W912DQ10D3011,CF01,,2011,2011-09-13,2011-09-13,161021.8438
24826953,W912HZ09D0003,0980,,2011,2011-09-30,2011-09-30,52517.1914
26432184,W9127810D0092,0019,,2013,2013-09-18,2013-09-18,214291.0156
19544439,NNG07DA23B,FA870712F8034,,2012,2012-03-19,2012-03-19,906105.0000
60874741,SPM4A111G0010,12P5,,2015,2015-08-11,2015-08-11,28983.3594
27730175,N6247313D4808,0003,,2015,2015-01-13,2015-01-13,26000.0000
9067532,AIDOAAI1200008,AID268TO1200003,,2014,2013-10-23,2014-09-19,387856.5000
61995618,NNG07DA23B,HHSF223201510014W,,2015,2015-01-22,2015-01-27,738168.5938
19182051,N6247310D2618,0014,,2012,2011-11-14,2011-11-14,65420.0000
26207152,SPRPA111G001Y,YMCK,,2014,2014-01-16,2014-01-16,43560.0000
27613441,FA873214D0005,RX05,,2014,2014-09-30,2014-09-30,42874.0000
26433606,W912DY12D0012,0003,,2014,2013-10-02,2013-10-09,13409575.0000
61240758,SPM2DV11D2009,A954,,2015,2014-10-08,2014-10-08,31113.9297
62948228,,W912QR15C0007,,2015,2015-03-31,2015-03-31,20937011.0000
26432140,W9127810D0043,0681,,2014,2013-10-14,2014-06-19,437949.0001
19140959,N6247010D3011,KB13,,2011,2011-08-25,2011-09-02,203324.0000
2934687,,M6785411F3023,,2012,2011-12-20,2011-12-20,42569.6484
18272103,HDTRA112D0005,0001,,2014,2013-12-11,2014-09-11,906292.7763
63010619,N4008014D0352,0374,,2016,2016-04-14,2016-04-14,198760.0000
25332161,,SPE4A613V0214,,2013,2012-10-12,2012-10-12,73821.6563
26059461,SPM2DV11D6519,A061,,2013,2012-12-28,2012-12-28,48777.2891
24581061,W58RGZ11D0169,0002,,2012,2012-04-19,2012-06-25,1004515.0000
28265327,W58RGZ12D0089,0267,,2014,2014-01-07,2014-01-13,10769630.8750
25801525,H9225409D0001,0712,,2014,2013-12-20,2014-09-16,1886192.0000
60362433,FA460014D0002,0005,,2015,2015-06-25,2015-06-25,286899.0000
27477829,,SPM7LA14C0006,,2014,2014-05-30,2014-05-30,87154.0000
24542139,W52P1J10D0101,0001,,2012,2012-01-03,2012-01-03,253940.0000
22476685,SPM57006D0008,0013,,2011,2010-10-20,2010-11-18,545446.4102
18327367,HHSM500200700010I,HHSM500T0002,,2011,2011-04-01,2011-04-01,88360.0000
26268143,VA262BP0186,VA26213J3896,,2012,2012-06-01,2012-06-01,87624.2109
10093107,FA862011G4029,0002,,2013,2012-11-26,2012-12-05,136541.3984
25260052,,N6600113C4008,,2013,2013-09-13,2013-09-13,280292.0000
2362420,,HR001112C0039,,2012,2012-07-19,2012-07-19,900000.0000
61584089,DEEE0006650,DEBP0004322,,2015,2015-06-29,2015-06-29,802909.0001
27632096,FA873214D0003,TJ02,,2014,2014-04-23,2014-04-23,33652.0000
8064176,,W911NF11C0268,,2013,2012-10-08,2013-08-27,554149.0000
24799463,W912DY10D0024,CM01,,2012,2011-11-29,2012-08-23,6167303.0236
22418485,SPM50005DBP06,KFB4,,2011,2011-03-30,2011-03-30,122500.0000
16638441,GS23F8198H,AG3198D120068,,2014,2013-10-01,2013-10-01,59280.0000
9764424,DTFH7010D00016,DTFH7010D00016T11004,,2011,2011-07-07,2011-07-07,142369.0000
19183832,N6247311D0813,0002,,2011,2011-07-15,2011-07-15,786000.0000
61148795,N0038314D011F,7003,,2015,2015-02-09,2015-02-09,1140376.0000
28264540,W56HZV13D0008,0020,,2015,2014-11-04,2015-01-30,64267075.8751
21464214,SPM2DV11D9200,AD93,,2012,2012-08-24,2012-08-24,25286.5703
25862300,N0017804D4024,M803,,2010,2010-06-15,2010-06-15,750000.0000
26379624,FA877104D0003,RSR4,,2014,2013-10-12,2013-10-12,26090.0000
18749492,N0010411DQ002,0017,,2013,2012-10-04,2012-10-04,304157.0000
60425871,N6554013D0008,0035,,2015,2015-07-17,2015-07-17,89420.0000
25161727,,GS09P12WMC0031,,2013,2012-11-14,2012-11-14,12248.0000
10097282,FA865011D5401,0004,,2012,2012-09-06,2012-09-06,28032.0000
337990,,AG82X9C119017,,2012,2012-05-07,2012-06-05,436076.4375
25269194,,NNK13MA14C,,2015,2014-10-01,2014-12-18,615482.1602
21378796,SPM20005D6552,X250,,2011,2011-05-23,2011-05-23,25505.2793
27861402,N4008014D0352,0010,,2014,2014-09-24,2014-09-24,100729.0469
25664308,FA862011G4029,0019,,2013,2013-02-28,2013-09-11,3844402.6289
63010032,SPM4A111G0010,32C6,,2016,2015-11-10,2015-11-10,67495.7968
26059462,SPM2DV11D6519,A062,,2013,2013-01-04,2013-01-04,58401.0000
63009773,FA862011G4026,1648,,2016,2016-04-27,2016-04-27,3971511.7500
24702375,W9124D11D0036,0067,,2011,2011-09-16,2011-09-16,442219.0000
60351723,N0002415D5208,0003,,2015,2015-06-18,2015-06-18,52925081.1890
20450799,SP070099D0301,0210,,2014,2014-09-11,2014-09-11,29700.0000
61286455,AG3A75C120009,AG7335D150031,,2015,2015-09-30,2015-09-30,1124924.8750
24626290,W911QY09D0012,0047,,2012,2012-01-12,2012-01-12,174675.0000
25896153,NNG07DA18B,FA860413F7130,,2013,2013-08-15,2013-08-15,26175.9805
27250929,,N0010414CK024,,2014,2014-07-23,2014-07-23,1066875.8438
18849522,N0018909DZ068,0024,,2010,2009-11-16,2009-11-16,501024.0000
9472716,DEAM5209NA29162,DEDT0002949,,2012,2011-10-12,2011-10-13,1657269.0000
21379076,SPM20005D6552,X914,,2011,2011-06-28,2011-06-28,113832.6799
13979811,GS06P07GYD0029,GSP0612GY5007,,2012,2012-03-06,2012-03-06,1695333.0000
9208924,DAAH2303D0015,0078,,2011,2011-09-07,2011-09-07,45600.0000
24895969,W9132V06D0005,0023,,2011,2010-11-02,2010-11-03,348483.0000
62951787,GS00Q09BGD0056,W91QVN15F0001,,2015,2014-12-12,2014-12-12,2218176.0000
60451144,N0001910G0006,0064,,2015,2015-01-30,2015-01-30,59762.0000
26432139,W9127810D0043,0680,,2014,2013-10-17,2013-10-17,56635.8398
9980104,FA441808D0002,4102,,2012,2011-11-07,2012-04-01,287229.0039
63011069,AIDOAAI1400053,AID688TO1600005,,2016,2016-01-29,2016-01-29,2672697.7968
9215824,DABJ0103D0009,0371,,2011,2010-10-01,2011-06-22,847609.7760
2307886,,HHSN272201000023C,,2011,2011-04-07,2011-04-29,85670.8008
12386911,GS06F0525Z,GST0710BG0152,,2011,2011-04-28,2011-09-29,1902667.0625
18800647,N0017804D4024,7N02,,2001,2001-04-08,2001-08-04,4000000.0000
27171199,,N0001414C0127,,2014,2014-03-18,2014-03-18,2840712.0000
8222028,,W9124P11C0031,,2012,2011-10-04,2011-10-04,548350.7500
22420399,SPM50005DBP06,NGL7,,2012,2012-09-28,2012-09-28,54267.0000
24700485,W9124D08D0045,0478,,2011,2011-08-17,2011-08-17,74700.0000
19205045,N6247809D4019,0006,,2013,2012-10-03,2012-12-17,1742645.0000
63008769,,GS06P16TEC7035,,2016,2016-05-20,2016-05-20,4136.2202
28073077,SPM2DV11D0600,LV39,,2014,2014-09-30,2014-09-30,84161.7031
4849944,,SPM7L311M6298,,2011,2011-03-07,2011-03-07,56332.0508
28250887,W911NF11D0001,0275,,2015,2014-10-06,2014-10-06,329901.9688
60662277,N6600109D0037,0301,,2015,2015-04-13,2015-04-13,41462.2617
25656968,FA486111DA300,6001,,2013,2013-09-09,2013-09-09,56500.0000
24744947,W9128Z11D0007,0012,,2012,2012-09-24,2012-09-24,338877.1875
7657838,,VA244C1738,,2011,2011-07-05,2011-07-05,528600.0000
28413020,,SPE4A614VF956,,2014,2014-06-11,2014-06-11,53176.0000
2526543,,HSFE2012C0359,,2012,2012-09-28,2012-09-28,302239.8213
25855624,N0002407D6200,0561,,2013,2013-08-07,2013-08-07,100000.0000
63009193,,H9222216C0036,,2016,2016-04-18,2016-04-18,1052494.6250
26063213,SPM2DV11D8003,D901,,2013,2013-08-22,2013-08-22,48416.7617
18701420,N0003911D0033,5044,,2013,2012-10-02,2013-01-28,117796.1992
2309714,,HHSN272201200026C,,2015,2014-10-01,2014-12-24,4800516.0000
28031513,SPM2DV11D0200,H130,,2014,2014-01-22,2014-01-22,48695.7700
28077466,SPM2DV11D1008,GE38,,2014,2014-09-26,2014-09-26,143330.1250
27906153,N6945012D0037,0024,,2014,2014-01-28,2014-01-28,83806.0000
25256298,,N5005413C1305,,2013,2013-01-31,2013-09-06,6306201.1953
9054709,AG82X9C099016,AG82X9D099031,,2011,2011-08-16,2011-09-16,76432.4399
27866570,N6523612D4119,0023,,2014,2014-08-08,2014-08-08,967748.8125
26378529,FA810108D0006,1647,,2014,2013-10-07,2013-10-07,527200.0000
27858830,N6523613D2800,0066,,2015,2014-10-08,2014-11-17,412208.2031
26059263,SPM2DV11D6500,AL90,,2013,2012-11-26,2012-11-26,27410.4004
27583957,,W912DQ14C3001,,2014,2014-09-08,2014-09-25,407584.3438
25855586,N0002402D6604,0691,,2011,2010-12-14,2011-02-28,532320.0000
61987183,SPM2DV11D7001,HF42,,2015,2015-05-26,2015-05-26,35932.4002
6643175,,V6181A0042,,2011,2011-08-11,2011-08-11,1250799.2656
24601477,W90FYQ09D0005,9N03,,2011,2011-08-30,2011-08-30,42419.0000
19664770,SAQMMA09A0688,SAQMMA10L1318,,2010,2010-08-09,2010-08-09,0.0000
63009393,SPM2DV11D9200,MS60,,2016,2015-12-17,2015-12-17,51223.4608
19141288,N6247011D8013,WE20,,2013,2013-08-06,2013-08-06,313250.0000
62733168,GS35F0362J,TIRNO13Z000070025,,2015,2015-08-10,2015-08-10,72225.8438
25156495,,FA945113C0212,,2013,2013-01-09,2013-02-04,489630.4199
24702310,W9124D11D0036,0002,,2011,2011-05-06,2011-05-06,25000.0000
27854406,N4008513D2150,0016,,2014,2014-03-26,2014-03-26,48034.0000
25665283,FA877104D0003,6U65,,2013,2013-08-07,2013-08-07,342240.0000
26312906,W9124D08D0045,0648,,2013,2013-09-12,2013-09-12,178929.0000
19011859,N4008008D0305,9584,,2012,2012-09-06,2012-09-06,123250.0000
19141251,N6247011D8013,JU01,,2014,2014-05-07,2014-05-07,245980.0000
28154248,SPM4A111G0010,21H0,,2014,2014-09-05,2014-09-05,61928.7891
26207157,SPRPA111G001Y,YMCR,,2014,2014-01-16,2014-01-16,1300992.0000
