"Fiscal Year","Contracting Agency ID","Product or Service Code","Dollars Obligated"
"2019","9763","1287","$0.00"
"2019","9763","1290","$0.00"
"2019","9763","1310","$0.00"
"2019","9763","1315","$0.00"
"2019","9763","1320","($979,222.52)"
"2019","9763","1325","($1,397,277.29)"
"2019","9763","1336","($852,301.69)"
"2019","9763","1337","$0.00"
"2019","9763","1340","($119,368.16)"
"2019","9763","1350","$0.00"
"2019","9763","1351","($1,945.02)"
"2019","9763","1355","$0.00"
"2019","9763","1356","($5,855.28)"
"2019","9763","1370","($2,649,068.80)"
"2019","9763","1375","$0.00"
"2019","9763","1377","$82,626.18"
"2019","9763","1385","($167,843.23)"
"2019","9763","1386","($175,597.68)"
"2019","9763","1390","($97,106.24)"
"2019","9763","1395","$0.00"
"2019","9763","1398","$0.00"
"2019","9763","1410","$8,330,807.05"
"2019","9763","1420","($1,339,616.28)"
"2019","9763","1425","($1,031,121.29)"
"2019","9763","1427","$1,868,622.66"
"2019","9763","1430","($37,919.30)"
"2019","9763","1440","($586,684.07)"
"2019","9763","1450","$0.00"
"2019","9763","1510","($60,851,962.46)"
"2019","9763","1520","($18,058,942.18)"
"2019","9763","1550","($10,921,804.69)"
"2019","9763","1560","$4,068,881.06"
"2019","9763","1610","($368,099.45)"
"2019","9763","1615","($6,026,184.60)"
"2019","9763","1620","($1,919,451.21)"
"2019","9763","1630","$108,493.90"
"2019","9763","1640","($108,000.00)"
"2019","9763","1650","$94,592.16"
"2019","9763","1660","($21,283.00)"
"2019","9763","1670","($281,610.00)"
"2019","9763","1675","$0.00"
"2019","9763","1680","($36,603,128.25)"
"2019","9763","1710","$40,578.00"
"2019","9763","1720","$0.00"
"2019","9763","1730","($241,045.42)"
"2019","9763","1740","$0.00"
"2019","9763","1810","($377,600.00)"
"2019","9763","1820","($336,787.41)"
"2019","9763","1830","$0.00"
"2019","9763","1860","$0.00"
"2019","9763","1904","$0.00"
"2019","9763","1905","($87,940.00)"
"2019","9763","1906","$0.00"
"2019","9763","1925","($16,550.83)"
"2019","9763","1926","($0.97)"
"2019","9763","1940","$0.00"
"2019","9763","1990","($148,685.39)"
"2019","9763","2010","$6,098,108.21"
"2019","9763","2030","$0.00"
"2019","9763","2040","$0.00"
"2019","9763","2090","($1,805,117.52)"
"2019","9763","2305","$0.00"
"2019","9763","2310","$0.00"
"2019","9763","2320","$0.00"
"2019","9763","2330","$0.00"
"2019","9763","2350","($51,702,275.67)"
"2019","9763","2355","$0.00"
"2019","9763","2510","$0.00"
"2019","9763","2520","$0.00"
"2019","9763","2530","$0.00"
"2019","9763","2540","$0.00"
"2019","9763","2541","$0.00"
"2019","9763","2590","($1,529,348.00)"
"2019","9763","2620","$0.00"
"2019","9763","2805","$0.00"
"2019","9763","2810","$0.00"
"2019","9763","2815","$0.00"
"2019","9763","2825","$0.00"
"2019","9763","2835","$11,803,199.08"
"2019","9763","2840","($3,656,140.01)"
"2019","9763","2895","($148,321.16)"
"2019","9763","2910","($40.00)"
"2019","9763","2915","($57,544.75)"
"2019","9763","2920","$0.00"
"2019","9763","2925","($39,811.72)"
"2019","9763","2930","$0.00"
"2019","9763","2935","$0.00"
"2019","9763","2940","$0.00"
"2019","9763","2945","$0.00"
"2019","9763","2990","($15,736.60)"
"2019","9763","2995","($41,678.13)"
"2019","9763","3010","($75,632.24)"
"2019","9763","3020","$0.00"
"2019","9763","3040","($46,531.00)"
"2019","9763","3110","($8,846.00)"
"2019","9763","3120","($37,393.56)"
"2019","9763","3130","($900.00)"
"2019","9763","3416","($93,297.37)"
"2019","9763","3417","($4,452.99)"
"2019","9763","3419","$316,623.00"
"2019","9763","3422","$26,420.00"
"2019","9763","3424","$0.00"
"2019","9763","3449","$0.00"
"2019","9763","3450","$7,804.30"
"2019","9763","3470","$0.00"
"2019","9763","3590","($70,000.00)"
"2019","9763","3611","$0.00"
"2019","9763","3655","$482,000.00"
"2019","9763","3695","($71,668.24)"
"2019","9763","3805","$0.00"
"2019","9763","3820","$0.00"
"2019","9763","3920","($164,290.40)"
"2019","9763","3930","$0.00"
"2019","9763","3940","$0.00"
"2019","9763","3950","($5,788.22)"
"2019","9763","3990","$0.00"
"2019","9763","4010","$0.00"
"2019","9763","4020","($13,192.30)"
"2019","9763","4030","$0.00"
"2019","9763","4120","$0.00"
"2019","9763","4130","$0.00"
"2019","9763","4140","($2.76)"
"2019","9763","4210","($262.19)"
"2019","9763","4220","$0.00"
"2019","9763","4230","$0.00"
"2019","9763","4235","$0.00"
"2019","9763","4240","($96,751.45)"
"2019","9763","4250","$0.00"
"2019","9763","4310","$0.00"
"2019","9763","4320","($110,102.00)"
"2019","9763","4330","($170,603.55)"
"2019","9763","4420","($3,122.00)"
"2019","9763","4440","$0.00"
"2019","9763","4460","($6,190.00)"
"2019","9763","4470","$0.00"
"2019","9763","4520","$0.00"
"2019","9763","4530","$0.00"
"2019","9763","4540","$0.00"
"2019","9763","4610","$0.00"
"2019","9763","4620","$0.00"
"2019","9763","4710","$0.00"
"2019","9763","4720","$0.00"
"2019","9763","4730","($19,284.00)"
"2019","9763","4810","($23,116.00)"
"2019","9763","4820","($488,875.32)"
"2019","9763","4910","($3,585.80)"
"2019","9763","4920","$8,196,578.25"
"2019","9763","4921","$0.00"
"2019","9763","4925","$0.00"
"2019","9763","4930","($34,122.30)"
"2019","9763","4931","$0.00"
"2019","9763","4933","$0.00"
"2019","9763","4935","($1,737.11)"
"2019","9763","4940","$0.00"
"2019","9763","4960","$0.00"
"2019","9763","5110","$0.00"
"2019","9763","5120","($60.62)"
"2019","9763","5130","$0.00"
"2019","9763","5180","$0.00"
"2019","9763","5210","$29,196.00"
"2019","9763","5220","$0.00"
"2019","9763","5305","($3,593.00)"
"2019","9763","5306","$0.00"
"2019","9763","5307","($5,930.00)"
"2019","9763","5310","($13,219.70)"
"2019","9763","5315","$0.00"
"2019","9763","5320","$0.00"
"2019","9763","5325","$0.00"
"2019","9763","5330","($62,076.10)"
"2019","9763","5331","$0.00"
"2019","9763","5335","$0.00"
"2019","9763","5340","($2,618,539.39)"
"2019","9763","5342","($3,640.00)"
"2019","9763","5355","$0.00"
"2019","9763","5360","$0.00"
"2019","9763","5365","$15,093.94"
"2019","9763","5410","$0.00"
"2019","9763","5411","$0.00"
"2019","9763","5420","$0.00"
"2019","9763","5430","($21,438.00)"
"2019","9763","5510","$0.00"
"2019","9763","5530","$0.00"
"2019","9763","5660","$0.00"
"2019","9763","5805","($292,640.12)"
"2019","9763","5810","($2,137,801.14)"
"2019","9763","5811","($302,629.46)"
"2019","9763","5820","($8,595.92)"
"2019","9763","5821","($818,436.38)"
"2019","9763","5825","($48,558.71)"
"2019","9763","5826","($1,162,743.75)"
"2019","9763","5831","($8,736.86)"
"2019","9763","5836","($21,242.00)"
"2019","9763","5840","$6,993,324.82"
"2019","9763","5841","($2,829,646.74)"
"2019","9763","5845","($2,261,825.28)"
"2019","9763","5850","$107,073.12"
"2019","9763","5855","($1,034,996.37)"
"2019","9763","5860","($71,032.09)"
"2019","9763","5865","($4,406,937.63)"
"2019","9763","5895","($3,825,875.99)"
"2019","9763","5905","$0.00"
"2019","9763","5910","$0.00"
"2019","9763","5915","($4,988.00)"
"2019","9763","5920","$0.00"
"2019","9763","5925","$0.00"
"2019","9763","5930","$426,410.20"
"2019","9763","5935","$159,514.26"
"2019","9763","5940","$0.00"
"2019","9763","5945","($1,656.88)"
"2019","9763","5950","$0.00"
"2019","9763","5955","($19,579.00)"
"2019","9763","5960","($4,267.18)"
"2019","9763","5961","$0.00"
"2019","9763","5962","($3,785.00)"
"2019","9763","5963","($22,522.00)"
"2019","9763","5965","$0.00"
"2019","9763","5970","$0.00"
"2019","9763","5975","($50,399.71)"
"2019","9763","5977","$0.00"
"2019","9763","5980","($111,000.00)"
"2019","9763","5985","$2,987,271.42"
"2019","9763","5990","$0.00"
"2019","9763","5995","($29,109.14)"
"2019","9763","5996","($1,225,348.65)"
"2019","9763","5998","($2,377,288.94)"
"2019","9763","5999","($853,178.10)"
"2019","9763","6015","$0.00"
"2019","9763","6020","($2,475.00)"
"2019","9763","6030","$0.00"
"2019","9763","6060","$0.00"
"2019","9763","6070","$0.00"
"2019","9763","6105","($720.00)"
"2019","9763","6110","($55,650.85)"
"2019","9763","6115","($224,120.74)"
"2019","9763","6120","($271,853.72)"
"2019","9763","6125","$0.00"
"2019","9763","6130","($991,029.40)"
"2019","9763","6135","$0.00"
"2019","9763","6140","($21,688.10)"
"2019","9763","6145","$1,664,500.00"
"2019","9763","6150","$232,946.30"
"2019","9763","6160","$0.00"
"2019","9763","6210","$0.00"
"2019","9763","6220","$52,673.16"
"2019","9763","6230","$0.00"
"2019","9763","6240","$0.00"
"2019","9763","6260","$0.00"
"2019","9763","6310","($6,410.00)"
"2019","9763","6320","$0.00"
"2019","9763","6340","($136,781.72)"
"2019","9763","6350","($26,522.00)"
"2019","9763","6515","$0.00"
"2019","9763","6525","$0.00"
"2019","9763","6550","$0.00"
"2019","9763","6605","($89,988.18)"
"2019","9763","6610","($248,480.54)"
"2019","9763","6615","($291,654.57)"
"2019","9763","6620","$0.00"
"2019","9763","6625","($141,269.13)"
"2019","9763","6630","$0.00"
"2019","9763","6635","($20,140.51)"
"2019","9763","6636","$0.00"
"2019","9763","6640","($109,036.05)"
"2019","9763","6650","($241,836.87)"
"2019","9763","6660","($6,139.00)"
"2019","9763","6665","($6,464.00)"
"2019","9763","6670","$0.00"
"2019","9763","6680","($22,847.76)"
"2019","9763","6685","($400.00)"
"2019","9763","6695","($6,770.75)"
"2019","9763","6710","$0.00"
"2019","9763","6720","($1,862.00)"
"2019","9763","6760","$0.00"
"2019","9763","6830","($90,324.00)"
"2019","9763","6850","$0.00"
"2019","9763","6910","($429,292.27)"
"2019","9763","6920","($43,353.80)"
"2019","9763","6930","($587,672.13)"
"2019","9763","7010","($771,220.45)"
"2019","9763","7021","($32,875.00)"
"2019","9763","7025","($139,506.19)"
"2019","9763","7030","$66,908.21"
"2019","9763","7035","$84,535.60"
"2019","9763","7045","($2,362.31)"
"2019","9763","7050","$37,544.28"
"2019","9763","7110","$51,001.29"
"2019","9763","7220","$0.00"
"2019","9763","7450","($556,071.85)"
"2019","9763","7510","$14,451.94"
"2019","9763","7520","$0.00"
"2019","9763","7610","$0.00"
"2019","9763","7630","$384,318.25"
"2019","9763","7650","$0.00"
"2019","9763","7690","$0.00"
"2019","9763","7730","$0.00"
"2019","9763","8010","($20,864.88)"
"2019","9763","8030","$0.00"
"2019","9763","8040","$0.00"
"2019","9763","8110","$0.00"
"2019","9763","8115","$7,939.20"
"2019","9763","8140","$0.00"
"2019","9763","8145","$0.00"
"2019","9763","8150","$0.00"
"2019","9763","8310","$0.00"
"2019","9763","8340","($1,963.57)"
"2019","9763","8345","$300.96"
"2019","9763","8405","$0.00"
"2019","9763","8410","$0.00"
"2019","9763","8415","($23,309.60)"
"2019","9763","8430","$0.00"
"2019","9763","8440","$0.00"
"2019","9763","8455","$19,750.00"
"2019","9763","8465","($186,792.56)"
"2019","9763","8470","$0.00"
"2019","9763","8475","$0.00"
"2019","9763","9320","$0.00"
"2019","9763","9330","$0.00"
"2019","9763","9340","$0.00"
"2019","9763","9390","$0.00"
"2019","9763","9510","$0.00"
"2019","9763","9530","$0.00"
"2019","9763","9535","$0.00"
"2019","9763","9640","$0.00"
"2019","9763","9905","$0.00"
"2019","9763","9999","$0.00"
"2019","9763","AA92","$0.00"
"2019","9763","AB92","$0.00"
"2019","9763","AB93","$0.00"
"2019","9763","AB94","($1,211.40)"
"2019","9763","AB95","$0.00"
"2019","9763","AC11","($357,093.11)"
"2019","9763","AC12","($2,756,334.38)"
"2019","9763","AC13","($12,634,398.92)"
"2019","9763","AC14","($603,969.94)"
"2019","9763","AC15","$607,515.01"
"2019","9763","AC16","$0.00"
"2019","9763","AC17","$810,584.80"
"2019","9763","AC21","($320,801.69)"
"2019","9763","AC22","$5,566.83"
"2019","9763","AC23","($5,671,188.28)"
"2019","9763","AC24","($2,170,702.79)"
"2019","9763","AC25","($406,476.25)"
"2019","9763","AC26","($786,557.02)"
"2019","9763","AC27","($2,127.34)"
"2019","9763","AC31","$108,523.16"
"2019","9763","AC32","($53,933.77)"
"2019","9763","AC33","($23,803.49)"
"2019","9763","AC34","($18,209.11)"
"2019","9763","AC36","$0.00"
"2019","9763","AC37","($105,273.10)"
"2019","9763","AC41","$0.00"
"2019","9763","AC42","$0.00"
"2019","9763","AC43","($131,537.00)"
"2019","9763","AC44","($27,141.55)"
"2019","9763","AC45","($21,780.57)"
"2019","9763","AC51","$0.00"
"2019","9763","AC52","($1,892,675.02)"
"2019","9763","AC53","($326,771.06)"
"2019","9763","AC54","$0.00"
"2019","9763","AC55","$0.00"
"2019","9763","AC56","($14,287.30)"
"2019","9763","AC57","($2,766.81)"
"2019","9763","AC61","($2,143,479.21)"
"2019","9763","AC62","$639,340.34"
"2019","9763","AC63","$11,017,380.82"
"2019","9763","AC64","($979,372.52)"
"2019","9763","AC65","($278,488.12)"
"2019","9763","AC66","($51,994.03)"
"2019","9763","AC67","($5,883,984.25)"
"2019","9763","AC91","($601.00)"
"2019","9763","AC92","$0.00"
"2019","9763","AC93","($186,505.75)"
"2019","9763","AC95","$0.00"
"2019","9763","AC97","($85,159.88)"
"2019","9763","AD21","($809,795.15)"
"2019","9763","AD22","($226,405.80)"
"2019","9763","AD23","($85,416.59)"
"2019","9763","AD24","($549,461.10)"
"2019","9763","AD25","($180,906.67)"
"2019","9763","AD26","($53,704.06)"
"2019","9763","AD27","($5,322.98)"
"2019","9763","AD41","($27,637.86)"
"2019","9763","AD42","($0.54)"
"2019","9763","AD43","$0.00"
"2019","9763","AD44","($129,061.00)"
"2019","9763","AD63","$0.00"
"2019","9763","AD65","$0.00"
"2019","9763","AD91","($608,739.58)"
"2019","9763","AD92","($2,673,790.74)"
"2019","9763","AD93","($782,845.71)"
"2019","9763","AD94","($38,273.29)"
"2019","9763","AD95","($1,154,552.48)"
"2019","9763","AD96","($188,331.28)"
"2019","9763","AD97","$1,018,618.93"
"2019","9763","AE24","$0.00"
"2019","9763","AE34","$144,414.45"
"2019","9763","AE35","$0.00"
"2019","9763","AF16","$0.00"
"2019","9763","AG91","$0.00"
"2019","9763","AH11","$0.00"
"2019","9763","AH32","($10,173.68)"
"2019","9763","AJ11","($357,915.04)"
"2019","9763","AJ12","($17,129.46)"
"2019","9763","AJ13","($3,466.44)"
"2019","9763","AJ14","($7,196.10)"
"2019","9763","AJ16","($22,901.26)"
"2019","9763","AJ21","$0.00"
"2019","9763","AJ23","($2.02)"
"2019","9763","AJ27","($60,351.45)"
"2019","9763","AJ31","$0.00"
"2019","9763","AJ33","$0.00"
"2019","9763","AJ41","$470,783.01"
"2019","9763","AJ42","($175,283.11)"
"2019","9763","AJ43","$75,321.29"
"2019","9763","AJ44","($412,979.44)"
"2019","9763","AJ45","$56,431.90"
"2019","9763","AJ46","($398,307.04)"
"2019","9763","AJ47","($693,901.25)"
"2019","9763","AJ51","$0.00"
"2019","9763","AJ52","($106,957.97)"
"2019","9763","AJ72","$0.00"
"2019","9763","AJ73","$0.00"
"2019","9763","AJ91","$0.00"
"2019","9763","AJ92","($10,000.00)"
"2019","9763","AJ93","$0.00"
"2019","9763","AJ94","($101,054.68)"
"2019","9763","AJ95","$0.00"
"2019","9763","AN11","($22,832.51)"
"2019","9763","AN12","$0.00"
"2019","9763","AN13","($0.01)"
"2019","9763","AN14","$0.00"
"2019","9763","AN77","$0.00"
"2019","9763","AN91","($336,713.29)"
"2019","9763","AN92","$0.00"
"2019","9763","AR14","$0.00"
"2019","9763","AR23","($16,925.97)"
"2019","9763","AR55","$0.00"
"2019","9763","AR71","$0.00"
"2019","9763","AR77","$0.00"
"2019","9763","AR92","($864,672.54)"
"2019","9763","AR95","$0.00"
"2019","9763","AS11","$0.00"
"2019","9763","AT34","($964.90)"
"2019","9763","AT92","$0.00"
"2019","9763","AZ11","($1,041,987.26)"
"2019","9763","AZ12","($18,816,751.63)"
"2019","9763","AZ13","($77,457.85)"
"2019","9763","AZ14","($401,272.32)"
"2019","9763","AZ15","($22,179.20)"
"2019","9763","AZ16","$2,721,394.15"
"2019","9763","B504","$0.00"
"2019","9763","B506","($2,219.81)"
"2019","9763","B522","($95,000.00)"
"2019","9763","B539","($455,010.46)"
"2019","9763","B541","($64,115.30)"
"2019","9763","B544","$0.00"
"2019","9763","B599","($1,814,684.00)"
"2019","9763","C211","($837.73)"
"2019","9763","C212","$0.00"
"2019","9763","C214","($1,035,817.39)"
"2019","9763","C215","($7,687.76)"
"2019","9763","C216","($163,065.02)"
"2019","9763","C219","($65,482.80)"
"2019","9763","D301","($233,590.33)"
"2019","9763","D302","($33,483.84)"
"2019","9763","D304","$1,878,494.80"
"2019","9763","D306","($2,167,272.65)"
"2019","9763","D307","($1,735,995.68)"
"2019","9763","D308","($200,338.37)"
"2019","9763","D309","$0.00"
"2019","9763","D310","$5,715,478.94"
"2019","9763","D311","$146,117.62"
"2019","9763","D312","($2,925.24)"
"2019","9763","D314","($386,383.29)"
"2019","9763","D316","$189,804.80"
"2019","9763","D317","$72,483.00"
"2019","9763","D318","$1,321,675.69"
"2019","9763","D319","$1,290,024.77"
"2019","9763","D320","($56,899.91)"
"2019","9763","D322","($45,217.20)"
"2019","9763","D325","($10,646.74)"
"2019","9763","D399","($3,166,901.26)"
"2019","9763","F099","$0.00"
"2019","9763","F999","($248,521.43)"
"2019","9763","G004","($51,380.00)"
"2019","9763","G099","($1,002,062.96)"
"2019","9763","H110","($15,311.83)"
"2019","9763","H114","$0.00"
"2019","9763","H199","($619,917.90)"
"2019","9763","H210","$0.00"
"2019","9763","H214","($7,591.69)"
"2019","9763","H215","($8,737.70)"
"2019","9763","H216","$0.00"
"2019","9763","H217","($22,100.00)"
"2019","9763","H220","($34,700.95)"
"2019","9763","H242","($81,369.34)"
"2019","9763","H269","($32,773.97)"
"2019","9763","H270","($6,402.91)"
"2019","9763","H299","$0.00"
"2019","9763","H913","$0.00"
"2019","9763","H914","($17,767.80)"
"2019","9763","H999","$0.00"
"2019","9763","J010","($3,786,779.07)"
"2019","9763","J012","$5,003,421.08"
"2019","9763","J013","($3,579.92)"
"2019","9763","J014","$6,316,084.13"
"2019","9763","J015","$472,239,838.11"
"2019","9763","J016","($10,265,201.11)"
"2019","9763","J017","($9,983,677.93)"
"2019","9763","J019","($115,615.94)"
"2019","9763","J020","($586,979.63)"
"2019","9763","J023","$1,413,009.53"
"2019","9763","J025","($201,717.56)"
"2019","9763","J028","($43,971,985.29)"
"2019","9763","J029","($2,480,329.96)"
"2019","9763","J030","$0.00"
"2019","9763","J031","($2,430.33)"
"2019","9763","J035","$0.00"
"2019","9763","J036","$0.00"
"2019","9763","J039","($7,580,356.63)"
"2019","9763","J040","($151,224.00)"
"2019","9763","J041","($823,256.40)"
"2019","9763","J042","$0.00"
"2019","9763","J043","$32,114.26"
"2019","9763","J048","($5,327.00)"
"2019","9763","J049","($90,478.35)"
"2019","9763","J051","$0.00"
"2019","9763","J052","$10,310.80"
"2019","9763","J053","$0.00"
"2019","9763","J058","($4,841,630.21)"
"2019","9763","J059","($5,980,388.67)"
"2019","9763","J061","($1,007,948.45)"
"2019","9763","J063","$2,011,829.84"
"2019","9763","J065","$0.00"
"2019","9763","J066","($2,383,937.01)"
"2019","9763","J067","$0.00"
"2019","9763","J069","($1,672,585.51)"
"2019","9763","J070","($929,821.45)"
"2019","9763","J091","$0.00"
"2019","9763","J096","$0.00"
"2019","9763","J099","($8,044,671.54)"
"2019","9763","J998","$0.00"
"2019","9763","K010","($10,046.65)"
"2019","9763","K014","$0.00"
"2019","9763","K015","($2,089,875.01)"
"2019","9763","K016","($1,875,334.25)"
"2019","9763","K017","$0.00"
"2019","9763","K019","$3,094,400.00"
"2019","9763","K020","($177,001.36)"
"2019","9763","K025","$0.00"
"2019","9763","K058","$0.00"
"2019","9763","K059","$0.00"
"2019","9763","K066","$0.00"
"2019","9763","K070","($627,916.42)"
"2019","9763","K099","($3,681,703.60)"
"2019","9763","L010","$215,749.64"
"2019","9763","L012","$0.00"
"2019","9763","L014","$327,708.98"
"2019","9763","L015","($1,483.00)"
"2019","9763","L016","($791,146.46)"
"2019","9763","L018","($74,241.08)"
"2019","9763","L019","($343,415.80)"
"2019","9763","L023","$0.00"
"2019","9763","L025","($992,813.40)"
"2019","9763","L035","$0.00"
"2019","9763","L058","($456,632.34)"
"2019","9763","L059","($21,379.74)"
"2019","9763","L069","$0.00"
"2019","9763","L070","($13,736.41)"
"2019","9763","L076","($17,435.63)"
"2019","9763","L099","($758,411.76)"
"2019","9763","M127","$0.00"
"2019","9763","M179","$0.00"
"2019","9763","M181","($16,278.90)"
"2019","9763","M1AZ","$0.00"
"2019","9763","M1BG","$0.00"
"2019","9763","M1GZ","$0.00"
"2019","9763","M1HA","($90,368.42)"
"2019","9763","M1HB","$0.00"
"2019","9763","N016","$0.00"
"2019","9763","N020","$0.00"
"2019","9763","N035","$0.00"
"2019","9763","N054","$0.00"
"2019","9763","N056","$0.00"
"2019","9763","N058","($516.08)"
"2019","9763","N059","$0.00"
"2019","9763","N063","$0.00"
"2019","9763","N066","($82,483.05)"
"2019","9763","N070","$0.00"
"2019","9763","N099","($26,000.00)"
"2019","9763","P200","$0.00"
"2019","9763","P300","$0.00"
"2019","9763","Q201","$55,694.73"
"2019","9763","Q301","$0.00"
"2019","9763","Q507","$0.00"
"2019","9763","Q515","$0.00"
"2019","9763","Q999","($20,755.25)"
"2019","9763","R401","($28,646.94)"
"2019","9763","R405","$0.00"
"2019","9763","R406","($375,004.96)"
"2019","9763","R408","($4,908,907.82)"
"2019","9763","R409","($215,813.35)"
"2019","9763","R410","($3,537.85)"
"2019","9763","R412","($6,024.68)"
"2019","9763","R414","($18,586,930.92)"
"2019","9763","R415","($242,344.33)"
"2019","9763","R418","$304,673.06"
"2019","9763","R420","($17,091.45)"
"2019","9763","R421","($169,695.39)"
"2019","9763","R423","$0.00"
"2019","9763","R424","$21,554.07"
"2019","9763","R425","($94,869,603.62)"
"2019","9763","R426","($238,294.81)"
"2019","9763","R429","$0.00"
"2019","9763","R431","$99,803.38"
"2019","9763","R497","$0.00"
"2019","9763","R498","$0.00"
"2019","9763","R499","($17,592,452.32)"
"2019","9763","R602","$52,388.79"
"2019","9763","R606","($286,826.88)"
"2019","9763","R608","$51,000.00"
"2019","9763","R614","$80,972.00"
"2019","9763","R699","($483,337.55)"
"2019","9763","R702","$0.00"
"2019","9763","R704","$81,625.09"
"2019","9763","R706","($86,614,363.54)"
"2019","9763","R707","$4,173,094.11"
"2019","9763","R708","$0.00"
"2019","9763","R710","($117,253.40)"
"2019","9763","R799","($1,786,977.59)"
"2019","9763","S111","$12,469.35"
"2019","9763","S112","$584,217.63"
"2019","9763","S114","$9,907.86"
"2019","9763","S119","$14,404.04"
"2019","9763","S201","$159,762.04"
"2019","9763","S206","$0.00"
"2019","9763","S208","$134,131.10"
"2019","9763","S211","$11,280.00"
"2019","9763","S215","($17,673.65)"
"2019","9763","S216","($695,640.24)"
"2019","9763","T001","($66,406.02)"
"2019","9763","T006","$555,362.40"
"2019","9763","T012","$9,350.00"
"2019","9763","T013","($5,001.87)"
"2019","9763","T099","($396,723.26)"
"2019","9763","U001","$0.00"
"2019","9763","U002","($21,943.04)"
"2019","9763","U005","($14,100.00)"
"2019","9763","U006","$0.00"
"2019","9763","U008","$1,257,994.77"
"2019","9763","U009","$153,032.24"
"2019","9763","U010","$0.00"
"2019","9763","U099","($1,091,796.77)"
"2019","9763","V121","($967,504.98)"
"2019","9763","V126","$0.00"
"2019","9763","V212","$35,816.25"
"2019","9763","V229","$3,510.00"
"2019","9763","V231","$0.00"
"2019","9763","V999","($17,114.35)"
"2019","9763","W019","($451,039.17)"
"2019","9763","W036","$0.00"
"2019","9763","W074","($11,957.99)"
"2019","9763","X1AB","$743,146.20"
"2019","9763","Z159","($6,420.99)"
"2019","9763","Z199","($4,884.97)"
"2019","9763","Z1BF","($114,783.90)"
"2019","9763","Z2BF","$17,906.00"
"2019","9771","3670","$1,920,000.04"
"2019","9771","4240","$1,182,269.00"
"2019","9771","4940","$7,536.08"
"2019","9771","5805","$10,095.68"
"2019","9771","5811","$87,915.00"
"2019","9771","5836","$519,720.38"
"2019","9771","5930","$37,236.00"
"2019","9771","5935","$17,333.30"
"2019","9771","5961","$49,714.50"
"2019","9771","5962","$132,853,086.89"
"2019","9771","5963","$110,848.99"
"2019","9771","6350","$0.00"
"2019","9771","6625","$316,318.00"
"2019","9771","6636","$49,892.12"
"2019","9771","6640","$18,833.00"
"2019","9771","6650","$1,527,982.00"
"2019","9771","6685","$0.00"
"2019","9771","6695","$713,466.10"
"2019","9771","6830","$512,100.00"
"2019","9771","7030","$3,737,212.66"
"2019","9771","7035","$0.00"
"2019","9771","7045","$0.00"
"2019","9771","7050","$278,491.04"
"2019","9771","7110","$265,803.45"
"2019","9771","9330","($12.50)"
"2019","9771","AC12","$0.00"
"2019","9771","AC13","$1,542,188.00"
"2019","9771","AC14","$535,348.00"
"2019","9771","AC22","$10,948.00"
"2019","9771","AC33","$956,452.00"
"2019","9771","AC61","$2,190,864.74"
"2019","9771","AC62","$23,151,056.20"
"2019","9771","AC63","$741,961,710.85"
"2019","9771","AC64","$381,356,050.32"
"2019","9771","AC65","$4,367,175.00"
"2019","9771","AC67","$1,048,767.65"
"2019","9771","AD24","$495,345.00"
"2019","9771","AD25","$4,454,450.00"
"2019","9771","AD92","$16,147.00"
"2019","9771","AD93","$49,363.00"
"2019","9771","AD94","$0.00"
"2019","9771","AJ43","$228,089.00"
"2019","9771","AR12","$1,997,647.00"
"2019","9771","AR95","$4,987,179.00"
"2019","9771","B544","$870,977.04"
"2019","9771","C222","$0.00"
"2019","9771","D301","$5,533,204.13"
"2019","9771","D304","$44,165.52"
"2019","9771","D310","$15,006,851.37"
"2019","9771","D317","$0.00"
"2019","9771","F108","$0.00"
"2019","9771","H216","$136,335.00"
"2019","9771","H259","$139,876.83"
"2019","9771","H966","$61,936.60"
"2019","9771","J012","$21,078.50"
"2019","9771","J041","$1,886,127.12"
"2019","9771","J045","$93,049.97"
"2019","9771","J059","$10,478.59"
"2019","9771","J063","$17,570.97"
"2019","9771","J066","$8,515,350.52"
"2019","9771","J070","$0.00"
"2019","9771","J099","$256,918.80"
"2019","9771","K016","$7,287,730.00"
"2019","9771","K058","$566,353.00"
"2019","9771","K059","$475,175,406.00"
"2019","9771","R406","$1,035,923.13"
"2019","9771","R420","$5,813,094.60"
"2019","9771","R425","$1,750,172.00"
"2019","9771","R429","$10,000.00"
"2019","9771","R430","$819,549.97"
"2019","9771","R499","$1,699,598.71"
"2019","9771","R710","$1,139,667.00"
"2019","9771","S112","$0.00"
"2019","9771","S114","$0.00"
"2019","9771","S201","$112,560.00"
"2019","9771","S205","$11,815.28"
"2019","9771","S208","$22,533.00"
"2019","9771","S216","($32,544.00)"
"2019","9771","Z1HB","$22,869.00"
"2019","9771","Z2AA","$18,338.00"
"2019","9776","3950","$6,835,045.00"
"2019","9776","4010","$235,008.00"
"2019","9776","7025","$120,643.75"
"2019","9776","7030","$6,295,900.50"
"2019","9776","7050","$48,588.00"
"2019","9776","AC62","$0.00"
"2019","9776","AZ15","$3,000,000.00"
"2019","9776","B599","$1,904,869.84"
"2019","9776","D301","$24,301,205.64"
"2019","9776","D302","$49,945,010.95"
"2019","9776","D303","$6,301,735.00"
"2019","9776","D305","$9,907,845.45"
"2019","9776","D306","$923,520.62"
"2019","9776","D307","$8,208,523.11"
"2019","9776","D308","$56,235,901.64"
"2019","9776","D309","$51,869.70"
"2019","9776","D310","$1,856,787.98"
