"Fiscal Year","Contracting Agency ID","Product or Service Code","Dollars Obligated"
"2019","3600","7350","$28,457.76"
"2019","3600","7360","$499,367.55"
"2019","3600","7420","$56,020.32"
"2019","3600","7430","$532,580.09"
"2019","3600","7435","$639,283.90"
"2019","3600","7450","$92,170.95"
"2019","3600","7460","$19,022.43"
"2019","3600","7490","$3,507,406.34"
"2019","3600","7510","$8,830,716.99"
"2019","3600","7520","$1,483,317.10"
"2019","3600","7530","$306,147.46"
"2019","3600","7540","$17,075.71"
"2019","3600","7610","$879,106.67"
"2019","3600","7630","$2,237,323.46"
"2019","3600","7640","$37,180.00"
"2019","3600","7644","$7,941.50"
"2019","3600","7690","$919,208.77"
"2019","3600","7710","$34,427.91"
"2019","3600","7730","$447,162.84"
"2019","3600","7735","$13,305.83"
"2019","3600","7810","$945,042.29"
"2019","3600","7830","$331,155.29"
"2019","3600","7910","$2,282,158.58"
"2019","3600","7920","$98,967.98"
"2019","3600","7930","$468,338.38"
"2019","3600","8010","$19,163.00"
"2019","3600","8105","$541,482.96"
"2019","3600","8115","$28,052.15"
"2019","3600","8120","$581,899.20"
"2019","3600","8135","$13,195,254.98"
"2019","3600","8145","$163,394.31"
"2019","3600","8305","$1,831,694.93"
"2019","3600","8335","$37,934.41"
"2019","3600","8340","$406,544.98"
"2019","3600","8345","$9,958,453.80"
"2019","3600","8405","$31,742.20"
"2019","3600","8415","$876,928.57"
"2019","3600","8420","$59,544.16"
"2019","3600","8425","$61,297.00"
"2019","3600","8430","$106,974.99"
"2019","3600","8440","$27,686.20"
"2019","3600","8455","$31,084.03"
"2019","3600","8457","$1,900.00"
"2019","3600","8465","$150,564.81"
"2019","3600","8470","$264,113.87"
"2019","3600","8510","$80,100.00"
"2019","3600","8520","$127,429.90"
"2019","3600","8530","$40,684.05"
"2019","3600","8540","$129,909.99"
"2019","3600","8710","$203,891.59"
"2019","3600","8720","$290,695.02"
"2019","3600","8730","$340,028.65"
"2019","3600","8820","$80,539.58"
"2019","3600","8910","$3,289,618.37"
"2019","3600","8915","$553,762.38"
"2019","3600","8920","$1,126,102.61"
"2019","3600","8940","$213,188.59"
"2019","3600","8945","$161,742,172.36"
"2019","3600","8960","($20,041.41)"
"2019","3600","8970","$617,594.97"
"2019","3600","8975","$2,023.84"
"2019","3600","9110","$450,620.20"
"2019","3600","9130","$331,712.20"
"2019","3600","9140","$517,077.75"
"2019","3600","9310","$792,083.04"
"2019","3600","9320","$15,426.00"
"2019","3600","9330","$14,974.25"
"2019","3600","9340","$17,225.00"
"2019","3600","9390","$13,810.00"
"2019","3600","9520","$14,381.68"
"2019","3600","9620","$112,917.32"
"2019","3600","9905","$8,735,864.82"
"2019","3600","9930","$77,615,005.00"
"2019","3600","AA12","($10,336.00)"
"2019","3600","AA31","$50,000.00"
"2019","3600","AA93","$4,479.80"
"2019","3600","AA96","$0.00"
"2019","3600","AB31","$423,071.18"
"2019","3600","AB92","$129,856.10"
"2019","3600","AD21","($8,898.81)"
"2019","3600","AD22","$18,580.80"
"2019","3600","AE22","$37,999.99"
"2019","3600","AF11","$75,706.11"
"2019","3600","AF12","$411,628.38"
"2019","3600","AF13","$10,000.00"
"2019","3600","AF16","$45,327.82"
"2019","3600","AG21","$22,000.00"
"2019","3600","AH91","($19,036.72)"
"2019","3600","AH93","$15,975.00"
"2019","3600","AJ11","$622,371.74"
"2019","3600","AJ12","$4,000.00"
"2019","3600","AJ14","$10,000.00"
"2019","3600","AJ16","$0.00"
"2019","3600","AJ24","$27,878.40"
"2019","3600","AJ25","$70,974.80"
"2019","3600","AJ43","$62,906.00"
"2019","3600","AJ51","$371,903.24"
"2019","3600","AJ52","$331,359.87"
"2019","3600","AJ56","$132,732.60"
"2019","3600","AJ61","$7,575.00"
"2019","3600","AJ62","$192,175.00"
"2019","3600","AJ63","($44,400.00)"
"2019","3600","AJ65","$8,925.00"
"2019","3600","AJ72","$171,000.00"
"2019","3600","AJ76","$870,233.68"
"2019","3600","AJ91","$172,993.29"
"2019","3600","AJ92","$42,706.37"
"2019","3600","AJ94","$274,717.00"
"2019","3600","AJ97","$9,999.96"
"2019","3600","AK12","$6,500.00"
"2019","3600","AK16","$274,014.15"
"2019","3600","AN11","$7,913,084.65"
"2019","3600","AN12","$3,023,625.39"
"2019","3600","AN13","$10,616.57"
"2019","3600","AN14","$445,365.25"
"2019","3600","AN15","$129,015.55"
"2019","3600","AN16","$1,172,307.37"
"2019","3600","AN17","$27,498.00"
"2019","3600","AN21","($219,689.40)"
"2019","3600","AN22","$153,694.00"
"2019","3600","AN26","$0.00"
"2019","3600","AN41","$12,465,961.54"
"2019","3600","AN42","$220,735.32"
"2019","3600","AN45","$48,698.00"
"2019","3600","AN46","$711,791.39"
"2019","3600","AN47","$168,912.80"
"2019","3600","AN51","$3,427,882.31"
"2019","3600","AN52","$167,972.10"
"2019","3600","AN53","($24,970.00)"
"2019","3600","AN55","$90,000.00"
"2019","3600","AN57","($1,115.00)"
"2019","3600","AN61","$257,250.20"
"2019","3600","AN62","$76,087.52"
"2019","3600","AN64","($16,012.73)"
"2019","3600","AN66","($401,818.17)"
"2019","3600","AN71","$440,671.92"
"2019","3600","AN72","$45,630.75"
"2019","3600","AN73","$137,722.50"
"2019","3600","AN76","($816.28)"
"2019","3600","AN81","$16,500.00"
"2019","3600","AN91","$6,270,082.53"
"2019","3600","AN92","$1,728,937.13"
"2019","3600","AN93","$110,889.56"
"2019","3600","AN94","$34,448.97"
"2019","3600","AN96","$774,973.83"
"2019","3600","AN97","$10,000.00"
"2019","3600","AQ91","$3,600.00"
"2019","3600","AQ96","$49,950.00"
"2019","3600","AT22","$50,000.00"
"2019","3600","AT81","$21,000.00"
"2019","3600","AZ11","$2,238,779.87"
"2019","3600","AZ12","$2,258,035.64"
"2019","3600","AZ16","($83,065.68)"
"2019","3600","AZ17","$57,278.00"
"2019","3600","B502","$213,070.57"
"2019","3600","B504","$16,250.00"
"2019","3600","B505","$99,969.60"
"2019","3600","B506","$2,469,066.38"
"2019","3600","B510","$1,661,384.59"
"2019","3600","B513","$523,252.24"
"2019","3600","B516","$21,645.51"
"2019","3600","B521","$35,808.00"
"2019","3600","B522","($24,356.05)"
"2019","3600","B524","$82,750.00"
"2019","3600","B529","$293,945.62"
"2019","3600","B532","$38,736.25"
"2019","3600","B533","$1,097,412.83"
"2019","3600","B537","$293,406.86"
"2019","3600","B540","($114,793.63)"
"2019","3600","B542","$118,977.83"
"2019","3600","B543","$17,430.68"
"2019","3600","B546","$253,230.98"
"2019","3600","B547","$1,049,944.69"
"2019","3600","B550","$19,121,630.52"
"2019","3600","B552","($120,111.37)"
"2019","3600","B553","$188,509.92"
"2019","3600","B599","$3,080,977.04"
"2019","3600","C114","$12,373,207.28"
"2019","3600","C119","$26,705.82"
"2019","3600","C1AA","$6,594,654.70"
"2019","3600","C1AB","$317,633.58"
"2019","3600","C1AZ","$860,375.13"
"2019","3600","C1BA","$223,017.00"
"2019","3600","C1BZ","$242,316.02"
"2019","3600","C1DA","$253,711,447.58"
"2019","3600","C1DB","$708,924.55"
"2019","3600","C1DZ","$35,120,526.73"
"2019","3600","C1EB","$114,124.00"
"2019","3600","C1EC","$121,028.03"
"2019","3600","C1GC","$116,707.00"
"2019","3600","C1GZ","$148,545.00"
"2019","3600","C1JB","$140,441.94"
"2019","3600","C1JZ","$12,045,792.49"
"2019","3600","C1KZ","$0.00"
"2019","3600","C1LB","$841,372.93"
"2019","3600","C1LZ","$714,527.74"
"2019","3600","C1MB","$46,000.00"
"2019","3600","C1MZ","$903,834.22"
"2019","3600","C1NB","($120,976.59)"
"2019","3600","C1NE","$396,287.21"
"2019","3600","C1NZ","$18,027,737.86"
"2019","3600","C1PB","$0.00"
"2019","3600","C1PZ","$229,718.84"
"2019","3600","C1QA","$5,890,075.24"
"2019","3600","C211","$45,529,246.82"
"2019","3600","C212","($50,116.54)"
"2019","3600","C213","$8,901,377.43"
"2019","3600","C214","$1,042,785.74"
"2019","3600","C215","$3,977,861.46"
"2019","3600","C219","$26,494,725.35"
"2019","3600","C220","$3,907,583.27"
"2019","3600","C221","$9,338.22"
"2019","3600","C222","$3,504,224.36"
"2019","3600","C223","$1,977,366.80"
"2019","3600","D301","$15,021,027.66"
"2019","3600","D302","$8,659,005.54"
"2019","3600","D303","$1,049,424.10"
"2019","3600","D304","$246,278,652.65"
"2019","3600","D305","$83,159,416.63"
"2019","3600","D306","$9,178,568.36"
"2019","3600","D307","$1,488,102.57"
"2019","3600","D308","$114,237,214.76"
"2019","3600","D309","$21,617,902.05"
"2019","3600","D310","$82,179,200.93"
"2019","3600","D311","$13,837,925.77"
"2019","3600","D312","$270,857.23"
"2019","3600","D313","$1,425,517.07"
"2019","3600","D314","$31,846,491.95"
"2019","3600","D315","$10,560.00"
"2019","3600","D316","$8,448,157.00"
"2019","3600","D317","$28,373,798.23"
"2019","3600","D318","$1,138,192,875.90"
"2019","3600","D319","$615,325,951.02"
"2019","3600","D320","$73,062,104.51"
"2019","3600","D321","$57,812,342.13"
"2019","3600","D322","$5,739,199.77"
"2019","3600","D324","$50,318,457.19"
"2019","3600","D325","$3,673,867.49"
"2019","3600","D399","$1,453,846,286.99"
"2019","3600","E1AB","$202,800.00"
"2019","3600","E1NE","$7,072.67"
"2019","3600","E1PD","$111,838.00"
"2019","3600","F010","$0.00"
"2019","3600","F014","$127,725.00"
"2019","3600","F015","$672,531.88"
"2019","3600","F018","$48,000.00"
"2019","3600","F019","$37,329.96"
"2019","3600","F020","$21,387.50"
"2019","3600","F021","$949,913.00"
"2019","3600","F099","$63,678.37"
"2019","3600","F101","$746,843.48"
"2019","3600","F103","$2,206,172.75"
"2019","3600","F105","$3,407,144.27"
"2019","3600","F107","$668,338.86"
"2019","3600","F108","$8,979,694.15"
"2019","3600","F109","$124,425.44"
"2019","3600","F111","$1,183,284.00"
"2019","3600","F112","$13,957.00"
"2019","3600","F113","$428,112.75"
"2019","3600","F114","$36,952.00"
"2019","3600","F115","$53,849.10"
"2019","3600","F999","$3,372,063.36"
"2019","3600","G001","($58,926.62)"
"2019","3600","G002","$610,327.85"
"2019","3600","G003","$3,060,685.11"
"2019","3600","G004","$39,294,825.94"
"2019","3600","G005","$3,093,824.39"
"2019","3600","G007","$40,826,609.06"
"2019","3600","G008","$3,705,790.74"
"2019","3600","G009","$292,625.91"
"2019","3600","G099","$92,878,042.23"
"2019","3600","H112","$1,383,877.99"
"2019","3600","H119","$12,613.16"
"2019","3600","H125","$35,645.00"
"2019","3600","H130","$20,369.62"
"2019","3600","H135","$27,530.25"
"2019","3600","H136","$45,989.27"
"2019","3600","H141","$641,429.10"
"2019","3600","H142","$314,266.34"
"2019","3600","H144","$89,467.15"
"2019","3600","H145","$2,498,187.74"
"2019","3600","H146","$3,077,785.24"
"2019","3600","H147","$8,950.00"
"2019","3600","H149","$38,892.01"
"2019","3600","H152","$3,225.70"
"2019","3600","H155","$44,715.00"
"2019","3600","H156","$690,845.81"
"2019","3600","H158","$280,520.44"
"2019","3600","H159","$240,660.20"
"2019","3600","H161","$452,090.95"
"2019","3600","H163","$443,303.98"
"2019","3600","H165","$946,063.75"
"2019","3600","H166","$217,771.55"
"2019","3600","H168","$32,263.64"
"2019","3600","H170","$3,683,959.81"
"2019","3600","H173","$31,502.37"
"2019","3600","H176","$111,481.79"
"2019","3600","H179","$24,515.64"
"2019","3600","H184","$84,925.63"
"2019","3600","H191","$137,936.78"
"2019","3600","H199","$734,782.02"
"2019","3600","H212","$283,015.43"
"2019","3600","H216","$18,133.05"
"2019","3600","H222","($205.00)"
"2019","3600","H223","$8,577.62"
"2019","3600","H230","$102,131.00"
"2019","3600","H236","$78,247.81"
"2019","3600","H238","$140,730.00"
"2019","3600","H239","$26,690.00"
"2019","3600","H241","$1,506,329.96"
"2019","3600","H242","$752,536.11"
"2019","3600","H243","$21,417.82"
"2019","3600","H244","$125,148.00"
"2019","3600","H245","$328,911.12"
"2019","3600","H246","$846,082.33"
"2019","3600","H248","$11,264.00"
"2019","3600","H249","$20,670.00"
"2019","3600","H252","$18,129.65"
"2019","3600","H256","$20,446.02"
"2019","3600","H258","$51,278.76"
"2019","3600","H259","$1,297,715.51"
"2019","3600","H261","$366,300.11"
"2019","3600","H263","$957,248.96"
"2019","3600","H265","$4,016,508.20"
"2019","3600","H266","$1,659,582.95"
"2019","3600","H268","$11,579.04"
"2019","3600","H269","($28,797.72)"
"2019","3600","H270","$16,794.76"
"2019","3600","H284","$11,420.00"
"2019","3600","H291","$132,445.60"
"2019","3600","H296","$23,547.00"
"2019","3600","H299","$746,738.36"
"2019","3600","H312","$1,636,947.94"
"2019","3600","H328","$35,770.00"
"2019","3600","H335","$215,725.70"
"2019","3600","H336","$140,498.08"
"2019","3600","H338","$231,469.60"
"2019","3600","H341","$247,122.00"
"2019","3600","H342","$1,720,053.41"
"2019","3600","H343","$20,332.26"
"2019","3600","H344","$120,904.71"
"2019","3600","H345","$445,880.21"
"2019","3600","H346","$1,135,544.71"
"2019","3600","H348","$36,500.04"
"2019","3600","H349","$124,094.71"
"2019","3600","H356","$269,995.75"
"2019","3600","H358","$124,486.08"
"2019","3600","H359","$503,460.08"
"2019","3600","H361","$263,004.00"
"2019","3600","H363","$448,668.21"
"2019","3600","H365","$936,225.88"
"2019","3600","H366","$428,036.38"
"2019","3600","H368","$258,352.14"
"2019","3600","H370","$34,778.54"
"2019","3600","H372","$3,631.96"
"2019","3600","H374","$3,348.00"
"2019","3600","H379","$35,571.30"
"2019","3600","H391","$242,743.90"
"2019","3600","H399","$868,305.16"
"2019","3600","H912","$195,217.20"
"2019","3600","H923","$13,219.42"
"2019","3600","H930","$21,454.60"
"2019","3600","H935","$67,300.00"
"2019","3600","H936","($130.06)"
"2019","3600","H941","$145,565.05"
"2019","3600","H942","$612,840.81"
"2019","3600","H943","$21,622.78"
"2019","3600","H944","$69,508.15"
"2019","3600","H945","$265,999.66"
"2019","3600","H946","$825,628.73"
"2019","3600","H949","$102,346.68"
"2019","3600","H954","$208,550.10"
"2019","3600","H958","$255,245.16"
"2019","3600","H959","$107,409.67"
"2019","3600","H963","$272,658.27"
"2019","3600","H965","$795,395.45"
"2019","3600","H966","$123,371.13"
"2019","3600","H967","$22,775.00"
"2019","3600","H968","$351,855.34"
"2019","3600","H970","$35,075.11"
"2019","3600","H976","$72,305.00"
"2019","3600","H979","$77,644.08"
"2019","3600","H984","$30,110.07"
"2019","3600","H991","$44,530.27"
"2019","3600","H996","($1,049.00)"
"2019","3600","H999","$4,495,709.40"
"2019","3600","J010","($25,931.00)"
"2019","3600","J011","$39,375.00"
"2019","3600","J012","$4,446,566.13"
"2019","3600","J013","$9,300.00"
"2019","3600","J015","$4,422.09"
"2019","3600","J019","$21,458.73"
"2019","3600","J023","$367,963.37"
"2019","3600","J024","$72,643.63"
"2019","3600","J025","$73,346.49"
"2019","3600","J028","$1,305,231.68"
"2019","3600","J029","($80.74)"
"2019","3600","J030","$1,946,132.11"
"2019","3600","J031","$102,186.28"
"2019","3600","J034","$20,758.25"
"2019","3600","J035","$12,027,384.81"
"2019","3600","J036","$1,957,723.93"
"2019","3600","J037","$3,926.00"
"2019","3600","J038","$210,745.33"
"2019","3600","J039","$5,853,641.17"
"2019","3600","J040","$2,303,907.38"
"2019","3600","J041","$27,512,703.27"
"2019","3600","J042","$2,045,421.35"
"2019","3600","J043","$1,199,031.28"
"2019","3600","J044","$2,596,303.18"
"2019","3600","J045","$15,889,571.56"
"2019","3600","J046","$3,290,595.90"
"2019","3600","J047","$494,688.13"
"2019","3600","J048","$428,527.59"
"2019","3600","J049","$14,091,233.31"
"2019","3600","J051","$78,511.26"
"2019","3600","J052","$84,383.15"
"2019","3600","J054","$182,729.00"
"2019","3600","J055","$9,729.00"
"2019","3600","J056","$592,088.96"
"2019","3600","J058","$1,091,117.14"
"2019","3600","J059","$17,159,505.38"
"2019","3600","J060","$622,303.53"
"2019","3600","J061","$4,570,635.46"
"2019","3600","J062","$534,980.87"
"2019","3600","J063","$12,361,525.50"
"2019","3600","J065","$346,809,520.71"
"2019","3600","J066","$16,127,886.98"
"2019","3600","J067","$7,083,773.21"
"2019","3600","J068","$178,711.11"
"2019","3600","J069","$97,322.38"
"2019","3600","J070","$14,343,406.75"
"2019","3600","J071","$249,686.88"
"2019","3600","J072","$1,187,874.47"
"2019","3600","J073","$1,759,873.80"
"2019","3600","J074","$3,718,315.62"
"2019","3600","J075","$809,602.61"
"2019","3600","J076","$9,978.00"
"2019","3600","J077","$4,080.00"
"2019","3600","J078","$68,881.46"
"2019","3600","J079","$679,601.83"
"2019","3600","J080","$104,936.75"
"2019","3600","J081","$302,917.01"
"2019","3600","J083","$132,930.46"
"2019","3600","J085","$34,679.82"
"2019","3600","J088","$17,207.91"
"2019","3600","J091","$631,956.58"
"2019","3600","J095","$67,829.74"
"2019","3600","J096","$59,758.80"
"2019","3600","J099","$33,663,891.53"
"2019","3600","J999","$201,631.50"
"2019","3600","K023","$15,450.00"
"2019","3600","K041","$887,111.00"
"2019","3600","K042","$7,407.55"
"2019","3600","K044","$25,926.06"
"2019","3600","K045","$299,875.21"
"2019","3600","K046","$19,160.00"
"2019","3600","K047","($11,151.20)"
"2019","3600","K052","($6,567.43)"
"2019","3600","K056","$195,108.69"
"2019","3600","K059","$207,669.90"
"2019","3600","K061","$332,697.00"
"2019","3600","K063","$120,971.00"
"2019","3600","K065","$450,377.42"
"2019","3600","K066","$22,316.70"
"2019","3600","K070","($76,430.00)"
"2019","3600","K071","$13,086.25"
"2019","3600","K073","$47,250.00"
"2019","3600","K084","$10,125.00"
"2019","3600","K099","$280,635.30"
"2019","3600","L012","$17,712.00"
"2019","3600","L035","$348,000.00"
"2019","3600","L040","$72,252.56"
"2019","3600","L041","$65,427.00"
"2019","3600","L042","$60,000.00"
"2019","3600","L046","$65,589.32"
"2019","3600","L049","$27,888.19"
"2019","3600","L056","($28,896.69)"
"2019","3600","L058","$22,700.00"
"2019","3600","L059","$308,727.61"
"2019","3600","L060","($741.97)"
"2019","3600","L061","$121,398.01"
"2019","3600","L063","$2,367,302.16"
"2019","3600","L065","$622,268.14"
"2019","3600","L066","$974,845.11"
"2019","3600","L068","($48,370.15)"
"2019","3600","L069","$5,940.00"
"2019","3600","L070","$911,741.91"
"2019","3600","L076","$66,251.00"
"2019","3600","L077","$70,905.00"
"2019","3600","L099","$477,697.88"
"2019","3600","M1AZ","$347,102.00"
"2019","3600","M1DA","$409,884.00"
"2019","3600","M1DZ","$5,777,646.13"
"2019","3600","M1FA","$150,663.60"
"2019","3600","M1FD","$1,180,400.79"
"2019","3600","M1GZ","$556,490.06"
"2019","3600","M1JZ","$1,756.04"
"2019","3600","M1LB","($258.49)"
"2019","3600","M1LZ","$13,541,993.24"
"2019","3600","M1NB","($129,078.77)"
"2019","3600","M1ND","$1,393,739.06"
"2019","3600","M1NE","$8,400.00"
"2019","3600","M1PA","$71,774.56"
"2019","3600","M1PD","$83,262.38"
"2019","3600","M1PZ","$155,844.00"
"2019","3600","M1QA","$494,475.00"
"2019","3600","N012","$1,164,913.04"
"2019","3600","N016","$11,668.00"
"2019","3600","N023","$14,518.95"
"2019","3600","N025","$143,611.57"
"2019","3600","N030","$36,003.88"
"2019","3600","N036","$236,516.12"
"2019","3600","N039","$76,300.00"
"2019","3600","N040","$40,597.92"
"2019","3600","N041","$4,844,341.79"
"2019","3600","N042","$232,767.52"
"2019","3600","N043","$229,322.74"
"2019","3600","N044","$24,286.00"
"2019","3600","N045","$837,160.25"
"2019","3600","N046","$357,824.76"
"2019","3600","N047","$87,473.00"
"2019","3600","N048","$245,325.00"
"2019","3600","N049","$130,918.34"
"2019","3600","N052","$26,244.68"
"2019","3600","N053","$734.94"
"2019","3600","N054","$198,686.40"
"2019","3600","N055","$105,213.75"
"2019","3600","N056","$781,551.56"
"2019","3600","N058","$709,804.39"
"2019","3600","N059","$7,295,537.10"
"2019","3600","N060","$744,237.20"
"2019","3600","N061","$672,492.00"
"2019","3600","N062","$113,379.85"
"2019","3600","N063","$7,049,351.52"
"2019","3600","N065","$5,950,385.18"
"2019","3600","N066","$45,808.00"
"2019","3600","N067","$47,510.79"
"2019","3600","N068","$40,944.91"
"2019","3600","N069","$133,612.19"
"2019","3600","N070","$1,392,126.33"
"2019","3600","N071","$3,860,110.00"
"2019","3600","N072","$57,765.54"
"2019","3600","N073","$121,260.36"
"2019","3600","N074","$53,793.46"
"2019","3600","N075","$17,820.59"
"2019","3600","N080","$5,500.00"
"2019","3600","N091","$34,146.00"
"2019","3600","N093","$8,175.00"
"2019","3600","N099","$3,844,456.30"
"2019","3600","P100","$431,386.72"
"2019","3600","P400","$67,294.80"
"2019","3600","P500","$740,011.87"
"2019","3600","P999","$750,251.56"
"2019","3600","Q101","$1,146,939.32"
"2019","3600","Q201","$389,831,778.51"
"2019","3600","Q301","$219,953,655.11"
"2019","3600","Q401","$30,103,619.05"
"2019","3600","Q402","$725,039,004.53"
"2019","3600","Q403","$1,223,234,458.28"
"2019","3600","Q501","$17,273,683.85"
"2019","3600","Q502","$33,722,110.31"
"2019","3600","Q503","$11,902,693.55"
"2019","3600","Q504","$3,347,356.88"
"2019","3600","Q505","$8,245,048.39"
"2019","3600","Q506","$3,769,970.16"
"2019","3600","Q507","$1,280,317.43"
"2019","3600","Q508","$7,925,178.91"
"2019","3600","Q509","$52,800,464.34"
"2019","3600","Q510","$15,845,266.75"
"2019","3600","Q511","$16,898,642.12"
"2019","3600","Q512","$1,654,495.58"
"2019","3600","Q513","$7,806,707.81"
"2019","3600","Q514","$3,937,171.41"
"2019","3600","Q515","$18,316,696.47"
"2019","3600","Q517","$82,197,629.37"
"2019","3600","Q518","$11,474,505.82"
"2019","3600","Q519","$19,922,252.30"
"2019","3600","Q520","$22,628.00"
"2019","3600","Q521","$11,238,598.43"
"2019","3600","Q522","$90,150,401.35"
"2019","3600","Q523","$46,417,641.96"
"2019","3600","Q524","$7,501,789.77"
"2019","3600","Q525","$6,178,006.38"
"2019","3600","Q526","$4,143,950.28"
"2019","3600","Q527","$10,839,076.76"
"2019","3600","Q601","$4,883,736.64"
"2019","3600","Q602","$153,313.49"
"2019","3600","Q603","$761,490.67"
"2019","3600","Q701","$1,182,502.58"
"2019","3600","Q702","$12,433,693.68"
"2019","3600","Q802","$1,778,106.10"
"2019","3600","Q999","$3,388,905,816.63"
"2019","3600","R401","$832,954.63"
"2019","3600","R402","$5,679,590.92"
"2019","3600","R404","$5,534.00"
"2019","3600","R405","$79,421,123.42"
"2019","3600","R406","($13,076,745.34)"
"2019","3600","R408","$222,990,162.38"
"2019","3600","R409","$0.00"
"2019","3600","R410","$75,971,425.87"
"2019","3600","R411","$7,000.00"
"2019","3600","R412","$7,123.80"
"2019","3600","R413","$655,321.12"
"2019","3600","R415","$5,564,155.27"
"2019","3600","R416","$5,506,814.61"
"2019","3600","R418","$473,866.50"
"2019","3600","R420","$4,679,782.32"
"2019","3600","R421","($6,000.00)"
"2019","3600","R422","$17,465,597.36"
"2019","3600","R423","$21,255.27"
"2019","3600","R424","$888,729.41"
"2019","3600","R425","$113,184,798.90"
"2019","3600","R426","$56,259,566.91"
"2019","3600","R428","$585,513.55"
"2019","3600","R429","$127,978.43"
"2019","3600","R430","$13,659,963.76"
"2019","3600","R431","$4,858,593.01"
"2019","3600","R497","$2,490,928.67"
"2019","3600","R498","$988,762.00"
"2019","3600","R499","$627,716,325.66"
"2019","3600","R602","$21,793,372.52"
"2019","3600","R603","$7,548,442.04"
"2019","3600","R604","$297,055,687.21"
"2019","3600","R605","$18,984,889.04"
"2019","3600","R606","$2,533,904.81"
"2019","3600","R607","$1,942,686.03"
"2019","3600","R608","$4,830,146.89"
"2019","3600","R609","$659,947.14"
"2019","3600","R610","$130,967.08"
"2019","3600","R611","($1,401,951.51)"
"2019","3600","R612","$2,003,355.37"
"2019","3600","R613","$3,072,898.90"
"2019","3600","R614","$6,953,701.66"
"2019","3600","R615","($515.77)"
"2019","3600","R699","$48,940,362.92"
"2019","3600","R701","$15,803,335.81"
"2019","3600","R702","$10,204,687.02"
"2019","3600","R703","$3,435,835.46"
"2019","3600","R704","$10,533,520.80"
"2019","3600","R705","($654,425.28)"
"2019","3600","R706","$8,752,246.90"
"2019","3600","R707","$3,909,275.96"
"2019","3600","R708","$3,204,096.79"
"2019","3600","R710","$5,494,988.64"
"2019","3600","R711","$35,098.36"
"2019","3600","R713","$11,552.00"
"2019","3600","R799","$253,461,071.53"
"2019","3600","S111","$70,190,345.40"
"2019","3600","S112","$202,791,767.50"
"2019","3600","S114","$44,819,761.51"
"2019","3600","S119","$90,052,509.34"
"2019","3600","S201","$67,834,211.28"
"2019","3600","S202","$5,817,038.17"
"2019","3600","S203","$4,066,862.90"
"2019","3600","S204","$438,827.05"
"2019","3600","S205","$20,009,311.22"
"2019","3600","S206","$26,294,971.57"
"2019","3600","S207","$6,381,476.06"
"2019","3600","S208","$76,031,174.04"
"2019","3600","S209","$44,133,847.84"
"2019","3600","S211","$983,076.00"
"2019","3600","S212","$13,298.00"
"2019","3600","S214","$929,146.66"
"2019","3600","S215","$5,398,436.03"
"2019","3600","S216","$8,665,203.73"
"2019","3600","S217","$149,925.85"
"2019","3600","S218","$3,102,341.30"
"2019","3600","S222","$17,882,191.20"
"2019","3600","S299","$11,705,128.55"
"2019","3600","T001","$75,582.92"
"2019","3600","T003","$37,055.58"
"2019","3600","T005","$16,876.50"
"2019","3600","T006","$441,678.15"
"2019","3600","T010","($2,625.00)"
"2019","3600","T011","($13,042.13)"
"2019","3600","T012","$1,818,871.72"
"2019","3600","T016","$694,062.58"
"2019","3600","T099","$434,255.67"
"2019","3600","U001","$2,393,686.09"
"2019","3600","U002","$3,323,603.01"
"2019","3600","U004","$1,241,923.44"
"2019","3600","U005","$5,415,447.99"
"2019","3600","U006","$8,624,024.87"
"2019","3600","U007","($2,530.00)"
"2019","3600","U008","$4,701,013.60"
"2019","3600","U009","$29,100,672.97"
"2019","3600","U010","$449,399.59"
"2019","3600","U012","$538,529.25"
"2019","3600","U014","$52,250.68"
"2019","3600","U099","$31,759,736.78"
"2019","3600","V001","($603,832.40)"
"2019","3600","V002","$37,944.00"
"2019","3600","V003","$352,082.07"
"2019","3600","V111","$10,881,994.95"
"2019","3600","V112","$57,919,060.25"
"2019","3600","V115","$12,045.71"
"2019","3600","V119","$5,260,662.33"
"2019","3600","V121","$38,400.00"
"2019","3600","V122","$2,748,580.69"
"2019","3600","V124","$14,000.00"
"2019","3600","V126","$36,000.00"
"2019","3600","V127","$906,209.65"
"2019","3600","V129","$7,225,390.09"
"2019","3600","V211","$956,567.57"
"2019","3600","V212","$35,429,121.58"
"2019","3600","V221","$917,739.09"
"2019","3600","V222","$18,132,996.80"
"2019","3600","V223","($170,830.89)"
"2019","3600","V225","$138,219,340.35"
"2019","3600","V226","$23,227,247.33"
"2019","3600","V227","$119,301.01"
"2019","3600","V229","$3,327,284.86"
"2019","3600","V231","$26,593,301.84"
"2019","3600","V301","$5,005,143.13"
"2019","3600","V999","$38,573,161.19"
"2019","3600","W015","$24,849.98"
"2019","3600","W016","$25,716.20"
"2019","3600","W023","$3,292,450.31"
"2019","3600","W024","$461,037.51"
"2019","3600","W025","$77,345.80"
"2019","3600","W028","($7,077.79)"
"2019","3600","W030","$5,118.00"
"2019","3600","W035","$276,276.41"
"2019","3600","W036","$1,555,899.77"
"2019","3600","W038","$42,165.00"
"2019","3600","W039","$7,269.27"
"2019","3600","W040","$4,940.60"
"2019","3600","W041","$1,081,077.05"
"2019","3600","W043","$100,253.50"
"2019","3600","W044","$307,460.00"
"2019","3600","W045","$288,090.97"
"2019","3600","W046","$79,581.00"
