Proj+A1:H8ectID,ProjectName,ProjectPrettyName,ProjectAbbreviation,IsJointDevelopmentCaseStudy,CSISmodifiedDate,CSISmodifiedBy,IsPerformanceBasedLogistics,PlatformPortfolio,ObligatedAmount,MinOfFiscalYear,MaxOfFiscalYear,TopPlatformPortfolio,TopPlatformPortfolioObligatedAmount,TopParentID,TopParentIDObligatedAmount,Investigate,Wrong,Replacement,Notes,
46,STINGER ,STINGER ,150,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,219441469.4,2005,2016,Missile and Space Systems,78690633.84,RAYTHEON,188247182.8,,,,,
62,NAVSTAR GPS,NAVSTAR GPS,166,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,9887444389,2004,2016,Missile and Space Systems,1338008334,LOCKHEED MARTIN,4303176673,,WRONG,Missile and Space Systems,Global Positioning System,
167,GBR -GROUND BASED RADAR,GBR -GROUND BASED RADAR,1CNW,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Electronics and communications,204386774,1995,2016,Missile and Space Systems,55584871,RAYTHEON,191740268,,WRONG,Electronics and Communications,This is a type of radar,
498,AN/APR-39,AN/APR-39,1GNB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Electronics and communications,275087144.1,1990,2013,Missile and Space Systems,71741837,TELEDYNE TECHNOLOGIES,112871927,,WRONG,Electronics and Communications,A type of radar warning receiver,
638,OTH-B RADAR ,OTH-B RADAR ,227,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Electronics and communications,12616406.9,2008,2016,Electronics and Communications,8825000,LOCKHEED MARTIN,11924358.84,,WRONG,Electronics and Communications,Over the horizon radar,
674,NTW ,NTW ,268,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,185055281.7,2004,2013,Missile and Space Systems,58541348,GENERAL DYNAMICS,69341714.67,,,,Navy Theatre Wide missile defense,
696,GPS III ,GPS III ,292,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,171227385.7,2007,2016,Electronics and Communications,44361764,ROCKWELL COLLINS,73053587,,WRONG,Missile and Space Systems,,
1310,FCS ,FCS ,301,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Electronics and communications,14199292479,2004,2016,Other R&D and Knowledge Based,2744828840,BOEING,12881101851,,WRONG,Electronics and Communications,Fire Control System,
1357,BMDS ,BMDS ,362,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,5153384092,2004,2016,Missile and Space Systems,627040139.4,RAYTHEON,2411461415,,,Baltics Missile Defense System,,
1366,JLENS ,JLENS ,372,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,266076449.8,2004,2016,Electronics and Communications,60157723,RAYTHEON,169653361.9,,,,,
1819,PATRIOT/MEADS ,PATRIOT/MEADS ,531,1,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,1276249007,2010,2016,Missile and Space Systems,1211376079,RAYTHEON,1252368345,,,,,
1830,THAAD ,THAAD ,553,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,190425194.6,2005,2016,Missile and Space Systems,64267813.83,LOCKHEED MARTIN,136816400.9,,,,,
1921,GBR - GROUND BASED RADAR,GBR - GROUND BASED RADAR,CNW,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Electronics and communications,64856635.37,2001,2016,Missile and Space Systems,20682704.91,RAYTHEON,63357896.46,,WRONG,Electronics and Communications,This is a type of radar,
1922,THAAD-THEATER HIGH ALT AI,THAAD-THEATER HIGH ALT AIR DEF,CNX,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,7906740794,1995,2016,Missile and Space Systems,791223990,LOCKHEED MARTIN,7545723784,,,,,
9,LASER HELLFIRE ,LASER HELLFIRE ,108,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,3172272752,1998,2016,Missile and Space Systems,499064698,HELLFIRE SYSTEMS,1624336027,,,,,
10,5-INCH GUIDED PROJ ,5-INCH GUIDED PROJ ,109,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,45532866.85,2007,2014,Weapons and Ammunition,37454288,ATK,37655147,,,,,
28,MLRS ,MLRS ,130,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,2244525304,2004,2016,Missile and Space Systems,512087841.5,LOCKHEED MARTIN,2021543118,,,,,
29,HARM (NAVY) ,HARM (NAVY) ,131,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,3527452.65,2007,2013,Missile and Space Systems,2064905,RAYTHEON,3524322,,,,,
30,HARM (AIR FORCE) ,HARM (AIR FORCE) ,132,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,10891552.69,2007,2016,Missile and Space Systems,5413864.902,RAYTHEON,9484049.11,,,,,
35,MAVERICK (IR) ,MAVERICK (IR) ,137,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,80519426.05,2008,2016,Missile and Space Systems,77439608,RAYTHEON,80027354.55,,,,,
36,MK 48 ADCAP ,MK 48 ADCAP ,138,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,171321332,2010,2016,Weapons and Ammunition,50681256,LOCKHEED MARTIN,171316969,,,,,
37,MK 48 TORPEDO ,MK 48 TORPEDO ,139,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,49183507.78,2005,2016,Other Services,14045194.59,LOCKHEED MARTIN,38921109.3,,,,,
43,SPARROW (AIM-7M) (N) ,SPARROW (AIM-7M) (N) ,147,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,59774975.88,2007,2016,Missile and Space Systems,11784140,BAE SYSTEMS,46298362,,,,,
50,TOMAHAWK ,TOMAHAWK ,154,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,79423612.25,2007,2016,Missile and Space Systems,36681922.18,RAYTHEON,70832584.16,,,,,
73,TRIDENT II SUB ,TRIDENT II SUB ,177,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,312049104.9,2010,2016,Missile and Space Systems,96111341,GENERAL DYNAMICS,311759649.9,,,,,
74,TRIDENT II MISSILE ,TRIDENT II MISSILE ,178,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,23752272490,2000,2016,Missile and Space Systems,2300103150,LOCKHEED MARTIN,14556151756,,,,,
80,AMRAAM (NAVY) ,AMRAAM (NAVY) ,184,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,734927041,2004,2016,Missile and Space Systems,279861910,NULL,447753328,,,,,
81,AMRAAM ,AMRAAM ,185,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,14589095235,1990,2016,Missile and Space Systems,1169749000,RAYTHEON,11374942886,,,,,
141,MIM-23 HAWK,MIM-23 HAWK,1CMC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,1554921383,1990,2012,Missile and Space Systems,204917000,RAYTHEON,1232335090,,,,,
158,ARMY TACTICAL MISSILE SYS,ARMY TACTICAL MISSILE SYSTEM,1CNL,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,340176889.4,1991,2016,Missile and Space Systems,162112559,LOCKHEED MARTIN,186829288.4,,,,,
645,STANDARD MISSILE 2 (SM 2),STANDARD MISSILE 2 (SM 2) ,234,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,3920761779,2000,2016,Missile and Space Systems,552879316.1,RAYTHEON,3682863144,,,,,
647,TOW 2 ,TOW 2 ,236,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,461704764.2,2006,2016,Missile and Space Systems,296575954.7,RAYTHEON,459086954.1,,,,,
657,MINUTEMAN III PRP ,MINUTEMAN III PRP ,248,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,567343817.9,2004,2016,Missile and Space Systems,313389339,NORTHROP GRUMMAN,327395185,,,,,
658,MLRS-TGW ,MLRS-TGW ,250,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,12128614.37,2007,2016,Missile and Space Systems,4077230.75,LOCKHEED MARTIN,9541509.615,,,,,
667,GMLRS ,GMLRS ,260,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,2707504760,2002,2016,Weapons and Ammunition,548792175.4,LOCKHEED MARTIN,2637482677,,,,Guided Multiple Launch Rocket System,
673,SMALL ICBM ,SMALL ICBM ,267,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,121834.23,2007,2012,Missile and Space Systems,109378.33,NULL,118858.23,,,,,
685,JAVELIN,JAVELIN,280,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,4528094598,1994,2016,Missile and Space Systems,651023942.3,JAVELIN [LOCKHEED MARTIN/TEXAS INSTRUMENTS/RAYTHEON],3647098648,,,,,
694,TACTICAL TOMAHAWK ,TACTICAL TOMAHAWK ,289,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,3690236920,2004,2016,Missile and Space Systems,477715802,RAYTHEON,3356497299,,,,,
701,HAEUAV ,HAEUAV ,297,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,5206758.295,2005,2016,Weapons and Ammunition,1845282,NORTHROP GRUMMAN,2870958,,WRONG,Aircraft and Drones,"High altitute, long endurance unmanned aerial vehicle",
837,UUM-44 SUBROC,UUM-44 SUBROC,2CMJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,723240,1990,2013,Missile and Space Systems,674590,LOCKHEED MARTIN,674240,,,,,
868,STANDARD MISSILE 2,STANDARD MISSILE 2,2CPE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,445798566.2,1994,2012,Missile and Space Systems,190700242,RAYTHEON,362085635.9,,,,,
1309,MAVERICK (LASER) ,MAVERICK (LASER) ,300,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,23031552.9,2007,2012,Other R&D and Knowledge Based,3931204.331,NULL,9944248.725,,,,,
1311,MINUTEMAN III GRP ,MINUTEMAN III GRP ,302,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,629820085.2,2001,2016,Missile and Space Systems,284029930.8,BOEING,332731176.7,,,,,
1313,TOW ,TOW ,308,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,624489063.3,2006,2016,Missile and Space Systems,242852889.8,RAYTHEON,599334080.8,,,,,
1321,MAVERICK (TV) ,MAVERICK (TV) ,317,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,45599824,2007,2007,Weapons and Ammunition,45599824,RAYTHEON,45599824,,,,,
1351,SDB ,SDB ,354,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,1895235223,2004,2016,Weapons and Ammunition,315755743.3,BOEING,1156120338,,,,Small Diameter Bomb,
1360,EXCALIBUR,EXCALIBUR,366,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,248934630.5,2005,2016,Weapons and Ammunition,168836072.8,GENERAL DYNAMICS,220233791.5,,,,,
1361,HIMARS ,HIMARS ,367,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,1477516567,2005,2016,Missile and Space Systems,296515347.2,LOCKHEED MARTIN,1392325710,,,,,
1362,AGM-88E AARGM ,AGM-88E AARGM ,368,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,743969548.6,2004,2016,Missile and Space Systems,155438745,ATK,743235148.6,,,,,
1364,JOINT COMMON MISSILE ,JOINT COMMON MISSILE ,370,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,518064165.8,2004,2016,Missile and Space Systems,164746586,LOCKHEED MARTIN,166070191.5,,,,,
1383,SM-6,SM-6,391,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,1085012209,2004,2016,Missile and Space Systems,467660181,RAYTHEON,1084927643,,,,Standard Missile 6,
1795,MINUTEMAN III ,MINUTEMAN III ,401,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,1291822414,2006,2016,Missile and Space Systems,303148081.3,BOEING,415972565.7,,,,,
1808,JDAM ,JDAM ,503,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",4594306776,2004,2016,Weapons and Ammunition,877883763,BOEING,4282945303,,WRONG,"Electronics, Communications, and Sensors","This technology guides missiles. Not sure exactly what category to place this under, but I think ",
1824,LONGBOW HELLFIRE ,LONGBOW HELLFIRE ,541,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,549094719.1,1997,2016,Missile and Space Systems,177012432.7,HELLFIRE SYSTEMS,295924167,,,,,
1826,ATACMS BAT ,ATACMS BAT ,545,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,5635158.559,2001,2014,Missile and Space Systems,4899615,RAYTHEON,5797588.12,,,,,
1832,JASSM ,JASSM ,555,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,3062885779,2004,2016,Missile and Space Systems,824321826.2,LOCKHEED MARTIN,3023911722,,,,,
1849,BRADLEY UPGRADE ,BRADLEY UPGRADE ,601,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,844877554.4,2004,2016,Weapons and Ammunition,138309890,BAE SYSTEMS,325154362.6,,WRONG,Land Vehicle,"Bradley Fighting Vehicle. The upgrade is concerned with the weapons system it comes with, but this technolocy is, still, a vehicle first and foremost",
1862,JSOW ,JSOW ,766,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,1492694382,2001,2016,Weapons and Ammunition,204787414.6,RAYTHEON,1346750475,,,,,
1876,AVENGER (FAADS LOS-R) ,AVENGER (FAADS LOS-R) ,948,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,17751331.42,2007,2016,Missile and Space Systems,10750281.09,BOEING,20965032.9,,,,,
1912,MISSILE DEFENSE AGENCY SU,MISSILE DEFENSE AGENCY SUPPORT,CAA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other Services,77413931897,2000,2016,Missile and Space Systems,6728326963,BOEING,24843626384,,WRONG,Other Services,,
1914,RIM-66 STANDARD MISSILE (,RIM-66 STANDARD MISSILE (MED),CMN,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,270609836.5,2000,2016,Missile and Space Systems,51703504,RAYTHEON,265224836.5,,,,,
1916,PATRIOT MISSILE SYS,PATRIOT MISSILE SYS,CNE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,9137363892,1990,2016,Missile and Space Systems,1455074000,RAYTHEON,6709491140,,,,,
1918,UGM-96 TRIDENT,UGM-96 TRIDENT,CNJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,19101317111,1989,2016,Missile and Space Systems,1955103963,LOCKHEED,5545253481,,,,,
1935,"AMMUNITION SIMULATORS, AL","AMMUNITION SIMULATORS, ALL TYPES",FVH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons and Ammunition,129693220.9,2000,2016,Weapons and Ammunition,32970242,LOCKHEED MARTIN,93578435.83,,WRONG,Weapons and Ammunition,"Wasn't sure whether to place ammo simmulators under ammo, or under ""other services,"" since I imagine it is primairly used for training",
1973,ILS-S,ILS-S,M87,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other Services,97473044.23,2008,2016,Weapons and Ammunition,42835552,LOCKHEED MARTIN,97451890.23,,WRONG,Other Services,Inegrated Logistical Support System,
1959,DMLSS,DMLSS,M14,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other Products,11048646.52,2004,2012,Other Products,2797074,SANOFI,4772708,,,,Defense Medical Logistics Standard Support,
47,SURTASS ,SURTASS ,151,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D and Knowledge Based,16106796.23,2007,2016,Other R&D and Knowledge Based,2441792,NULL,15828879.83,,,,Surveillance Towed Array System,
56,TACTAS ,TACTAS ,160,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D and Knowledge Based,63584,2007,2007,Missile and Space Systems,63584,MEGGITT CORP USA,63584,,,,Tactical Towed Array System,
1814,CMU ,CMU ,517,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D and Knowledge Based,45660385.96,2009,2014,Other R&D and Knowledge Based,10029796.57,ABACUS TECHNOLOGY,45660385.96,Unkown,,,,
1907,ARE,NULL,ARE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D and Knowledge Based,2954258.172,2002,2014,Other R&D and Knowledge Based,2063387,BAE SYSTEMS,2954258.172,Unkown,,,,
1955,TRAC2ES,TRAC2ES,M10,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D and Knowledge Based,31306,2009,2012,Other R&D and Knowledge Based,68950,NULL,31306,,,,Transcom Regulating and Command Control Evacuation System,
1885,ACC,NULL,ACC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other Services,20421119.54,2002,2014,Other Services,6899572,AT&T,9269817.711,,,,Air Combat Command,
6,AN/BQS-13 ,AN/BQS-13 ,105,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,4358456.005,1989,2014,Missile and Space Systems,1914183.875,RAYTHEON,1914183.875,,,,,
26,FFG-7 ,FFG-7 ,127,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,1005862.308,2006,2014,Other R&D and Knowledge Based,379919.0938,NULL,850893.7969,,,,USS Oliver Hazard Perry ,
33,LHA ,LHA ,135,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,5141083.222,2007,2013,Ships & Submarines,3340253,NORTHROP GRUMMAN,2739494,,,,Landing Helicopter Assault,
39,NATO PHM ,NATO PHM ,141,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,1006218.75,2011,2016,Other R&D and Knowledge Based,817251,KFORCE,1006218.75,,,,Pegasus Class hydrofoils,
45,SSN 688 ,SSN 688 ,149,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,533121777.4,2004,2016,Ships & Submarines,158120431.1,GENERAL DYNAMICS,488211093.9,,,,USS Los Angeles,
51,TRIDENT SUB ,TRIDENT SUB ,155,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,13150262.93,2005,2016,Ships & Submarines,3679521.35,L3 COMMUNICATIONS,5685305,,,,,
55,CG-47 ,CG-47 ,159,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,14120317.11,2008,2016,Ships & Submarines,6189279,BAE SYSTEMS,10496815,,,,USS Ticonderoga ,
57,CVN 68 ,CVN 68 ,161,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,9805430412,2004,2016,Ships & Submarines,1407095575,NORTHROP GRUMMAN,5383530943,,,,USS Nimitz,
60,SPARROW (AIM-7F) (N) ,SPARROW (AIM-7F) (N) ,164,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ordnance and Missiles,1296746495,2007,2016,Ships & Submarines,258957615,RAYTHEON,1292742625,,WRONG,Ordnance and Missiles,,
76,DDG 51 ,DDG 51 ,180,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,12499493782,2001,2016,Ships & Submarines,2278540294,GENERAL DYNAMICS,5257140784,,,,USS Arleigh Burke,
86,DD(X) ,DD(X) ,197,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,15105780220,2004,2016,Ships & Submarines,3851080773,RAYTHEON,6939475970,,,,Zumwalt Class Destroyer,
627,LCAC ,LCAC ,216,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,184167121,2006,2014,Ships & Submarines,62174397.93,NULL,159223079,,,,Landing Craft Air Cushion,
628,LHD 1 ,LHD 1 ,217,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,626818255.7,2004,2016,Ships & Submarines,115080692,BAE SYSTEMS,200884290,,,,USS Wasp,
634,CVN 21 ,CVN 21 ,223,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,14400652947,2004,2016,Ships & Submarines,2470765297,NORTHROP GRUMMAN,8277010941,,,,Gerald R Ford Class,
653,CG(X) ,CG(X) ,242,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D and Knowledge Based,1207778,2006,2014,Ships & Submarines,799055,GENERAL DYNAMICS,686161,,WRONG,Other R&D and Knowledge Based,,
665,SSN 21 ,SSN 21 ,258,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,176187329.4,2003,2016,Ships & Submarines,34468714.05,OCEANEERING INTERNATIONAL,92956223.66,,,,USS Seawolf,
1186,DESTROYER DDG-47 AEGIS,DESTROYER DDG-47 AEGIS,2SCA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,1820137177,1989,2012,Ships & Submarines,880281000,LITTON [NORTHROP GRUMMAN],926756343,,,,,
1332,LHA ( R ) ,LHA ( R ) ,333,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,6351795537,2004,2016,Ships & Submarines,2224932205,HUNTINGTON INGALLS INCORPORATED,3535282625,,,,,
1334,MPF ,MPF ,335,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,37301035,2004,2016,Ships & Submarines,34848589,NULL,37238785,,,,Maritime Prepositioning Force,
1335,SAFEGUARD ,SAFEGUARD ,336,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,5018090.29,2008,2016,Ships & Submarines,4226657.73,NULL,5008166.29,,,,USNS Safeguard,
1336,SSGN ,SSGN ,337,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,109349867.6,2004,2016,Missile and Space Systems,133833588,GENERAL DYNAMICS,62169218.92,,,,,
1368,LCS ,LCS ,374,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,11599878265,2004,2016,Ships & Submarines,1796594576,LOCKHEED MARTIN,5318689756,,,,Littoral Combat Ship,
1369,375,NULL,375,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,1855412,2012,2016,Ships & Submarines,2220077,GENERAL DYNAMICS,1855412,unknown,,,,
1801,CVN-68 ,CVN-68 ,414,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,3100489.05,2006,2016,Ships & Submarines,2722748,ROCKWELL AUTOMATION,1831732.52,,,,USS Nimitz,
1802,CVN-69 ,CVN-69 ,415,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,15628889.15,2005,2016,Ships & Submarines,5697758.65,NORTHROP GRUMMAN,15566540.65,,,,USS Dwight D. Eisenhower,
1813,SSN 774 ,SSN 774 ,516,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,31442932552,2004,2016,Ships & Submarines,6008079283,GENERAL DYNAMICS,30083843700,,,,USS Virginia,
1825,LPD 17 ,LPD 17 ,542,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,11574269076,2004,2016,Ships & Submarines,2513491114,NORTHROP GRUMMAN,7018107443,,,,USS San Antonio,
1844,T-AKE ,T-AKE ,592,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,316782732,2006,2016,Ships & Submarines,63043930.4,NULL,125312699.7,,,,USNS Lewis and Clarke,
1865,MCM 1 ,MCM 1 ,771,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,176667054,2006,2016,Ships & Submarines,45224541,BAE SYSTEMS,160810914,,,,USS Avenger,
2007,SBP ,NULL,SBP ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,227893479,2000,2016,Ships & Submarines,61998240,TODD SHIPYARDS,93564092.6,Unkown,,,,
2010,SUBMARINE NUCLEAR - SSN,SUBMARINE NUCLEAR - SSN,SDN,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,10042975811,2000,2016,Ships & Submarines,1617838653,GENERAL DYNAMICS,9599675297,,,,,
2104,SEB,NULL,SEB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,270864503,2003,2016,Ships & Submarines,159850715,TEXTRON,270864503,Unkown,,,,
2107,SFF,NULL,SFF,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,3362209.71,2003,2013,Ships & Submarines,1361000,NULL,3362209.71,Unkown,,,Special Frontier Force?,
2109,SKM,NULL,SKM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships & Submarines,15550787.4,2002,2013,Ships & Submarines,5959538,OCEANEERING INTERNATIONAL,15550787.4,Unkown,,,,
